permutation_index,evidence_application_order,canonical_active_factor_signature,final_possible_joint_world_count,order_independent
24824,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>corridor>lifecycle>cross_modal_definite_order_intersection>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24825,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>corridor>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24826,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>corridor>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24827,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>corridor>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24828,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>corridor>cross_modal_definite_order_intersection>optical_raw_definite_order_alone>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24829,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>optical_raw_definite_order_alone>lifecycle>corridor>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24830,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24831,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>optical_raw_definite_order_alone>corridor>lifecycle>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24832,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24833,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24834,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24835,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>lifecycle>corridor>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24836,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24837,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>corridor>lifecycle>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24838,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>corridor>optical_raw_definite_order_alone>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24839,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>optical_raw_definite_order_alone>lifecycle>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24840,sar_family_pair_geometry_alone>timing_relation_set>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>optical_raw_definite_order_alone>corridor>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24841,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>corridor>p0_upper_temporal_structure>cross_modal_definite_order_intersection>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24842,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>corridor>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24843,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>corridor>cross_modal_definite_order_intersection>p0_upper_temporal_structure>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24844,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>corridor>cross_modal_definite_order_intersection>shared_and_topology>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24845,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>corridor>shared_and_topology>p0_upper_temporal_structure>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24846,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>corridor>shared_and_topology>cross_modal_definite_order_intersection>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24847,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>p0_upper_temporal_structure>corridor>cross_modal_definite_order_intersection>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24848,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>p0_upper_temporal_structure>corridor>shared_and_topology>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24849,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>p0_upper_temporal_structure>cross_modal_definite_order_intersection>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24850,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>p0_upper_temporal_structure>cross_modal_definite_order_intersection>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24851,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>p0_upper_temporal_structure>shared_and_topology>corridor>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24852,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24853,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>corridor>p0_upper_temporal_structure>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24854,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>corridor>shared_and_topology>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24855,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>p0_upper_temporal_structure>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24856,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>p0_upper_temporal_structure>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24857,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>shared_and_topology>corridor>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24858,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>cross_modal_definite_order_intersection>shared_and_topology>p0_upper_temporal_structure>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24859,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>shared_and_topology>corridor>p0_upper_temporal_structure>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24860,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>shared_and_topology>corridor>cross_modal_definite_order_intersection>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24861,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>shared_and_topology>p0_upper_temporal_structure>corridor>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24862,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>shared_and_topology>p0_upper_temporal_structure>cross_modal_definite_order_intersection>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24863,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>shared_and_topology>cross_modal_definite_order_intersection>corridor>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24864,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>lifecycle>shared_and_topology>cross_modal_definite_order_intersection>p0_upper_temporal_structure>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24865,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>lifecycle>p0_upper_temporal_structure>cross_modal_definite_order_intersection>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24866,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>lifecycle>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24867,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>lifecycle>cross_modal_definite_order_intersection>p0_upper_temporal_structure>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24868,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>lifecycle>cross_modal_definite_order_intersection>shared_and_topology>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24869,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>lifecycle>shared_and_topology>p0_upper_temporal_structure>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24870,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>lifecycle>shared_and_topology>cross_modal_definite_order_intersection>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24871,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>p0_upper_temporal_structure>lifecycle>cross_modal_definite_order_intersection>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24872,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>p0_upper_temporal_structure>lifecycle>shared_and_topology>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24873,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24874,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>p0_upper_temporal_structure>cross_modal_definite_order_intersection>shared_and_topology>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24875,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>p0_upper_temporal_structure>shared_and_topology>lifecycle>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24876,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24877,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>lifecycle>p0_upper_temporal_structure>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24878,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24879,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>p0_upper_temporal_structure>lifecycle>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24880,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>p0_upper_temporal_structure>shared_and_topology>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24881,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>shared_and_topology>lifecycle>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24882,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>cross_modal_definite_order_intersection>shared_and_topology>p0_upper_temporal_structure>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24883,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>lifecycle>p0_upper_temporal_structure>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24884,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>lifecycle>cross_modal_definite_order_intersection>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24885,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>p0_upper_temporal_structure>lifecycle>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24886,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24887,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>cross_modal_definite_order_intersection>lifecycle>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24888,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>cross_modal_definite_order_intersection>p0_upper_temporal_structure>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24889,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>lifecycle>corridor>cross_modal_definite_order_intersection>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24890,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>lifecycle>corridor>shared_and_topology>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24891,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>lifecycle>cross_modal_definite_order_intersection>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24892,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>lifecycle>cross_modal_definite_order_intersection>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24893,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>lifecycle>shared_and_topology>corridor>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24894,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>lifecycle>shared_and_topology>cross_modal_definite_order_intersection>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24895,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>corridor>lifecycle>cross_modal_definite_order_intersection>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24896,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>corridor>lifecycle>shared_and_topology>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24897,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>corridor>cross_modal_definite_order_intersection>lifecycle>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24898,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>corridor>cross_modal_definite_order_intersection>shared_and_topology>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24899,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>corridor>shared_and_topology>lifecycle>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24900,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>corridor>shared_and_topology>cross_modal_definite_order_intersection>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24901,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24902,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24903,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>cross_modal_definite_order_intersection>corridor>lifecycle>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24904,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>cross_modal_definite_order_intersection>corridor>shared_and_topology>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24905,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>cross_modal_definite_order_intersection>shared_and_topology>lifecycle>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24906,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>cross_modal_definite_order_intersection>shared_and_topology>corridor>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24907,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>shared_and_topology>lifecycle>corridor>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24908,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>shared_and_topology>lifecycle>cross_modal_definite_order_intersection>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24909,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>shared_and_topology>corridor>lifecycle>cross_modal_definite_order_intersection,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24910,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>shared_and_topology>corridor>cross_modal_definite_order_intersection>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24911,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>lifecycle>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24912,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>p0_upper_temporal_structure>shared_and_topology>cross_modal_definite_order_intersection>corridor>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24913,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>corridor>p0_upper_temporal_structure>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24914,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>corridor>shared_and_topology>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24915,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>p0_upper_temporal_structure>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24916,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>p0_upper_temporal_structure>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24917,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24918,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>p0_upper_temporal_structure>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24919,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>lifecycle>p0_upper_temporal_structure>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24920,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>lifecycle>shared_and_topology>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24921,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>p0_upper_temporal_structure>lifecycle>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24922,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>p0_upper_temporal_structure>shared_and_topology>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24923,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>shared_and_topology>lifecycle>p0_upper_temporal_structure,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24924,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>corridor>shared_and_topology>p0_upper_temporal_structure>lifecycle,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24925,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>p0_upper_temporal_structure>lifecycle>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
24926,sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>cross_modal_definite_order_intersection>p0_upper_temporal_structure>lifecycle>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
