permutation_index,evidence_application_order,canonical_active_factor_signature,final_possible_joint_world_count,order_independent
12976,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>shared_and_topology>sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12977,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>shared_and_topology>timing_relation_set>optical_raw_definite_order_alone>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12978,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>shared_and_topology>timing_relation_set>sar_family_pair_geometry_alone>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12979,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>timing_relation_set>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12980,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>timing_relation_set>optical_raw_definite_order_alone>shared_and_topology>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12981,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>timing_relation_set>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12982,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>timing_relation_set>sar_family_pair_geometry_alone>shared_and_topology>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12983,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>timing_relation_set>shared_and_topology>optical_raw_definite_order_alone>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12984,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>corridor>timing_relation_set>shared_and_topology>sar_family_pair_geometry_alone>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12985,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor>sar_family_pair_geometry_alone>shared_and_topology>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12986,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor>sar_family_pair_geometry_alone>timing_relation_set>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12987,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor>shared_and_topology>sar_family_pair_geometry_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12988,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor>shared_and_topology>timing_relation_set>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12989,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor>timing_relation_set>sar_family_pair_geometry_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12990,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>corridor>timing_relation_set>shared_and_topology>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12991,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>corridor>shared_and_topology>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12992,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>corridor>timing_relation_set>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12993,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>shared_and_topology>corridor>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12994,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>shared_and_topology>timing_relation_set>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12995,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>timing_relation_set>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12996,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>timing_relation_set>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12997,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>shared_and_topology>corridor>sar_family_pair_geometry_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12998,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>shared_and_topology>corridor>timing_relation_set>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
12999,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>shared_and_topology>sar_family_pair_geometry_alone>corridor>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13000,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>shared_and_topology>sar_family_pair_geometry_alone>timing_relation_set>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13001,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>shared_and_topology>timing_relation_set>corridor>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13002,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>shared_and_topology>timing_relation_set>sar_family_pair_geometry_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13003,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>timing_relation_set>corridor>sar_family_pair_geometry_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13004,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>timing_relation_set>corridor>shared_and_topology>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13005,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>timing_relation_set>sar_family_pair_geometry_alone>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13006,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>timing_relation_set>sar_family_pair_geometry_alone>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13007,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>timing_relation_set>shared_and_topology>corridor>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13008,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>optical_raw_definite_order_alone>timing_relation_set>shared_and_topology>sar_family_pair_geometry_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13009,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>corridor>optical_raw_definite_order_alone>shared_and_topology>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13010,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>corridor>optical_raw_definite_order_alone>timing_relation_set>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13011,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>corridor>shared_and_topology>optical_raw_definite_order_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13012,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>corridor>shared_and_topology>timing_relation_set>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13013,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>corridor>timing_relation_set>optical_raw_definite_order_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13014,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>corridor>timing_relation_set>shared_and_topology>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13015,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>corridor>shared_and_topology>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13016,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>corridor>timing_relation_set>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13017,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>shared_and_topology>corridor>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13018,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>shared_and_topology>timing_relation_set>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13019,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>timing_relation_set>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13020,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>timing_relation_set>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13021,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>shared_and_topology>corridor>optical_raw_definite_order_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13022,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>shared_and_topology>corridor>timing_relation_set>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13023,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>shared_and_topology>optical_raw_definite_order_alone>corridor>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13024,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>shared_and_topology>optical_raw_definite_order_alone>timing_relation_set>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13025,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>shared_and_topology>timing_relation_set>corridor>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13026,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>shared_and_topology>timing_relation_set>optical_raw_definite_order_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13027,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>timing_relation_set>corridor>optical_raw_definite_order_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13028,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>timing_relation_set>corridor>shared_and_topology>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13029,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13030,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13031,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>timing_relation_set>shared_and_topology>corridor>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13032,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>sar_family_pair_geometry_alone>timing_relation_set>shared_and_topology>optical_raw_definite_order_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13033,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13034,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>optical_raw_definite_order_alone>timing_relation_set>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13035,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13036,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13037,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>timing_relation_set>optical_raw_definite_order_alone>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13038,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>corridor>timing_relation_set>sar_family_pair_geometry_alone>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13039,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>optical_raw_definite_order_alone>corridor>sar_family_pair_geometry_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13040,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>optical_raw_definite_order_alone>corridor>timing_relation_set>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13041,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>corridor>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13042,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>timing_relation_set>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13043,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>optical_raw_definite_order_alone>timing_relation_set>corridor>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13044,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>optical_raw_definite_order_alone>timing_relation_set>sar_family_pair_geometry_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13045,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>sar_family_pair_geometry_alone>corridor>optical_raw_definite_order_alone>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13046,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>sar_family_pair_geometry_alone>corridor>timing_relation_set>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13047,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>corridor>timing_relation_set,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13048,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>timing_relation_set>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13049,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>sar_family_pair_geometry_alone>timing_relation_set>corridor>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13050,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>sar_family_pair_geometry_alone>timing_relation_set>optical_raw_definite_order_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13051,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>timing_relation_set>corridor>optical_raw_definite_order_alone>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13052,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>timing_relation_set>corridor>sar_family_pair_geometry_alone>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13053,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>timing_relation_set>optical_raw_definite_order_alone>corridor>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13054,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>timing_relation_set>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13055,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>timing_relation_set>sar_family_pair_geometry_alone>corridor>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13056,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>shared_and_topology>timing_relation_set>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13057,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>corridor>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13058,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>corridor>optical_raw_definite_order_alone>shared_and_topology>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13059,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>corridor>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13060,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>corridor>sar_family_pair_geometry_alone>shared_and_topology>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13061,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>corridor>shared_and_topology>optical_raw_definite_order_alone>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13062,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>corridor>shared_and_topology>sar_family_pair_geometry_alone>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13063,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>optical_raw_definite_order_alone>corridor>sar_family_pair_geometry_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13064,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>optical_raw_definite_order_alone>corridor>shared_and_topology>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13065,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13066,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13067,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>optical_raw_definite_order_alone>shared_and_topology>corridor>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13068,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>optical_raw_definite_order_alone>shared_and_topology>sar_family_pair_geometry_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13069,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>sar_family_pair_geometry_alone>corridor>optical_raw_definite_order_alone>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13070,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>sar_family_pair_geometry_alone>corridor>shared_and_topology>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13071,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>corridor>shared_and_topology,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13072,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>sar_family_pair_geometry_alone>optical_raw_definite_order_alone>shared_and_topology>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13073,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>sar_family_pair_geometry_alone>shared_and_topology>corridor>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13074,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>sar_family_pair_geometry_alone>shared_and_topology>optical_raw_definite_order_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13075,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>shared_and_topology>corridor>optical_raw_definite_order_alone>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13076,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>shared_and_topology>corridor>sar_family_pair_geometry_alone>optical_raw_definite_order_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13077,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>shared_and_topology>optical_raw_definite_order_alone>corridor>sar_family_pair_geometry_alone,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
13078,p0_upper_temporal_structure>cross_modal_definite_order_intersection>lifecycle>timing_relation_set>shared_and_topology>optical_raw_definite_order_alone>sar_family_pair_geometry_alone>corridor,f3c95ce3258914bfa05105981257cb51b1e52e7afd4d825d15dfc86afb9767b5,3506018,True
