segment_id,run_id,track_id,family_id,physical_observable_membership_signature_sha256,r0_constraint_signature_sha256,full_observational_signature_sha256,true_observational_equivalence_class_size,true_observational_equivalence_merge_allowed,r0_compatibility_status_alone_used_to_merge
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_8D369C67E753C4168E6D,6b57fe57fc9c00d5d08b424878d61e546e8fdc8e9fbb3c1b26df34741ea640c5,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,6c55c7bafb82ec8eb6af724de4b2c10d960a6e0c941f0e2bec4ec471178b29e2,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_E8ED2D35D8DC07E40212,3a42466dca442fee79ea35fd1de4e48a10a004f1a1eb142baf41165111a8037d,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,3cef61707eb9e42e62e2afcf68a996d114dd021671377addde9a3b8bbc2b4616,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_44587EBB4AE61C6816B2,c58b14528079d6559caace20dab184b00587b9eba183d9c88cffdf7b20aeb723,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,31f7e19e1800cb98d7976332774b62fe959d2ccd58cc710992a2cf32e4cf503f,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_42014FDC873A3C11B7AC,ffa30cf435c26cbdd3d34e05c28ff7d74f51abfd3a9308d7297a95f474eea067,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,2b920c7966830acfcc3ee023eea736a4018b21612aa87e95720ca866179cd465,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_D50D8406164CE0C459A2,cc9f9f147082ce978638d77527d392e4e2d12a9fec4603724763359a93090701,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,28951b00f29619b82f460b9c10182622342e7111e499d44f50516746186374a0,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_22770BAEF8A222256FED,788e16d2daf7518167d52bc37b4de6ad4c2a1086636320f03fc189c20faa9ab7,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,dea83448325c0a088d6499bc8f5a8684885b2362f0ba46903e567c4d7730e35e,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_5790B34534C260F5B6E1,1b080762d895c1b13a5525746ae3c314353529096acdbf87aab285f32b541dab,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,0b11bf69d456f1ca0cbb61053729117d872ba8cb504af2703292beb3602944e8,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_55026F3CB0C50627BDF8,e7518510373206bb037631f3170c0e685ac124c5fbf724998d04f67f287c09eb,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,2a1677d9a456ae4b32052564f4ed0e4dd859443c0112de914e83b02e1de6b20e,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_CC38D28BBFD190B38A39,e4177e89a430b41f0b185dff64b82f6511eb6853a3a63f915cda168d91b2c878,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,415e6900d120a4bbb480f55f2325181f0bc9a4843e42d85a5ecbfc01354f7d3a,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_D0CE6F3AC7882A0DBF32,933f903fab4a7774725ca43ba3ae0699b41499a1927abc8922d9be9c5000696b,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,7b017ae835d49bdd8bcec00af4d76010eb621d300ed52eb6313c3c4d8a8f8937,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_55DAD554FEB5F7E29BBD,3e53a15eb8ae98474e70da7fa13743e9f6ab05c58f05c5d870eea833c13672ae,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,1b63c3b77cd5f21537cd46bbfd6f50d09832940c2a7548378dd1b2e84a1c737f,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_88C770ADAA60B2840BA6,50fc5a882ab56d7d2fd91bd8c4fc1312992a532b30130d843535867470d7b476,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,2d1eb7e129ec8d5e319494dcae576228ce12d1ae459801cbbea056dec7d5708d,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_CEFC802ED7D083FFAA88,e882622a85f5272911c05897bbbbac6ab776188552dec5e1c6274e522e45f059,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,fe8ffdfca78bc1637a7d5f1c7a1eed13a1a453d12e568eca4f97ba6af8e419ef,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_E8456DF0A3664F95301E,7ac314b783b3464b68dcf3b9bfb02800d0354f826c46574b0b8a92184ecf6648,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,666ab2d4034dc388d18fc960e53e6b0ddd511ae082bf54d83181ad264b2ae4be,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_DC188219F1A2A86B4038,b5e65f777eb986c54abd45ff284a9ca57d4e18b991d8ff8fc067e60de13c919c,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,6353ad9f6ee2d9d079fada36715f87c4b3f215a1e703a8253934ff3dd1ade4ad,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_7456B9759BA24941C44C,ff192be81b927dc3d485139cc07d595dee9a617e6c3eb80d538c0de5a86194b5,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,8ac41d5582d272b54ded8ebb77a5f287184416ad8cf9e87905fdaaa6981310b8,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_062F70DE0C8F769ABC53,25476e0d396bf91a49291aaff92b0bc452c0a649147d58d542e8a5acde6a03c2,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,1eb3ab37746e53518b75004e54f946b2a863a8a563795a1d909bd0439b87d111,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_1AFDFE71BE358AE4E03E,55f911b1a5e9f3779960f88a3f9398c38425e4740db84701e24842750f18121b,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,5ee3ac6bbaf795b0f911cb73cf3f32107106f9735a3e35b8dc7b41e2fb60dae8,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_B5137AAE05CE00E4C541,067917e601cf4f07bca69014bda2bd8bd526dedac233f427b997f8a9dbd1bf49,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,2a07f94eb0ba9531646fca2ed69386e4c66dd194fa22dbbd629ce61c3c134e5e,1,False,False
TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_E8F1B0137E82970D10F3,0aa71f1df4a47b8e27e9362c835d67c3e86ce31a373f34124ca5459db2719d74,cc0c07c37bf99d317524102d3d171f5da23289b3b9f556eaddfc22b8e8b95867,8e9ca2903935551b2cd32d5ccd0379b17e24e1958355ae6fe0f07132253e40d1,1,False,False
