segment_id,run_id,track_id,family_id,N_static_physical_region_incidence,N_temporal_family_for_track,baseline_joint_worlds_containing_family,possible_joint_worlds_containing_family,excluded_joint_worlds_containing_family,family_world_retention_fraction,family_status,manual_reference_used,N_possible_family_for_track,N_necessary_family_for_track,N_excluded_family_for_track
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_D9507FBC4D8406C10E94,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_D9CDC0F5EB768C0CB392,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_DD392978A9C6063DCC43,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_DD48093BB2C9FF98F81D,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_DD61BBF91E5D8AEFDADC,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_DDCA3B2C82D0571F35CA,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E0179DBD132E25A9A65F,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E110DEE0B5686BDDEFF7,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E15977B12965F490ADEF,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E191252479337DAFB5F7,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E28A7E8D6DF3710E9730,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E2A9BA110E7EC677AED9,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E2F239D4D8481DD8C0C7,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E370B90ED70AFCC46134,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E3FF9A1EBA77B9E82A04,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E45A1FEB36EA562D4D8C,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E58E002C9242D38840EF,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E8534E9B2090CB107DCC,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_E90794084AB0052F7965,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_EAFEFBDED8BCDF07FC89,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_EB183BE1E3751867BBC4,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_EBF8EAF05160B46F9742,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_ECF37F62D6027A6F8B88,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_EF128A6FBE5656727A75,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_EF8E71AB53C2ABE81664,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_F0B8E0C65A576B25A258,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_F4C1BEDE9753D945A335,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_FA0CEF6D1250255647AA,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_FB836E8CC9A1745746B7,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGV1F_FD76BF4557CAA20E0A6C,1140,165,171,171,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,165,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_01D7BC8FA8895F0A55B4,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_06212EA8ED9617F272BC,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_063E826BCBDB09F3E3A3,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_0881F023F1C96728F87B,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_093848DCA6ED02E03A93,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_09CF9667D0C6F6FF642C,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_0A8C9ED6E07FCA9711ED,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_0CB68B51CE3D9D862960,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_0CD5BF851CF1634D51C3,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_1017942968625E308168,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_10A24FC4ED797347A176,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_112B11D8ACF6217958A6,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_1221B6B3729D9CF4F9EF,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_147918147F98A3DA750B,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_151A940F4DAAE393F039,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_167783BC761B193821DC,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_1760E40D16919DB61ADD,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_194AF5E33713E16F5923,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_1DF5CBB74279BC10C0D4,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_1FCE680CA9B8E20A06E8,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_22FFD83FE5DAC5659A27,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_2457BF84900C66EE2D94,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_256BC9ED95AC29CF9C5E,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_26E1AC009EB656C47163,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_27F0F184CF88CBC193AC,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_2975F086E7B7672C3F55,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_29F85AF88AD0AEA785B7,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_2ACA3EC8AC743071B19C,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_2D2E6DD036EC52906392,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_2E727B860E3C4C42C9BB,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_301C2A846AE792C17564,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_320D70A937CBDA2AB978,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3275D010A8DC53FAA4F8,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_353CAF14D92B684EE2D5,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_358E47D4B24054AD1DA0,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_35C9E6F94D34CACFB0A9,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3745B44C42239FD1AA30,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_37CA2F56050902E9B716,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3835411E2ABF7128795E,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_38BFA0C1E2EFE07FFDDD,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_38E38D9EB578A507B697,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_392BD8EBB6C57F5BE062,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_39E7E380AFCD5F254112,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3CA1485F55FDF8064CFE,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3DA8A76B4C462FAA7EBE,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3E2ACF21326E4F45FEE9,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3E82C7989C90F1E2026B,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_3F0B6D9EE147866944E4,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_4066C707A05381A357AA,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_4128E65EA84F65CEE462,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_428FB4A31D2854E5C4E3,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_43E5E9A498C08A8B702B,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_43F30F0B9F3D2DFCB8C1,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_44D11A723537F9E0B433,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_4714EA61CAC571271514,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_4717E2BE8B2F8A272741,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_47C1E7A1B2FAE3183A23,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_4CE6D95122A44A5FB417,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_517B77050D166CC0D0BC,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_53567220C10B389994CE,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_54BF0561D5427667AE81,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_56F92348733D8528276E,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_57860A64702A6310A6AF,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_59F37D351420F34ABED6,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_5BD3AC29F7006AFEDA43,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_5E06873373ABED04A0FC,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_5FA75025371239599DC7,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_5FD8A3131BB7BC55114A,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_63764B4FD0C8EAFF9FDE,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_653A627E6FC50FE5D42F,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_6730F59D004A20F6292F,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_6918EE09B68C4529AD37,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGV1F_697FDBFBC7ADEC9A0DE0,1165,171,165,165,0,1.0,UNCONDITIONALLY_ADMISSIBLE_WITH_RESPECT_TO_R0,False,171,0,0
