seed_frame,path_kind,direction,source_frame,destination_frame,object_type,status,reasons,best_score,best_offset_m,second_score,second_offset_m,second_ratio,node_support_fraction,p0_dx_px,p0_dy_px,pair_separation_m
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,183,182,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03478094935417175,0.0200006365776062,,,,0.9523809523809523,3.3431196212768555,-0.09410566836595535,2.128158141001684
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,183,182,SAR_BOUNDARY_FAR,SUPPORTED,,0.0270986407995224,0.1500009000301361,-0.015219047665596008,-0.1899997889995575,-0.5616166426274869,0.7619047619047619,3.3431196212768555,-0.09410566836595535,2.128158141001684
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,182,181,SAR_BOUNDARY_NEAR,SUPPORTED,,0.031158089637756348,0.0200006365776062,-0.02916666865348816,0.24000108242034912,-0.9360865506383598,0.9523809523809523,3.2528369426727295,-0.07956013083457947,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,182,181,SAR_BOUNDARY_FAR,SUPPORTED,,0.017164528369903564,-0.019999444484710693,-0.013419121503829956,0.20000100135803223,-0.7817937792779184,0.7142857142857143,3.2528369426727295,-0.07956013083457947,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,181,180,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03466607630252838,5.960464477539062e-07,-0.006632953882217407,0.2700011134147644,-0.1913384665842217,1.0,3.232046127319336,-0.057184893637895584,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,181,180,SAR_BOUNDARY_FAR,SUPPORTED,,0.025137871503829956,5.960464477539062e-07,-0.011044725775718689,0.2900012135505676,-0.4393659890431032,0.7619047619047619,3.232046127319336,-0.057184893637895584,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,180,179,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03305758535861969,5.960464477539062e-07,-0.01630668342113495,0.2700011134147644,-0.49328114090108577,0.9523809523809523,3.235919237136841,-0.19818882644176483,2.1081581004705257
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,180,179,SAR_BOUNDARY_FAR,SUPPORTED,,0.027450978755950928,0.0200006365776062,,,,0.9523809523809523,3.235919237136841,-0.19818882644176483,2.1081581004705257
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,179,178,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03527112305164337,0.0200006365776062,-0.005330875515937805,-0.25999993085861206,-0.1511399426701676,0.9047619047619048,3.3239188194274902,-0.15598765015602112,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,179,178,SAR_BOUNDARY_FAR,SUPPORTED,,0.018949121236801147,5.960464477539062e-07,-0.04431678354740143,-0.1899997889995575,-2.338724999095666,0.6666666666666666,3.3239188194274902,-0.15598765015602112,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,178,177,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03408394753932953,0.010000616312026978,-0.009267747402191162,0.25000113248825073,-0.27190944920617227,0.8095238095238095,3.336590528488159,-0.1602877527475357,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,178,177,SAR_BOUNDARY_FAR,SUPPORTED,,0.02380514144897461,0.010000616312026978,-0.014154404401779175,0.26000112295150757,-0.5945944254151393,0.8095238095238095,3.336590528488159,-0.1602877527475357,2.088158059939367
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,177,176,SAR_BOUNDARY_NEAR,SUPPORTED,,0.023598328232765198,5.960464477539062e-07,-0.011465996503829956,0.280001163482666,-0.4858817281772505,0.8095238095238095,3.2594475746154785,-0.12538447976112366,2.0681580194082088
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,177,176,SAR_BOUNDARY_FAR,SUPPORTED,,0.02726714313030243,-0.019999444484710693,-0.015586718916893005,0.2300010323524475,-0.5716300692891888,0.7142857142857143,3.2594475746154785,-0.12538447976112366,2.0681580194082088
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,176,175,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03207719326019287,-0.00999942421913147,-0.015402883291244507,0.26000112295150757,-0.4801817654775664,0.9523809523809523,3.236722230911255,-0.10462863743305206,2.1381581612672633
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,176,175,SAR_BOUNDARY_FAR,SUPPORTED,,0.01781556010246277,0.060000717639923096,-0.015441164374351501,0.26000112295150757,-0.8667234869711989,0.6190476190476191,3.236722230911255,-0.10462863743305206,2.1381581612672633
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,175,174,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03711703419685364,5.960464477539062e-07,-0.013909295201301575,0.280001163482666,-0.3747415574081791,0.9047619047619048,3.3372802734375,-0.17146266996860504,2.0981580802049464
183,PAIR_SAFE_FROZEN,F183_BACKWARD_PAIR_SAFE,175,174,SAR_BOUNDARY_FAR,SUPPORTED,,0.017087921500205994,-0.03999948501586914,-0.015134811401367188,0.22000104188919067,-0.8857023015458456,0.7142857142857143,3.3372802734375,-0.17146266996860504,2.0981580802049464
