window_id,run_id,source_sar_frame,destination_sar_frame,source_optical_frame,destination_optical_frame,raw_track_fragment_id,d_left_observed_deg,d_right_observed_deg,d_mid_observed_deg,d_width_observed_deg,background_gmc_state,hybrid_common_state,reference_used,d_left_common_deg,d_right_common_deg,d_mid_common_deg,common_uncertainty_deg,residual_left_low_deg,residual_left_high_deg,residual_right_low_deg,residual_right_high_deg,residual_mid_descriptor_deg,optical_residual_state
CMRW_4E5A8E580329492C0581,R01ZF,9,10,5,6,R01ZF_REUSED_R01ZF_PERSON001,1.9829874687156588,1.8513841951759031,1.917185831945781,-0.1316032735397556,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8323330106214759,0.8565901123214616,0.8444615614714688,1.0559597609063105,0.09469469718787238,2.2066142190004934,-0.06116567805186901,2.050753843760752,1.0727242704743123,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_4E5A8E580329492C0581,R01ZF,9,10,5,6,R01ZF_REUSED_R01ZF_PERSON002,1.890400844446787,1.8425955618762724,1.8664982031615298,-0.04780528257051472,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8406571026274813,0.8646547044331985,0.8526559035303398,1.0559597609063105,-0.006216019087004865,2.1057035027256163,-0.07801890346323659,2.033900618349384,1.01384229963119,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_15A21F90AB27050B2B4B,R01ZF,10,11,6,7,R01ZF_REUSED_R01ZF_PERSON001,1.9501781985972033,1.8157186192306658,1.8829484089139346,-0.13445957936653735,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7897478101448592,0.812780742264952,0.8012642762049056,1.0991498314432564,0.061280557009087744,2.2595802198956005,-0.0962119544775426,2.10208770840897,1.081684132709029,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_15A21F90AB27050B2B4B,R01ZF,10,11,6,7,R01ZF_REUSED_R01ZF_PERSON002,1.8250020200318293,1.7592435126676846,1.792122766349757,-0.06575850736414479,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7996614030605007,0.8226662723859572,0.811163837723229,1.0991498314432564,-0.07380921447192779,2.1244904484145852,-0.162572591161529,2.035727071724984,0.980958928626528,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_6FDEB99C705799EDD0A7,R01ZF,12,13,7,8,R01ZF_REUSED_R01ZF_PERSON001,1.9277346331925151,1.785889346807706,1.8568119900001105,-0.14184528638480917,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.6982254746760288,0.7304039639033724,0.7143147192897006,0.8765761682203844,0.3529329902961018,2.1060853267368707,0.17890921468394905,1.932061551124718,1.14249727071041,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_6FDEB99C705799EDD0A7,R01ZF,12,13,7,8,R01ZF_REUSED_R01ZF_PERSON002,1.8458310809491265,1.8085119399253955,1.827171510437261,-0.03731914102373107,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.7156061524282571,0.7480464796499696,0.7318263160391134,0.8765761682203844,0.2536487603004849,2.006801096741254,0.18388929205504145,1.9370416284958103,1.0953451943981476,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_8286C33250C443C032F4,R01ZF,14,15,8,9,R01ZF_REUSED_R01ZF_PERSON001,1.9454811623550017,1.7667822070039998,1.8561316846795006,-0.17869895535100175,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.7909639858403793,0.8102494782238949,0.8006067320321371,0.7820670679259839,0.3724501085886385,1.9365842444406063,0.17446566085412085,1.7385997967060889,1.0555249526473636,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_8286C33250C443C032F4,R01ZF,14,15,8,9,R01ZF_REUSED_R01ZF_PERSON002,1.809215030591927,1.7754211080319557,1.7923180693119414,-0.0337939225599712,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.8009045556698237,0.8206437016236732,0.8107741286467485,0.7820670679259839,0.22624340699611944,1.7903775428480873,0.17271033848229878,1.7368444743342666,0.9815439406651929,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_E8085FC608B0D40E484D,R01ZF,15,16,9,10,R01ZF_REUSED_R01ZF_PERSON001,1.893722622325772,1.7771104786578518,1.8354165504918118,-0.11661214366792005,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.8391988391930267,0.8526126691373261,0.8459057541651764,0.8053731909535583,0.249150592179187,1.8598969740863036,0.11912461856696743,1.729871000474084,0.9895107963266354,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_E8085FC608B0D40E484D,R01ZF,15,16,9,10,R01ZF_REUSED_R01ZF_PERSON002,1.7974708124632388,1.7836759132362832,1.790573362849761,-0.013794899226955643,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.8456806554257693,0.8595389397770785,0.852609797601424,0.8053731909535583,0.1464169660839112,1.7571633479910278,0.11876378250564645,1.7295101644127628,0.9379635652483371,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_535A0705B1229B3587D3,R01ZF,17,18,10,11,R01ZF_REUSED_R01ZF_PERSON001,1.8520059096058568,1.7810979141327816,1.8165519118693192,-0.07090799547307522,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.800167925984199,0.8172981425075966,0.8087330342458978,1.1354846033313375,-0.08364661970967968,2.1873225869529955,-0.17168483170615256,2.0992843749565226,1.0078188776234214,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_535A0705B1229B3587D3,R01ZF,17,18,10,11,R01ZF_REUSED_R01ZF_PERSON002,1.82216036193238,1.7716875664058649,1.7969239641691224,-0.05047279552651534,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8095318733332194,0.8274908103287857,0.8185113418310026,1.1354846033313375,-0.12285611473217695,2.1481130919304983,-0.1912878472542583,2.0796813594084167,0.9784126223381198,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_535A0705B1229B3587D3,R01ZF,17,18,10,11,R01ZF_REUSED_R01ZF_PERSON003,0.1514591382720639,1.447442740418457,0.7994509393452605,1.2959836021463926,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7571435802102794,0.772403129725232,0.7647733549677557,1.1354846033313375,-1.741169045269553,0.529800161393122,-0.4604449926381122,1.8105242140245625,0.03467758437750479,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_F44E924C8C6B59C855B4,R01ZF,19,20,11,12,R01ZF_REUSED_R01ZF_PERSON001,1.8419054914085538,1.744088002802177,1.7929967471053654,-0.09781748860637667,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8533379090245835,0.8361014356677686,0.8447196723461761,0.9152991040452094,0.07326847833876093,1.9038666864291796,-0.007312536910801137,1.823285671179618,0.9482770747591893,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_F44E924C8C6B59C855B4,R01ZF,19,20,11,12,R01ZF_REUSED_R01ZF_PERSON002,1.7536187873567746,1.701088800625916,1.7273537939913453,-0.052529986730858486,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8321135080336176,0.8132963070087107,0.8227049075211641,0.9152991040452094,0.006206175277947645,1.8368043833683663,-0.027506610428004175,1.8030915976624147,0.9046488864701812,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_F44E924C8C6B59C855B4,R01ZF,19,20,11,12,R01ZF_REUSED_R01ZF_PERSON003,0.0157376296717709,1.7935187756489126,0.9046282026603417,1.777781145977142,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.9577883768939612,0.94067357246603,0.9492309746799956,0.9152991040452094,-1.8573498512673998,-0.026751643176980915,-0.06245390086232683,1.768144307228092,-0.0446027720196539,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_5F524248335024CF1396,R01ZF,20,21,12,13,R01ZF_REUSED_R01ZF_PERSON001,1.8909232798691296,1.8146770034296815,1.8528001416494055,-0.07624627643944816,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8088032484478659,0.8255252242651693,0.8171642363565176,0.8502142100026299,0.2319058214186338,1.9323342414238935,0.13893756916188238,1.8393659891671421,1.0356359052928878,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_5F524248335024CF1396,R01ZF,20,21,12,13,R01ZF_REUSED_R01ZF_PERSON002,1.6976449583907307,1.6880100122589692,1.69282748532485,-0.009634946131761501,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8172069490926827,0.8347458482097728,0.8259763986512277,0.8502142100026299,0.030223799295418186,1.730652219300678,0.0030499540465664943,1.7034783740518262,0.8668510866736222,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_5F524248335024CF1396,R01ZF,20,21,12,13,R01ZF_REUSED_R01ZF_PERSON003,1.1404682909055956,1.7760053893939907,1.4582368401497932,0.6355370984883951,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.763820517817356,0.7839824454344584,0.7739014816259072,0.8502142100026299,-0.47356643691439015,1.2268619830908696,0.1418087339569023,1.842237153962162,0.6843353585238859,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_8872BBB99B9277C8B352,R01ZF,22,23,13,14,R01ZF_REUSED_R01ZF_PERSON001,1.8178441664701062,1.7264521453175947,1.7721481558938503,-0.09139202115251148,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8057667458213393,0.8251406043202167,0.815453675070778,1.0004014059473865,0.011676014701380355,2.012478826596153,-0.09908986495000849,1.9017129469447644,0.9566944808230723,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_8872BBB99B9277C8B352,R01ZF,22,23,13,14,R01ZF_REUSED_R01ZF_PERSON002,1.791338299451983,1.70844846724923,1.7498933833506065,-0.08288983220275323,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8148822788815231,0.8353927816607343,0.8251375302711287,1.0004014059473865,-0.023945385376926476,1.9768574265178465,-0.1273457203588908,1.8734570915358821,0.9247558530794778,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_8872BBB99B9277C8B352,R01ZF,22,23,13,14,R01ZF_REUSED_R01ZF_PERSON003,1.6288368766489356,1.790237279002752,1.7095370778258439,0.16140040235381647,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7538852641481487,0.7785645033443721,0.7662248837462604,1.0004014059473865,-0.12544979344659946,1.8753530184481733,0.011271369710993406,2.0120741816057666,0.9433121940795834,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_C57ECD71BB3BFE8B4E06,R01ZF,24,25,14,15,R01ZF_REUSED_R01ZF_PERSON001,1.8252331285374144,1.7568868569199916,1.791059992728703,-0.06834627161742282,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7630392506963718,0.7919874537816416,0.7775133522390067,2.135688239136069,-1.0734943612950265,3.197882116977112,-1.170788835997719,3.1005876422744194,1.0135466404896962,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_C57ECD71BB3BFE8B4E06,R01ZF,24,25,14,15,R01ZF_REUSED_R01ZF_PERSON002,1.7693602061075013,1.6609475317996212,1.7151538689535613,-0.10841267430788025,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7775711408608076,0.8083466524222507,0.7929588966415291,2.135688239136069,-1.1438991738893753,3.1274773043827633,-1.2830873597586987,2.98828911851344,0.9221949723120322,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_C57ECD71BB3BFE8B4E06,R01ZF,24,25,14,15,R01ZF_REUSED_R01ZF_PERSON003,1.809988308254804,1.7859625854176915,1.7979754468362477,-0.024025722837113316,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.679360104462401,0.7174455019759792,0.6984028032191901,2.135688239136069,-1.005060035343666,3.2663164429284723,-1.0671711556943568,3.2042053225777813,1.0995726436170576,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_7DF95AC7A9EEE85DAF86,R01ZF,25,26,15,16,R01ZF_REUSED_R01ZF_PERSON001,1.8087723438776424,1.7605455324155803,1.7846589381466114,-0.048226811462061946,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.864559610158122,0.8805924267224252,0.8725760184402735,0.9590961830038395,-0.014883449284319061,1.90330891672336,-0.07914307731068448,1.8390492886969945,0.9120829197063378,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_7DF95AC7A9EEE85DAF86,R01ZF,25,26,15,16,R01ZF_REUSED_R01ZF_PERSON002,1.6551372686723016,1.831681381339869,1.7434093250060854,0.1765441126675672,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8678378640244878,0.8845467335934053,0.8761922988089466,0.9590961830038395,-0.1717967783560257,1.7463955876516533,-0.011961535257375866,1.906230830750303,0.8672170261971388,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_7DF95AC7A9EEE85DAF86,R01ZF,25,26,15,16,R01ZF_REUSED_R01ZF_PERSON003,1.8613706866409303,1.9570260087055416,1.909198347673236,0.0956553220646128,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8451648701438293,0.8641215329571513,0.8546432015504903,0.9590961830038395,0.05710963349326148,1.9753019995009404,0.13380829274455075,2.0520006587522297,1.0545551461227456,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_AED859B84ACD1CA1BA71,R01ZF,27,28,16,17,R01ZF_REUSED_R01ZF_PERSON001,1.8169880884828635,1.6815422291596294,1.7492651588212464,-0.1354458593232342,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8661800199326184,0.8828897919770433,0.8745349059548309,1.1000043857089934,-0.14919631715874826,2.0508124542592387,-0.30135194852640734,1.8986568228915794,0.8747302528664156,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_AED859B84ACD1CA1BA71,R01ZF,27,28,16,17,R01ZF_REUSED_R01ZF_PERSON002,1.7237276689941223,1.6826424358459344,1.7031850524200283,-0.041085233148187905,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8698845023749303,0.8874795662193043,0.8786820342971173,1.1000043857089934,-0.2461612190898015,1.9538475523281855,-0.3048415160823632,1.8951672553356236,0.8245030181229109,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_AED859B84ACD1CA1BA71,R01ZF,27,28,16,17,R01ZF_REUSED_R01ZF_PERSON003,1.869872468714561,1.8953045763201322,1.8825885225173464,0.025432107605570426,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8441844299894239,0.8642776482544531,0.8542310391219385,1.1000043857089934,-0.07431634698385636,2.1256924244341304,-0.06897745764331442,2.1310313137746726,1.028357483395408,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_A6853A0041ABBE66425C,R01ZF,29,30,17,18,R01ZF_REUSED_R01ZF_PERSON001,1.8271829031128894,1.7178718351749596,1.7725273691439245,-0.10931106793792997,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8011985733966436,0.8264739412325318,0.8138362573145876,2.1444710072888054,-1.1184866775725593,3.170455337005051,-1.2530731133463777,3.035868901231233,0.9586911118293369,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_A6853A0041ABBE66425C,R01ZF,29,30,17,18,R01ZF_REUSED_R01ZF_PERSON002,1.7302833384227772,1.640470016212922,1.6853766773178496,-0.0898133222098551,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8107990184783552,0.8380903561461921,0.8244446873122737,2.1444710072888054,-1.2249866873443833,3.063955327233227,-1.3420913472220752,2.9468506673555352,0.8609319900055759,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_A6853A0041ABBE66425C,R01ZF,29,30,17,18,R01ZF_REUSED_R01ZF_PERSON003,1.7752583555641357,1.746719710216111,1.7609890328901234,-0.028538645348024833,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.7432323427445757,0.7761365013072214,0.7596844220258986,2.1444710072888054,-1.1124449944692454,3.176497020108365,-1.173887798379916,3.115054216197695,1.0013046108642247,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_338B9109FC3FFB30535A,R01ZF,30,31,18,19,R01ZF_REUSED_R01ZF_PERSON001,1.7830802391986196,1.7848151805163588,1.7839477098574892,0.001734941317739324,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8722496989297033,0.8859489477754859,0.8790993233525946,0.9566426690510061,-0.045812128782089845,1.8674732093199224,-0.057776436310133406,1.8555089017918789,0.9048483865048946,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_338B9109FC3FFB30535A,R01ZF,30,31,18,19,R01ZF_REUSED_R01ZF_PERSON002,1.6560714678417505,1.5659586810912132,1.611015074466482,-0.09011278675053729,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8731922691640172,0.8874440812591917,0.8803181752116045,0.9566426690510061,-0.1737634703732729,1.7395218677287394,-0.2781280692189847,1.6351572688830276,0.7306968992548775,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_338B9109FC3FFB30535A,R01ZF,30,31,18,19,R01ZF_REUSED_R01ZF_PERSON003,1.884855867843935,1.704511485038364,1.7946836764411496,-0.18034438280557105,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8670189926973024,0.8824348966680173,0.8747269446826599,0.9566426690510061,0.061194206095626535,1.9744795441976388,-0.13456608068065945,1.7787192574213528,0.9199567317584897,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_3AEAA95D92AA2859A506,R01ZF,32,33,19,20,R01ZF_REUSED_R01ZF_PERSON001,1.7589961289142504,1.6838923748039143,1.7214442518590825,-0.0751037541103361,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8587712661560342,0.869455291435175,0.8641132787956045,0.9418483496528044,-0.04162348689458817,1.8420732124110206,-0.12741126628406496,1.7562854330215436,0.8573309730634779,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_3AEAA95D92AA2859A506,R01ZF,32,33,19,20,R01ZF_REUSED_R01ZF_PERSON002,1.6632748920979845,1.606562166928678,1.6349185295133313,-0.05671272516930655,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8594842372358715,0.8705391947714048,0.8650117160036381,0.9418483496528044,-0.1380576947906913,1.7456390045149175,-0.2058253774955312,1.6778713218100776,0.7699068135096931,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_3AEAA95D92AA2859A506,R01ZF,32,33,19,20,R01ZF_REUSED_R01ZF_PERSON003,1.8355955782074809,1.6946112523794674,1.7651034152934741,-0.14098432582801365,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8547774317975915,0.86670898632332,0.8607432090604558,0.9418483496528044,0.03896979675708501,1.9226664960626938,-0.11394608359665703,1.7697506157089518,0.9043602062330184,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
CMRW_546591307732AE2C1D93,R01ZF,34,35,20,21,R01ZF_REUSED_R01ZF_PERSON001,1.7549435924479242,1.623683726614842,1.6893136595313831,-0.13125986583308213,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8700314170138004,0.8773109439261505,0.8736711804699755,1.0629514797308883,-0.1780393042967645,1.9478636551650121,-0.3165786970421969,1.80932426241958,0.8156424790614076,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_546591307732AE2C1D93,R01ZF,34,35,20,21,R01ZF_REUSED_R01ZF_PERSON002,1.6440993962591812,1.7055286879675746,1.674814042113378,0.061429291708393494,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8689126358267574,0.8763163541756246,0.8726144950011909,1.0629514797308883,-0.2877647192984645,1.8381382401633122,-0.2337391459389382,1.8921638135228385,0.802199547112187,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_546591307732AE2C1D93,R01ZF,34,35,20,21,R01ZF_REUSED_R01ZF_PERSON003,1.8072213128504604,1.646395833593034,1.726808573221747,-0.16082547925742655,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.8778796080112343,0.8851314682267825,0.8815055381190084,1.0629514797308883,-0.13360977489166226,1.9922931845701144,-0.3016871143646369,1.82421584509714,0.8453030351027386,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_B60470708196AD1F0D90,R01ZF,35,36,21,22,R01ZF_REUSED_R01ZF_PERSON001,1.7403414409746054,1.720348927744998,1.7303451843598017,-0.019992513229607566,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.8392086035068517,0.8510904641470504,0.845149533826951,0.7798349757536179,0.12129786171413581,1.6809678132213717,0.08942348784432963,1.6490934393515655,0.8851956505328507,OPTICAL_RESIDUAL_ABOVE_COMMON
CMRW_B60470708196AD1F0D90,R01ZF,35,36,21,22,R01ZF_REUSED_R01ZF_PERSON002,1.6511303029004865,1.618801152558899,1.6349657277296927,-0.032329150341587586,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_MILD_DISAGREEMENT,False,0.8424639291151378,0.8555110445393181,0.848987486827228,0.7798349757536179,0.028831398031730737,1.5885013495389666,-0.01654486773403696,1.543125083773199,0.7859782409024647,OPTICAL_RESIDUAL_DEFORMATION_OR_MIXED
