trajectory_id,trajectory_kind,run_id,strict_family_id,admissible_frame_count,unique_frame_count,competing_frame_count,temporal_span_frames,trajectory_length_frames,temporal_occupancy,reselection_after_gap_count,ambiguous_bridge_count,first_offset,last_offset,admissible_offsets,unique_offsets,range_center_min_m,range_center_max_m,theta_center_min_deg,theta_center_max_deg
R01ZF::R01ZF_REUSED_R01ZF_PERSON100007,NATURAL_OPTICAL_CORRIDOR,R01ZF,P0MF_0D57D879EAB06CF8105A,1,1,0,1,7,0.14285714285714285,0,0,6,6,6,6,8.855377521327908,8.855377521327908,-39.315589904785156,-39.315589904785156
R01ZF::R01ZF_REUSED_R01ZF_PERSON100008,NATURAL_OPTICAL_CORRIDOR,R01ZF,P0MF_7A33214EB0E7133CB40E,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,9.19601521268935,9.72733321929665,54.01180458068848,55.34625053405762
R02ZF::R02ZF_REUSED_R02ZF_PERSON011,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3E66DA8221F3E094AC55,9,0,9,9,9,1.0,0,7,0,8,0;1;2;3;4;5;6;7;8,,4.804506127464167,5.065823394249765,-3.1218349933624268,1.4841203689575195
R02ZF::R02ZF_REUSED_R02ZF_PERSON017,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3D76EE7A60FF52E91451,28,0,28,28,41,0.6829268292682927,0,26,0,27,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,,7.365175160793943,9.72810681528388,-53.95114707946777,-40.91548538208008
R02ZF::R02ZF_REUSED_R02ZF_PERSON018,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_720F6AE6DD4AD4A5AC23,21,0,21,21,41,0.5121951219512195,0,19,0,20,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,,17.659723511234063,19.07811562437975,-38.09075355529785,-32.83814239501953
R02ZF::R02ZF_REUSED_R02ZF_PERSON021,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_25A946995280BB2E8F13,11,0,11,11,13,0.8461538461538461,0,9,2,12,2;3;4;5;6;7;8;9;10;11;12,,10.929877085838761,11.789952744030305,-50.88716506958008,-46.73181915283203
R02ZF::R02ZF_REUSED_R02ZF_PERSON023,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_25A946995280BB2E8F13,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,10.929877085838761,11.397711194395985,-49.92584800720215,-46.73181915283203
R02ZF::R02ZF_REUSED_R02ZF_PERSON024,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_25A946995280BB2E8F13,6,0,6,6,6,1.0,0,4,0,5,0;1;2;3;4;5,,10.929877085838761,11.346800424455896,-49.43453025817871,-46.73181915283203
R02ZF::R02ZF_REUSED_R02ZF_PERSON100001,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_314C868E807004E3B03E,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,17.318154821099466,17.584426147044113,-15.34075927734375,-12.315071105957031
R02ZF::R02ZF_REUSED_R02ZF_PERSON100002,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_36421B941960158E3277,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,7.002261362700835,7.16509325455585,-11.291351556777954,-0.7131199836730957
R02ZF::R02ZF_REUSED_R02ZF_PERSON100003,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_36421B941960158E3277,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,7.002261362700835,7.16509325455585,-10.37977933883667,-0.7131199836730957
R02ZF::R02ZF_REUSED_R02ZF_PERSON100004,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_36421B941960158E3277,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,7.002261362700835,7.16509325455585,-10.37977933883667,-0.7131199836730957
R02ZF::R02ZF_REUSED_R02ZF_PERSON100005,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_920F8820BB17C11C9139,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,18.757732317081548,19.343250037742763,-50.876461029052734,-49.18625259399414
R02ZF::R02ZF_REUSED_R02ZF_PERSON100006,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_4B4E7B67E454449BA5AF,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,16.929187249412436,17.1481216227696,-13.561602115631104,-11.931888580322266
R02ZF::R02ZF_REUSED_R02ZF_PERSON100007,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_472034394B7A6A8334EA,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,11.700369399774647,12.31955893083131,-51.04818916320801,-49.001014709472656
R02ZF::R02ZF_REUSED_R02ZF_PERSON100008,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_09BD7E2F54B39C4B111B,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,16.97328789750631,17.71457915624179,5.4560569524765015,8.349528312683105
R02ZF::R02ZF_REUSED_R02ZF_PERSON100009,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_631AD969089BAD9F6E1A,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,15.72773591302707,16.200008264072736,-22.379087448120117,-17.918718814849854
R02ZF::R02ZF_REUSED_R02ZF_PERSON100010,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_A72F488FC7B708CCD04C,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,12.320679329022287,12.571735224352196,-2.753720700740814,1.3283872604370117
R02ZF::R02ZF_REUSED_R02ZF_PERSON100011,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3DA8950E1875A149A736,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,7.928788348513217,8.738429057645408,-3.4607990980148315,4.948975920677185
R02ZF::R02ZF_REUSED_R02ZF_PERSON100012,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3DA8950E1875A149A736,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,7.928788348513217,8.738429057645408,-3.4607990980148315,4.948975920677185
R02ZF::R02ZF_REUSED_R02ZF_PERSON100013,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_129A174C220C512F3368,2,0,2,2,8,0.25,0,0,6,7,6;7,,17.293486450059056,17.405032385661297,-16.138758182525635,-15.124619007110596
R02ZF::R02ZF_REUSED_R02ZF_PERSON100014,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_129A174C220C512F3368,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,16.933520212660454,17.054258470960846,-11.445715427398682,-9.701045036315918
R02ZF::R02ZF_REUSED_R02ZF_PERSON100015,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_129A174C220C512F3368,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,16.874884836491646,17.054258470960846,-11.25489616394043,-8.685290336608887
R02ZF::R02ZF_REUSED_R02ZF_PERSON100016,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_129A174C220C512F3368,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,16.854482338987218,16.933520212660454,-9.701045036315918,-7.214815378189087
R02ZF::R02ZF_REUSED_R02ZF_PERSON100017,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3E66DA8221F3E094AC55,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,4.846238766760573,5.065823394249765,-4.1616082191467285,1.4841203689575195
R02ZF::R02ZF_REUSED_R02ZF_PERSON100018,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3E66DA8221F3E094AC55,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,4.846238766760573,4.93218946114691,-4.1616082191467285,1.4841203689575195
R02ZF::R02ZF_REUSED_R02ZF_PERSON100019,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3E66DA8221F3E094AC55,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,4.846238766760573,4.983695007187921,-4.1616082191467285,1.4841203689575195
R02ZF::R02ZF_REUSED_R02ZF_PERSON100020,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_CE2168243D32FC4DBE46,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,15.182029227487185,15.436006105664138,-39.29501724243164,-37.295860290527344
R02ZF::R02ZF_REUSED_R02ZF_PERSON100021,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_200C9470EE17DA937B1B,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,16.244135231976717,16.431162254364942,0.32995280623435974,2.099872440099716
R02ZF::R02ZF_REUSED_R02ZF_PERSON100022,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_200C9470EE17DA937B1B,7,0,7,7,7,1.0,0,5,0,6,0;1;2;3;4;5;6,,16.311480917066447,16.431162254364942,0.32995280623435974,2.099872440099716
R02ZF::R02ZF_REUSED_R02ZF_PERSON100023,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_720F6AE6DD4AD4A5AC23,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,18.91780011280074,19.339497142466488,-39.81997871398926,-37.386775970458984
R02ZF::R02ZF_REUSED_R02ZF_PERSON100024,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_720F6AE6DD4AD4A5AC23,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,18.91780011280074,19.339497142466488,-39.81997871398926,-37.386775970458984
R02ZF::R02ZF_REUSED_R02ZF_PERSON100025,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_3D76EE7A60FF52E91451,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,9.212132741893594,9.885191183116362,-54.54040336608887,-51.98506546020508
R02ZF::R02ZF_REUSED_R02ZF_PERSON100026,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_720F6AE6DD4AD4A5AC23,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,18.87224723047867,19.171677904633764,-38.81895637512207,-37.1782283782959
R02ZF::R02ZF_REUSED_R02ZF_PERSON100027,NATURAL_OPTICAL_CORRIDOR,R02ZF,P0MF_720F6AE6DD4AD4A5AC23,8,0,8,8,8,1.0,0,6,0,7,0;1;2;3;4;5;6;7,,18.87224723047867,19.171677904633764,-38.81895637512207,-37.1782283782959
R03ZF::R03ZF_I01_ANON00001,NATURAL_OPTICAL_CORRIDOR,R03ZF,P0MF_A71A1EEB11C0B17B78BB,2,0,2,2,7,0.2857142857142857,0,0,3,4,3;4,,10.308291935987757,10.368198404162271,-44.866214752197266,-44.729713439941406
R03ZF::R03ZF_I01_ANON00002,NATURAL_OPTICAL_CORRIDOR,R03ZF,P0MF_A71A1EEB11C0B17B78BB,2,0,2,2,7,0.2857142857142857,0,0,3,4,3;4,,10.308291935987757,10.368198404162271,-44.866214752197266,-44.729713439941406
R03ZF::R03ZF_I01_ANON00003,NATURAL_OPTICAL_CORRIDOR,R03ZF,P0MF_A71A1EEB11C0B17B78BB,2,0,2,2,8,0.25,0,0,2,3,2;3,,10.308291935987757,10.368198404162271,-44.866214752197266,-44.729713439941406
R03ZF::R03ZF_I01_ANON00004,NATURAL_OPTICAL_CORRIDOR,R03ZF,P0MF_A71A1EEB11C0B17B78BB,2,0,2,2,8,0.25,0,0,2,3,2;3,,10.308291935987757,10.368198404162271,-44.866214752197266,-44.729713439941406
R03ZF::R03ZF_I01_T0004,NATURAL_OPTICAL_CORRIDOR,R03ZF,P0MF_3E25B93C30BAA31101C3,48,5,43,48,63,0.7619047619047619,0,41,15,62,15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62,19;25;27;34;38,17.604028728751203,19.678250645069173,-39.1311092376709,-26.145252227783203
