bracket_id,start_frame,end_frame,frame_count,manual_seed_frames,repair_seed_frames_required,manual_anchor_density_initial,manual_anchor_density_with_proposed_repair,directional_supported_frame_count,safe_auto_propagated_frame_fraction_before_repair,closed_auto_propagated_frame_fraction,overlap_frame_count,overlap_frames,overlap_closure_availability,center_closure_pass,curve_shape_closure_pass,near_far_ordering_pass,directional_near_far_ordering_pass,response_support_min_intersection_fraction,max_center_disagreement_m,max_curve_shape_rms_disagreement_m,max_curve_shape_node_disagreement_m,closed,status,closure_failure_reason,forward_stop,backward_stop,review_required_frames,proposed_repair_frame,theta_corridor_deg,theta_node_count,manual_seed_pair_separations_m,expected_pair_separation_m,curved_boundary_preserved
B0_FROZEN_COMPARATOR,150,183,34,2,0,0.058823529411764705,0.058823529411764705,34,0.9411764705882353,0.9411764705882353,3,"[162, 163, 164]",AVAILABLE_BIDIRECTIONAL_OVERLAP,True,NOT_REPORTED_IN_ORIGINAL_COMPARATOR,True,True,NOT_REPORTED_IN_ORIGINAL_COMPARATOR,0.05969157945191572,NOT_REPORTED_IN_ORIGINAL_COMPARATOR,NOT_REPORTED_IN_ORIGINAL_COMPARATOR,True,CLOSED,,"{""direction"": ""FORWARD_FROM_LOWER_SEED"", ""source_frame"": 164, ""destination_frame"": 165, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK""]}","{""direction"": ""BACKWARD_FROM_UPPER_SEED"", ""source_frame"": 162, ""destination_frame"": 161, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:RIDGE_JUMP_EXCEEDS_LOCAL_CORRIDOR""]}",[],,"[-22.0, 8.0]",16,"[1.9929964928548252, 1.9970599293562046]",1.9950282111055149,ORIGINAL_COMPARATOR_SEMANTICS
A_EARLY,47,82,36,2,1,0.05555555555555555,0.08333333333333333,14,0.3333333333333333,0.0,0,[],UNAVAILABLE_NO_BIDIRECTIONAL_OVERLAP,,,,True,,,,,False,BRACKET_NOT_CLOSED,NO_BIDIRECTIONAL_OVERLAP,"{""direction"": ""A_EARLY_FORWARD_FROM_START"", ""source_frame"": 51, ""destination_frame"": 52, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""PAIR_SEPARATION_LEFT_MANUAL_CORRIDOR"", ""SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK"", ""SAR_BOUNDARY_FAR:BOUNDARY_SUPPORT_TOO_FRAGMENTED""]}","{""direction"": ""A_EARLY_BACKWARD_FROM_END"", ""source_frame"": 74, ""destination_frame"": 73, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK""]}","[52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73]",62.0,"[-26.0, 14.0]",21,"[2.0714821981300116, 2.060956170569759]",2.0662191843498854,True
B_MID_LATER,239,278,40,2,1,0.05,0.075,24,0.55,0.0,0,[],UNAVAILABLE_NO_BIDIRECTIONAL_OVERLAP,,,,True,,,,,False,BRACKET_NOT_CLOSED,NO_BIDIRECTIONAL_OVERLAP,"{""direction"": ""B_MID_LATER_FORWARD_FROM_START"", ""source_frame"": 256, ""destination_frame"": 257, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:RIDGE_JUMP_EXCEEDS_LOCAL_CORRIDOR""]}","{""direction"": ""B_MID_LATER_BACKWARD_FROM_END"", ""source_frame"": 273, ""destination_frame"": 272, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK""]}","[257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272]",264.0,"[-26.0, 20.0]",24,"[1.9819648546418098, 1.9594611050823612]",1.9707129798620855,True
C_LATE,427,472,46,2,1,0.043478260869565216,0.06521739130434782,13,0.2391304347826087,0.0,0,[],UNAVAILABLE_NO_BIDIRECTIONAL_OVERLAP,,,,True,,,,,False,BRACKET_NOT_CLOSED,NO_BIDIRECTIONAL_OVERLAP,"{""direction"": ""C_LATE_FORWARD_FROM_START"", ""source_frame"": 437, ""destination_frame"": 438, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK""]}","{""direction"": ""C_LATE_BACKWARD_FROM_END"", ""source_frame"": 471, ""destination_frame"": 470, ""status"": ""PROPAGATION_AMBIGUOUS"", ""reasons"": [""SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK""]}","[438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470]",454.0,"[-24.0, 26.0]",26,"[1.9762450034297863, 2.038674951327091]",2.0074599773784385,True
