bracket_id,direction,source_frame,destination_frame,object_type,status,reasons,best_score,best_offset_m,second_score,second_offset_m,second_ratio,node_support_fraction,p0_dx_px,p0_dy_px,pair_separation_m
A_EARLY,A_EARLY_FORWARD_FROM_START,47,48,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03504902124404907,-0.019999444484710693,-0.008762270212173462,0.2700011134147644,-0.25000042515199183,0.9047619047619048,2.456923484802246,-0.29624485969543457,2.041482137333274
A_EARLY,A_EARLY_FORWARD_FROM_START,47,48,SAR_BOUNDARY_FAR,SUPPORTED,,0.009014993906021118,-0.049999505281448364,-0.003125011920928955,0.1500009000301361,-0.3466460380901376,0.5238095238095238,2.456923484802246,-0.29624485969543457,2.041482137333274
A_EARLY,A_EARLY_FORWARD_FROM_START,48,49,SAR_BOUNDARY_NEAR,SUPPORTED,,0.0394301563501358,-0.049999505281448364,-0.009650751948356628,0.2700011134147644,-0.24475560945432034,0.8095238095238095,2.3393478393554688,-0.3475249409675598,2.09148223866117
A_EARLY,A_EARLY_FORWARD_FROM_START,48,49,SAR_BOUNDARY_FAR,SUPPORTED,,0.01979166269302368,5.960464477539062e-07,-0.04640015959739685,-0.2799999713897705,-2.3444295871994796,0.6666666666666666,2.3393478393554688,-0.3475249409675598,2.09148223866117
A_EARLY,A_EARLY_FORWARD_FROM_START,49,50,SAR_BOUNDARY_NEAR,SUPPORTED,,0.035179197788238525,-0.00999942421913147,-0.007843166589736938,-0.2799999713897705,-0.22294898925634818,0.7619047619047619,2.4869000911712646,-0.41113194823265076,2.1014822589267492
A_EARLY,A_EARLY_FORWARD_FROM_START,49,50,SAR_BOUNDARY_FAR,SUPPORTED,,0.015701591968536377,5.960464477539062e-07,-0.005254268646240234,0.280001163482666,-0.3346328612263646,0.6190476190476191,2.4869000911712646,-0.41113194823265076,2.1014822589267492
A_EARLY,A_EARLY_FORWARD_FROM_START,50,51,SAR_BOUNDARY_NEAR,SUPPORTED,,0.037224262952804565,-0.029999464750289917,-0.004779413342475891,0.24000108242034912,-0.12839511016069155,0.7619047619047619,2.4037575721740723,-0.33297404646873474,2.2014824615825415
A_EARLY,A_EARLY_FORWARD_FROM_START,50,51,SAR_BOUNDARY_FAR,SUPPORTED,,0.007360607385635376,0.07000073790550232,-0.017187505960464478,-0.16999974846839905,-2.335066260157664,0.5238095238095238,2.4037575721740723,-0.33297404646873474,2.2014824615825415
A_EARLY,A_EARLY_FORWARD_FROM_START,51,52,SAR_BOUNDARY_NEAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK|SAR_BOUNDARY_FAR:BOUNDARY_SUPPORT_TOO_FRAGMENTED|PAIR_SEPARATION_LEFT_MANUAL_CORRIDOR,0.03143385052680969,-0.05999952554702759,-0.006341919302940369,0.280001163482666,-0.20175445249799714,0.7619047619047619,2.3480536937713623,-0.3727370798587799,2.4214829074252844
A_EARLY,A_EARLY_FORWARD_FROM_START,51,52,SAR_BOUNDARY_FAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK|SAR_BOUNDARY_FAR:BOUNDARY_SUPPORT_TOO_FRAGMENTED|PAIR_SEPARATION_LEFT_MANUAL_CORRIDOR,0.0003370046615600586,0.16000092029571533,-0.0035386085510253906,-0.2299998700618744,-10.500176865935622,0.47619047619047616,2.3480536937713623,-0.3727370798587799,2.4214829074252844
A_EARLY,A_EARLY_BACKWARD_FROM_END,82,81,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03348653018474579,-0.00999942421913147,-0.017095595598220825,0.2700011134147644,-0.5105215590837306,0.8571428571428571,2.6271746158599854,-0.39634451270103455,2.1109562718976553
A_EARLY,A_EARLY_BACKWARD_FROM_END,82,81,SAR_BOUNDARY_FAR,SUPPORTED,,0.018757641315460205,0.04000067710876465,,,,0.6666666666666666,2.6271746158599854,-0.39634451270103455,2.1109562718976553
A_EARLY,A_EARLY_BACKWARD_FROM_END,81,80,SAR_BOUNDARY_NEAR,SUPPORTED,,0.030208349227905273,0.010000616312026978,-0.009681373834609985,-0.2299998700618744,-0.3204866893443723,1.0,2.5929160118103027,-0.3587777018547058,2.1109562718976553
A_EARLY,A_EARLY_BACKWARD_FROM_END,81,80,SAR_BOUNDARY_FAR,SUPPORTED,,0.01790747046470642,0.010000616312026978,-0.02000609040260315,0.24000108242034912,-1.1171924277095902,0.5238095238095238,2.5929160118103027,-0.3587777018547058,2.1109562718976553
A_EARLY,A_EARLY_BACKWARD_FROM_END,80,79,SAR_BOUNDARY_NEAR,SUPPORTED,,0.030913010239601135,0.0200006365776062,-0.01498161256313324,-0.19999980926513672,-0.48463777700759253,0.9523809523809523,2.685429573059082,-0.38409319519996643,2.1609563732255515
A_EARLY,A_EARLY_BACKWARD_FROM_END,80,79,SAR_BOUNDARY_FAR,SUPPORTED,,0.01669730246067047,0.07000073790550232,-0.039001211524009705,-0.2699999511241913,-2.335779184444601,0.7142857142857143,2.685429573059082,-0.38409319519996643,2.1609563732255515
A_EARLY,A_EARLY_BACKWARD_FROM_END,79,78,SAR_BOUNDARY_NEAR,SUPPORTED,,0.029074758291244507,0.0200006365776062,-0.008915454149246216,-0.25999993085861206,-0.3066389773541468,0.8095238095238095,2.7809698581695557,-0.3599933385848999,2.090956231366497
A_EARLY,A_EARLY_BACKWARD_FROM_END,79,78,SAR_BOUNDARY_FAR,SUPPORTED,,0.01046261191368103,-0.049999505281448364,-0.00963541865348816,0.21000105142593384,-0.9209381684977511,0.5238095238095238,2.7809698581695557,-0.3599933385848999,2.090956231366497
A_EARLY,A_EARLY_BACKWARD_FROM_END,78,77,SAR_BOUNDARY_NEAR,SUPPORTED,,0.025628075003623962,0.030000656843185425,-0.009106934070587158,-0.2799999713897705,-0.3553499070569828,0.8571428571428571,2.7419612407684326,-0.28909072279930115,2.0809562111009177
A_EARLY,A_EARLY_BACKWARD_FROM_END,78,77,SAR_BOUNDARY_FAR,SUPPORTED,,0.026485949754714966,0.0200006365776062,-0.020481005311012268,0.2300010323524475,-0.7732781154040469,0.6190476190476191,2.7419612407684326,-0.28909072279930115,2.0809562111009177
A_EARLY,A_EARLY_BACKWARD_FROM_END,77,76,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03921569883823395,-0.019999444484710693,-0.0064951032400131226,-0.28999999165534973,-0.16562507955820543,0.8571428571428571,2.6941823959350586,-0.29712650179862976,2.190956434022289
A_EARLY,A_EARLY_BACKWARD_FROM_END,77,76,SAR_BOUNDARY_FAR,SUPPORTED,,0.010906875133514404,0.09000077843666077,-0.03465840220451355,-0.1899997889995575,-3.1776656265199166,0.5714285714285714,2.6941823959350586,-0.29712650179862976,2.190956434022289
A_EARLY,A_EARLY_BACKWARD_FROM_END,76,75,SAR_BOUNDARY_NEAR,SUPPORTED,,0.029503673315048218,0.010000616312026978,-0.012921273708343506,-0.21999984979629517,-0.43795474449458016,0.9523809523809523,2.755225419998169,-0.3161695599555969,2.140956332694393
A_EARLY,A_EARLY_BACKWARD_FROM_END,76,75,SAR_BOUNDARY_FAR,SUPPORTED,,0.008348643779754639,-0.03999948501586914,-0.0030407309532165527,0.2300010323524475,-0.36421855254985114,0.5714285714285714,2.755225419998169,-0.3161695599555969,2.140956332694393
A_EARLY,A_EARLY_BACKWARD_FROM_END,75,74,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03348654508590698,0.0200006365776062,-0.020879283547401428,0.2700011134147644,-0.6235126225723597,0.9523809523809523,2.7467334270477295,-0.27783840894699097,2.1709563934911307
A_EARLY,A_EARLY_BACKWARD_FROM_END,75,74,SAR_BOUNDARY_FAR,SUPPORTED,,0.016329675912857056,0.05000069737434387,-0.014652281999588013,0.280001163482666,-0.8972794118989,0.6190476190476191,2.7467334270477295,-0.27783840894699097,2.1709563934911307
A_EARLY,A_EARLY_BACKWARD_FROM_END,74,73,SAR_BOUNDARY_NEAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK,0.04203431308269501,0.030000656843185425,-0.0066942572593688965,-0.2299998700618744,-0.15925696813931847,0.8571428571428571,2.6482949256896973,-0.44741499423980713,2.1509563529599722
A_EARLY,A_EARLY_BACKWARD_FROM_END,74,73,SAR_BOUNDARY_FAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK,0.0030024349689483643,0.010000616312026978,-0.0032169222831726074,0.21000105142593384,-1.0714377884758548,0.5238095238095238,2.6482949256896973,-0.44741499423980713,2.1509563529599722
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,239,240,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03799019753932953,5.960464477539062e-07,-0.01979166269302368,0.25000113248825073,-0.5209676173053397,0.875,3.2587578296661377,-0.056556690484285355,2.0019648951729683
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,239,240,SAR_BOUNDARY_FAR,SUPPORTED,,0.011561736464500427,0.0200006365776062,-0.014901198446750641,0.26000112295150757,-1.2888374071233866,0.5833333333333334,3.2587578296661377,-0.056556690484285355,2.0019648951729683
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,240,241,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03858761489391327,-0.019999444484710693,-0.009466908872127533,0.2900012135505676,-0.24533542428456295,0.8333333333333334,3.3176465034484863,-0.09380267560482025,2.071965037032023
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,240,241,SAR_BOUNDARY_FAR,SUPPORTED,,0.01866576075553894,0.05000069737434387,-0.019332103431224823,-0.2799999713897705,-1.0356986615446762,0.6666666666666666,3.3176465034484863,-0.09380267560482025,2.071965037032023
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,241,242,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03473497927188873,0.0200006365776062,-0.0017692968249320984,-0.2699999511241913,-0.05093703413734301,0.8333333333333334,3.359771490097046,-0.07017160207033157,2.0119649154385475
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,241,242,SAR_BOUNDARY_FAR,SUPPORTED,,0.013511031866073608,-0.03999948501586914,-0.010531559586524963,0.16000092029571533,-0.7794785543338002,0.75,3.359771490097046,-0.07017160207033157,2.0119649154385475
B_MID_LATER,B_MID_LATER_FORWARD_FROM_START,242,243,SAR_BOUNDARY_NEAR,SUPPORTED,,0.029388785362243652,-0.019999444484710693,-0.02578125149011612,-0.20999982953071594,-0.8772479424494283,0.9166666666666666,3.4398715496063232,-0.039439909160137177,2.0619650167664436
