direction,source_frame,destination_frame,object_type,status,reasons,best_score,best_offset_m,second_score,second_offset_m,second_ratio,node_support_fraction,p0_dx_px,p0_dy_px,pair_separation_m
FORWARD_FROM_LOWER_SEED,159,160,SAR_BOUNDARY_FAR,SUPPORTED,,0.014790140092372894,0.030000656843185425,-0.018267467617988586,0.2300010323524475,-1.2351111959655412,0.5625,3.241393566131592,-0.19502101838588715,2.162996837369672
FORWARD_FROM_LOWER_SEED,160,161,SAR_BOUNDARY_NEAR,SUPPORTED,,0.032900579273700714,0.010000616312026978,-0.006587006151676178,0.25000113248825073,-0.20020942783039516,0.8125,3.2899434566497803,-0.16983309388160706,2.122996756307355
FORWARD_FROM_LOWER_SEED,160,161,SAR_BOUNDARY_FAR,SUPPORTED,,0.004028812050819397,-0.029999464750289917,-0.014541201293468475,0.280001163482666,-3.609302471807049,0.5625,3.2899434566497803,-0.16983309388160706,2.122996756307355
FORWARD_FROM_LOWER_SEED,161,162,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04280789941549301,-0.029999464750289917,-0.007460176944732666,0.2900012135505676,-0.17427103517330456,1.0,3.235311269760132,-0.1693122237920761,2.082996675245038
FORWARD_FROM_LOWER_SEED,161,162,SAR_BOUNDARY_FAR,SUPPORTED,,0.014418654143810272,-0.06999954581260681,-0.002630949020385742,0.26000112295150757,-0.18246841862943028,0.6875,3.235311269760132,-0.1693122237920761,2.082996675245038
FORWARD_FROM_LOWER_SEED,162,163,SAR_BOUNDARY_NEAR,SUPPORTED,,0.037036605179309845,-0.00999942421913147,-0.012798696756362915,-0.24999991059303284,-0.34556884180931324,0.875,3.2588701248168945,-0.19649533927440643,2.082996675245038
FORWARD_FROM_LOWER_SEED,162,163,SAR_BOUNDARY_FAR,SUPPORTED,,0.004335187375545502,-0.00999942421913147,-0.0034926459193229675,0.24000108242034912,-0.8056505098314196,0.5625,3.2588701248168945,-0.19649533927440643,2.082996675245038
FORWARD_FROM_LOWER_SEED,163,164,SAR_BOUNDARY_NEAR,SUPPORTED,,0.044355086982250214,5.960464477539062e-07,-0.004273898899555206,-0.25999993085861206,-0.09635645402443947,1.0,3.2684590816497803,-0.11726381629705429,2.0629966347138797
FORWARD_FROM_LOWER_SEED,163,164,SAR_BOUNDARY_FAR,SUPPORTED,,0.010175399482250214,-0.019999444484710693,-0.013445921242237091,0.25000113248825073,-1.321414580891091,0.625,3.2684590816497803,-0.11726381629705429,2.0629966347138797
FORWARD_FROM_LOWER_SEED,164,165,SAR_BOUNDARY_NEAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK,0.038645073771476746,5.960464477539062e-07,-0.0065755173563957214,0.2900012135505676,-0.17015150224008618,0.9375,3.272019147872925,-0.13991373777389526,2.0929966955106174
FORWARD_FROM_LOWER_SEED,164,165,SAR_BOUNDARY_FAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK,0.0029679909348487854,0.030000656843185425,-0.0015624985098838806,0.26000112295150757,-0.5264498929352315,0.5,3.272019147872925,-0.13991373777389526,2.0929966955106174
BACKWARD_FROM_UPPER_SEED,183,182,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03574984520673752,0.030000656843185425,,,,0.9375,3.3431196212768555,-0.09410566836595535,2.1170601725431553
BACKWARD_FROM_UPPER_SEED,183,182,SAR_BOUNDARY_FAR,SUPPORTED,,0.026708021759986877,0.1500009000301361,-0.015360742807388306,-0.1899997889995575,-0.575135925282242,0.75,3.3431196212768555,-0.09410566836595535,2.1170601725431553
BACKWARD_FROM_UPPER_SEED,182,181,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03276652842760086,0.010000616312026978,,,,1.0,3.2528369426727295,-0.07956013083457947,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,182,181,SAR_BOUNDARY_FAR,SUPPORTED,,0.015130974352359772,-0.019999444484710693,-0.012752749025821686,0.21000105142593384,-0.8428240461482782,0.6875,3.2528369426727295,-0.07956013083457947,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,181,180,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03789827972650528,5.960464477539062e-07,-0.012274041771888733,0.280001163482666,-0.3238680452111529,1.0,3.232046127319336,-0.057184893637895584,2.1270601928087345
BACKWARD_FROM_UPPER_SEED,181,180,SAR_BOUNDARY_FAR,SUPPORTED,,0.01753983646631241,0.04000067710876465,-0.011780023574829102,0.2900012135505676,-0.6716153595533348,0.8125,3.232046127319336,-0.057184893637895584,2.1270601928087345
BACKWARD_FROM_UPPER_SEED,180,179,SAR_BOUNDARY_NEAR,SUPPORTED,,0.02739737182855606,0.010000616312026978,-0.01569010317325592,0.2700011134147644,-0.5726864339922654,1.0,3.235919237136841,-0.19818882644176483,2.097060132011997
BACKWARD_FROM_UPPER_SEED,180,179,SAR_BOUNDARY_FAR,SUPPORTED,,0.02444852888584137,-0.019999444484710693,-0.011159636080265045,0.280001163482666,-0.45645429761329376,0.9375,3.235919237136841,-0.19818882644176483,2.097060132011997
BACKWARD_FROM_UPPER_SEED,179,178,SAR_BOUNDARY_NEAR,SUPPORTED,,0.0420343279838562,5.960464477539062e-07,-0.01227404922246933,0.2900012135505676,-0.2920006054856718,0.9375,3.3239188194274902,-0.15598765015602112,2.097060132011997
BACKWARD_FROM_UPPER_SEED,179,178,SAR_BOUNDARY_FAR,SUPPORTED,,0.01871936023235321,5.960464477539062e-07,-0.0221966952085495,0.18000096082687378,-1.1857614220269297,0.625,3.3239188194274902,-0.15598765015602112,2.097060132011997
BACKWARD_FROM_UPPER_SEED,178,177,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03553155064582825,0.0200006365776062,-0.011492788791656494,0.26000112295150757,-0.32345306024536985,0.8125,3.336590528488159,-0.1602877527475357,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,178,177,SAR_BOUNDARY_FAR,SUPPORTED,,0.024770215153694153,0.010000616312026978,-0.018665753304958344,0.26000112295150757,-0.7535563655439057,0.875,3.336590528488159,-0.1602877527475357,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,177,176,SAR_BOUNDARY_NEAR,SUPPORTED,,0.025091901421546936,-0.029999464750289917,-0.012197457253932953,0.280001163482666,-0.4861113173136709,0.875,3.2594475746154785,-0.12538447976112366,2.097060132011997
BACKWARD_FROM_UPPER_SEED,177,176,SAR_BOUNDARY_FAR,SUPPORTED,,0.027753524482250214,-0.019999444484710693,-0.015146307647228241,0.2300010323524475,-0.5457435741869496,0.75,3.2594475746154785,-0.12538447976112366,2.097060132011997
BACKWARD_FROM_UPPER_SEED,176,175,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04854472726583481,0.0200006365776062,-0.043650418519973755,0.2300010323524475,-0.8991793955487807,0.9375,3.236722230911255,-0.10462863743305206,2.097060132011997
BACKWARD_FROM_UPPER_SEED,176,175,SAR_BOUNDARY_FAR,SUPPORTED,,0.022430308163166046,0.0200006365776062,-0.015552230179309845,0.26000112295150757,-0.6933578471672073,0.75,3.236722230911255,-0.10462863743305206,2.097060132011997
BACKWARD_FROM_UPPER_SEED,175,174,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04079734534025192,0.010000616312026978,-0.026171863079071045,-0.19999980926513672,-0.6415089722332761,0.875,3.3372802734375,-0.17146266996860504,2.097060132011997
BACKWARD_FROM_UPPER_SEED,175,174,SAR_BOUNDARY_FAR,SUPPORTED,,0.02565103769302368,0.010000616312026978,-0.016521140933036804,0.26000112295150757,-0.6440730051841163,0.75,3.3372802734375,-0.17146266996860504,2.097060132011997
BACKWARD_FROM_UPPER_SEED,174,173,SAR_BOUNDARY_NEAR,SUPPORTED,,0.038886331021785736,-0.00999942421913147,-0.007862284779548645,-0.24999991059303284,-0.20218633573694228,0.875,3.251570701599121,-0.16414831578731537,2.05706005094968
BACKWARD_FROM_UPPER_SEED,174,173,SAR_BOUNDARY_FAR,SUPPORTED,,0.015456505119800568,-0.049999505281448364,-0.018045350909233093,0.24000108242034912,-1.167492312742554,0.625,3.251570701599121,-0.16414831578731537,2.05706005094968
BACKWARD_FROM_UPPER_SEED,173,172,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04178155958652496,0.0200006365776062,0.004308365285396576,-0.2699999511241913,0.10311643050265824,0.9375,3.2922003269195557,-0.18949507176876068,2.0770600914808384
BACKWARD_FROM_UPPER_SEED,173,172,SAR_BOUNDARY_FAR,SUPPORTED,,0.03076745569705963,0.04000067710876465,-0.024280034005641937,-0.20999982953071594,-0.7891466309306271,0.75,3.2922003269195557,-0.18949507176876068,2.0770600914808384
BACKWARD_FROM_UPPER_SEED,172,171,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03738127648830414,0.010000616312026978,-0.00709252804517746,-0.2699999511241913,-0.18973477396890315,0.9375,3.3201260566711426,-0.17663076519966125,2.1170601725431553
BACKWARD_FROM_UPPER_SEED,172,171,SAR_BOUNDARY_FAR,SUPPORTED,,0.018470443785190582,0.05000069737434387,,,,0.75,3.3201260566711426,-0.17663076519966125,2.1170601725431553
BACKWARD_FROM_UPPER_SEED,171,170,SAR_BOUNDARY_NEAR,SUPPORTED,,0.037867650389671326,5.960464477539062e-07,-0.01191788911819458,0.280001163482666,-0.31472481116613643,0.9375,3.294729471206665,-0.12851226329803467,2.0770600914808384
BACKWARD_FROM_UPPER_SEED,171,170,SAR_BOUNDARY_FAR,SUPPORTED,,0.013740815222263336,-0.03999948501586914,-0.013036146759986877,0.25000113248825073,-0.9487171284324724,0.625,3.294729471206665,-0.12851226329803467,2.0770600914808384
BACKWARD_FROM_UPPER_SEED,170,169,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03697916865348816,0.010000616312026978,-0.0005820989608764648,-0.28999999165534973,-0.01574126682865697,0.875,3.2799627780914307,-0.14552730321884155,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,170,169,SAR_BOUNDARY_FAR,SUPPORTED,,0.015219062566757202,0.0200006365776062,-0.0011910274624824524,0.25000113248825073,-0.07825892411297382,0.6875,3.2799627780914307,-0.14552730321884155,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,169,168,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04286918044090271,-0.029999464750289917,-0.006219357252120972,0.2900012135505676,-0.145077586932054,1.0,3.248532772064209,-0.12524054944515228,2.1270601928087345
BACKWARD_FROM_UPPER_SEED,169,168,SAR_BOUNDARY_FAR,SUPPORTED,,0.016865812242031097,0.010000616312026978,-0.0015548467636108398,0.25000113248825073,-0.09218926081342374,0.75,3.248532772064209,-0.12524054944515228,2.1270601928087345
BACKWARD_FROM_UPPER_SEED,168,167,SAR_BOUNDARY_NEAR,SUPPORTED,,0.05056679993867874,0.0200006365776062,,,,1.0,3.216728448867798,-0.15804928541183472,2.067060071215259
BACKWARD_FROM_UPPER_SEED,168,167,SAR_BOUNDARY_FAR,SUPPORTED,,0.007031232118606567,-0.03999948501586914,-0.000727631151676178,0.280001163482666,-0.10348558252694666,0.5625,3.216728448867798,-0.15804928541183472,2.067060071215259
BACKWARD_FROM_UPPER_SEED,167,166,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04324831813573837,5.960464477539062e-07,-0.004653036594390869,-0.2699999511241913,-0.10758884495315943,1.0,3.1718404293060303,-0.18081210553646088,2.067060071215259
BACKWARD_FROM_UPPER_SEED,167,166,SAR_BOUNDARY_FAR,SUPPORTED,,0.009068630635738373,5.960464477539062e-07,-0.009482234716415405,-0.2399998903274536,-1.0456082177442612,0.5625,3.1718404293060303,-0.18081210553646088,2.067060071215259
BACKWARD_FROM_UPPER_SEED,166,165,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03890932351350784,0.030000656843185425,-0.0056219398975372314,-0.2699999511241913,-0.1444882457436071,0.9375,3.263113498687744,-0.14683854579925537,2.0770600914808384
BACKWARD_FROM_UPPER_SEED,166,165,SAR_BOUNDARY_FAR,SUPPORTED,,0.004779428243637085,0.04000067710876465,-0.02444087713956833,-0.25999993085861206,-5.113765892835986,0.5625,3.263113498687744,-0.14683854579925537,2.0770600914808384
BACKWARD_FROM_UPPER_SEED,165,164,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04489123076200485,-0.00999942421913147,-0.006349578499794006,-0.25999993085861206,-0.14144362700717436,1.0,3.272019147872925,-0.13991373777389526,2.1270601928087345
BACKWARD_FROM_UPPER_SEED,165,164,SAR_BOUNDARY_FAR,SUPPORTED,,0.01242724061012268,0.04000067710876465,-0.013668037950992584,0.2700011134147644,-1.0998449599389912,0.5625,3.272019147872925,-0.13991373777389526,2.1270601928087345
BACKWARD_FROM_UPPER_SEED,164,163,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03876379132270813,0.010000616312026978,-0.013511024415493011,-0.2399998903274536,-0.3485475479685123,0.875,3.2684590816497803,-0.11726381629705429,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,164,163,SAR_BOUNDARY_FAR,SUPPORTED,,0.004044130444526672,-0.029999464750289917,-0.003304995596408844,0.21000105142593384,-0.8172326886443108,0.5625,3.2684590816497803,-0.11726381629705429,2.0870601117464176
BACKWARD_FROM_UPPER_SEED,163,162,SAR_BOUNDARY_NEAR,SUPPORTED,,0.043573834002017975,0.010000616312026978,-0.019071705639362335,0.26000112295150757,-0.43768711374994207,1.0,3.2588701248168945,-0.19649533927440643,2.067060071215259
BACKWARD_FROM_UPPER_SEED,163,162,SAR_BOUNDARY_FAR,SUPPORTED,,0.015510134398937225,-0.00999942421913147,-0.008337140083312988,0.22000104188919067,-0.5375285519050216,0.8125,3.2588701248168945,-0.19649533927440643,2.067060071215259
BACKWARD_FROM_UPPER_SEED,162,161,SAR_BOUNDARY_NEAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:RIDGE_JUMP_EXCEEDS_LOCAL_CORRIDOR,0.033180154860019684,0.0200006365776062,-0.0070235952734947205,0.2700011134147644,-0.21168060556455623,0.875,3.235311269760132,-0.1693122237920761,2.247060435995685
BACKWARD_FROM_UPPER_SEED,162,161,SAR_BOUNDARY_FAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:RIDGE_JUMP_EXCEEDS_LOCAL_CORRIDOR,0.005943611264228821,0.20000100135803223,-0.0012216642498970032,5.960464477539062e-07,-0.2055424211959315,0.5625,3.235311269760132,-0.1693122237920761,2.247060435995685
