direction,source_frame,destination_frame,object_type,status,reasons,best_score,best_offset_m,second_score,second_offset_m,second_ratio,node_support_fraction,p0_dx_px,p0_dy_px,pair_separation_m
FORWARD_FROM_LOWER_SEED,150,151,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03956034779548645,-0.029999464750289917,-0.01415824145078659,0.280001163482666,-0.35788971128312336,1.0,3.1641430854797363,-0.19356773793697357,2.0929966955106174
FORWARD_FROM_LOWER_SEED,150,151,SAR_BOUNDARY_FAR,SUPPORTED,,0.012381277978420258,0.07000073790550232,-0.0034390389919281006,0.280001163482666,-0.27776122932722425,0.625,3.1641430854797363,-0.19356773793697357,2.0929966955106174
FORWARD_FROM_LOWER_SEED,151,152,SAR_BOUNDARY_NEAR,SUPPORTED,,0.0518803596496582,5.960464477539062e-07,,,,1.0,3.1943531036376953,-0.15880028903484344,2.1329967765729343
FORWARD_FROM_LOWER_SEED,151,152,SAR_BOUNDARY_FAR,SUPPORTED,,0.025930628180503845,0.04000067710876465,-0.017915114760398865,0.280001163482666,-0.690886261439223,0.8125,3.1943531036376953,-0.15880028903484344,2.1329967765729343
FORWARD_FROM_LOWER_SEED,152,153,SAR_BOUNDARY_NEAR,SUPPORTED,,0.05266927182674408,5.960464477539062e-07,0.0016084462404251099,-0.28999999165534973,0.030538607894867134,1.0,3.211853265762329,-0.2097780406475067,2.1029967157761966
FORWARD_FROM_LOWER_SEED,152,153,SAR_BOUNDARY_FAR,SUPPORTED,,0.02287837117910385,-0.029999464750289917,-0.014146760106086731,0.25000113248825073,-0.6183464721040889,0.6875,3.211853265762329,-0.2097780406475067,2.1029967157761966
FORWARD_FROM_LOWER_SEED,153,154,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03486902266740799,-0.00999942421913147,-0.018608294427394867,-0.2799999713897705,-0.5336626324427499,1.0,3.1883280277252197,-0.2048845738172531,2.072996654979459
FORWARD_FROM_LOWER_SEED,153,154,SAR_BOUNDARY_FAR,SUPPORTED,,0.025742948055267334,-0.03999948501586914,-0.017593443393707275,0.25000113248825073,-0.6834276849697264,0.625,3.1883280277252197,-0.2048845738172531,2.072996654979459
FORWARD_FROM_LOWER_SEED,154,155,SAR_BOUNDARY_NEAR,SUPPORTED,,0.037235766649246216,5.960464477539062e-07,-0.03440563380718231,0.2300010323524475,-0.9239942373491806,1.0,3.2330875396728516,-0.2104317545890808,2.0929966955106174
FORWARD_FROM_LOWER_SEED,154,155,SAR_BOUNDARY_FAR,SUPPORTED,,0.026332736015319824,0.0200006365776062,-0.017815567553043365,0.21000105142593384,-0.6765558862808122,0.625,3.2330875396728516,-0.2104317545890808,2.0929966955106174
FORWARD_FROM_LOWER_SEED,155,156,SAR_BOUNDARY_NEAR,SUPPORTED,,0.05823761224746704,-0.00999942421913147,-0.0218290314078331,0.280001163482666,-0.37482703300189857,1.0,3.169243335723877,-0.1639341115951538,2.0929966955106174
FORWARD_FROM_LOWER_SEED,155,156,SAR_BOUNDARY_FAR,SUPPORTED,,0.033279724419116974,-0.00999942421913147,-0.01795727014541626,0.190000981092453,-0.5395859027937446,0.75,3.169243335723877,-0.1639341115951538,2.0929966955106174
FORWARD_FROM_LOWER_SEED,156,157,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04729629307985306,-0.029999464750289917,-0.0176393985748291,0.2700011134147644,-0.3729552027480777,0.9375,3.1946473121643066,-0.1888807713985443,2.1829968779008304
FORWARD_FROM_LOWER_SEED,156,157,SAR_BOUNDARY_FAR,SUPPORTED,,0.018979772925376892,0.060000717639923096,,,,0.625,3.1946473121643066,-0.1888807713985443,2.1829968779008304
FORWARD_FROM_LOWER_SEED,157,158,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04836856573820114,0.0200006365776062,-0.0033700987696647644,-0.28999999165534973,-0.06967539182174023,0.8125,3.162724733352661,-0.20913702249526978,2.0629966347138797
FORWARD_FROM_LOWER_SEED,157,158,SAR_BOUNDARY_FAR,SUPPORTED,,0.02992492914199829,-0.09999960660934448,-0.014479927718639374,0.2300010323524475,-0.48387508788842704,0.75,3.162724733352661,-0.20913702249526978,2.0629966347138797
FORWARD_FROM_LOWER_SEED,158,159,SAR_BOUNDARY_NEAR,SUPPORTED,,0.040092676877975464,-0.00999942421913147,-0.013798259198665619,-0.2699999511241913,-0.3441590902164371,0.9375,3.233727216720581,-0.19639120995998383,2.1329967765729343
FORWARD_FROM_LOWER_SEED,158,159,SAR_BOUNDARY_FAR,SUPPORTED,,0.017386652529239655,0.060000717639923096,-0.025589756667613983,0.280001163482666,-1.471804686070474,0.75,3.233727216720581,-0.19639120995998383,2.1329967765729343
FORWARD_FROM_LOWER_SEED,159,160,SAR_BOUNDARY_NEAR,SUPPORTED,,0.039024196565151215,5.960464477539062e-07,-0.00680147111415863,-0.2799999713897705,-0.1742885622975868,0.875,3.241393566131592,-0.19502101838588715,2.162996837369672
