run_id,frame_uid,frame_index,percentile_tag,region_id,region_label,percentile_level,numeric_score_threshold,pixel_count,area_m2,score_max,score_mean,score_median,centroid_x_px_shape_descriptor,centroid_y_px_shape_descriptor,major_extent_m,minor_extent_m,elongation,structure_state,range_min_m,range_max_m,theta_min_deg,theta_max_deg,theta_mid_deg,support_fraction_min,support_fraction_median,touches_observable_boundary,has_truncated_support,reference_used_for_region_generation,region_is_final_person_box,physical_region_id,physical_response_semantics,optical_conditioning_embedded
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0047,47,0.95,0.5968354940414429,116,0.1326914687933664,0.6569139361381531,0.6264015436172485,0.6265759468078613,513.2586206896551,493.4396551724138,0.7176948167496462,0.2160166132964863,3.322405651108873,EXTENDED_OR_RIDGE_RESPONSE,2.969029144317757,3.6792214831143135,-1.0549969673156738,2.7750513553619385,0.8600271940231323,1.0,1.0,False,False,False,False,TERGV1PR_8369229BC80BBC8F39A7,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0049,49,0.95,0.5968354940414429,28,0.0320289752259849,0.6444936990737915,0.6203494668006897,0.6224357485771179,487.2857142857143,83.25,0.239059300976477,0.142090229561527,1.6824471444249518,COMPACT_OR_UNRESOLVED_SHAPE,17.123389774540115,17.26168747477879,-3.1337387561798096,-2.3395321369171143,-2.736635446548462,1.0,1.0,False,False,False,False,TERGV1PR_2E53652C8E279DE8E7E2,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0054,54,0.95,0.5968354940414429,35,0.0400362190324812,0.6255172491073608,0.6111583709716797,0.6105411648750305,512.1714285714286,52.8,0.2070217562558308,0.1732302884747693,1.1950667408025657,COMPACT_OR_UNRESOLVED_SHAPE,18.086926025884317,18.29001174496008,-0.1866445243358612,0.346754789352417,0.0800551325082779,1.0,1.0,False,False,False,False,TERGV1PR_3CEB6535ADAC28B4A0C7,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0058,58,0.95,0.5968354940414429,31,0.0354606511430548,0.6176515221595764,0.6070510149002075,0.60589200258255,480.6774193548387,18.774193548387096,0.226190492314368,0.168231934949417,1.3445157863896509,COMPACT_OR_UNRESOLVED_SHAPE,19.29691685046226,19.46757449918876,-3.389415979385376,-2.7732441425323486,-3.0813300609588623,1.0,1.0,False,False,False,False,TERGV1PR_562DD168FFABD66CBEA4,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0062,62,0.95,0.5968354940414429,14,0.0160144876129924,0.605326771736145,0.6011542677879333,0.6001967191696167,519.0,18.5,0.1394346508675094,0.0980653226022786,1.421854812358202,COMPACT_OR_UNRESOLVED_SHAPE,19.306055501390787,19.40751166037773,0.5256185531616211,0.9272981286048888,0.726458340883255,1.0,1.0,False,False,False,False,TERGV1PR_48F258B547FEB117158E,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0013,13,0.95,0.5968354940414429,270,0.3088508325362839,0.8215832114219666,0.6988775134086609,0.6923890113830566,595.7259259259259,277.05555555555554,0.8180309546015546,0.5076514670956334,1.6114027194320129,COMPACT_OR_UNRESOLVED_SHAPE,10.733406412369607,11.23450050370533,13.060612678527832,17.27255630493164,15.166584491729736,1.0,1.0,False,False,False,False,TERGV1PR_EDF419EF115C87562D8C,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0035,35,0.95,0.5968354940414429,258,0.2951241288680046,0.7175084352493286,0.6454843282699585,0.6380287408828735,599.8953488372093,140.5503875968992,1.1408903337835077,0.4989026890176656,2.286799327600156,COMPACT_OR_UNRESOLVED_SHAPE,14.785730298498896,15.926585690899916,10.186384201049805,12.001704216003418,11.094044208526611,1.0,1.0,False,False,False,False,TERGV1PR_201FC2D535AB5E05B0C0,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0039,39,0.95,0.5968354940414429,106,0.1212525490698003,0.7045458555221558,0.6471610069274902,0.6440079808235168,565.688679245283,349.8490566037736,0.4409775355034671,0.3190641562049922,1.3820967568044469,COMPACT_OR_UNRESOLVED_SHAPE,8.16055001677404,8.542826679872393,11.287005424499512,13.938596725463867,12.61280107498169,1.0,1.0,False,False,False,False,TERGV1PR_903FA6D489AE2753353A,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0053,53,0.95,0.5968354940414429,27,0.0308850832536283,0.6289903521537781,0.6121077537536621,0.6128004789352417,602.7777777777778,91.0,0.2029288323645457,0.135285888243029,1.5000000000000158,COMPACT_OR_UNRESOLVED_SHAPE,17.076751071032504,17.282457417475282,10.086129188537598,10.590144157409668,10.338136672973633,1.0,1.0,False,False,False,False,TERGV1PR_6D39D51AE4916E09C0DD,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0059,59,0.95,0.5968354940414429,20,0.0228778394471321,0.6119049787521362,0.6038678288459778,0.6024887561798096,596.1,21.95,0.1512542212539283,0.1361287991285398,1.1111111111110756,COMPACT_OR_UNRESOLVED_SHAPE,19.374916381823084,19.51865350948364,8.214641571044922,8.63813304901123,8.426387310028076,1.0,1.0,False,False,False,False,TERGV1PR_A2C08EA110234A55DA3D,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0002,2,0.95,0.5968354940414429,640,0.7320908623082285,0.9893502593040466,0.7926523089408875,0.7956886291503906,433.7640625,447.6765625,1.15247077596721,0.7694040192521283,1.4978746498977589,COMPACT_OR_UNRESOLVED_SHAPE,5.132521921655717,5.90363197701703,-34.82101058959961,-22.86722183227539,-28.8441162109375,1.0,1.0,False,False,False,False,TERGV1PR_71A431E84685D692DE3B,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0003,3,0.95,0.5968354940414429,1424,1.6289021686358085,0.9544848203659058,0.7567551732063293,0.7579724788665771,219.62991573033707,125.58426966292134,2.416610094006926,0.9191538842757774,2.629168124455057,EXTENDED_OR_RIDGE_RESPONSE,17.92716374639223,19.101588766396528,-35.8065185546875,-28.3237361907959,-32.0651273727417,1.0,1.0,False,False,False,False,TERGV1PR_BBFEE08E199C8D499D8D,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0007,7,0.95,0.5968354940414429,228,0.2608073696973064,0.8765472173690796,0.7244201898574829,0.7229503393173218,404.9868421052632,267.9649122807017,0.5785354843809012,0.5335463698273625,1.0843209083553424,COMPACT_OR_UNRESOLVED_SHAPE,11.22015569112292,11.787015246792606,-19.682701110839844,-16.911420822143555,-18.2970609664917,1.0,1.0,False,False,False,False,TERGV1PR_B825442BF112FED46CAC,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0010,10,0.95,0.5968354940414429,236,0.2699585054761593,0.8470924496650696,0.716949462890625,0.7176434993743896,299.22457627118644,272.7584745762712,0.6374039621958407,0.5069787097054153,1.257259821751115,COMPACT_OR_UNRESOLVED_SHAPE,12.671772693966965,13.19669498671854,-35.090484619140625,-32.30788803100586,-33.69918632507324,1.0,1.0,False,False,False,False,TERGV1PR_B9794F1DD714DACFEC37,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0012,12,0.95,0.5968354940414429,336,0.38434770271182,0.8266096711158752,0.6957470178604126,0.6867996454238892,336.3184523809524,225.17559523809524,0.8036472127163432,0.5983356948096468,1.3431376728610749,COMPACT_OR_UNRESOLVED_SHAPE,13.39513809772151,14.012814497734436,-27.4272403717041,-24.08571052551269,-25.7564754486084,1.0,1.0,False,False,False,False,TERGV1PR_52A2122A95E5B9F382FF,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0015,15,0.95,0.5968354940414429,659,0.753824809783004,0.8113660216331482,0.6856349110603333,0.6759692430496216,394.3171471927162,301.9468892261001,2.098775810079647,0.5531323057522282,3.79434682851408,EXTENDED_OR_RIDGE_RESPONSE,10.173204220432584,11.049529006878902,-26.86214828491211,-16.01447868347168,-21.438313484191895,1.0,1.0,False,False,False,False,TERGV1PR_3139F288BB5EA2C90A34,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0016,16,0.95,0.5968354940414429,513,0.5868165818189395,0.8112672567367554,0.6756792664527893,0.6573460102081299,252.588693957115,302.59844054580896,1.5898763978930193,0.7137575191634171,2.227474114397402,COMPACT_OR_UNRESOLVED_SHAPE,12.412960195776442,13.559780379652045,-44.48390197753906,-38.82076644897461,-41.652334213256836,1.0,1.0,False,False,False,False,TERGV1PR_1EECE437A151A4674CD6,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0022,22,0.95,0.5968354940414429,304,0.3477431595964085,0.7777504324913025,0.6881157755851746,0.6875773668289185,305.0921052631579,348.2993421052632,0.8507610800753214,0.4823026008153775,1.7639570647909226,COMPACT_OR_UNRESOLVED_SHAPE,10.392687697279015,11.139830727128036,-42.16902923583984,-38.6494140625,-40.40922164916992,1.0,1.0,False,False,False,False,TERGV1PR_C792D935490701D63AEB,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0024,24,0.95,0.5968354940414429,270,0.3088508325362839,0.775932252407074,0.6856051683425903,0.6833502054214478,321.55555555555554,109.24814814814816,0.6722940017572973,0.530688479084052,1.2668336100260758,COMPACT_OR_UNRESOLVED_SHAPE,17.17980396516587,17.857838398722773,-22.543872833251957,-20.60348320007324,-21.573678016662598,1.0,1.0,False,False,False,False,TERGV1PR_4AD081D7A946036A377A,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0031,31,0.95,0.5968354940414429,527,0.602831069431932,0.7438799142837524,0.6624302864074707,0.6621456146240234,327.1840607210626,301.7020872865275,1.423033277765973,0.5419522580876632,2.6257539414768734,COMPACT_OR_UNRESOLVED_SHAPE,11.17336010090409,12.063894488359333,-35.7149543762207,-29.4503231048584,-32.58263874053955,1.0,1.0,False,False,False,False,TERGV1PR_C122695CF9E4F17449EF,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0032,32,0.95,0.5968354940414429,273,0.3122825084533537,0.7230448722839355,0.6509304642677307,0.6458680629730225,299.68498168498166,202.21611721611723,0.870508857906158,0.4484538024474139,1.941133854045612,COMPACT_OR_UNRESOLVED_SHAPE,14.746020414020334,15.18337205387729,-30.484603881835938,-27.124813079833984,-28.80470848083496,1.0,1.0,False,False,False,False,TERGV1PR_ABAB44B71356F175D7B8,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0033,33,0.95,0.5968354940414429,152,0.1738715797982042,0.7201941609382629,0.6562714576721191,0.6566632390022278,276.2631578947368,135.15131578947367,0.5905831666657348,0.3376715611840729,1.7489869878138589,COMPACT_OR_UNRESOLVED_SHAPE,17.15688508738544,17.52476171790763,-28.295129776000977,-26.39995574951172,-27.347542762756348,1.0,1.0,False,False,False,False,TERGV1PR_15B5854C51BBA79A21FB,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0048,48,0.95,0.5968354940414429,48,0.0549068146731171,0.6568386554718018,0.625673234462738,0.6242164969444275,144.79166666666666,142.70833333333334,0.3167882747807327,0.17411817900939,1.819386560226136,COMPACT_OR_UNRESOLVED_SHAPE,19.49285183838456,19.68061013863396,-39.74977111816406,-38.82406234741211,-39.286916732788086,1.0,1.0,False,False,False,False,TERGV1PR_9970F641F60FF6FF2618,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0050,50,0.95,0.5968354940414429,63,0.0720651942584662,0.6384214758872986,0.6159891486167908,0.6150350570678711,356.015873015873,185.93650793650792,0.4117528864942844,0.2000665103136323,2.05808001473512,COMPACT_OR_UNRESOLVED_SHAPE,14.554665073056462,14.782893951903958,-21.80568504333496,-20.24256706237793,-21.024126052856445,1.0,1.0,False,False,False,False,TERGV1PR_D625890F000E8EF3B27F,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000032,32,Q095,R01ZF_SARF000032__Q095__R0060,60,0.95,0.5968354940414429,12,0.0137267036682792,0.6105874180793762,0.6040513515472412,0.6037178039550781,175.5,155.0,0.166679747005746,0.0723821045674724,2.302775637732005,COMPACT_OR_UNRESOLVED_SHAPE,18.578902109279827,18.6531177808819,-37.90489959716797,-37.40330123901367,-37.65410041809082,1.0,1.0,False,False,False,False,TERGV1PR_729373DAD83E5471B2BE,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0003,3,0.95,0.5829073190689087,737,0.8430483836268194,0.9368842840194702,0.7491599917411804,0.7456974983215332,503.55630936227953,348.4640434192673,1.4343789499690458,0.7594275977730254,1.8887632661431764,COMPACT_OR_UNRESOLVED_SHAPE,7.534666996755161,8.90342407663883,-4.975579738616943,1.5391592979431152,-1.718210220336914,1.0,1.0,False,False,False,False,TERGV1PR_E9C9AD38A36B0F91C696,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0004,4,0.95,0.5829073190689087,853,0.975739852420186,0.9232162237167358,0.7278724908828735,0.7154982089996338,518.2461899179367,452.4865181711606,2.0228810893773703,0.7996692507895999,2.529647210243436,EXTENDED_OR_RIDGE_RESPONSE,4.28783741751697,5.105377940241232,-7.61237096786499,16.22415542602539,4.3058922290802,1.0,1.0,False,False,False,False,TERGV1PR_B64FB6AAD942014B9AD9,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0005,5,0.95,0.5829073190689087,1063,1.2159571666150732,0.913098692893982,0.7449705600738525,0.754673957824707,578.8381937911571,234.2342427093133,1.69230840930895,0.9612543262389102,1.7605209808838287,COMPACT_OR_UNRESOLVED_SHAPE,11.728016554029391,12.854761431765414,6.898589134216309,14.807154655456545,10.852871894836426,1.0,1.0,False,False,False,False,TERGV1PR_AE8E77D883AFE66B20B3,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0023,23,0.95,0.5829073190689087,326,0.3729087829882539,0.7714915871620178,0.6694890856742859,0.6662911176681519,516.4141104294479,146.86503067484662,0.749584375204285,0.6805658620396184,1.101413422292182,COMPACT_OR_UNRESOLVED_SHAPE,14.603511544164718,15.314594369869855,-0.7351105213165283,2.083622455596924,0.6742559671401978,1.0,1.0,False,False,False,False,TERGV1PR_C4E2E217D0AA6E8E2FCD,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0027,27,0.95,0.5829073190689087,316,0.3614698632646878,0.7562192678451538,0.6689923405647278,0.6666170358657837,427.0822784810127,35.14873417721519,0.8695024113768326,0.5576908643750972,1.559111807131942,COMPACT_OR_UNRESOLVED_SHAPE,18.741864051961247,19.29730700294148,-9.927197456359863,-7.316586971282959,-8.621892213821411,1.0,1.0,False,False,False,False,TERGV1PR_0B4327A2617508A5F7DC,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0030,30,0.95,0.5829073190689087,156,0.1784471476876307,0.7390601634979248,0.6578314304351807,0.6547799706459045,513.0128205128206,82.65384615384616,0.4806902621593693,0.42532703975562,1.130166242041793,COMPACT_OR_UNRESOLVED_SHAPE,16.970817447879313,17.41084338687291,-0.6495352387428284,0.9313470125198364,0.14090588688850403,1.0,1.0,False,False,False,False,TERGV1PR_064425B5F480A56EBA62,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0031,31,0.95,0.5829073190689087,173,0.197893311217693,0.7378645539283752,0.6545926928520203,0.6523839235305786,528.0231213872833,231.0751445086705,0.656600565775422,0.3577433873986688,1.8353953948663964,COMPACT_OR_UNRESOLVED_SHAPE,11.945679319306148,12.410755524624044,1.1424788236618042,3.911001920700073,2.5267403721809387,1.0,1.0,False,False,False,False,TERGV1PR_EA83B7890786122C029D,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0032,32,0.95,0.5829073190689087,166,0.1898860674111968,0.7316961288452148,0.6530250906944275,0.6529651880264282,540.3855421686746,391.5421686746988,0.5453265677151728,0.4066752059882418,1.340938812313382,COMPACT_OR_UNRESOLVED_SHAPE,6.580170309995561,7.0394798965267285,6.042961597442627,10.387642860412598,8.215302228927612,1.0,1.0,False,False,False,False,TERGV1PR_42416635907D61B2CA63,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0039,39,0.95,0.5829073190689087,131,0.1498498483787155,0.6954864859580994,0.6394056081771851,0.6399200558662415,513.412213740458,498.12213740458014,0.5495616524750457,0.3230635731603767,1.701094453636312,COMPACT_OR_UNRESOLVED_SHAPE,2.867274436112258,3.409257900671581,-1.7712568044662476,3.941561460494995,1.0851523280143738,1.0,1.0,False,False,False,False,TERGV1PR_05E94C264B29F5A03FA0,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0042,42,0.95,0.5829073190689087,234,0.267670721531446,0.6724458336830139,0.6175702810287476,0.6128296852111816,483.35042735042737,236.44444444444449,0.9401473751375418,0.3920827845040298,2.397828755288997,COMPACT_OR_UNRESOLVED_SHAPE,11.576752992827972,12.393114026807195,-6.197938919067383,-2.929399251937866,-4.5636690855026245,1.0,1.0,False,False,False,False,TERGV1PR_B97AA31D0F0970AC76A4,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0044,44,0.95,0.5829073190689087,98,0.1121014132909475,0.6521094441413879,0.615336537361145,0.6148198843002319,512.5102040816327,404.7551020408163,0.5421481697273296,0.2463587802513324,2.2006448041926334,COMPACT_OR_UNRESOLVED_SHAPE,6.012808097560324,6.553939264739454,-0.8558454513549805,1.3334904909133911,0.23882251977920532,1.0,1.0,False,False,False,False,TERGV1PR_3855C5F94862BDC030C0,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0046,46,0.95,0.5829073190689087,106,0.1212525490698003,0.6485217809677124,0.6153334379196167,0.6146212816238403,506.2358490566038,541.1320754716982,0.6095939332784048,0.2110301669581752,2.888657778483501,COMPACT_OR_UNRESOLVED_SHAPE,1.5822464780158427,1.80409422211811,-16.8203182220459,3.817479133605957,-6.501419544219971,1.0,1.0,False,False,False,False,TERGV1PR_1545539FA3EC88F7C216,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0049,49,0.95,0.5829073190689087,65,0.0743529782031794,0.6356246471405029,0.6097800135612488,0.6114099025726318,547.9230769230769,138.73846153846154,0.4176082272162597,0.2119227628318201,1.9705680580791107,COMPACT_OR_UNRESOLVED_SHAPE,15.222428587775578,15.441344382443257,3.831276893615722,5.331599235534668,4.581438064575195,1.0,1.0,False,False,False,False,TERGV1PR_8216E37B41A1750C5DEB,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0051,51,0.95,0.5829073190689087,51,0.0583384905901869,0.6336977481842041,0.6060450077056885,0.6059128046035767,487.88235294117646,16.980392156862745,0.2812773868643335,0.2141835323674426,1.313254029174325,COMPACT_OR_UNRESOLVED_SHAPE,19.319818181702622,19.52684877584602,-2.7780866622924805,-1.9675118923187256,-2.372799277305603,1.0,1.0,False,False,False,False,TERGV1PR_6498AEF31227AFF7EA42,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0055,55,0.95,0.5829073190689087,50,0.0571945986178303,0.615920901298523,0.5991024374961853,0.5979521870613098,497.3,314.48,0.3062100185037421,0.209979424044182,1.458285829183492,COMPACT_OR_UNRESOLVED_SHAPE,9.20362576640761,9.509356680597456,-3.668458938598633,-2.412543535232544,-3.0405012369155884,1.0,1.0,False,False,False,False,TERGV1PR_E6ECB67E1D5A30714A53,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0056,56,0.95,0.5829073190689087,32,0.0366045431154114,0.6089932322502136,0.5952785015106201,0.5959858298301697,515.4375,56.0,0.2163669570880461,0.1763965027213144,1.2265943697867994,COMPACT_OR_UNRESOLVED_SHAPE,17.98562056071209,18.18895812424534,0.1341737359762191,0.6713480353355408,0.4027608856558799,1.0,1.0,False,False,False,False,TERGV1PR_D0EF12EBE4EEA696D68A,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0058,58,0.95,0.5829073190689087,18,0.0205900555024189,0.5941973328590393,0.5887863039970398,0.5893585085868835,484.6111111111111,134.61111111111111,0.3380526534172789,0.0411335918265071,8.218408322888846,EXTENDED_OR_RIDGE_RESPONSE,15.43256182306322,15.483805977264652,-3.9842801094055176,-2.731540441513061,-3.3579102754592896,1.0,1.0,False,False,False,False,TERGV1PR_270AE5945E8FA96FAF0B,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0060,60,0.95,0.5829073190689087,5,0.005719459861783,0.5872228741645813,0.5849864482879639,0.5838862061500549,512.6,22.8,0.1010544303315475,0.0367221675433935,2.751864530113433,COMPACT_OR_UNRESOLVED_SHAPE,19.203034603889314,19.23690149052437,-0.0752132087945938,0.2275232672691345,0.07615502923727036,1.0,1.0,False,False,False,False,TERGV1PR_93CF431A4875F1D4FE01,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0013,13,0.95,0.5829073190689087,257,0.293980236895648,0.8416960835456848,0.7062415480613708,0.7022339105606079,598.4630350194552,277.0350194552529,0.744810924672238,0.4805882564575563,1.549790105489223,COMPACT_OR_UNRESOLVED_SHAPE,10.750924052256543,11.261274459554208,13.61758041381836,17.38721466064453,15.502397537231445,1.0,1.0,False,False,False,False,TERGV1PR_5CC1A5F6566F12A047E6,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0018,18,0.95,0.5829073190689087,240,0.2745340733655857,0.8062333464622498,0.6795949339866638,0.6737529039382935,568.0208333333334,349.1083333333333,0.6680202548060232,0.4959444533472562,1.3469658755075964,COMPACT_OR_UNRESOLVED_SHAPE,8.134784470904513,8.657260053465658,10.830490112304688,15.224223136901855,13.027356624603271,1.0,1.0,False,False,False,False,TERGV1PR_888620C53FB9759377BC,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0057,57,0.95,0.5829073190689087,80,0.0915113577885285,0.6078372001647949,0.59474116563797,0.5941967964172363,612.5875,136.5125,0.6457587809696379,0.1622877227431504,3.9790981723963648,EXTENDED_OR_RIDGE_RESPONSE,15.59506652355339,15.869019621525997,11.39500617980957,13.627691268920898,12.511348724365234,1.0,1.0,False,False,False,False,TERGV1PR_D2F5A5ED7A2BBF7DC216,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000033,33,Q095,R01ZF_SARF000033__Q095__R0001,1,0.95,0.5829073190689087,709,0.8110194084008344,0.9931426048278807,0.7911173701286316,0.7950288653373718,437.12976022566994,447.8871650211565,1.3148011148232035,0.802622535944655,1.6381313206907833,COMPACT_OR_UNRESOLVED_SHAPE,5.071591045185908,5.8733156843727246,-34.73303985595703,-20.877531051635746,-27.805285453796387,1.0,1.0,False,False,False,False,TERGV1PR_EBD0EF0F5ADB78D02E60,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
