order_profile_id,segment_id,run_id,track_a,track_b,old_relative_order_compatibility,possible_relation_set,relation_set_classification,family_a_count,family_b_count,family_pair_space_size,family_pairs_with_common_frames,left_frame_set,right_frame_set,overlap_frame_set,shared_frame_set,definite_order_frame_set,competing_direction_frame_set,unavailable_frame_set,left_family_pair_support_count,right_family_pair_support_count,overlap_family_pair_support_count,shared_family_pair_support_count,old_shared_information_loss_repaired,best_family_pair_selected,weighted_vote_used,manual_reference_used
TERGOP_5D4FBCF5EFEBCB9F38FA,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,19,4,76,36,,488,488,488,,,481;482;483;484;485;486;487,0,34,1,1,True,False,False,False
TERGOP_7C11C596AAC78813A48B,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,16,17,272,163,,481;482;483;484;485;486;487;488,485;486;487;488,485;486;487;488,481;482;483;484,,,0,153,8,3,True,False,False,False
TERGOP_6591FF3E06AFA716311C,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON023,ORDER_SUPPORTIVE,{RIGHT},SINGLE_RELATION,16,6,96,60,,486;487;488,,,486;487;488,,481;482;483;484;485,0,60,0,0,False,False,False,False
TERGOP_C262180A006B74980A57,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,ORDER_SUPPORTIVE,{RIGHT},SINGLE_RELATION,16,4,64,40,,488,,,488,,481;482;483;484;485;486;487,0,40,0,0,False,False,False,False
TERGOP_A135960046DBAC066CAC,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON023,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,17,6,102,46,487;488,486;487;488,487;488,486;487;488,,487;488,481;482;483;484;485,8,29,4,6,True,False,False,False
TERGOP_947212180E34CD79A038,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,17,4,68,24,488,488,488,488,,488,481;482;483;484;485;486;487,3,17,1,3,True,False,False,False
TERGOP_D6454BA8305867E9032F,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,6,4,24,16,488,488,,488,,488,486;487,6,6,0,4,True,False,False,False
TERGOP_CAA8F67BE7BAB5125923,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,32,31,992,360,485;487;488;489;490;491;492;493;494,481;482;483;484;485;486;487;488;489;490;491;492;493;494,484;485;486;487;488;489;490;491;492;493;494,484;485;486;487;488;489;490;491;492;493;494,481;482;483,485;487;488;489;490;491;492;493;494,,34,268,59,17,True,False,False,False
TERGOP_5FA2D8360F6AE3E97349,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,27,31,837,330,490;491;492;493;494,481;482;483;484;485;486;487;488;489;490;491;492;493;494,485;486;487;488;489;490;491;492;493;494,485;486;487;488;489;490;491;492;493;494,481;482;483;484,490;491;492;493;494,,10,275,41,12,True,False,False,False
TERGOP_4477223B274F5A04D50A,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,23,22,506,317,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,,487;488;489;490;491;492;493;494,,130,81,105,21,True,False,False,False
TERGOP_63B4FAFEADDE19F47114,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,23,24,552,310,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,,487;488;489;490;491;492;493;494,,39,220,58,14,True,False,False,False
TERGOP_48D74BA5015DE1BA7AC5,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON023,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,23,6,138,48,,487;488;489,487;488;489,487;488;489,,,490;491;492;493;494,0,45,4,1,True,False,False,False
TERGOP_37C9F13213E93B74CDF9,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,23,11,253,157,493,488;489;490;491;492;493;494,488;489;491;492;493;494,488;489;491;492;493;494,490,493,487,1,141,16,5,True,False,False,False
TERGOP_018995BF601CC68894DE,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,22,24,528,294,490;491;492;493;494,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,487;488;489;490;491;492;493;494,,490;491;492;493;494,,16,232,45,12,True,False,False,False
TERGOP_C549A406C8B9946C62B4,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON023,ORDER_AMBIGUOUS,"{OVERLAP,RIGHT}",SET_VALUED_NO_SHARED,22,6,132,48,,487;488;489,489,,487;488,,490;491;492;493;494,0,48,1,0,False,False,False,False
TERGOP_73119F1CF4B51EB04FAE,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,22,11,242,146,,488;489;490;491;492;493;494,489;491;492;493;494,493,488;490,,487,0,142,6,1,True,False,False,False
TERGOP_A612C9611A000EDCA2ED,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON023,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,24,6,144,48,487;488;489,487;488;489,487;488;489,487;488;489,,487;488;489,490;491;492;493;494,8,27,8,7,True,False,False,False
TERGOP_C9529519C165E3405BB1,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,24,11,264,138,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,,488;489;490;491;492;493;494,487,18,92,21,12,True,False,False,False
TERGOP_86A78B8C42A5420EC70A,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,6,11,66,14,488;489,488;489,488;489,488;489,,488;489,487;490;491;492;493;494,3,3,4,4,True,False,False,False
TERGOP_0F69511D1B61ED85AE0F,TERGS_8D6DB9A2F108568B32AA,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,24,11,264,160,493,488;489;490;491;492;493;494,488;489;491;492;493;494,488;489;491;492;493;494,490,493,,1,144,16,5,True,False,False,False
TERGOP_FE8CC8A3F3D1AAD9751D,TERGS_A923293CFBC550AE18D7,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,22,11,242,146,,488;489;490;491;492;493;494,489;491;492;493;494,493,488;490,,,0,142,6,1,True,False,False,False
TERGOP_D6C249BC998FC4E6C175,TERGS_F66D1A1E88076E254C22,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,21,11,231,141,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,,488;489;490;491;492;493;494,,18,95,21,12,True,False,False,False
TERGOP_C454632AA0854F5C8344,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,24,22,528,326,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,,488;489;490;491;492;493;494,,136,81,106,21,True,False,False,False
TERGOP_760A5C03BC8FBDEA6FB1,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,24,21,504,298,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,,488;489;490;491;492;493;494,,41,202,59,15,True,False,False,False
TERGOP_C72A792DE4AFDB976B33,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON023,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,24,4,96,37,,488;489,488;489,488;489,,,490;491;492;493;494,0,34,3,1,True,False,False,False
TERGOP_171AA4B2C25AA09E6650,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,24,11,264,160,493,488;489;490;491;492;493;494,488;489;491;492;493;494,488;489;491;492;493;494,490,493,,1,144,16,5,True,False,False,False
TERGOP_FC1DEFE52A686A34C8FD,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,22,21,462,271,490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,,490;491;492;493;494,,16,207,47,12,True,False,False,False
TERGOP_519F52D43FE387A98148,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON023,ORDER_AMBIGUOUS,"{OVERLAP,RIGHT}",SET_VALUED_NO_SHARED,22,4,88,32,,488;489,489,,488,,490;491;492;493;494,0,32,1,0,False,False,False,False
TERGOP_F97D9C1508FAA089A6AA,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,22,11,242,146,,488;489;490;491;492;493;494,489;491;492;493;494,493,488;490,,,0,142,6,1,True,False,False,False
TERGOP_AA090A03133C53F2E2FA,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON023,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,21,4,84,29,488;489,488;489,488;489,488;489,,488;489,490;491;492;493;494,3,18,5,4,True,False,False,False
TERGOP_B06252F2046CE95112F3,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,21,11,231,141,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,488;489;490;491;492;493;494,,488;489;490;491;492;493;494,,18,95,21,12,True,False,False,False
TERGOP_811670501BC012E56A7D,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,4,11,44,14,488;489,488;489,488;489,488;489,,488;489,490;491;492;493;494,3,3,4,4,True,False,False,False
TERGOP_21BB68DF234FD1F6D818,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,19,18,342,261,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,100,70,89,18,True,False,False,False
TERGOP_C83413088821C21D0B51,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,19,17,323,241,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,35,161,50,12,True,False,False,False
TERGOP_2BABCC1E30AE8321D03D,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,19,9,171,133,493,490;491;492;493;494,491;492;493;494,491;492;493;494,490,493,,1,120,14,4,True,False,False,False
TERGOP_651A1A0775171CC56EF0,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,18,17,306,223,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,16,164,43,11,True,False,False,False
TERGOP_9949539919434B3F5B6B,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,18,9,162,124,,490;491;492;493;494,491;492;493;494,493,490,,,0,120,6,1,True,False,False,False
TERGOP_D7110606732DBB2EBA25,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,17,9,153,120,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,15,83,18,9,True,False,False,False
TERGOP_FA75635301AC2DFA121C,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,19,18,342,261,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,100,70,89,18,True,False,False,False
TERGOP_16BAF2A3DCB6B02EC0F2,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,19,17,323,241,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,35,161,50,12,True,False,False,False
TERGOP_A9676C55D33CF40BB72A,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,19,9,171,133,493,490;491;492;493;494,491;492;493;494,491;492;493;494,490,493,,1,120,14,4,True,False,False,False
TERGOP_E35C61AA49E6DF33BD89,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,18,17,306,223,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,16,164,43,11,True,False,False,False
TERGOP_6996771EFB942BB2EF38,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{OVERLAP,RIGHT,SHARED}",SHARED_PLUS_PARTIAL_DIRECTION,18,9,162,124,,490;491;492;493;494,491;492;493;494,493,490,,,0,120,6,1,True,False,False,False
TERGOP_32E261730C4D9B341904,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,SHARED_RESPONSE_ORDER_UNDEFINED,"{LEFT,OVERLAP,RIGHT,SHARED}",SHARED_PLUS_COMPETING_DIRECTIONS,17,9,153,120,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,490;491;492;493;494,,490;491;492;493;494,,15,83,18,9,True,False,False,False
