run_id,frame_uid,frame_index,track_id,shell_id,region_id,intersection_pixel_count,intersection_area_m2,region_coverage_fraction,shell_effective_area_px,shell_coverage_fraction,intersection_theta_min_deg,intersection_theta_max_deg,intersection_range_min_m,intersection_range_max_m,temporal_policy,guard_variant,track_node_id,physical_region_id,incidence_id,incidence_semantics,physical_region_duplicated
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0001,757,0.8659262230739516,1.0,57405,0.0131870046163226,-36.84493637084961,-24.05931663513184,5.04494047164917,5.976087093353272,SAME_FRAME,CURRENT_G6,TERGN_6D63657B0F4EC2741B3D,TERGV1PR_5A67A24D995B7A1FC2DD,TERGV1I_7F1447FD7F75004A3D35,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0005,553,0.6325722607132037,0.9232053422370616,57405,0.0096333072032052,-24.38158226013184,-20.167505264282227,16.774049758911133,17.418224334716797,SAME_FRAME,CURRENT_G6,TERGN_7903025ACF6781B42E52,TERGV1PR_E1FAFAA7BF513B7330DB,TERGV1I_D3EC246CFFE0655C1614,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0007,1772,2.026976575015908,1.0,57405,0.0308683912551171,-32.37929916381836,-24.574817657470703,17.414365768432617,18.993274688720703,SAME_FRAME,CURRENT_G6,TERGN_881AC2B106BFD30AF490,TERGV1PR_ECA5D79045611F9C0D62,TERGV1I_E82491019E916F3FA583,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0011,483,0.5524998226482413,0.6616438356164384,57405,0.008413901228116,-38.98787689208984,-33.945091247558594,11.875622749328612,12.903413772583008,SAME_FRAME,CURRENT_G6,TERGN_F49278752797DA4A3DA9,TERGV1PR_67B3BDC139F4FC129C86,TERGV1I_B233C6A3D8A7AA0477EA,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0018,508,0.5810971219571565,1.0,57405,0.0088494033620764,-26.77858543395996,-20.766679763793945,10.227399826049805,11.2151517868042,SAME_FRAME,CURRENT_G6,TERGN_56F654B947EBCD60BD4D,TERGV1PR_4348FCC6165190CAC714,TERGV1I_821CB37E888EF3E038FF,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0020,287,0.3282969960663462,1.0,57405,0.004999564497866,-36.13178634643555,-33.42591094970703,18.73345375061035,19.23048591613769,SAME_FRAME,CURRENT_G6,TERGN_7EFA05848C7A43452978,TERGV1PR_991536FD549413918CD3,TERGV1I_FB02C6193654F73C827D,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0021,205,0.2344978543331044,1.0,57405,0.0035711174984757,-36.286399841308594,-34.002803802490234,14.618698120117188,15.122797012329102,SAME_FRAME,CURRENT_G6,TERGN_3B17B0E4F22213EC453C,TERGV1PR_BF5E62A51F6EC86831B0,TERGV1I_DD8DFF56E7C16AF6FA5F,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0032,132,0.1509937403510721,0.388235294117647,57405,0.0022994512673112,-22.40624046325684,-20.16878318786621,8.678947448730469,9.185633659362791,SAME_FRAME,CURRENT_G6,TERGN_DC7590EE9301E1951C8A,TERGV1PR_0259142AFF01BB4D8E88,TERGV1I_759581385F56C4E6D009,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000000__Q095__R0034,69,0.0789285460926058,1.0,57405,0.0012019858897308,-30.869035720825195,-29.423992156982425,12.507464408874512,12.79248332977295,SAME_FRAME,CURRENT_G6,TERGN_A78F7F5E346ADEEF494B,TERGV1PR_613944E4F69F442062AB,TERGV1I_5265EBBA2534A0BDBB2E,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0001,821,0.9391353093047744,0.9287330316742082,58167,0.0141145322949438,-36.26627349853516,-24.51025009155273,5.011337757110596,6.091185569763184,SAME_FRAME,CURRENT_G6,TERGN_CA4C9F46E5956431B99C,TERGV1PR_D3890A88222371C188BB,TERGV1I_EFA5662B95E3E07D4E9D,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0002,125,0.1429864965445758,0.2422480620155038,58167,0.0021489848195712,-43.58440399169922,-41.3028678894043,6.735440731048584,7.4048237800598145,SAME_FRAME,CURRENT_G6,TERGN_05091D6BE1BD0F6BC933,TERGV1PR_81729E79AB71117D358A,TERGV1I_8F37CAD3F0D5D2C96761,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0007,823,0.9414230932494876,0.9939613526570048,58167,0.014148916052057,-29.827735900878903,-24.52896499633789,17.354124069213867,18.1439208984375,SAME_FRAME,CURRENT_G6,TERGN_6BE8686BCD7F31DE702A,TERGV1PR_69ECF2EF8102AB6B67C6,TERGV1I_BDFDCF377878B030A119,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0008,1434,1.6403410883593743,1.0,58167,0.0246531538501212,-35.8482666015625,-28.380678176879883,17.931642532348633,19.21863174438477,SAME_FRAME,CURRENT_G6,TERGN_CB3EAD7AF154E6EDDF24,TERGV1PR_4D0E2A8DA7A80EB531A8,TERGV1I_ECD0CBA098F032C0B130,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0014,821,0.9391353093047744,1.0,58167,0.0141145322949438,-41.738372802734375,-33.358360290527344,11.733296394348145,13.147971153259276,SAME_FRAME,CURRENT_G6,TERGN_6F6AD9878BF82BF0F780,TERGV1PR_1FE9F3B55EF39FE7298B,TERGV1I_2926E276CB66B367BCA7,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0018,105,0.1201086570974437,0.2625,58167,0.0018051472484398,-25.833572387695312,-24.506502151489254,10.477741241455078,11.157992362976074,SAME_FRAME,CURRENT_G6,TERGN_113CDCE50017D1F95A77,TERGV1PR_CE1154EC079FE1222703,TERGV1I_3EEF9C747225DD33BE2E,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0020,256,0.2928363449232914,1.0,58167,0.0044011209104818,-36.57386779785156,-33.678707122802734,14.65451717376709,15.17833137512207,SAME_FRAME,CURRENT_G6,TERGN_B633F81E4433DA9729C4,TERGV1PR_5247D8CD0DFD9B2553E2,TERGV1I_2DFEF72064EC6AE5446E,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0023,161,0.1841666075494137,1.0,58167,0.0027678924476077,-30.815906524658203,-28.739391326904297,12.427456855773926,12.97732639312744,SAME_FRAME,CURRENT_G6,TERGN_C08E6E6CDA514D96FC49,TERGV1PR_0BF7D08908445E9B480F,TERGV1I_8E4F67BD8A703701319A,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0029,138,0.1578570921852117,1.0,58167,0.0023724792408066,-43.11773300170898,-41.41794204711914,14.374181747436523,14.788127899169922,SAME_FRAME,CURRENT_G6,TERGN_9FFBD11B7F9AF7F68BC4,TERGV1PR_BA9CC6CDAED010DFB862,TERGV1I_39DF12F4140F3BFDACAE,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0030,180,0.2059005550241892,0.4316546762589928,58167,0.0030945381401825,-43.588714599609375,-41.80336380004883,13.385387420654297,13.983686447143556,SAME_FRAME,CURRENT_G6,TERGN_1B8417869868774F1491,TERGV1PR_075FF4F4B7C160C534DC,TERGV1I_24E862E0C7592F42D654,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0042,53,0.0606262745349001,1.0,58167,0.0009111695634982,-36.90268325805664,-36.00528717041016,19.36236572265625,19.59886360168457,SAME_FRAME,CURRENT_G6,TERGN_D03FA4A36CA6A727D9DA,TERGV1PR_852F22FE42D966080F37,TERGV1I_3EAF8E20EEF26B2BEAB1,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0001,884,1.0112005035632408,1.0,57158,0.0154659015360929,-36.26627349853516,-22.42462730407715,5.011337757110596,6.091185569763184,SAME_FRAME,CURRENT_G6,TERGN_F344E611598DBBB32388,TERGV1PR_D3890A88222371C188BB,TERGV1I_9FA1ACB718C19F57193D,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0003,666,0.7618320535895003,1.0,57158,0.0116519122432555,-24.22216796875,-18.59727478027344,16.67499351501465,17.419755935668945,SAME_FRAME,CURRENT_G6,TERGN_4709A248CC145516DE78,TERGV1PR_69215F7DA8584CC1BED2,TERGV1I_5859969EC70D017F8E33,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0007,828,0.9471425531112708,1.0,57158,0.0144861611672906,-29.827735900878903,-24.43774032592773,17.354124069213867,18.1439208984375,SAME_FRAME,CURRENT_G6,TERGN_C21EEE6BE801859B3821,TERGV1PR_69ECF2EF8102AB6B67C6,TERGV1I_EBA085B47023025F44C7,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0008,1434,1.6403410883593743,1.0,57158,0.0250883515868294,-35.8482666015625,-28.380678176879883,17.931642532348633,19.21863174438477,SAME_FRAME,CURRENT_G6,TERGN_99B477FDD6EE59BD0F9F,TERGV1PR_4D0E2A8DA7A80EB531A8,TERGV1I_5F9A2C0485D382180DAA,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0014,372,0.4255278137166578,0.4531059683313033,57158,0.0065082753070436,-37.1435775756836,-33.358360290527344,11.733296394348145,12.712523460388184,SAME_FRAME,CURRENT_G6,TERGN_2AC1F46ECCCA112F9168,TERGV1PR_1FE9F3B55EF39FE7298B,TERGV1I_9CC1D841B83E2894B914,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0018,400,0.4575567889426428,1.0,57158,0.0069981454914447,-25.833572387695312,-21.07535171508789,10.290460586547852,11.157992362976074,SAME_FRAME,CURRENT_G6,TERGN_5CDB9082B432C39FED78,TERGV1PR_CE1154EC079FE1222703,TERGV1I_BF36669F992208F4264C,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0020,256,0.2928363449232914,1.0,57158,0.0044788131145246,-36.57386779785156,-33.678707122802734,14.65451717376709,15.17833137512207,SAME_FRAME,CURRENT_G6,TERGN_98B600EA3AB7441A79AF,TERGV1PR_5247D8CD0DFD9B2553E2,TERGV1I_1EFC356031DA80C3D39B,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0023,161,0.1841666075494137,1.0,57158,0.0028167535603065,-30.815906524658203,-28.739391326904297,12.427456855773926,12.97732639312744,SAME_FRAME,CURRENT_G6,TERGN_55725A0911D21E2513A0,TERGV1PR_0BF7D08908445E9B480F,TERGV1I_05318FD4A9060DDC1E7C,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0024,47,0.0537629227007605,0.2227488151658767,57158,0.0008222820952447,-19.117307662963867,-18.40912628173828,12.760284423828123,13.15602684020996,SAME_FRAME,CURRENT_G6,TERGN_CEAF84D77F754BE3FA57,TERGV1PR_085AB4D416DF9B15C69D,TERGV1I_02C972A967BAD5A1267B,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0026,60,0.0686335183413964,0.218978102189781,57158,0.0010497218237167,-19.701379776000977,-18.473899841308597,6.770931243896484,7.305694580078125,SAME_FRAME,CURRENT_G6,TERGN_984D0C18B71D17DFE683,TERGV1PR_182F6404E09265D3402A,TERGV1I_499816EAF0E49D3F5481,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0031,241,0.2756779653379423,0.6694444444444444,57158,0.0042163826585954,-21.565895080566406,-18.39570999145508,8.407294273376465,9.155963897705078,SAME_FRAME,CURRENT_G6,TERGN_A416E9E62AABC54B8FCE,TERGV1PR_8F3AB95552DD67881668,TERGV1I_BDB41F3CA3BA28971A3D,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0042,53,0.0606262745349001,1.0,57158,0.0009272542776164,-36.90268325805664,-36.00528717041016,19.36236572265625,19.59886360168457,SAME_FRAME,CURRENT_G6,TERGN_62C4469B48B255934686,TERGV1PR_852F22FE42D966080F37,TERGV1I_411759BF2A7B986F6125,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__RAW__SAME_FRAME__CURRENT_G6__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_SARF000001__Q095__R0050,17,0.0194461635300623,1.0,57158,0.0002974211833864,-21.704124450683597,-20.96681022644043,14.095953941345217,14.190406799316406,SAME_FRAME,CURRENT_G6,TERGN_CD4836E84B672B4388DC,TERGV1PR_AB236B48A9384168778F,TERGV1I_06177DF52ADDCA2CB9F8,OPTICAL_CORRIDOR_ADMITS_PHYSICAL_SAR_REGION_NOT_IDENTITY,False
