segment_id,run_id,frame_index,physical_region_id,region_id,conditioned_track_count,conditioned_track_ids,shared_response_semantics
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_A67EEFE069C3DC9685CB,R01ZF_SARF000069__Q095__R0058,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_CBF70F63EF064148D94F,R01ZF_SARF000069__Q095__R0030,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_CDBEB40B9D39D7ABA78C,R01ZF_SARF000069__Q095__R0054,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_D6E3795BE14FD3B40018,R01ZF_SARF000069__Q095__R0001,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_EC69B1170B9D83A0F4BC,R01ZF_SARF000069__Q095__R0019,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_EC9EBCAF4DBAB714C761,R01ZF_SARF000069__Q095__R0059,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_F52D0DF930395F3F873C,R01ZF_SARF000069__Q095__R0037,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,69,TERGV1PR_FC2EE2D1DAD43F2D5982,R01ZF_SARF000069__Q095__R0006,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_0B3AB47E0E27CADA8ECE,R01ZF_SARF000070__Q095__R0008,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_1C7DE5F0624CBDBBA357,R01ZF_SARF000070__Q095__R0043,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_5F5D26CD82A9D858474E,R01ZF_SARF000070__Q095__R0045,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_614C22FB7AD87E312B4E,R01ZF_SARF000070__Q095__R0040,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_71A76FDBB072F09E9FED,R01ZF_SARF000070__Q095__R0007,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_9E30FE4FAFF7EAC088E0,R01ZF_SARF000070__Q095__R0033,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_A04D05F6E218CA3FFBE1,R01ZF_SARF000070__Q095__R0001,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_A7064B5FFF9DBAD9F7E4,R01ZF_SARF000070__Q095__R0015,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_C1CA61121A4F70FC4D23,R01ZF_SARF000070__Q095__R0039,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_D1C1616FCF4C64F57BF9,R01ZF_SARF000070__Q095__R0020,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_2329DA3AFF8E7609BCB2,R01ZF,70,TERGV1PR_F24DE8FE0B9D3C4BE64D,R01ZF_SARF000070__Q095__R0046,2,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,485,TERGV1PR_F2B9518314C57BE9E146,R02ZF_SARF000485__Q095__R0012,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,486,TERGV1PR_2C4FDBC78F357E17D088,R02ZF_SARF000486__Q095__R0016,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,486,TERGV1PR_FE547DB0783F549A4DB6,R02ZF_SARF000486__Q095__R0015,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,487,TERGV1PR_80979ECA1150D8CCDE1C,R02ZF_SARF000487__Q095__R0025,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,487,TERGV1PR_93E2FF8BCCA269D6A7BB,R02ZF_SARF000487__Q095__R0011,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,488,TERGV1PR_0A1661579BCF76001027,R02ZF_SARF000488__Q095__R0025,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,488,TERGV1PR_A56225327AA492FAC4A3,R02ZF_SARF000488__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,488,TERGV1PR_DCE9B3FC2F0D0AC79E8F,R02ZF_SARF000488__Q095__R0017,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,489,TERGV1PR_46219A2EE36994261315,R02ZF_SARF000489__Q095__R0011,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,489,TERGV1PR_C10ACDAF4BF5B983A42F,R02ZF_SARF000489__Q095__R0018,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,490,TERGV1PR_141DC01FBCE30EE542B8,R02ZF_SARF000490__Q095__R0009,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,490,TERGV1PR_19BC129CEA83C997E4CA,R02ZF_SARF000490__Q095__R0022,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,490,TERGV1PR_A87DB9F7549D4EB77D40,R02ZF_SARF000490__Q095__R0014,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,490,TERGV1PR_E7D4BAD1184CE7FA35D7,R02ZF_SARF000490__Q095__R0012,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,491,TERGV1PR_703157A5234D78FC0FC4,R02ZF_SARF000491__Q095__R0003,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,491,TERGV1PR_7A517F2BEF490EB493BD,R02ZF_SARF000491__Q095__R0011,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,491,TERGV1PR_81E0221A9BDF9972DD5A,R02ZF_SARF000491__Q095__R0039,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,491,TERGV1PR_CDE0E49A8D9836E4B937,R02ZF_SARF000491__Q095__R0012,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,491,TERGV1PR_EDF0969CCEC855A9688A,R02ZF_SARF000491__Q095__R0013,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,492,TERGV1PR_4A85922053D168100F49,R02ZF_SARF000492__Q095__R0014,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,492,TERGV1PR_62D1E0E4199134E48D3C,R02ZF_SARF000492__Q095__R0046,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,492,TERGV1PR_69F750386009B9896EC7,R02ZF_SARF000492__Q095__R0009,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,492,TERGV1PR_8FDBC7F118590CD76733,R02ZF_SARF000492__Q095__R0012,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_19DD3E637C5C3774E15B,R02ZF_SARF000493__Q095__R0005,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_6A319DFA2FAADB40F64B,R02ZF_SARF000493__Q095__R0052,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_7C69BFC892594E57CC21,R02ZF_SARF000493__Q095__R0003,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_8EF8E88D97766F584D73,R02ZF_SARF000493__Q095__R0043,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_CE32430EA8A07D6B1840,R02ZF_SARF000493__Q095__R0017,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_DE08437CEF886ADF02B9,R02ZF_SARF000493__Q095__R0008,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,493,TERGV1PR_F4F71D102FDDDFFA396A,R02ZF_SARF000493__Q095__R0004,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,494,TERGV1PR_4B98B2EE0838423332AE,R02ZF_SARF000494__Q095__R0049,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,494,TERGV1PR_9868575087E7FD0FC2ED,R02ZF_SARF000494__Q095__R0012,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,494,TERGV1PR_AD0D8DF96A060A068918,R02ZF_SARF000494__Q095__R0021,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,494,TERGV1PR_C93B351273B539F35307,R02ZF_SARF000494__Q095__R0023,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_38238A43231066968F66,R02ZF,494,TERGV1PR_D6E92ACDF8A6C96BAB37,R02ZF_SARF000494__Q095__R0013,2,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_142BB340B15B25E2C7A9,R02ZF_SARF000487__Q095__R0002,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_80979ECA1150D8CCDE1C,R02ZF_SARF000487__Q095__R0025,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_87A1B3916CE4D9A97B09,R02ZF_SARF000487__Q095__R0007,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_88DDF0FC10BBAE7B17D1,R02ZF_SARF000487__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_8FA045787EBA665C4BD8,R02ZF_SARF000487__Q095__R0038,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_93E2FF8BCCA269D6A7BB,R02ZF_SARF000487__Q095__R0011,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_9AD5C0E166F37A4F37EB,R02ZF_SARF000487__Q095__R0013,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_AE8374B2E49B86774D45,R02ZF_SARF000487__Q095__R0040,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_B96BF78655CE5F75C2B8,R02ZF_SARF000487__Q095__R0023,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_D3AB38DA46CB47E19769,R02ZF_SARF000487__Q095__R0032,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,487,TERGV1PR_F042C15AEFF8A52F2889,R02ZF_SARF000487__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_0A1661579BCF76001027,R02ZF_SARF000488__Q095__R0025,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_1A7BFAA7676E2FCBF593,R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_26BD535C1FE34C79836C,R02ZF_SARF000488__Q095__R0039,3,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_47E33B3BE79D62D06E47,R02ZF_SARF000488__Q095__R0011,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_509F7248C52D224C5858,R02ZF_SARF000488__Q095__R0001,4,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_756DC7E3C64BD2D86A6A,R02ZF_SARF000488__Q095__R0036,3,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_9170AF73E56F3B3CD2CB,R02ZF_SARF000488__Q095__R0037,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_94AFB7D2F0405C07BA1B,R02ZF_SARF000488__Q095__R0008,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_A56225327AA492FAC4A3,R02ZF_SARF000488__Q095__R0026,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_B735DD0AA4F72696BFAB,R02ZF_SARF000488__Q095__R0022,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_C1BE3AD6632C40B4D26A,R02ZF_SARF000488__Q095__R0024,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_DCE9B3FC2F0D0AC79E8F,R02ZF_SARF000488__Q095__R0017,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_E95FB41223CA2544AE1C,R02ZF_SARF000488__Q095__R0034,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,488,TERGV1PR_F1EECFB3E3ECFDB07C1B,R02ZF_SARF000488__Q095__R0033,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_1243193BE288E4657C8D,R02ZF_SARF000489__Q095__R0024,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
