workspace_relative_path,bytes,sha256,artifact_role,contains_real_user_annotation
output/r02_manual_static_scene_anchor_preparation_20260902/R02_STATIC_SCENE_ANNOTATION_BATCH_V1.csv,7947,b3bd97603d5bac4e69ca85f1808dcbbf1253c0850909128fdd16edeea3c277a0,TOOL_VALIDATION_OR_EMPTY_BATCH_TEMPLATE,False
output/r02_manual_static_scene_anchor_preparation_20260902/R02_STATIC_SCENE_ANNOTATION_BATCH_V1_MANIFEST.json,974,d58b303b6f003f3c0953f1076d7dc099934961e50c77feb9a78a633cfcf40382,TOOL_VALIDATION_OR_EMPTY_BATCH_TEMPLATE,False
output/r02_manual_static_scene_anchor_preparation_20260902/VALIDATION_RESULTS.csv,5842,f5689216abb30d271827d7f14061c53591da362c3051b34a534a890fe6e124b6,TOOL_VALIDATION_OR_EMPTY_BATCH_TEMPLATE,False
output/r02_manual_static_scene_anchor_preparation_20260902/VALIDATION_SUMMARY.json,290,6863b26b7658953735ad736d259f1f807fb92093e4f344a10f1979ed22fa7f87,TOOL_VALIDATION_OR_EMPTY_BATCH_TEMPLATE,False
output/r02_manual_static_scene_anchor_preparation_20260902/ANNOTATOR_PREVIEW.png,1391630,b37d07c761310410067ebd7114909b7851ffc1097048fd8a4ba4049f2b2f19a4,TOOL_VALIDATION_OR_EMPTY_BATCH_TEMPLATE,False
