primary_hypothesis_id,control_hypothesis_id,control_family,match_tier,static_distance,direction_used_for_selection,reference_used_for_selection
H_B6D485840B9C57F93A78,H_3702446C597DDC12C658,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_D22B14F6EB73032302F2,H_3702446C597DDC12C658,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_07A1E7B3BE94C9678313,H_86A6B572F7B0439FB7DA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_86A6B572F7B0439FB7DA,H_07A1E7B3BE94C9678313,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_5442507CAC7962934183,H_F2FAF16425F4D426E45B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_F2FAF16425F4D426E45B,H_5442507CAC7962934183,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_B7AC8065411951A2D6E5,H_D4931C868E59B03C3D65,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_D4931C868E59B03C3D65,H_B7AC8065411951A2D6E5,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_28EFAB3A67C92A680C43,H_717CFBB9FE54A403C8AA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_717CFBB9FE54A403C8AA,H_28EFAB3A67C92A680C43,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_BCB8498DA088B03E1B75,H_28EFAB3A67C92A680C43,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_D6FC1FA94D4951B82F2E,H_F48B35D303891E7E2CBB,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_F48B35D303891E7E2CBB,H_D6FC1FA94D4951B82F2E,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_36E788497334BD77445A,H_9025146EE0F9FD9C9BC7,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_43937CCE796B12E00C07,H_36E788497334BD77445A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_9025146EE0F9FD9C9BC7,H_36E788497334BD77445A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_04A8DDA25A8B550FBF39,H_D1807EC4DD73785F8099,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_995B8EBFC72AFB00E9F6,H_D1807EC4DD73785F8099,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_D1807EC4DD73785F8099,H_04A8DDA25A8B550FBF39,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_BA52B8DE49241A20C0A0,H_BC37DFE5920498110030,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_BC37DFE5920498110030,H_BA52B8DE49241A20C0A0,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_6ABF7390BBCD121D9844,H_EE054D078A6E63985C97,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_992A971CCDBEE12531C5,H_EE054D078A6E63985C97,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_EE054D078A6E63985C97,H_6ABF7390BBCD121D9844,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_3E4585A06018A327D0AC,H_88F5E7AE32D416920F0A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_88F5E7AE32D416920F0A,H_3E4585A06018A327D0AC,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_220262DB368134AF4BB4,H_486432270E7E378CCECA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_486432270E7E378CCECA,H_220262DB368134AF4BB4,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_90783153FE19107DF4F7,H_220262DB368134AF4BB4,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_3C72876D2672FB2A9ECC,H_4B06519DDCFDD80A7B96,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_4B06519DDCFDD80A7B96,H_3C72876D2672FB2A9ECC,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_6303B7EE08764D8927ED,H_74D8EDAC62C5D1ABBBC4,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_74D8EDAC62C5D1ABBBC4,H_6303B7EE08764D8927ED,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_4689EAB1B855BB479F48,H_E7C647747CB3264A4B2B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_E7C647747CB3264A4B2B,H_4689EAB1B855BB479F48,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_67F42E3182B183FE58A4,H_C3680D73E7BA18235675,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_C3680D73E7BA18235675,H_67F42E3182B183FE58A4,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_F860D711ACEF768528E2,H_C3680D73E7BA18235675,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_0746C4673BB03DA3BF99,H_9871B68607CD70ABFACF,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_9871B68607CD70ABFACF,H_0746C4673BB03DA3BF99,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_A8577F55DCED5A48AFBF,H_0746C4673BB03DA3BF99,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_9D06C856EEB619173809,H_DB62F574C5F894B561BD,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_D46070DE9E7A82DE72B9,H_9D06C856EEB619173809,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_DB62F574C5F894B561BD,H_9D06C856EEB619173809,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_CE51B3629AD3AD6F7809,H_E63469B318B3E13B0274,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_E63469B318B3E13B0274,H_CE51B3629AD3AD6F7809,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_47BF37CD3803EE96CEDF,H_7086B550B6A5B5DD8D2B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_7086B550B6A5B5DD8D2B,H_47BF37CD3803EE96CEDF,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_596BD195DDB960C58E89,H_76D37847DBBD8769110B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_76D37847DBBD8769110B,H_596BD195DDB960C58E89,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_355CB2EC31F37223C35B,H_882B36FD538073D6AFCA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_882B36FD538073D6AFCA,H_355CB2EC31F37223C35B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_E43B44BC2AC61278634D,H_882B36FD538073D6AFCA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_7F9A7C49C7CC045495DA,H_85F0C0CBF5B1FC04B00D,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_85F0C0CBF5B1FC04B00D,H_7F9A7C49C7CC045495DA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_738C8502E77958E58283,H_BA244125DF93D10F1BBB,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_BA244125DF93D10F1BBB,H_D01DD7DC398E8E40493E,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_D01DD7DC398E8E40493E,H_BA244125DF93D10F1BBB,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_53116C7F3AB5109916D5,H_65CB4CB8FFAAD6FCABC8,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_62A31EB8712B66803641,H_65CB4CB8FFAAD6FCABC8,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_65CB4CB8FFAAD6FCABC8,H_53116C7F3AB5109916D5,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_1DC75F0C4ACB2390FE11,H_C9BF21E0301224260BB3,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_C9BF21E0301224260BB3,H_1DC75F0C4ACB2390FE11,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_58BEA04649C059BA6F1B,H_DFDD1C73EC4ACF1A29CE,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_DFDD1C73EC4ACF1A29CE,H_58BEA04649C059BA6F1B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_A4CD0112A71D9A16D3E2,H_B0BFE5A79576C0690968,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_B0BFE5A79576C0690968,H_A4CD0112A71D9A16D3E2,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_283560F298436676654E,H_7FA3E5B694BC04C92ABA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_490D6177ED60AB93D061,H_7FA3E5B694BC04C92ABA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_7FA3E5B694BC04C92ABA,H_283560F298436676654E,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_2023C975AD9A04A3A48C,H_51E0A2F2948FFF966E17,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_51E0A2F2948FFF966E17,H_2023C975AD9A04A3A48C,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_F59EC3108047F31A52B0,H_2023C975AD9A04A3A48C,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_A08398B3431AB11E7B71,H_C91BD1F43683975640F8,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_B76573C33D482493F6C6,H_A08398B3431AB11E7B71,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_C91BD1F43683975640F8,H_A08398B3431AB11E7B71,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_52E3572C36F3F2440439,H_D5B85DDF6FB57DDB7524,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_D5B85DDF6FB57DDB7524,H_52E3572C36F3F2440439,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_69BEC82D0E4CB95EE821,H_DC2E6396712946D2D523,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_DC2E6396712946D2D523,H_69BEC82D0E4CB95EE821,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_25200B8AEC06DB533F3A,H_4FA995B3916A5430CF22,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_4FA995B3916A5430CF22,H_25200B8AEC06DB533F3A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_24CB2A0B7F178DD28629,H_50BEEDB48EA3A1293416,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_50BEEDB48EA3A1293416,H_24CB2A0B7F178DD28629,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_80A6CE1448D6C4B215CF,H_50BEEDB48EA3A1293416,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_44B044F4CF796B6D58F5,H_F1BB65A867D896648744,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_F1BB65A867D896648744,H_44B044F4CF796B6D58F5,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_00B634ED060C343CA8FE,H_8732D07A82129372D83D,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_152C7F02376AC8CFFD7E,H_8732D07A82129372D83D,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_8732D07A82129372D83D,H_152C7F02376AC8CFFD7E,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_0D240EA09357776D55F0,H_7F18B3D34EF2CF1CC899,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_6D7C488D658236B1B93D,H_7F18B3D34EF2CF1CC899,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_7F18B3D34EF2CF1CC899,H_6D7C488D658236B1B93D,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_54F1E6155150D4347441,H_7E40A9F0C401C7062292,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_7E40A9F0C401C7062292,H_54F1E6155150D4347441,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_2A2E2441199B19C2D484,H_590FB165206D307CD6FC,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_590FB165206D307CD6FC,H_2A2E2441199B19C2D484,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_39498ABE9D94E7AC360B,H_E29BC9FA7BE0010FD986,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_E29BC9FA7BE0010FD986,H_39498ABE9D94E7AC360B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_48793A6A1B1BEDB897D1,H_B1E75FEA4AD064D57759,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_931790899B1035EEC533,H_48793A6A1B1BEDB897D1,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.595410167911746,False,False
H_B1E75FEA4AD064D57759,H_48793A6A1B1BEDB897D1,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_65085F64D85CD5220323,H_B75BE7E8C4A8F8517463,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_8A80CD16D74D81AB3B6B,H_B75BE7E8C4A8F8517463,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_B75BE7E8C4A8F8517463,H_65085F64D85CD5220323,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_1CD2B14F317080E67C1A,H_507A094013DCD894E8F9,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_2DB7E7C48DD0239FEEE1,H_1CD2B14F317080E67C1A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_507A094013DCD894E8F9,H_1CD2B14F317080E67C1A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_07535EBD666FA6DC2774,H_608727B5A1F0B1F0B043,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_608727B5A1F0B1F0B043,H_07535EBD666FA6DC2774,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_3A7F1C4719A7449E6FA1,H_5DB7E75850923DE3DEA4,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_5DB7E75850923DE3DEA4,H_3A7F1C4719A7449E6FA1,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_03ABAFDD6271E476166A,H_98EA73ED04BCF89BD43C,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_98EA73ED04BCF89BD43C,H_03ABAFDD6271E476166A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_223EC2CD71BDDF479524,H_5D1F02375CFC4D765D09,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_4DEE62E8C7C9E044B361,H_A2C6D169B11A42CDAD09,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_5D1F02375CFC4D765D09,H_223EC2CD71BDDF479524,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_A2C6D169B11A42CDAD09,H_4DEE62E8C7C9E044B361,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_16611EF8A82E6CEC6344,H_EA3CC9CA4067D1FD1997,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_EA3CC9CA4067D1FD1997,H_16611EF8A82E6CEC6344,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_017646432DF679D81F22,H_0FA300ABBF9B56989586,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_0FA300ABBF9B56989586,H_017646432DF679D81F22,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_AE839874A9C3D40FA499,H_EBE871ADCE71F38C096B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_C8891A6D2293B85597D5,H_FBF5D54D338341367A55,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_EBE871ADCE71F38C096B,H_AE839874A9C3D40FA499,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_FBF5D54D338341367A55,H_C8891A6D2293B85597D5,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.0792530192703006,False,False
H_2F1EE90D8BB203C0891F,H_FDBACA3393DCF9F71720,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_FDBACA3393DCF9F71720,H_2F1EE90D8BB203C0891F,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_396B3637901E535AD978,H_4945C04BE452C228297B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_4945C04BE452C228297B,H_396B3637901E535AD978,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.3406762550022429,False,False
H_171C1253BCC7B163F558,H_284ED4DC7D936808D9A9,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_284ED4DC7D936808D9A9,H_171C1253BCC7B163F558,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_6C97FFC69BF6EDA86970,H_F62AF9E53C24B6B0D88F,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_A78B192A0CE2A3B76AE5,H_171C1253BCC7B163F558,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_B6375436D901E95293CF,H_F62AF9E53C24B6B0D88F,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.04596030479605548,False,False
H_F62AF9E53C24B6B0D88F,H_6C97FFC69BF6EDA86970,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.027423397738099323,False,False
H_5A19E3EE5BC7CEEECF07,H_983CB16C755BBE0FFE90,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_983CB16C755BBE0FFE90,H_5A19E3EE5BC7CEEECF07,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_4A5026027B5A3BB75216,H_CD69679FA57071CD433A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_CD69679FA57071CD433A,H_4A5026027B5A3BB75216,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.43440764422013595,False,False
H_4804411ECF86CFE2E582,H_679B7BDF9DD93F25881B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_679B7BDF9DD93F25881B,H_4804411ECF86CFE2E582,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.05570066787832841,False,False
H_F362A883C602C809C20D,H_679B7BDF9DD93F25881B,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.17950563262288655,False,False
H_4A238517413A4A1AF92A,H_CD694F9695EC648B8B70,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_CD694F9695EC648B8B70,H_4A238517413A4A1AF92A,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.02004054127433538,False,False
H_C67A35D8E7D55E667FBB,H_C88A82732E9E247A6C7D,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_C88A82732E9E247A6C7D,H_C67A35D8E7D55E667FBB,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.7458514441079612,False,False
H_3786244F6030D9CF53DA,H_3D2BD4618869567FA289,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
H_3D2BD4618869567FA289,H_3786244F6030D9CF53DA,STATIC_SHELL_MATCHED_COMPOSITE_NULL,EXACT_STATIC_BIN_MATCH,0.06360907894631611,False,False
