base_edge_id,pair_index,from_frame,to_frame,d_left_s_deg_v2,d_right_s_deg_v2,d_mid_s_deg_v2,d_width_s_deg_v2,sar_dynamic_state_v2,source_out_degree,destination_in_degree,sar_relation_topology
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0031__TO__R02ZF_SARF000474__Q095__R0038,1,473,474,55.82282829284668,55.53026390075684,55.67654609680176,-0.2925643920898402,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0031__TO__R02ZF_SARF000474__Q095__R0039,1,473,474,34.86051321029663,34.61458778381348,34.737550497055054,-0.2459254264831551,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0031__TO__R02ZF_SARF000474__Q095__R0040,1,473,474,29.524524092674252,28.895617932081223,29.21007101237774,-0.6289061605930328,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0031__TO__R02ZF_SARF000474__Q095__R0041,1,473,474,59.32222938537598,59.7320499420166,59.52713966369629,0.4098205566406179,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0031__TO__R02ZF_SARF000474__Q095__R0042,1,473,474,12.37038803100586,12.178268432617188,12.274328231811523,-0.1921195983886718,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0031__TO__R02ZF_SARF000474__Q095__R0043,1,473,474,12.45864486694336,11.49277687072754,11.97571086883545,-0.9658679962158204,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0001,1,473,474,41.38133239746093,43.73916435241699,42.560248374938965,2.357831954956062,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0002,1,473,474,-27.66540145874024,-20.989398956298828,-24.32740020751953,6.676002502441413,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0003,1,473,474,9.95807170867919,13.220834255218506,11.589452981948847,3.2627625465393155,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0004,1,473,474,6.479346275329583,12.148131370544434,9.313738822937008,5.668785095214851,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0005,1,473,474,49.871780395507805,54.95034408569336,52.411062240600586,5.078563690185554,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0006,1,473,474,21.716911129653447,40.80636215209961,31.261636640876528,19.089451022446163,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0007,1,473,474,-13.639804840087898,-2.19546127319336,-7.917633056640627,11.444343566894538,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0008,1,473,474,64.76333618164062,67.63496017456055,66.19914817810059,2.871623992919929,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0009,1,473,474,39.82801437377929,46.62989234924317,43.22895336151123,6.801877975463874,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0010,1,473,474,12.979927062988274,24.61965322494507,18.79979014396667,11.639726161956794,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0011,1,473,474,27.60212564468383,36.99559211730957,32.298858880996704,9.39346647262574,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0012,1,473,474,16.647749900817864,25.29737138748169,20.972560644149777,8.649621486663825,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0013,1,473,474,5.405317306518548,6.88004779815674,6.142682552337643,1.4747304916381925,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0014,1,473,474,45.892457962036126,46.37621688842773,46.134337425231934,0.4837589263916086,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0015,1,473,474,-5.767757415771492,-4.301918029785156,-5.034837722778324,1.4658393859863352,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0016,1,473,474,60.94130325317382,61.70256042480469,61.32193183898926,0.7612571716308665,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0017,1,473,474,51.9914321899414,53.16181945800781,52.57662582397461,1.1703872680664134,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0018,1,473,474,71.86561584472656,73.95257186889648,72.90909385681152,2.086956024169929,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0019,1,473,474,32.95293235778808,34.17191028594971,33.5624213218689,1.2189779281616282,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0020,1,473,474,4.199165344238274,18.24647331237793,11.222819328308102,14.047307968139656,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0021,1,473,474,-12.781742095947273,-10.82412338256836,-11.802932739257816,1.9576187133789131,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0022,1,473,474,19.78119766712188,21.192683160305023,20.48694041371345,1.411485493183143,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0023,1,473,474,18.58465671539306,21.34168201684952,19.96316936612129,2.7570253014564585,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0024,1,473,474,7.316667556762686,31.59447288513184,19.455570220947266,24.277805328369148,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0025,1,473,474,39.87948989868163,42.67927360534668,41.27938175201416,2.799783706665046,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0026,1,473,474,-9.503347396850591,-3.7895336151123047,-6.646440505981449,5.713813781738288,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0027,1,473,474,51.00462341308593,50.945234298706055,50.974928855896,-0.0593891143798757,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0028,1,473,474,-34.2542953491211,-32.92769241333008,-33.590993881225586,1.3266029357910227,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0029,1,473,474,36.22276782989501,36.17381572723389,36.19829177856445,-0.0489521026611239,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0030,1,473,474,36.905611038208,37.49752616882324,37.201568603515625,0.5919151306152415,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0031,1,473,474,34.7416820526123,35.38809680938721,35.06488943099976,0.6464147567749077,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0032,1,473,474,-8.146125793457038,-8.526138305664059,-8.33613204956055,-0.3800125122070206,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0033,1,473,474,48.83552169799804,57.98598098754883,53.41075134277344,9.150459289550788,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0034,1,473,474,53.68790054321288,59.48529815673828,56.58659934997559,5.797397613525398,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0035,1,473,474,59.73931503295898,59.5150146484375,59.62716484069824,-0.2243003845214772,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0036,1,473,474,57.01197052001952,57.0378303527832,57.02490043640137,0.0258598327636718,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0037,1,473,474,20.053872823715203,21.754401087760925,20.904136955738064,1.7005282640457224,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0038,1,473,474,47.34924888610839,46.735389709472656,47.04231929779053,-0.6138591766357315,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0039,1,473,474,26.386933803558343,25.819713592529297,26.10332369804382,-0.5672202110290465,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0040,1,473,474,21.050944685935967,20.100743740797043,20.575844213366505,-0.9502009451389242,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0041,1,473,474,50.848649978637695,50.93717575073242,50.89291286468506,0.0885257720947265,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0042,1,473,474,3.896808624267571,3.383394241333008,3.6401014328002894,-0.5134143829345632,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0032__TO__R02ZF_SARF000474__Q095__R0043,1,473,474,3.985065460205071,2.69790267944336,3.341484069824215,-1.2871627807617116,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0001,1,473,474,-25.243602752685558,-23.244138717651367,-24.24387073516846,1.9994640350341868,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0002,1,473,474,-94.29033660888672,-87.97270202636719,-91.13151931762695,6.317634582519538,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0003,1,473,474,-56.66686344146729,-53.76246881484985,-55.21466612815857,2.9043946266174405,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0004,1,473,474,-60.1455888748169,-54.835171699523926,-57.49038028717041,5.310417175292976,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0005,1,473,474,-16.75315475463868,-12.032958984375,-14.39305686950684,4.720195770263679,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0006,1,473,474,-44.90802402049304,-26.17694091796875,-35.54248246923089,18.731083102524288,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0007,1,473,474,-80.26473999023438,-69.17876434326172,-74.72175216674805,11.085975646972663,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0008,1,473,474,-1.8615989685058665,0.6516571044921875,-0.6049709320068395,2.513256072998054,SAR_DEFORMATION_OR_MIXED_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0009,1,473,474,-26.796920776367195,-20.353410720825195,-23.575165748596195,6.443510055541999,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0010,1,473,474,-53.64500808715821,-42.36364984512329,-48.00432896614075,11.28135824203492,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0011,1,473,474,-39.022809505462654,-29.98771095275879,-34.50526022911072,9.035098552703865,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0012,1,473,474,-49.97718524932862,-41.68593168258667,-45.83155846595764,8.29125356674195,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0013,1,473,474,-61.21961784362794,-60.10325527191162,-60.661436557769775,1.1163625717163177,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0014,1,473,474,-20.73247718811036,-20.607086181640625,-20.66978168487549,0.1253910064697336,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0015,1,473,474,-72.39269256591797,-71.28522109985352,-71.83895683288574,1.1074714660644602,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0016,1,473,474,-5.683631896972663,-5.280742645263672,-5.482187271118168,0.4028892517089915,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0017,1,473,474,-14.633502960205083,-13.821483612060549,-14.227493286132816,0.8120193481445384,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0018,1,473,474,5.240680694580071,6.969268798828125,6.104974746704098,1.728588104248054,SAR_COHERENT_POSITIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0019,1,473,474,-33.672002792358406,-32.81139278411865,-33.241697788238525,0.8606100082397532,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0020,1,473,474,-62.42576980590821,-48.73682975769043,-55.58129978179932,13.68894004821778,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0021,1,473,474,-79.40667724609375,-77.80742645263672,-78.60705184936523,1.5992507934570384,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0022,1,473,474,-46.84373748302461,-45.790619909763336,-46.31717869639397,1.053117573261268,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0023,1,473,474,-48.04027843475343,-45.64162105321884,-46.84094974398613,2.3986573815345835,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0024,1,473,474,-59.3082675933838,-35.38883018493652,-47.34854888916016,23.919437408447276,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0025,1,473,474,-26.74544525146485,-24.30402946472168,-25.524737358093265,2.441415786743171,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0026,1,473,474,-76.12828254699707,-70.77283668518066,-73.45055961608887,5.355445861816413,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0027,1,473,474,-15.620311737060554,-16.038068771362305,-15.82919025421143,-0.4177570343017507,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0028,1,473,474,-100.87923049926758,-99.91099548339844,-100.395112991333,0.9682350158691476,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0029,1,473,474,-30.402167320251472,-30.809487342834476,-30.60582733154297,-0.4073200225829989,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0030,1,473,474,-29.719324111938484,-29.48577690124512,-29.6025505065918,0.2335472106933664,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0031,1,473,474,-31.883253097534187,-31.595206260681152,-31.73922967910767,0.2880468368530327,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0032,1,473,474,-74.77106094360352,-75.50944137573242,-75.14025115966797,-0.7383804321288956,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0033,1,473,474,-17.789413452148445,-8.997322082519531,-13.393367767333988,8.792091369628913,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0034,1,473,474,-12.9370346069336,-7.498004913330078,-10.21751976013184,5.439029693603523,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0035,1,473,474,-6.885620117187507,-7.468288421630859,-7.176954269409183,-0.5826683044433523,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0036,1,473,474,-9.61296463012696,-9.945472717285163,-9.779218673706058,-0.3325080871582031,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0037,1,473,474,-46.57106232643128,-45.22890198230744,-45.89998215436936,1.3421603441238474,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0038,1,473,474,-19.275686264038093,-20.2479133605957,-19.761799812316895,-0.9722270965576064,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0039,1,473,474,-40.23800134658814,-41.16358947753906,-40.7007954120636,-0.9255881309509216,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0040,1,473,474,-45.57399046421052,-46.88255932927132,-46.22827489674091,-1.3085688650607992,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0041,1,473,474,-15.776285171508793,-16.04612731933594,-15.911206245422369,-0.2698421478271484,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0042,1,473,474,-62.72812652587891,-63.59990882873535,-63.16401767730713,-0.8717823028564382,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0033__TO__R02ZF_SARF000474__Q095__R0043,1,473,474,-62.63986968994141,-64.285400390625,-63.4626350402832,-1.6455307006835866,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0034__TO__R02ZF_SARF000474__Q095__R0001,1,473,474,-21.948326110839844,-23.942686080932617,-22.94550609588623,-1.9943599700927732,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0034__TO__R02ZF_SARF000474__Q095__R0002,1,473,474,-90.99505996704102,-88.67124938964844,-89.83315467834473,2.323810577392578,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0034__TO__R02ZF_SARF000474__Q095__R0003,1,473,474,-53.37158679962158,-54.4610161781311,-53.91630148887634,-1.0894293785095197,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0034__TO__R02ZF_SARF000474__Q095__R0004,1,473,474,-56.85031223297119,-55.533719062805176,-56.19201564788818,1.3165931701660156,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000473__R02ZF_SARF000473__Q095__R0034__TO__R02ZF_SARF000474__Q095__R0005,1,473,474,-13.457878112792969,-12.73150634765625,-13.09469223022461,0.7263717651367188,SAR_COHERENT_NEGATIVE_SHIFT,43,60,SPLIT_AND_MERGE_LIKE
