timing_condition,primary_base_edge_id,alternative_base_edge_id,alternative_rank,raw_track_fragment_id,branch_pair_available,direction_pairwise_decision,global_pairwise_decision,sar_only_pairwise_outcome,joint_category,pair_index,from_frame,to_frame,supported_hypothesis_id,alternative_hypothesis_id,supported_direction_state,alternative_direction_state,supported_global_direction_state,alternative_global_direction_state,branch_decision_differs_from_global,supported_minus_alternative_retention
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0031,3,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_CEFEFD68588B86FE8F65,H_0BB60F1B8078A4B619A2,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
NOMINAL,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_D5FFADBB5BE6ABBB8150,H_C7CF49FF5D822B45C897,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
NOMINAL,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_227FF2A7A656841D0AEB,H_93E3E262CF7C5B4996D1,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
SAR_SHIFT_MINUS_1,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_B9A5A8496134D5B17A1C,H_A65A3B7F48583A1AF7F8,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_BD28E2C80F26B9A50B43,H_D7EC64EF1E8A2850D1BE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_23591169A8D77A45E606,H_1517504D912A4C112212,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0021,4,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_CEFEFD68588B86FE8F65,H_F663BA8AE7807942C161,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
NOMINAL,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_D5FFADBB5BE6ABBB8150,H_0D3C25D780231A6BD001,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
NOMINAL,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_227FF2A7A656841D0AEB,H_A62CA7B5B88A91F83DDB,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
SAR_SHIFT_MINUS_1,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_B9A5A8496134D5B17A1C,H_7878ECA601FC1D4FDA04,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_BD28E2C80F26B9A50B43,H_2077AA7D0FB9676CAC6F,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_23591169A8D77A45E606,H_2EB4EDA6756C1819D392,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0010,5,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,0.0,472.0,473.0,H_CEFEFD68588B86FE8F65,H_E304E8E18E3259874D6E,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.2649948250534188
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0023,1,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_CB6E8AA383807F9A94B9,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0023,1,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0023,1,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0023,1,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_9313D9031C6DC997F8C2,H_5121C1EE4647ACDFA6C5,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.9492743945868946
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0023,1,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_0CF5AEF954933D916DBB,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0018,2,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,10.0,482.0,483.0,H_CB6E8AA383807F9A94B9,H_494334382DAB6B6C6AC6,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.9492743945868946
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0018,2,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0018,2,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0018,2,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_9313D9031C6DC997F8C2,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0018,2,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,10.0,482.0,483.0,H_0CF5AEF954933D916DBB,H_A8AD5DAA8EAA2EF9A9BF,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.9492743945868946
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0048,3,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_CB6E8AA383807F9A94B9,H_B9816E36303B55021C84,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9492743945868946
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0048,3,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0048,3,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0048,3,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_9313D9031C6DC997F8C2,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0048,3,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_0CF5AEF954933D916DBB,H_D297D880BB868F4F23FB,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9492743945868946
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0014,4,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_CB6E8AA383807F9A94B9,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0014,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0014,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0014,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_9313D9031C6DC997F8C2,H_96998DB70F739BC8D7A4,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.9492743945868946
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0014,4,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_0CF5AEF954933D916DBB,H_A90AF7301B72533E417A,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.9492743945868946
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0008,5,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_CB6E8AA383807F9A94B9,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0008,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0008,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0008,5,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_9313D9031C6DC997F8C2,H_9E80BA363E9D6BD84B66,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.9492743945868946
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0008,5,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_0CF5AEF954933D916DBB,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.9492743945868946
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E9DB765C57E82928EC8E,H_00671413D46E2CA116E6,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,False,0.9041378043660788
