timing_condition,primary_base_edge_id,alternative_base_edge_id,alternative_rank,raw_track_fragment_id,branch_pair_available,direction_pairwise_decision,global_pairwise_decision,sar_only_pairwise_outcome,joint_category,pair_index,from_frame,to_frame,supported_hypothesis_id,alternative_hypothesis_id,supported_direction_state,alternative_direction_state,supported_global_direction_state,alternative_global_direction_state,branch_decision_differs_from_global,supported_minus_alternative_retention
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_627AF9A9A675886711B9,H_38D10C8979218702E3F1,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,False,0.9041378043660788
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_54062B2884AE48607355,H_12AC4893E20200AD1107,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,False,0.9041378043660788
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_F2A1A299B090A9B51CD7,H_CB08D7C7405DF8025716,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_7F770C7BBA43EE5E0872,H_1049F219FE7886ECCB78,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E7BCFB50E3A6064988F1,H_ABE7BCB05F69D94F9DCF,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONTRADICTORY,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E9DB765C57E82928EC8E,H_08997F379BFBFE310675,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_627AF9A9A675886711B9,H_8B890686F497C2CF9B9E,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_54062B2884AE48607355,H_6BD0FFC1F9C47DC42497,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_F2A1A299B090A9B51CD7,H_E87570C34B957D538EE7,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_7F770C7BBA43EE5E0872,H_770341A012FF1374E882,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E7BCFB50E3A6064988F1,H_1172F6571CFC97FBE32B,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E9DB765C57E82928EC8E,H_9D8D896A277721D8321C,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_627AF9A9A675886711B9,H_05F6FAA36216B1DA6303,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_54062B2884AE48607355,H_AE784831E0F52C342304,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_F2A1A299B090A9B51CD7,H_19AB2A111E67CA4A594D,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_7F770C7BBA43EE5E0872,H_351C6C3C79558FE5B6A5,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E7BCFB50E3A6064988F1,H_9067F91BB021A830B7FC,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E9DB765C57E82928EC8E,H_A61C163C4E98F93413CB,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_627AF9A9A675886711B9,H_918F24ACC3515FC8A853,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,False,0.9041378043660788
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_54062B2884AE48607355,H_11629330343074CFC1E6,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,False,0.9041378043660788
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_F2A1A299B090A9B51CD7,H_192E1C9E59DB4BEA8436,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_7F770C7BBA43EE5E0872,H_3F1FE9F912BCE3BC2A00,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,R02ZF_REUSED_R02ZF_PERSON018,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E7BCFB50E3A6064988F1,H_28AED048CDEDA1097A2B,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E9DB765C57E82928EC8E,,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,False,0.9041378043660788
NOMINAL,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,R02ZF_REUSED_R02ZF_PERSON018,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_627AF9A9A675886711B9,,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,False,0.9041378043660788
SAR_SHIFT_MINUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_54062B2884AE48607355,,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,False,0.9041378043660788
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,R02ZF_REUSED_R02ZF_PERSON018,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_F2A1A299B090A9B51CD7,,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_7F770C7BBA43EE5E0872,,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,False,0.9041378043660788
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,R02ZF_REUSED_R02ZF_PERSON018,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,10.0,482.0,483.0,H_E7BCFB50E3A6064988F1,,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_UNAVAILABLE,False,0.9041378043660788
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_17615E7C7E6B532EE85E,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_A212E9E1D15FA133F9CE,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
