timing_condition,pair_index,source_track_id,source_optical_frame_index,destination_optical_frame_index,d_left_o_deg_v2,d_right_o_deg_v2,d_mid_o_deg_v2,d_width_o_deg_v2,optical_dynamic_state_v2,bank_row_multiplicity
SAR_SHIFT_PLUS_1,16,R02ZF_REUSED_R02ZF_PERSON021,293.0,294.0,1.9765249750753355,1.9295167727199534,1.9530208738976462,-0.04700820235538217,OPTICAL_COHERENT_POSITIVE_SHIFT,49
SAR_SHIFT_PLUS_1,19,R02ZF_REUSED_R02ZF_PERSON024,295.0,296.0,1.7009526988752484,2.1558444242118995,1.9283985615435775,0.4548917253366511,OPTICAL_COHERENT_POSITIVE_SHIFT,36
SAR_SHIFT_PLUS_1,11,R02ZF_REUSED_R02ZF_PERSON017,290.0,291.0,0.9689614688609041,0.9599856702243414,0.9644735695426228,-0.008975798636562615,OPTICAL_COHERENT_POSITIVE_SHIFT,72
SAR_SHIFT_MINUS_1,11,R02ZF_REUSED_R02ZF_PERSON021,289.0,290.0,0.4173086328699185,2.2271023374897254,1.322205485179822,1.809793704619807,OPTICAL_COHERENT_POSITIVE_SHIFT,15
SAR_SHIFT_PLUS_1,4,R02ZF_REUSED_R02ZF_PERSON018,286.0,287.0,0.9222694131755027,0.8502872514137501,0.8862783322946264,-0.07198216176175265,OPTICAL_COHERENT_POSITIVE_SHIFT,24
NOMINAL,15,R02ZF_REUSED_R02ZF_PERSON021,292.0,293.0,1.8354515422709525,2.0017870063547534,1.9186192743128565,0.16633546408380084,OPTICAL_COHERENT_POSITIVE_SHIFT,49
SAR_SHIFT_MINUS_1,9,R02ZF_REUSED_R02ZF_PERSON017,288.0,289.0,0.8719365847708822,0.821353117566467,0.8466448511686764,-0.0505834672044152,OPTICAL_COHERENT_POSITIVE_SHIFT,40
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,3,R02ZF_REUSED_R02ZF_PERSON017,284.0,285.0,0.928387278467433,0.9171573581398249,0.9227723183036289,-0.011229920327608056,OPTICAL_COHERENT_POSITIVE_SHIFT,20
SAR_SHIFT_MINUS_1,13,R02ZF_REUSED_R02ZF_PERSON017,290.0,291.0,0.9689614688609041,0.9599856702243414,0.9644735695426228,-0.008975798636562615,OPTICAL_COHERENT_POSITIVE_SHIFT,100
SAR_SHIFT_MINUS_1,8,R02ZF_REUSED_R02ZF_PERSON018,287.0,288.0,0.7203098750290096,0.6351431357946247,0.6777265054118153,-0.08516673923438489,OPTICAL_COHERENT_POSITIVE_SHIFT,42
NOMINAL,0,R02ZF_REUSED_R02ZF_PERSON017,283.0,284.0,0.9082360815792967,0.8933808500200655,0.9008084657996811,-0.014855231559231186,OPTICAL_COHERENT_POSITIVE_SHIFT,56
NOMINAL,10,R02ZF_REUSED_R02ZF_PERSON018,289.0,290.0,1.1449766360027205,1.0700665573327193,1.1075215966677199,-0.07491007867000121,OPTICAL_COHERENT_POSITIVE_SHIFT,81
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,10,R02ZF_REUSED_R02ZF_PERSON017,290.0,291.0,0.9689614688609041,0.9599856702243414,0.9644735695426228,-0.008975798636562615,OPTICAL_COHERENT_POSITIVE_SHIFT,72
SAR_SHIFT_PLUS_1,6,R02ZF_REUSED_R02ZF_PERSON018,287.0,288.0,0.7203098750290096,0.6351431357946247,0.6777265054118153,-0.08516673923438489,OPTICAL_COHERENT_POSITIVE_SHIFT,48
SAR_SHIFT_MINUS_1,14,R02ZF_REUSED_R02ZF_PERSON017,291.0,292.0,0.9527171449793741,0.9162003736244593,0.9344587593019185,-0.03651677135491482,OPTICAL_COHERENT_POSITIVE_SHIFT,80
SAR_SHIFT_MINUS_1,3,R02ZF_REUSED_R02ZF_PERSON018,284.0,285.0,0.8756782640209018,0.789958166394328,0.8328182152076149,-0.08572009762657373,OPTICAL_COHERENT_POSITIVE_SHIFT,20
SAR_SHIFT_PLUS_1,17,R02ZF_REUSED_R02ZF_PERSON018,294.0,295.0,0.912883478317692,0.8354556189580222,0.8741695486378571,-0.07742785935966978,OPTICAL_COHERENT_POSITIVE_SHIFT,77
SAR_SHIFT_MINUS_1,1,R02ZF_REUSED_R02ZF_PERSON017,283.0,284.0,0.9082360815792967,0.8933808500200655,0.9008084657996811,-0.014855231559231186,OPTICAL_COHERENT_POSITIVE_SHIFT,45
SAR_SHIFT_PLUS_1,17,R02ZF_REUSED_R02ZF_PERSON021,294.0,295.0,2.1272040585701575,1.7275490969521918,1.9273765777611747,-0.39965496161796565,OPTICAL_COHERENT_POSITIVE_SHIFT,63
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,13,R02ZF_REUSED_R02ZF_PERSON017,290.0,291.0,0.9689614688609041,0.9599856702243414,0.9644735695426228,-0.008975798636562615,OPTICAL_COHERENT_POSITIVE_SHIFT,100
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,18,R02ZF_REUSED_R02ZF_PERSON024,295.0,296.0,1.7009526988752484,2.1558444242118995,1.9283985615435775,0.4548917253366511,OPTICAL_COHERENT_POSITIVE_SHIFT,54
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,2,R02ZF_REUSED_R02ZF_PERSON017,285.0,286.0,0.9401119662938981,0.9023843165747678,0.921248141434333,-0.03772764971913034,OPTICAL_COHERENT_POSITIVE_SHIFT,25
SAR_SHIFT_MINUS_1,21,R02ZF_REUSED_R02ZF_PERSON024,295.0,296.0,1.7009526988752484,2.1558444242118995,1.9283985615435775,0.4548917253366511,OPTICAL_COHERENT_POSITIVE_SHIFT,30
SAR_SHIFT_PLUS_1,12,R02ZF_REUSED_R02ZF_PERSON021,291.0,292.0,1.8732160147384747,1.9372629764583351,1.9052394955984013,0.06404696171986046,OPTICAL_COHERENT_POSITIVE_SHIFT,28
NOMINAL,5,R02ZF_REUSED_R02ZF_PERSON017,286.0,287.0,0.8963242284105633,0.8897010167070718,0.8930126225588175,-0.0066232117034914495,OPTICAL_COHERENT_POSITIVE_SHIFT,28
SAR_SHIFT_PLUS_1,9,R02ZF_REUSED_R02ZF_PERSON017,289.0,290.0,1.106474284532922,1.1523346751028463,1.1294044798178842,0.04586039056992419,OPTICAL_COHERENT_POSITIVE_SHIFT,40
NOMINAL,18,R02ZF_REUSED_R02ZF_PERSON024,294.0,295.0,1.418826177326288,2.081573148979963,1.7501996631531291,0.6627469716536751,OPTICAL_COHERENT_POSITIVE_SHIFT,24
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,3,R02ZF_REUSED_R02ZF_PERSON018,284.0,285.0,0.8756782640209018,0.789958166394328,0.8328182152076149,-0.08572009762657373,OPTICAL_COHERENT_POSITIVE_SHIFT,20
SAR_SHIFT_MINUS_1,19,R02ZF_REUSED_R02ZF_PERSON024,294.0,295.0,1.418826177326288,2.081573148979963,1.7501996631531291,0.6627469716536751,OPTICAL_COHERENT_POSITIVE_SHIFT,20
SAR_SHIFT_PLUS_1,16,R02ZF_REUSED_R02ZF_PERSON017,293.0,294.0,0.879091183286242,0.8774294805811564,0.878260331933701,-0.0016617027050855881,OPTICAL_COHERENT_POSITIVE_SHIFT,77
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,12,R02ZF_REUSED_R02ZF_PERSON021,291.0,292.0,1.8732160147384747,1.9372629764583351,1.9052394955984013,0.06404696171986046,OPTICAL_COHERENT_POSITIVE_SHIFT,28
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,3,R02ZF_REUSED_R02ZF_PERSON018,286.0,287.0,0.9222694131755027,0.8502872514137501,0.8862783322946264,-0.07198216176175265,OPTICAL_COHERENT_POSITIVE_SHIFT,24
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,7,R02ZF_REUSED_R02ZF_PERSON017,286.0,287.0,0.8963242284105633,0.8897010167070718,0.8930126225588175,-0.0066232117034914495,OPTICAL_COHERENT_POSITIVE_SHIFT,42
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,13,R02ZF_REUSED_R02ZF_PERSON023,292.0,293.0,1.8964954157882943,1.8062407292289109,1.851368072508599,-0.0902546865593834,OPTICAL_COHERENT_POSITIVE_SHIFT,6
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,12,R02ZF_REUSED_R02ZF_PERSON018,289.0,290.0,1.1449766360027205,1.0700665573327193,1.1075215966677199,-0.07491007867000121,OPTICAL_COHERENT_POSITIVE_SHIFT,80
SAR_SHIFT_PLUS_1,1,R02ZF_REUSED_R02ZF_PERSON018,284.0,285.0,0.8756782640209018,0.789958166394328,0.8328182152076149,-0.08572009762657373,OPTICAL_COHERENT_POSITIVE_SHIFT,35
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,5,R02ZF_REUSED_R02ZF_PERSON017,285.0,286.0,0.9401119662938981,0.9023843165747678,0.921248141434333,-0.03772764971913034,OPTICAL_COHERENT_POSITIVE_SHIFT,30
SAR_SHIFT_MINUS_1,18,R02ZF_REUSED_R02ZF_PERSON024,293.0,294.0,0.6757595909693848,2.0261677330122367,1.3509636619908143,1.350408142042852,OPTICAL_COHERENT_POSITIVE_SHIFT,20
SAR_SHIFT_MINUS_1,16,R02ZF_REUSED_R02ZF_PERSON021,292.0,293.0,1.8354515422709525,2.0017870063547534,1.9186192743128565,0.16633546408380084,OPTICAL_COHERENT_POSITIVE_SHIFT,42
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,17,R02ZF_REUSED_R02ZF_PERSON023,292.0,293.0,1.8964954157882943,1.8062407292289109,1.851368072508599,-0.0902546865593834,OPTICAL_COHERENT_POSITIVE_SHIFT,12
NOMINAL,3,R02ZF_REUSED_R02ZF_PERSON017,285.0,286.0,0.9401119662938981,0.9023843165747678,0.921248141434333,-0.03772764971913034,OPTICAL_COHERENT_POSITIVE_SHIFT,20
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,18,R02ZF_REUSED_R02ZF_PERSON024,293.0,294.0,0.6757595909693848,2.0261677330122367,1.3509636619908143,1.350408142042852,OPTICAL_COHERENT_POSITIVE_SHIFT,20
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,8,R02ZF_REUSED_R02ZF_PERSON018,287.0,288.0,0.7203098750290096,0.6351431357946247,0.6777265054118153,-0.08516673923438489,OPTICAL_COHERENT_POSITIVE_SHIFT,42
SAR_SHIFT_PLUS_1,14,R02ZF_REUSED_R02ZF_PERSON023,292.0,293.0,1.8964954157882943,1.8062407292289109,1.851368072508599,-0.0902546865593834,OPTICAL_COHERENT_POSITIVE_SHIFT,10
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,2,R02ZF_REUSED_R02ZF_PERSON017,283.0,284.0,0.9082360815792967,0.8933808500200655,0.9008084657996811,-0.014855231559231186,OPTICAL_COHERENT_POSITIVE_SHIFT,25
SAR_SHIFT_PLUS_1,2,R02ZF_REUSED_R02ZF_PERSON017,285.0,286.0,0.9401119662938981,0.9023843165747678,0.921248141434333,-0.03772764971913034,OPTICAL_COHERENT_POSITIVE_SHIFT,25
NOMINAL,2,R02ZF_REUSED_R02ZF_PERSON017,284.0,285.0,0.928387278467433,0.9171573581398249,0.9227723183036289,-0.011229920327608056,OPTICAL_COHERENT_POSITIVE_SHIFT,25
SAR_SHIFT_PLUS_1,16,R02ZF_REUSED_R02ZF_PERSON024,293.0,294.0,0.6757595909693848,2.0261677330122367,1.3509636619908143,1.350408142042852,OPTICAL_COHERENT_POSITIVE_SHIFT,12
NOMINAL,8,R02ZF_REUSED_R02ZF_PERSON018,288.0,289.0,0.7995426592646915,0.8004557006114013,0.7999991799380464,0.0009130413467097753,OPTICAL_COHERENT_POSITIVE_SHIFT,42
NOMINAL,12,R02ZF_REUSED_R02ZF_PERSON021,290.0,291.0,1.311734290159123,1.7395276786328395,1.5256309843959812,0.4277933884737166,OPTICAL_COHERENT_POSITIVE_SHIFT,20
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,13,R02ZF_REUSED_R02ZF_PERSON021,292.0,293.0,1.8354515422709525,2.0017870063547534,1.9186192743128565,0.16633546408380084,OPTICAL_COHERENT_POSITIVE_SHIFT,16
SAR_SHIFT_MINUS_1,16,R02ZF_REUSED_R02ZF_PERSON023,292.0,293.0,1.8964954157882943,1.8062407292289109,1.851368072508599,-0.0902546865593834,OPTICAL_COHERENT_POSITIVE_SHIFT,12
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,10,R02ZF_REUSED_R02ZF_PERSON021,290.0,291.0,1.311734290159123,1.7395276786328395,1.5256309843959812,0.4277933884737166,OPTICAL_COHERENT_POSITIVE_SHIFT,15
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,7,R02ZF_REUSED_R02ZF_PERSON017,288.0,289.0,0.8719365847708822,0.821353117566467,0.8466448511686764,-0.0505834672044152,OPTICAL_COHERENT_POSITIVE_SHIFT,42
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,8,R02ZF_REUSED_R02ZF_PERSON017,287.0,288.0,0.7128639495969011,0.7007144778218475,0.7067892137093743,-0.012149471775053655,OPTICAL_COHERENT_POSITIVE_SHIFT,35
NOMINAL,17,R02ZF_REUSED_R02ZF_PERSON018,293.0,294.0,0.9156698005781898,0.8534658071218004,0.8845678038499933,-0.062203993456389384,OPTICAL_COHERENT_POSITIVE_SHIFT,77
SAR_SHIFT_PLUS_1,11,R02ZF_REUSED_R02ZF_PERSON021,290.0,291.0,1.311734290159123,1.7395276786328395,1.5256309843959812,0.4277933884737166,OPTICAL_COHERENT_POSITIVE_SHIFT,21
SAR_SHIFT_MINUS_1,11,R02ZF_REUSED_R02ZF_PERSON018,289.0,290.0,1.1449766360027205,1.0700665573327193,1.1075215966677199,-0.07491007867000121,OPTICAL_COHERENT_POSITIVE_SHIFT,72
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,12,R02ZF_REUSED_R02ZF_PERSON021,289.0,290.0,0.4173086328699185,2.2271023374897254,1.322205485179822,1.809793704619807,OPTICAL_COHERENT_POSITIVE_SHIFT,16
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,13,R02ZF_REUSED_R02ZF_PERSON021,290.0,291.0,1.311734290159123,1.7395276786328395,1.5256309843959812,0.4277933884737166,OPTICAL_COHERENT_POSITIVE_SHIFT,12
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,5,R02ZF_REUSED_R02ZF_PERSON018,285.0,286.0,0.811884178948894,0.8486288037576983,0.8302564913532962,0.03674462480880436,OPTICAL_COHERENT_POSITIVE_SHIFT,30
SAR_SHIFT_PLUS_1,17,R02ZF_REUSED_R02ZF_PERSON024,294.0,295.0,1.418826177326288,2.081573148979963,1.7501996631531291,0.6627469716536751,OPTICAL_COHERENT_POSITIVE_SHIFT,18
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,17,R02ZF_REUSED_R02ZF_PERSON021,294.0,295.0,2.1272040585701575,1.7275490969521918,1.9273765777611747,-0.39965496161796565,OPTICAL_COHERENT_POSITIVE_SHIFT,63
SAR_SHIFT_MINUS_1,3,R02ZF_REUSED_R02ZF_PERSON017,284.0,285.0,0.928387278467433,0.9171573581398249,0.9227723183036289,-0.011229920327608056,OPTICAL_COHERENT_POSITIVE_SHIFT,20
NOMINAL,2,R02ZF_REUSED_R02ZF_PERSON018,284.0,285.0,0.8756782640209018,0.789958166394328,0.8328182152076149,-0.08572009762657373,OPTICAL_COHERENT_POSITIVE_SHIFT,30
SAR_SHIFT_MINUS_1,4,R02ZF_REUSED_R02ZF_PERSON017,285.0,286.0,0.9401119662938981,0.9023843165747678,0.921248141434333,-0.03772764971913034,OPTICAL_COHERENT_POSITIVE_SHIFT,16
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,3,R02ZF_REUSED_R02ZF_PERSON017,286.0,287.0,0.8963242284105633,0.8897010167070718,0.8930126225588175,-0.0066232117034914495,OPTICAL_COHERENT_POSITIVE_SHIFT,20
NOMINAL,15,R02ZF_REUSED_R02ZF_PERSON023,292.0,293.0,1.8964954157882943,1.8062407292289109,1.851368072508599,-0.0902546865593834,OPTICAL_COHERENT_POSITIVE_SHIFT,16
NOMINAL,17,R02ZF_REUSED_R02ZF_PERSON024,293.0,294.0,0.6757595909693848,2.0261677330122367,1.3509636619908143,1.350408142042852,OPTICAL_COHERENT_POSITIVE_SHIFT,12
SAR_SHIFT_PLUS_1,4,R02ZF_REUSED_R02ZF_PERSON017,286.0,287.0,0.8963242284105633,0.8897010167070718,0.8930126225588175,-0.0066232117034914495,OPTICAL_COHERENT_POSITIVE_SHIFT,16
SAR_SHIFT_MINUS_1,13,R02ZF_REUSED_R02ZF_PERSON021,290.0,291.0,1.311734290159123,1.7395276786328395,1.5256309843959812,0.4277933884737166,OPTICAL_COHERENT_POSITIVE_SHIFT,12
NOMINAL,10,R02ZF_REUSED_R02ZF_PERSON021,289.0,290.0,0.4173086328699185,2.2271023374897254,1.322205485179822,1.809793704619807,OPTICAL_COHERENT_POSITIVE_SHIFT,6
