window_id,run_id,source_sar_frame,destination_sar_frame,source_optical_frame,destination_optical_frame,raw_track_fragment_id,d_left_observed_deg,d_right_observed_deg,d_mid_observed_deg,d_width_observed_deg,background_gmc_state,hybrid_common_state,reference_used,d_left_common_deg,d_right_common_deg,d_mid_common_deg,common_uncertainty_deg,residual_left_low_deg,residual_left_high_deg,residual_right_low_deg,residual_right_high_deg,residual_mid_descriptor_deg,optical_residual_state
CMRW_11844D595169699AFFD3,R04ZF,0,1,0,1,R04ZF_REUSED_R04ZF_PERSON001,1.5370652353608862,1.4791139639065605,1.5080895996337234,-0.057951271454325735,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.44803653605524923,0.4318064762033764,0.4399215061293128,2.038110405032543,-0.9490817057269061,3.1271391043381804,-0.9908029173293589,3.085417892735727,1.0681680935044104,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_11844D595169699AFFD3,R04ZF,0,1,0,1,R04ZF_REUSED_R04ZF_PERSON002,1.397555446898365,1.3572058549097392,1.377380650904052,-0.04034959198862597,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.32404922979627954,0.3083500221946134,0.3161996259954465,2.038110405032543,-0.9646041879304574,3.111616622134629,-0.9892545723174171,3.086966237747669,1.0611810249086056,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_F6EEFD6C08958AA331FC,R04ZF,2,3,1,2,R04ZF_REUSED_R04ZF_PERSON001,1.6811760361043666,1.5286200097705966,1.6048980229374816,-0.1525560263337698,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.45074365511700654,0.4335501882167598,0.4421469216668832,2.0615092360101266,-0.8310768550227665,3.2919416169974864,-0.9664394144562898,3.156579057563963,1.1627511012705984,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_F6EEFD6C08958AA331FC,R04ZF,2,3,1,2,R04ZF_REUSED_R04ZF_PERSON002,1.4114414875090073,1.495571493519964,1.4535064905144857,0.08413000601095669,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.30608601451829326,0.28950515845027014,0.2977955864842817,2.0615092360101266,-0.9561537630194126,3.1668647090008406,-0.855442900940433,3.2675755710798207,1.155710904030204,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_8CFF9630AD0680053162,R04ZF,4,5,2,3,R04ZF_REUSED_R04ZF_PERSON001,1.7193008018512765,1.5985645106248936,1.658932656238085,-0.12073629122638291,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.4461512824608187,0.4288149794207724,0.43748313094079555,2.0713423341727077,-0.7981928147822499,3.3444918535631656,-0.9015928029685867,3.241091865376829,1.2214495252972895,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_8CFF9630AD0680053162,R04ZF,4,5,2,3,R04ZF_REUSED_R04ZF_PERSON002,1.483859825886974,1.6337939099565864,1.55882686792178,0.14993408406961248,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.32426733856912093,0.3068290624655852,0.3155482005173531,2.0713423341727077,-0.9117498468548548,3.2309348214905604,-0.7443774866817066,3.398307181663709,1.243278667404427,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_6C572D1A324D4DEACE47,R04ZF,5,6,3,4,R04ZF_REUSED_R04ZF_PERSON001,1.711711654242894,1.5498103811682684,1.6307610177055811,-0.16190127307462568,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.4169582248702433,0.3958197729613506,0.40638899891579694,2.0985398915422286,-0.803786462169578,3.3932933209148795,-0.9445492833353111,3.252530499749146,1.2243720187897842,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_6C572D1A324D4DEACE47,R04ZF,5,6,3,4,R04ZF_REUSED_R04ZF_PERSON002,1.4994059416768504,1.5815698978671504,1.5404879197720005,0.0821639561903001,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.25078255201698646,0.22877215980371826,0.23977735591035237,2.0985398915422286,-0.8499165018823647,3.347163281202093,-0.7457421534787967,3.4513376296056606,1.300710563861648,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_25FA56966EE12F654A44,R04ZF,7,8,4,5,R04ZF_REUSED_R04ZF_PERSON001,1.76600099515793,1.6028741959944304,1.6844375955761803,-0.16312679916349976,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.489598762640766,0.4664065205400303,0.4780026415903982,2.042561186877166,-0.7661589543600018,3.31896341939433,-0.9060935114227657,3.179028862331566,1.2064349539857822,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_25FA56966EE12F654A44,R04ZF,7,8,4,5,R04ZF_REUSED_R04ZF_PERSON002,1.509359882648847,1.619810217864185,1.564585050256516,0.11045033521533804,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.2508089193171365,0.22557836001186093,0.23819363966449872,2.042561186877166,-0.7840102235454551,3.3011121502088763,-0.6483293290248415,3.43679304472949,1.3263914105920172,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_D829A237F69D0D57ADD4,R04ZF,9,10,5,6,R04ZF_REUSED_R04ZF_PERSON001,1.7565092711944357,1.606386394262045,1.6814478327282405,-0.15012287693239046,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.4133246066887407,0.3987147285215382,0.40601966760513947,2.1385737407531273,-0.7953890762474325,3.481758405258822,-0.9309020750126205,3.346245406493634,1.275428165123101,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_D829A237F69D0D57ADD4,R04ZF,9,10,5,6,R04ZF_REUSED_R04ZF_PERSON002,1.4141366683884855,1.558999385536709,1.4865680269625972,0.14486271714822352,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.292114824742919,0.27574671641028553,0.28393077057660226,2.1385737407531273,-1.0165518971075609,3.260595584398694,-0.8553210716267039,3.421826409879551,1.2026372563859948,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_4AF0CC4C531B8A87FC15,R04ZF,10,11,6,7,R04ZF_REUSED_R04ZF_PERSON001,1.7030402027245755,1.698045329464876,1.7005427660947259,-0.004994873259699478,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.4037906718358881,0.3932794458997373,0.3985350588678127,2.080178397993547,-0.7809288671048598,3.3794279288822344,-0.7754125144284083,3.3849442815586857,1.3020077072269132,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_4AF0CC4C531B8A87FC15,R04ZF,10,11,6,7,R04ZF_REUSED_R04ZF_PERSON002,1.4923620148394,1.5406929878839613,1.5165275013616806,0.04833097304456133,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.2886130759327163,0.2759384591113289,0.2822757675220226,2.080178397993547,-0.8764294590868635,3.2839273369002306,-0.8154238692209148,3.3449329267661794,1.234251733839658,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_B2ECA63CB1812622653E,R04ZF,12,13,7,8,R04ZF_REUSED_R04ZF_PERSON001,1.659463229284352,1.4451312484864791,1.5522972388854157,-0.21433198079787305,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.39271205978285584,0.38285955281262346,0.3877858062977396,2.0050547560043754,-0.7383035865028793,3.2718059255058716,-0.9427830603305198,3.0673264516782313,1.164511432587676,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_B2ECA63CB1812622653E,R04ZF,12,13,7,8,R04ZF_REUSED_R04ZF_PERSON002,1.4641667772007163,1.4806373270102648,1.4724020521054906,0.016470549809548526,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.2970261708122052,0.28522781786617324,0.2911269943391892,2.0050547560043754,-0.8379141496158642,3.1721953623928867,-0.8096452468602839,3.200464265148467,1.1812750577663014,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_931CEBA500B89064C9A9,R04ZF,14,15,8,9,R04ZF_REUSED_R04ZF_PERSON001,1.7096365602701853,1.5368715599205522,1.6232540600953689,-0.172765000349633,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.41029443604838867,0.4082176130378295,0.40925602454310905,2.0219804886161215,-0.7226383643943246,3.321322612837918,-0.8933265417333986,3.1506344354988443,1.21399803555226,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_931CEBA500B89064C9A9,R04ZF,14,15,8,9,R04ZF_REUSED_R04ZF_PERSON002,1.4428006331364116,1.5466432181305114,1.4947219256334616,0.10384258499409972,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.3204159783680882,0.3163627618209543,0.3183893700945213,2.0219804886161215,-0.8995958338477978,3.144365143384445,-0.7917000323065642,3.2522609449256787,1.1763325555389403,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_57D05D42899E0EAD48CE,R04ZF,15,16,9,10,R04ZF_REUSED_R04ZF_PERSON001,1.7274774858680624,1.545715529061803,1.6365965074649327,-0.18176195680625937,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.3910484327170991,0.38749352826648464,0.3892709804917919,2.063865321949881,-0.7274362687989175,3.4002943751008443,-0.9056433211545627,3.222087322745199,1.2473255269731407,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_57D05D42899E0EAD48CE,R04ZF,15,16,9,10,R04ZF_REUSED_R04ZF_PERSON002,1.4502026154025327,1.4830330433463932,1.466617829374463,0.032830427943860555,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.3159269635388631,0.31026097051436746,0.3130939670266153,2.063865321949881,-0.9295896700862112,3.1981409738135502,-0.8910932491178551,3.2366373947819067,1.1535238623478477,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_689CA26C159445410BA8,R04ZF,17,18,10,11,R04ZF_REUSED_R04ZF_PERSON001,1.5755382913840226,1.456481605636427,1.5160099485102247,-0.11905668574759569,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.4040176867400741,0.3990670087435302,0.40154234774180214,2.025368288444555,-0.8538476838006068,3.1968888930885035,-0.9679536915516587,3.082782885337452,1.1144676007684227,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_689CA26C159445410BA8,R04ZF,17,18,10,11,R04ZF_REUSED_R04ZF_PERSON002,1.4797519535843633,1.4999007091810508,1.489826331382707,0.020148755596687346,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.24433055189336916,0.2343266445438978,0.23932859821863348,2.025368288444555,-0.7899468867535613,3.2607896901355495,-0.759794223807402,3.290942353081708,1.2504977331640734,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
CMRW_E8958A57705D2B3AE505,R04ZF,19,20,11,12,R04ZF_REUSED_R04ZF_PERSON001,1.6301482546624781,1.54007778355208,1.585113019107279,-0.090070471110398,BACKGROUND_GMC_AVAILABLE,COMMON_ESTIMATORS_AGREE,False,0.3944206156079774,0.39413357572946034,0.3942770956687189,1.9326999712705728,-0.6969723322160719,3.1684276103250735,-0.786755763447953,3.0786441790931924,1.1908359234385602,OPTICAL_RESIDUAL_COMMON_COMPATIBLE
