scenario,unit_id,overlap_cluster_id,run_id,entity_id,observed_frame_count,N_region_median,N_region_mean,N_region_max,N_family_median,N_family_mean,N_family_max,A_candidate_px_median,A_candidate_m2_median,A_candidate_over_A_search_support_median,N_joint_world_median_secondary
CURRENT_RUNTIME,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_ANON00003,7,6.0,7.285714285714286,14,6.0,7.285714285714286,14,905.0,1.0352222349827294,0.021814462330996067,2401.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_ANON00004,7,6.0,7.285714285714286,14,6.0,7.285714285714286,14,905.0,1.0352222349827294,0.021801683906322752,2401.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_T0004,7,6.0,6.714285714285714,14,6.0,6.714285714285714,14,307.0,0.3511748355134784,0.007003535986038657,175.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_ANON00001,5,10.0,9.4,14,10.0,9.4,14,1390.0,1.5900098415756838,0.033943951882792416,2401.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_ANON00002,5,10.0,9.0,13,10.0,9.0,13,1390.0,1.5900098415756838,0.03535034727428362,2401.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_ANON00003,4,10.0,9.25,14,10.0,9.25,14,1218.0,1.3932604223303473,0.029359132728346088,15481.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_ANON00004,4,10.0,9.25,14,10.0,9.25,14,1218.0,1.3932604223303473,0.029341934804310618,15481.0
CURRENT_RUNTIME,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_T0004,2,8.5,8.5,14,8.5,8.5,14,951.5,1.0884132116973115,0.02170639899255955,230617.5
CURRENT_RUNTIME,R03ZF_MECHANICAL_BOUNDARY,R03ZF_MECHANICAL_BOUNDARY_CLUSTER,R03ZF,R03ZF_I01_T0004,10,5.5,5.2,7,5.5,5.2,7,1704.5,1.949763866881837,0.03169301414653984,5.5
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,101,16.0,14.930693069306932,25,14.0,13.336633663366337,23,6325.0,7.235116725155541,0.08815042271857171,2160.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,98,15.0,14.938775510204081,25,14.0,13.438775510204081,22,6387.0,7.30603802744165,0.08791169398610454,2181.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,113,15.0,14.663716814159292,22,13.0,12.769911504424778,20,5218.0,5.968828311756776,0.07336188094496132,1815.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON014,25,2.0,3.52,13,2.0,3.52,13,296.0,0.3385920238175557,0.005687276565424613,2.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100001,7,5.0,5.142857142857143,7,5.0,5.142857142857143,7,996.0,1.1393164044671806,0.030731400465757265,150.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100002,7,5.0,5.142857142857143,7,5.0,5.142857142857143,7,996.0,1.1393164044671806,0.030275328887674167,150.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100003,7,14.0,14.714285714285714,19,14.0,14.0,17,7162.0,8.192554306018021,0.1472410448974046,2548.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100004,7,15.0,15.428571428571429,21,15.0,14.714285714285714,19,7403.0,8.468232271355962,0.1461447394334873,2548.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100005,8,15.0,15.375,19,14.0,13.75,15,7751.5,8.86687862372224,0.15719093725062067,2372.5
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100006,4,4.0,5.5,13,4.0,5.5,13,599.0,0.6851912914416076,0.015461877822688829,1203.0
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100007,4,4.0,5.5,13,4.0,5.5,13,581.5,0.665173181925367,0.014365545968550594,1205.5
FULL_STREAM_P0,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON100008,7,5.0,4.857142857142857,9,5.0,4.857142857142857,9,943.0,1.0786901299322804,0.026142490395991272,5.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON011,9,13.0,13.555555555555555,18,13.0,13.333333333333334,17,3314.0,3.790857996389796,0.07923424180065725,2028.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,41,8.0,8.658536585365853,15,7.0,7.365853658536586,13,3502.0,4.005909687192838,0.06555571392860543,63.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,41,7.0,8.268292682926829,15,6.0,6.609756097560975,11,3077.0,3.5197555989412797,0.05407196025123597,63.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,13,7.0,6.615384615384615,11,6.0,5.846153846153846,10,2662.0,3.0450404304132883,0.03607166104630697,1296.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,8,4.0,4.0,5,3.0,3.5,5,1742.5,1.993231761831388,0.03506100814459527,7875.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,6,4.5,4.5,6,4.0,4.166666666666667,6,1917.0,2.192840911007616,0.03148399121712365,10848.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100001,7,9.0,8.428571428571429,12,8.0,8.142857142857142,11,4819.0,5.51241541478649,0.11981772346640342,8.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100002,8,11.5,11.5,14,10.5,10.875,13,4741.5,5.423763786928854,0.11933946349214004,1100.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100003,7,12.0,12.285714285714286,15,11.0,11.714285714285714,14,5169.0,5.9127776051113035,0.12755225773903212,1100.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100004,7,12.0,12.0,14,11.0,11.0,13,4754.0,5.438062436583311,0.12058015085293058,1100.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100005,7,4.0,3.857142857142857,6,4.0,3.857142857142857,6,960.0,1.0981362934623429,0.024424697839421246,4.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100006,8,14.0,13.875,16,12.0,12.375,15,6134.0,7.016633358435428,0.1518222494366891,12.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100007,7,7.0,8.0,11,7.0,7.857142857142857,11,2560.0,2.9283634492329145,0.051381117185653476,7.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100008,7,13.0,13.0,14,12.0,11.428571428571429,12,5599.0,6.404651153224643,0.14289745041699242,12.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100009,8,8.5,8.5,11,7.5,7.5,10,4281.0,4.897001533658636,0.08481900879712713,95.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100010,8,11.5,11.375,16,10.5,10.25,14,4758.0,5.442638004472736,0.09660597684710967,1673.5
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100011,8,11.0,11.625,16,9.0,9.375,12,4090.5,4.679090112924702,0.08420079745798811,1673.5
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100012,8,11.0,11.625,16,9.0,9.375,12,4090.5,4.679090112924702,0.08420079745798811,1673.5
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100013,8,12.0,12.625,16,12.0,12.25,16,7369.5,8.429911890282018,0.186055529194956,12.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100014,7,16.0,15.285714285714286,18,16.0,15.142857142857142,17,3776.0,4.319336087618549,0.094027657065322,240.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100015,8,15.0,14.875,17,13.0,13.75,16,3511.0,4.016204714944047,0.08836884030811003,247.5
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100016,8,13.5,14.25,18,13.0,13.625,17,2990.0,3.420236997346255,0.07422955108250455,2119.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100017,8,12.5,12.5,18,12.5,12.5,18,3262.0,3.7313756138272525,0.08001240165963719,1950.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100018,8,11.5,11.875,15,11.0,11.5,15,3880.5,4.438872798729815,0.09873040594816873,1150.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100019,8,11.0,11.125,14,10.5,9.875,12,4076.0,4.662503679325531,0.1018075062631067,149.5
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100020,7,4.0,4.285714285714286,5,4.0,4.142857142857143,5,1383.0,1.5820025977691876,0.03361645118498749,44.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100021,8,12.0,12.125,14,11.0,11.375,14,4765.5,5.4512171942654115,0.12238740081766966,12982.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100022,7,12.0,12.0,14,12.0,11.428571428571429,13,4403.0,5.036556354286142,0.11343326259737113,211200.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100023,8,5.0,5.75,8,5.0,5.75,8,2076.0,2.3747197346123166,0.0501605958907513,150600.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100024,8,4.5,5.0,7,4.5,5.0,7,1569.5,1.795338450613695,0.038379196440948934,150600.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100025,8,5.5,5.75,7,5.5,5.75,7,2211.0,2.529145150880458,0.050641441276636584,150600.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100026,8,4.5,4.75,6,4.5,4.75,6,1784.0,2.040703278684187,0.04232558709955482,150600.0
FULL_STREAM_P0,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100027,8,4.5,4.75,6,4.5,4.75,6,1784.0,2.040703278684187,0.04266535104543352,150600.0
FULL_STREAM_P0,R03_FULL,R03_FULL_CLUSTER,R03ZF,R03ZF_I01_ANON00001,7,7.0,8.0,14,7.0,8.0,14,1046.0,1.196511003085011,0.025543434294533,2401.0
FULL_STREAM_P0,R03_FULL,R03_FULL_CLUSTER,R03ZF,R03ZF_I01_ANON00002,7,7.0,7.428571428571429,13,7.0,7.428571428571429,13,1046.0,1.196511003085011,0.026601772121511272,2401.0
FULL_STREAM_P0,R03_FULL,R03_FULL_CLUSTER,R03ZF,R03ZF_I01_ANON00003,7,6.0,7.285714285714286,14,6.0,7.285714285714286,14,905.0,1.0352222349827294,0.021814462330996067,2401.0
FULL_STREAM_P0,R03_FULL,R03_FULL_CLUSTER,R03ZF,R03ZF_I01_ANON00004,7,6.0,7.285714285714286,14,6.0,7.285714285714286,14,905.0,1.0352222349827294,0.021801683906322752,2401.0
FULL_STREAM_P0,R03_FULL,R03_FULL_CLUSTER,R03ZF,R03ZF_I01_T0004,60,4.0,4.583333333333333,14,4.0,4.583333333333333,14,825.5,0.9442828231803791,0.015266369719640398,4.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,41,8.0,8.658536585365853,15,7.0,7.365853658536586,13,3502.0,4.005909687192838,0.06555571392860543,63.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,41,7.0,8.268292682926829,15,6.0,6.609756097560975,11,3077.0,3.5197555989412797,0.05407196025123597,63.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,13,7.0,6.615384615384615,11,6.0,5.846153846153846,10,2662.0,3.0450404304132883,0.03607166104630697,1296.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,8,4.0,4.0,5,3.0,3.5,5,1742.5,1.993231761831388,0.03506100814459527,7875.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,6,4.5,4.5,6,4.0,4.166666666666667,6,1917.0,2.192840911007616,0.03148399121712365,10848.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100020,1,5.0,5.0,5,5.0,5.0,5,1383.0,1.5820025977691876,0.03361645118498749,16500.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100021,5,12.0,12.4,14,12.0,11.8,14,4956.0,5.669128614999345,0.12727981501466182,291200.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100022,6,12.0,12.0,14,12.0,11.5,13,4548.0,5.202420690277848,0.11716885720936722,251200.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100023,8,5.0,5.75,8,5.0,5.75,8,2076.0,2.3747197346123166,0.0501605958907513,150600.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100024,8,4.5,5.0,7,4.5,5.0,7,1569.5,1.795338450613695,0.038379196440948934,150600.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100025,8,5.5,5.75,7,5.5,5.75,7,2211.0,2.529145150880458,0.050641441276636584,150600.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100026,8,4.5,4.75,6,4.5,4.75,6,1784.0,2.040703278684187,0.04232558709955482,150600.0
FULL_STREAM_P0,R02_CRITICAL_CHAIN_F450_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100027,8,4.5,4.75,6,4.5,4.75,6,1784.0,2.040703278684187,0.04266535104543352,150600.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,22,7.0,7.5,15,6.0,6.5,13,3007.0,3.4396831608763176,0.0563650037294795,51.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,22,6.0,6.7272727272727275,14,5.0,5.2727272727272725,11,2665.0,3.048472106330358,0.04801433121954721,51.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100020,1,5.0,5.0,5,5.0,5.0,5,1383.0,1.5820025977691876,0.03361645118498749,16500.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100021,5,12.0,12.4,14,12.0,11.8,14,4956.0,5.669128614999345,0.12727981501466182,291200.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100022,6,12.0,12.0,14,12.0,11.5,13,4548.0,5.202420690277848,0.11716885720936722,251200.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100023,8,5.0,5.75,8,5.0,5.75,8,2076.0,2.3747197346123166,0.0501605958907513,150600.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100024,8,4.5,5.0,7,4.5,5.0,7,1569.5,1.795338450613695,0.038379196440948934,150600.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100025,8,5.5,5.75,7,5.5,5.75,7,2211.0,2.529145150880458,0.050641441276636584,150600.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100026,8,4.5,4.75,6,4.5,4.75,6,1784.0,2.040703278684187,0.04232558709955482,150600.0
FULL_STREAM_P0,R02_EARLY_F450_F475,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100027,8,4.5,4.75,6,4.5,4.75,6,1784.0,2.040703278684187,0.04266535104543352,150600.0
FULL_STREAM_P0,R02_RELATION_F487_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,8,13.0,12.125,15,9.5,9.125,11,4331.5,4.954768078262644,0.08055283716017134,7875.0
FULL_STREAM_P0,R02_RELATION_F487_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,8,13.0,12.75,15,9.5,9.375,11,4877.0,5.578761149183173,0.09078529290768586,7875.0
FULL_STREAM_P0,R02_RELATION_F487_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,8,9.0,8.625,11,7.0,7.375,10,3235.5,3.7010624765598026,0.041431096948035095,7875.0
FULL_STREAM_P0,R02_RELATION_F487_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,8,4.0,4.0,5,3.0,3.5,5,1742.5,1.993231761831388,0.03506100814459527,7875.0
FULL_STREAM_P0,R02_RELATION_F487_F494,R02_F450_F494_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,6,4.5,4.5,6,4.0,4.166666666666667,6,1917.0,2.192840911007616,0.03148399121712365,10848.0
FULL_STREAM_P0,R03_NATURAL_SINGLETON_F450_F475,R03_F450_F475_CLUSTER,R03ZF,R03ZF_I01_T0004,26,3.0,3.076923076923077,7,3.0,3.076923076923077,7,442.0,0.5056002517816204,0.008031896370338097,3.0
FULL_STREAM_P0,R03_SINGLETON_CORE_F454_F471,R03_F450_F475_CLUSTER,R03ZF,R03ZF_I01_T0004,18,3.0,3.111111111111111,7,3.0,3.111111111111111,7,442.0,0.5056002517816204,0.008031896370338097,3.0
FULL_STREAM_P0,R01ZF_MECHANICAL_EARLY,R01ZF_MECHANICAL_EARLY_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,10.5,11.2,17,10.0,10.3,15,5781.0,6.612839492193546,0.08387678277534123,115.5
FULL_STREAM_P0,R01ZF_MECHANICAL_EARLY,R01ZF_MECHANICAL_EARLY_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,10,12.5,13.2,19,11.5,12.0,17,6644.5,7.600590210323476,0.09392702727794655,115.5
FULL_STREAM_P0,R01ZF_MECHANICAL_MAX_BURDEN,R01ZF_MECHANICAL_MAX_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,19.0,19.9,24,16.0,16.4,20,7043.5,8.057003107293761,0.09190199599363783,342.0
FULL_STREAM_P0,R01ZF_MECHANICAL_MAX_BURDEN,R01ZF_MECHANICAL_MAX_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,10,20.5,20.9,25,17.5,17.8,21,7516.5,8.598064010218437,0.09652247347314179,342.0
FULL_STREAM_P0,R01ZF_MECHANICAL_MAX_BURDEN,R01ZF_MECHANICAL_MAX_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,2,8.5,8.5,9,7.0,7.0,8,3898.5,4.459462854232233,0.07791073415588137,1696.0
FULL_STREAM_P0,R01ZF_MECHANICAL_BOUNDARY,R01ZF_MECHANICAL_BOUNDARY_CLUSTER,R01ZF,R01ZF_REUSED_R01ZF_PERSON014,5,2.0,2.2,5,2.0,2.2,5,49.0,0.05605070664547375,0.0009156082103780801,2.0
FULL_STREAM_P0,R02ZF_MECHANICAL_EARLY,R02ZF_MECHANICAL_EARLY_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100001,7,9.0,8.428571428571429,12,8.0,8.142857142857142,11,4819.0,5.51241541478649,0.11981772346640342,8.0
FULL_STREAM_P0,R02ZF_MECHANICAL_MAX_BURDEN,R02ZF_MECHANICAL_MAX_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON011,2,14.0,14.0,14,14.0,14.0,14,3657.5,4.183784888894291,0.09080440184047026,1288.0
FULL_STREAM_P0,R02ZF_MECHANICAL_MAX_BURDEN,R02ZF_MECHANICAL_MAX_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100014,7,16.0,15.285714285714286,18,16.0,15.142857142857142,17,3776.0,4.319336087618549,0.094027657065322,240.0
FULL_STREAM_P0,R02ZF_MECHANICAL_MAX_BURDEN,R02ZF_MECHANICAL_MAX_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100015,8,15.0,14.875,17,13.0,13.75,16,3511.0,4.016204714944047,0.08836884030811003,247.5
FULL_STREAM_P0,R02ZF_MECHANICAL_MAX_BURDEN,R02ZF_MECHANICAL_MAX_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON100016,4,14.5,14.5,16,13.5,13.75,15,3199.0,3.6593104195687864,0.0794181718772348,1288.0
FULL_STREAM_P0,R02ZF_MECHANICAL_BOUNDARY,R02ZF_MECHANICAL_BOUNDARY_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,10,12.0,11.7,15,8.5,8.9,11,4165.5,4.764882010851446,0.07677678304075723,3807.0
FULL_STREAM_P0,R02ZF_MECHANICAL_BOUNDARY,R02ZF_MECHANICAL_BOUNDARY_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,10,12.5,12.3,15,9.0,9.1,11,4717.5,5.396310379592293,0.08763742957268666,3807.0
FULL_STREAM_P0,R02ZF_MECHANICAL_BOUNDARY,R02ZF_MECHANICAL_BOUNDARY_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,10,8.0,7.6,11,6.5,6.6,10,2869.0,3.281826068691106,0.03984417143145125,3807.0
FULL_STREAM_P0,R02ZF_MECHANICAL_BOUNDARY,R02ZF_MECHANICAL_BOUNDARY_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,8,4.0,4.0,5,3.0,3.5,5,1742.5,1.993231761831388,0.03506100814459527,7875.0
FULL_STREAM_P0,R02ZF_MECHANICAL_BOUNDARY,R02ZF_MECHANICAL_BOUNDARY_CLUSTER,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,6,4.5,4.5,6,4.0,4.166666666666667,6,1917.0,2.192840911007616,0.03148399121712365,10848.0
FULL_STREAM_P0,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_ANON00001,7,7.0,8.0,14,7.0,8.0,14,1046.0,1.196511003085011,0.025543434294533,2401.0
FULL_STREAM_P0,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_ANON00002,7,7.0,7.428571428571429,13,7.0,7.428571428571429,13,1046.0,1.196511003085011,0.026601772121511272,2401.0
FULL_STREAM_P0,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_ANON00003,7,6.0,7.285714285714286,14,6.0,7.285714285714286,14,905.0,1.0352222349827294,0.021814462330996067,2401.0
FULL_STREAM_P0,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_ANON00004,7,6.0,7.285714285714286,14,6.0,7.285714285714286,14,905.0,1.0352222349827294,0.021801683906322752,2401.0
FULL_STREAM_P0,R03ZF_MECHANICAL_EARLY,R03ZF_MECHANICAL_EARLY_CLUSTER,R03ZF,R03ZF_I01_T0004,7,6.0,6.714285714285714,14,6.0,6.714285714285714,14,307.0,0.3511748355134784,0.007003535986038657,175.0
FULL_STREAM_P0,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_ANON00001,5,10.0,9.4,14,10.0,9.4,14,1390.0,1.5900098415756838,0.033943951882792416,2401.0
FULL_STREAM_P0,R03ZF_MECHANICAL_MAX_BURDEN,R03ZF_MECHANICAL_MAX_CLUSTER,R03ZF,R03ZF_I01_ANON00002,5,10.0,9.0,13,10.0,9.0,13,1390.0,1.5900098415756838,0.03535034727428362,2401.0
