scenario,unit_id,overlap_cluster_id,run_id,anchor_entity_id,anchor_family_id_oracle,other_entity_id,N_family_before,N_family_after,N_family_deleted,range_tolerance_m_if_combined,relation_semantics,anchor_selection,oracle_diagnostic_only
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON002,B0F_A5217860CBDB96C5C79A,R01ZF_OPTPERSON005,26,26,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON002,B0F_A5217860CBDB96C5C79A,R01ZF_OPTPERSON006,31,31,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON002,B0F_A5217860CBDB96C5C79A,R01ZF_OPTPERSON007,62,62,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON002,B0F_A5217860CBDB96C5C79A,R01ZF_OPTPERSON008,21,21,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON001,208,208,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON002,220,220,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON004,9,9,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON005,26,26,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON006,31,31,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON007,62,62,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R01_FULL,R01_FULL_CLUSTER,R01ZF,R01ZF_OPTPERSON003,B0F_2F1C1434689E6F84B936,R01ZF_OPTPERSON008,21,21,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON001,50,50,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON002,57,57,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON003,9,9,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON004,18,18,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON005,26,26,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON006,51,51,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON007,27,27,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON008,207,207,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON010,14,14,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON011,70,65,5,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON012,19,19,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON013,6,6,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON009,B0F_0CFA4215EFECE9F641DC,R02ZF_OPTPERSON014,7,7,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON001,50,50,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON002,57,57,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON003,9,9,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON004,18,18,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON005,26,26,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON006,51,51,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON007,27,27,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON008,207,207,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON009,77,77,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON010,14,14,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON012,19,19,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON013,6,6,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON011,B0F_7C4EC1AF1A6187C76069,R02ZF_OPTPERSON014,7,7,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON001,50,50,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON002,57,57,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON003,9,9,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON004,18,18,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON005,26,26,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON006,51,51,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON007,27,27,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON008,207,207,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON009,77,77,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON010,14,14,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON011,70,70,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON013,6,6,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON012,B0F_6BE9DA08C2D59FBB2536,R02ZF_OPTPERSON014,7,7,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON013,B0F_37C08D1B688E42464221,R02ZF_OPTPERSON001,50,50,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON013,B0F_37C08D1B688E42464221,R02ZF_OPTPERSON002,57,57,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
FULL_P0_PLUS_ORACLE_ID_PLUS_PM3M_RANGE,R02_FULL,R02_FULL_CLUSTER,R02ZF,R02ZF_OPTPERSON013,B0F_37C08D1B688E42464221,R02ZF_OPTPERSON003,9,9,0,3.0,SET_VALUED_RELATIVE_ANGULAR_ORDER_WITH_INTERVAL_OVERLAP_UNDEFINED,UNIQUE_MAX_REFERENCE_RANGE_SUPPORT_ORACLE_ONLY,True
