run_id,frame_index,optical_person_id,N_family_current,N_region_current,N_family_oracle_id,N_region_oracle_id,N_family_reduction,oracle_diagnostic_only
R02ZF,489,R02ZF_OPTPERSON013,3,3,3,3,0,True
R02ZF,489,R02ZF_OPTPERSON014,3,3,3,3,0,True
R02ZF,490,R02ZF_OPTPERSON009,10,13,10,13,0,True
R02ZF,490,R02ZF_OPTPERSON011,9,12,9,12,0,True
R02ZF,490,R02ZF_OPTPERSON012,7,9,7,9,0,True
R02ZF,490,R02ZF_OPTPERSON013,3,4,3,4,0,True
R02ZF,490,R02ZF_OPTPERSON014,3,4,3,4,0,True
R02ZF,491,R02ZF_OPTPERSON009,9,13,9,13,0,True
R02ZF,491,R02ZF_OPTPERSON011,10,14,10,14,0,True
R02ZF,491,R02ZF_OPTPERSON012,7,10,7,10,0,True
R02ZF,491,R02ZF_OPTPERSON013,4,5,4,5,0,True
R02ZF,491,R02ZF_OPTPERSON014,4,5,4,5,0,True
R02ZF,492,R02ZF_OPTPERSON009,11,15,11,15,0,True
R02ZF,492,R02ZF_OPTPERSON011,11,15,11,15,0,True
R02ZF,492,R02ZF_OPTPERSON012,8,9,8,9,0,True
R02ZF,492,R02ZF_OPTPERSON013,3,3,3,3,0,True
R02ZF,492,R02ZF_OPTPERSON014,4,4,4,4,0,True
R02ZF,493,R02ZF_OPTPERSON009,11,14,11,14,0,True
R02ZF,493,R02ZF_OPTPERSON011,11,14,11,14,0,True
R02ZF,493,R02ZF_OPTPERSON012,10,11,10,11,0,True
R02ZF,493,R02ZF_OPTPERSON013,5,5,5,5,0,True
R02ZF,493,R02ZF_OPTPERSON014,6,6,6,6,0,True
R02ZF,494,R02ZF_OPTPERSON009,10,13,10,13,0,True
R02ZF,494,R02ZF_OPTPERSON011,10,13,10,13,0,True
R02ZF,494,R02ZF_OPTPERSON012,10,10,10,10,0,True
R02ZF,494,R02ZF_OPTPERSON013,4,4,4,4,0,True
R02ZF,494,R02ZF_OPTPERSON014,5,5,5,5,0,True
R03ZF,429,R03ZF_OPTPERSON001,10,10,10,10,0,True
R03ZF,429,R03ZF_OPTPERSON002,10,10,10,10,0,True
R03ZF,430,R03ZF_OPTPERSON001,14,7,7,7,7,True
R03ZF,430,R03ZF_OPTPERSON002,14,7,7,7,7,True
R03ZF,431,R03ZF_OPTPERSON001,26,13,13,13,13,True
R03ZF,431,R03ZF_OPTPERSON002,26,13,13,13,13,True
R03ZF,432,R03ZF_OPTPERSON001,26,14,14,14,12,True
R03ZF,432,R03ZF_OPTPERSON002,42,14,14,14,28,True
R03ZF,433,R03ZF_OPTPERSON001,6,3,3,3,3,True
R03ZF,433,R03ZF_OPTPERSON002,9,3,3,3,6,True
R03ZF,434,R03ZF_OPTPERSON001,5,3,3,3,2,True
R03ZF,434,R03ZF_OPTPERSON002,9,3,3,3,6,True
R03ZF,435,R03ZF_OPTPERSON001,11,6,6,6,5,True
R03ZF,435,R03ZF_OPTPERSON002,18,6,6,6,12,True
R03ZF,436,R03ZF_OPTPERSON002,1,1,1,1,0,True
R03ZF,437,R03ZF_OPTPERSON001,5,5,5,5,0,True
R03ZF,437,R03ZF_OPTPERSON002,12,7,7,7,5,True
R03ZF,438,R03ZF_OPTPERSON002,13,13,13,13,0,True
R03ZF,439,R03ZF_OPTPERSON002,7,7,7,7,0,True
R03ZF,440,R03ZF_OPTPERSON002,13,13,13,13,0,True
R03ZF,441,R03ZF_OPTPERSON002,8,8,8,8,0,True
R03ZF,445,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,446,R03ZF_OPTPERSON002,2,2,2,2,0,True
R03ZF,447,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,448,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,449,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,450,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,451,R03ZF_OPTPERSON002,1,1,1,1,0,True
R03ZF,452,R03ZF_OPTPERSON002,2,2,2,2,0,True
R03ZF,453,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,454,R03ZF_OPTPERSON002,7,7,7,7,0,True
R03ZF,455,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,456,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,457,R03ZF_OPTPERSON002,1,1,1,1,0,True
R03ZF,458,R03ZF_OPTPERSON002,2,2,2,2,0,True
R03ZF,459,R03ZF_OPTPERSON002,1,1,1,1,0,True
R03ZF,460,R03ZF_OPTPERSON002,2,2,2,2,0,True
R03ZF,461,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,462,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,463,R03ZF_OPTPERSON002,2,2,2,2,0,True
R03ZF,464,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,465,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,466,R03ZF_OPTPERSON002,1,1,1,1,0,True
R03ZF,467,R03ZF_OPTPERSON002,5,5,5,5,0,True
R03ZF,468,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,469,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,470,R03ZF_OPTPERSON002,1,1,1,1,0,True
R03ZF,471,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,472,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,473,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,474,R03ZF_OPTPERSON002,2,2,2,2,0,True
R03ZF,475,R03ZF_OPTPERSON002,5,5,5,5,0,True
R03ZF,476,R03ZF_OPTPERSON002,7,7,7,7,0,True
R03ZF,477,R03ZF_OPTPERSON002,8,8,8,8,0,True
R03ZF,478,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,479,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,480,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,481,R03ZF_OPTPERSON002,5,5,5,5,0,True
R03ZF,482,R03ZF_OPTPERSON002,5,5,5,5,0,True
R03ZF,483,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,484,R03ZF_OPTPERSON002,5,5,5,5,0,True
R03ZF,485,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,486,R03ZF_OPTPERSON002,5,5,5,5,0,True
R03ZF,487,R03ZF_OPTPERSON002,3,3,3,3,0,True
R03ZF,488,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,489,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,490,R03ZF_OPTPERSON002,7,7,7,7,0,True
R03ZF,491,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,492,R03ZF_OPTPERSON002,6,6,6,6,0,True
R03ZF,493,R03ZF_OPTPERSON002,4,4,4,4,0,True
R03ZF,494,R03ZF_OPTPERSON002,7,7,7,7,0,True
