run_id,target_natural_singleton_frame,control_frame,selection_rule,candidate_count_in_frozen_target_corridor,target_corridor_intervals_json,no_optical_definition,manual_reference_used_for_selection
R03ZF,459,420,NEAREST_IN_TIME_SINGLETON_CLUTTER,1,"[[-45.89521957253437, -27.81944532550923]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,459,325,MEDIAN_TIME_SINGLETON_CLUTTER,1,"[[-45.89521957253437, -27.81944532550923]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,459,292,FARTHEST_IN_TIME_SINGLETON_CLUTTER,1,"[[-45.89521957253437, -27.81944532550923]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,466,420,NEAREST_IN_TIME_SINGLETON_CLUTTER,1,"[[-42.9437963254292, -25.596407730919047]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,466,333,MEDIAN_TIME_SINGLETON_CLUTTER,1,"[[-42.9437963254292, -25.596407730919047]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,466,316,FARTHEST_IN_TIME_SINGLETON_CLUTTER,1,"[[-42.9437963254292, -25.596407730919047]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,470,420,NEAREST_IN_TIME_SINGLETON_CLUTTER,1,"[[-41.76347148079562, -24.135312092800184]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,470,352,MEDIAN_TIME_SINGLETON_CLUTTER,1,"[[-41.76347148079562, -24.135312092800184]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
R03ZF,470,324,FARTHEST_IN_TIME_SINGLETON_CLUTTER,1,"[[-41.76347148079562, -24.135312092800184]]",NOMINAL_OPTICAL_FRAME_HAS_NO_DETECTED_OPTICAL_PERSON_ROW,False
