condition,primary_base_edge_id,supported_target_ids,alternative_rank,alternative_base_edge_id,alternative_destination_region_id,structural_distance,alternative_reference_state,alternative_supported_target_ids,supported_q95_source_total_retention,alternative_q95_source_total_retention,supported_minus_alternative,pairwise_outcome,frozen_alternative_preserved
P0,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,1,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0051,R02ZF_SARF000473__Q095__R0051,5.980417259039658,REFERENCE_UNSUPPORTED,,0.9652159111890696,0.0,0.9652159111890696,SUPPORTED_WIN,True
P0,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,2,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0023,R02ZF_SARF000473__Q095__R0023,7.752648549060197,REFERENCE_UNSUPPORTED,,0.9652159111890696,0.0,0.9652159111890696,SUPPORTED_WIN,True
P0,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,3,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0013,R02ZF_SARF000473__Q095__R0013,7.806995778562674,REFERENCE_UNSUPPORTED,,0.9652159111890696,0.0,0.9652159111890696,SUPPORTED_WIN,True
P0,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,4,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0047,R02ZF_SARF000473__Q095__R0047,8.457122096115667,REFERENCE_UNSUPPORTED,,0.9652159111890696,0.0,0.9652159111890696,SUPPORTED_WIN,True
P0,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,5,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0044,R02ZF_SARF000473__Q095__R0044,8.915131495499956,REFERENCE_UNSUPPORTED,,0.9652159111890696,0.0,0.9652159111890696,SUPPORTED_WIN,True
ZERO,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,1,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0051,R02ZF_SARF000473__Q095__R0051,5.980417259039658,REFERENCE_UNSUPPORTED,,0.8744460856720827,0.0,0.8744460856720827,SUPPORTED_WIN,True
ZERO,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,2,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0023,R02ZF_SARF000473__Q095__R0023,7.752648549060197,REFERENCE_UNSUPPORTED,,0.8744460856720827,0.0,0.8744460856720827,SUPPORTED_WIN,True
ZERO,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,3,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0013,R02ZF_SARF000473__Q095__R0013,7.806995778562674,REFERENCE_UNSUPPORTED,,0.8744460856720827,0.0,0.8744460856720827,SUPPORTED_WIN,True
ZERO,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,4,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0047,R02ZF_SARF000473__Q095__R0047,8.457122096115667,REFERENCE_UNSUPPORTED,,0.8744460856720827,0.0,0.8744460856720827,SUPPORTED_WIN,True
ZERO,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,5,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0044,R02ZF_SARF000473__Q095__R0044,8.915131495499956,REFERENCE_UNSUPPORTED,,0.8744460856720827,0.0,0.8744460856720827,SUPPORTED_WIN,True
