scope,optical_time_separation_ms,N,eta_min,eta_median,eta_p90,eta_p95,eta_max,fraction_eta_gt_1,fraction_eta_gt_0_5,fraction_old_all_pairs_determinate,fraction_boundary_coherent,fraction_boundary_deformation_or_indeterminate,median_abs_midpoint_movement_deg,median_abs_width_change_deg,median_relative_width_change_abs
DEDUPLICATED_OPTICAL_PAIR_SIGNATURES,55,88,0.2413304743653285,0.33970117780812925,0.4352288807554486,0.4362423301968859,0.43678803374227526,0.0,0.0,0.0,1.0,0.0,0.9227723183036289,0.062203993456389384,0.017736134557320007
DEDUPLICATED_OPTICAL_PAIR_SIGNATURES,56,95,0.23123993045223323,0.3271342642525509,0.3736218492868158,0.4487392646069362,0.618940452795387,0.0,0.05263157894736842,0.0,1.0,0.0,0.8958872380340974,0.04271438535490901,0.016724672508552495
