scenario,run_id,frame_index,entity_id,region_id,family_id,family_semantics
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0001,B0F_57621B32BEFF61C124DD,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0002,B0F_6B4140E97D7D34B7021E,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0007,B0F_067D012A4CD05C495DED,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0011,B0F_5CBB4982AEC91BC9F34E,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0018,B0F_ADF9CA998043401BA419,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0020,B0F_067D012A4CD05C495DED,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0021,B0F_381AB08AA615C73070E1,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0029,B0F_5CBB4982AEC91BC9F34E,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0034,B0F_725E01319C3976B6B4E5,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,0,R01ZF_OPTPERSON001,R01ZF_SARF000000__Q095__R0041,B0F_EA3F2978D2ED68882A2C,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,1,R01ZF_OPTPERSON001,R01ZF_SARF000001__Q095__R0001,B0F_57621B32BEFF61C124DD,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
ORACLE_OPTICAL_IDENTITY,R01ZF,1,R01ZF_OPTPERSON001,R01ZF_SARF000001__Q095__R0002,B0F_6B4140E97D7D34B7021E,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
