scenario,mode,entity_kind,run_id,frame_index,entity_id,N_region,N_family,A_candidate_px,A_candidate_m2,A_search_support_px_angular_sector_approx,A_search_support_m2_angular_sector_approx,A_candidate_over_A_search_support,search_width_deg,reference_used,N_joint_world
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,10,8,5156.0,5.897907009470666,58741.50879618741,67.1939403560738,0.0877743882590678,19.24964595628404,False,64
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON002,9,8,5267.0,6.02487901840225,57490.42903340046,65.762840258644,0.09161524950422632,18.8396659780666,False,64
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,10,7,5508.0,6.300556983740191,58741.50879618741,67.1939403560738,0.09376674370266591,19.24964595628404,False,63
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON002,11,9,5880.0,6.726084797456851,57490.42903340046,65.762840258644,0.10227789388358663,18.8396659780666,False,63
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,10,9,5612.0,6.41952174886528,64147.63213011308,73.37796143932111,0.08748569220165395,21.021237498733996,False,99
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON002,12,11,5910.0,6.760401556627548,62895.01275411756,71.9451001907015,0.09396611497806062,20.610752987865247,False,99
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,9,8,5435.0,6.21705286975816,64147.63213011308,73.37796143932111,0.08472643213043285,21.021237498733996,False,80
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON002,11,10,5846.0,6.687192470396726,62895.01275411756,71.9451001907015,0.09294854622026098,20.610752987865247,False,80
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,9,9,5866.0,6.710070309843858,69743.83313125081,79.77941084021657,0.08410779472015517,22.85511766592329,False,99
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON002,11,11,6423.0,7.347218138446487,68411.34259502387,78.25518561258542,0.0938879395778325,22.41845930307013,False,99
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,13,13,5800.0,6.634573439668321,75604.53968214252,86.48342601611938,0.07671497008492383,24.775676542777713,False,182
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON002,15,14,6866.0,7.853962282200465,74024.20121781572,84.67568953316957,0.09275344937254833,24.257798188053478,False,182
FULL_STREAM_P0,CAUSAL_REPLAY,RAW_FRAGMENT,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,11,11,6324.0,7.233972833183184,75604.53968214252,86.48342601611938,0.0836457708305273,24.775676542777713,False,132
