scenario,run_id,frame_index,entity_id,region_id,family_id,family_semantics
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0001,B0F_6BAF258B9C2B1ED36D9D,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0002,B0F_C89028922D5CFA1C71DD,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0007,B0F_C6B1B7FE46AF933DBC60,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0011,B0F_478C3614918A5E376C73,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0018,B0F_AF59EAC136609DD4410E,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0020,B0F_C6B1B7FE46AF933DBC60,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0021,B0F_B4FA2344C49BAE2D367A,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0029,B0F_478C3614918A5E376C73,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0034,B0F_CB76C9E8221669CCFA45,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,0,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000000__Q095__R0041,B0F_987386A27C37F1AF2FFE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0001,B0F_6BAF258B9C2B1ED36D9D,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0002,B0F_C89028922D5CFA1C71DD,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0007,B0F_C6B1B7FE46AF933DBC60,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0008,B0F_C6B1B7FE46AF933DBC60,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0014,B0F_478C3614918A5E376C73,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0020,B0F_B4FA2344C49BAE2D367A,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0023,B0F_CB76C9E8221669CCFA45,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0029,B0F_987386A27C37F1AF2FFE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_RUNTIME,R01ZF,1,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000001__Q095__R0030,B0F_478C3614918A5E376C73,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
