scenario,run_id,source_frame,destination_frame,source_frame_uid,destination_frame_uid,p0_state,p0_model,translation_dx_px,translation_dy_px,source_region_id,destination_region_id,soft_intersection_px,source_support_px,warped_source_support_px,destination_support_px,source_retention,destination_explained,soft_iou,upper_possible,reference_used,source_dominant,destination_dominant,optional_compatible,lower_mutual_dominant,optional_out_degree,optional_in_degree,topology_ambiguity,family_authority_semantics
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0001,R01ZF_SARF000001__Q095__R0001,728.615234375,757.0,757.0,884.0,0.9625036121202114,0.8242253782522625,0.7985832971201414,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0002,R01ZF_SARF000001__Q095__R0002,422.751953125,446.0,446.0,516.0,0.9478743343609866,0.8192867308624031,0.7839656639924664,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0003,R01ZF_SARF000001__Q095__R0004,885.330078125,2013.0,2013.0,996.0,0.4398062981246895,0.8888856206074297,0.41688685657107066,True,False,True,True,True,True,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0003,R01ZF_SARF000001__Q095__R0035,144.958984375,2013.0,2013.0,152.0,0.07201141797069051,0.9536775287828947,0.07176041637459017,True,False,False,True,True,False,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0004,R01ZF_SARF000001__Q095__R0006,658.810546875,727.0,727.0,702.0,0.9062043285763411,0.9384765625,0.8553876506642796,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0005,R01ZF_SARF000001__Q095__R0003,574.27734375,599.0,599.0,666.0,0.9587267842237062,0.862278293918919,0.8314152410575427,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0006,R01ZF_SARF000001__Q095__R0005,289.896484375,322.0,322.0,368.0,0.9002996409161491,0.7877621858016305,0.7245537043636169,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0007,762.1875,1772.0,1772.0,828.0,0.4301283860045147,0.920516304347826,0.414725386838973,True,False,True,True,True,True,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0008,732.5,1772.0,1772.0,1434.0,0.4133747178329571,0.5108089260808926,0.2961390741863756,True,False,False,True,True,False,2,2,SPLIT_AND_MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0008,R01ZF_SARF000001__Q095__R0012,319.1328125,349.0,349.0,341.0,0.9144206661891118,0.9358733504398827,0.8605043078932401,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0009,R01ZF_SARF000001__Q095__R0015,1096.373046875,1260.0,1260.0,1197.0,0.8701373387896826,0.9159340408312447,0.805785189215105,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0010,R01ZF_SARF000001__Q095__R0016,280.7578125,637.0,637.0,316.0,0.44075009811616955,0.8884740901898734,0.4176438458051995,True,False,True,True,True,True,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0010,R01ZF_SARF000001__Q095__R0047,13.9375,637.0,637.0,57.0,0.021879905808477238,0.24451754385964913,0.02049443984927856,True,False,False,True,True,False,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0014,706.65625,730.0,730.0,821.0,0.9680222602739726,0.8607262484774665,0.8369295680817203,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0012,R01ZF_SARF000001__Q095__R0017,195.53515625,218.0,218.0,205.0,0.8969502580275229,0.9538300304878049,0.859628033178204,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0013,R01ZF_SARF000001__Q095__R0019,1044.064453125,1420.0,1420.0,1114.0,0.7352566571302817,0.93722123260772,0.7007447102761104,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0014,R01ZF_SARF000001__Q095__R0022,208.94921875,272.0,272.0,231.0,0.7681956571691176,0.9045420725108225,0.7105888916933459,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0015,R01ZF_SARF000001__Q095__R0025,630.115234375,726.0,726.0,773.0,0.8679273200757576,0.8151555425291074,0.7252000026974232,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0016,R01ZF_SARF000001__Q095__R0009,426.65625,518.0,518.0,712.0,0.8236607142857143,0.5992363061797753,0.5311004784688995,True,False,True,True,True,True,1,2,MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0017,R01ZF_SARF000001__Q095__R0010,193.326171875,223.0,223.0,223.0,0.8669335061659192,0.8669335061659192,0.7651214742326214,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0018,369.947265625,508.0,508.0,400.0,0.7282426488681102,0.9248681640625,0.6875669279048072,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0019,R01ZF_SARF000001__Q095__R0021,611.296875,742.0,742.0,727.0,0.8238502358490566,0.8408485213204951,0.7127138250778788,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0008,263.32421875,287.0,287.0,1434.0,0.9175059886759582,0.18362916230822873,0.18064663084694438,True,False,True,False,True,False,1,2,MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0020,164.84375,205.0,205.0,256.0,0.8041158536585366,0.6439208984375,0.556610741795927,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0022,R01ZF_SARF000001__Q095__R0049,31.822265625,537.0,537.0,33.0,0.059259340083798885,0.9643110795454546,0.059129658461169965,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0023,R01ZF_SARF000001__Q095__R0027,147.98046875,272.0,272.0,163.0,0.5440458409926471,0.9078556365030674,0.5155763027886278,True,False,True,True,True,True,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0023,R01ZF_SARF000001__Q095__R0045,45.34375,272.0,272.0,51.0,0.16670496323529413,0.8890931372549019,0.16330894766460327,True,False,False,True,True,False,2,1,SPLIT_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0024,R01ZF_SARF000001__Q095__R0038,87.21875,169.0,169.0,94.0,0.5160872781065089,0.9278590425531915,0.4961777777777778,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0025,R01ZF_SARF000001__Q095__R0036,138.4140625,241.0,241.0,140.0,0.5743322095435685,0.988671875,0.5705774371195774,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0026,R01ZF_SARF000001__Q095__R0028,141.77734375,150.0,150.0,165.0,0.9451822916666667,0.8592566287878788,0.8184688239936859,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0027,R01ZF_SARF000001__Q095__R0013,272.9375,336.0,336.0,631.0,0.8123139880952381,0.43254754358161646,0.39324628545700135,True,False,True,True,True,True,1,3,MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0028,R01ZF_SARF000001__Q095__R0026,175.6796875,177.0,177.0,274.0,0.9925406073446328,0.6411667427007299,0.6380919951193212,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0029,R01ZF_SARF000001__Q095__R0030,351.388671875,366.0,366.0,417.0,0.9600783384562842,0.8426586855515588,0.8141321809172568,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0030,R01ZF_SARF000001__Q095__R0032,137.9375,225.0,225.0,147.0,0.6130555555555556,0.9383503401360545,0.5893190921228304,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0031,R01ZF_SARF000001__Q095__R0044,22.0,78.0,78.0,22.0,0.28205128205128205,1.0,0.28205128205128205,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0032,R01ZF_SARF000001__Q095__R0031,309.958984375,340.0,340.0,360.0,0.9116440716911764,0.8609971788194445,0.7946830511614864,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0033,R01ZF_SARF000001__Q095__R0024,131.509765625,135.0,135.0,211.0,0.974146412037037,0.6232690313981043,0.6131270545169779,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0034,R01ZF_SARF000001__Q095__R0023,69.0,69.0,69.0,161.0,1.0,0.42857142857142855,0.42857142857142855,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0035,R01ZF_SARF000001__Q095__R0034,74.646484375,81.0,81.0,97.0,0.9215615354938271,0.7695513853092784,0.7222442693274373,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0036,R01ZF_SARF000001__Q095__R0033,75.5859375,84.0,84.0,102.0,0.8998325892857143,0.7410386029411765,0.6845680322649119,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0037,R01ZF_SARF000001__Q095__R0039,38.509765625,55.0,55.0,41.0,0.7001775568181818,0.9392625762195121,0.6698488194326482,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0038,R01ZF_SARF000001__Q095__R0041,19.447265625,74.0,74.0,130.0,0.26280088682432434,0.14959435096153847,0.10537511509032606,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0039,R01ZF_SARF000001__Q095__R0013,4.396484375,69.0,69.0,631.0,0.06371716485507246,0.006967487123613312,0.006320388376774889,True,False,True,False,True,False,1,3,MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0040,R01ZF_SARF000001__Q095__R0053,5.1875,18.0,18.0,6.0,0.2881944444444444,0.8645833333333334,0.2757475083056478,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0041,R01ZF_SARF000001__Q095__R0029,16.0,16.0,16.0,138.0,1.0,0.11594202898550725,0.11594202898550725,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0042,R01ZF_SARF000001__Q095__R0009,1.740234375,12.0,12.0,712.0,0.14501953125,0.0024441494030898875,0.002409430038642823,True,False,True,False,True,False,1,2,MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0043,R01ZF_SARF000001__Q095__R0013,8.958984375,9.0,9.0,631.0,0.9954427083333334,0.01419807349445325,0.01419715066559783,True,False,True,False,True,False,1,3,MERGE_LIKE,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0045,R01ZF_SARF000001__Q095__R0051,0.603515625,1.0,1.0,15.0,0.603515625,0.040234375,0.03919827476848915,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,0,1,R01ZF_SARF000000,R01ZF_SARF000001,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4461445808410645,0.09263928234577179,R01ZF_SARF000000__Q095__R0046,R01ZF_SARF000001__Q095__R0037,3.0,3.0,3.0,335.0,1.0,0.008955223880597015,0.008955223880597015,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,1,2,R01ZF_SARF000001,R01ZF_SARF000002,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4588799476623535,0.05036340281367302,R01ZF_SARF000001__Q095__R0001,R01ZF_SARF000002__Q095__R0001,753.048828125,884.0,884.0,789.0,0.8518651901866516,0.9544345096641318,0.8185747799963907,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,1,2,R01ZF_SARF000001,R01ZF_SARF000002,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4588799476623535,0.05036340281367302,R01ZF_SARF000001__Q095__R0002,R01ZF_SARF000002__Q095__R0002,482.5703125,516.0,516.0,530.0,0.9352137839147286,0.9105100235849056,0.8564871947753019,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
CURRENT_PARTIAL_P0,R01ZF,1,2,R01ZF_SARF000001,R01ZF_SARF000002,FROZEN_PARTIAL_P0_AVAILABLE,M1,2.4588799476623535,0.05036340281367302,R01ZF_SARF000001__Q095__R0003,R01ZF_SARF000002__Q095__R0003,564.72265625,666.0,666.0,573.0,0.8479319162912913,0.9855543739092496,0.8375228108797034,True,False,True,True,True,True,1,1,ONE_TO_ONE_LIKE_OR_NONOPTIONAL,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
