scenario,run_id,frame_index,entity_id,region_id,family_id,family_semantics
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0003,B0F_55B5AA7981D6A342B535,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0009,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0010,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0016,B0F_CAFADC563A3E4AC55D4F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0021,B0F_52B4EAD3AD5F8272F6A7,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0023,B0F_DCFC23D3B0345E13E236,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0025,B0F_C984C7E05350A75280BF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0036,B0F_9A64999FDD6FC795ED0F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0044,B0F_5EEF17B05B5C4A69A377,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,2,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000002__Q095__R0045,B0F_C2A1F5238A5653C0D7A4,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0001,B0F_A913B28F3DEF45EA2998,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0002,B0F_10F2680DD94538113A00,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0003,B0F_55B5AA7981D6A342B535,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0007,B0F_CAFADC563A3E4AC55D4F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0010,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0016,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0022,B0F_C984C7E05350A75280BF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0023,B0F_52B4EAD3AD5F8272F6A7,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0026,B0F_DCFC23D3B0345E13E236,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0029,B0F_9A64999FDD6FC795ED0F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0038,B0F_A344BA586482AB8FA1CF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,3,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000003__Q095__R0040,B0F_5EEF17B05B5C4A69A377,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0001,B0F_A913B28F3DEF45EA2998,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0002,B0F_10F2680DD94538113A00,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0003,B0F_55B5AA7981D6A342B535,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0006,B0F_CAFADC563A3E4AC55D4F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0009,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0017,B0F_52B4EAD3AD5F8272F6A7,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0022,B0F_A344BA586482AB8FA1CF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0028,B0F_C984C7E05350A75280BF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0030,B0F_DCFC23D3B0345E13E236,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0031,B0F_9A64999FDD6FC795ED0F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,4,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000004__Q095__R0040,B0F_9E909B9F694441A1E288,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0001,B0F_A913B28F3DEF45EA2998,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0004,B0F_55B5AA7981D6A342B535,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0006,B0F_CAFADC563A3E4AC55D4F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0007,B0F_10F2680DD94538113A00,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0010,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0017,B0F_48B8A001F73BCAEF3EE6,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0019,B0F_9E909B9F694441A1E288,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0020,B0F_52B4EAD3AD5F8272F6A7,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0021,B0F_B0C55C473B903108EB9C,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0024,B0F_DCFC23D3B0345E13E236,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0028,B0F_A344BA586482AB8FA1CF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0032,B0F_DF849464A1BD8A04E87F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0037,B0F_4B959048B5C10F9ACB26,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0038,B0F_9A64999FDD6FC795ED0F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0040,B0F_C984C7E05350A75280BF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,5,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000005__Q095__R0045,B0F_421537190CC488C5C338,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0001,B0F_A913B28F3DEF45EA2998,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0002,B0F_10F2680DD94538113A00,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0004,B0F_CAFADC563A3E4AC55D4F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0005,B0F_55B5AA7981D6A342B535,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0011,B0F_DCFC23D3B0345E13E236,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0012,B0F_66F533FE879559D3A604,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0017,B0F_B0C55C473B903108EB9C,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0026,B0F_9A64999FDD6FC795ED0F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0027,B0F_48B8A001F73BCAEF3EE6,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0029,B0F_52B4EAD3AD5F8272F6A7,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0031,B0F_A344BA586482AB8FA1CF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0035,B0F_DF849464A1BD8A04E87F,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
FULL_P0_FIXED_LAG_100MS,R01ZF,6,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_SARF000006__Q095__R0038,B0F_C984C7E05350A75280BF,PERSON_B0_GRADED_P0_FAMILY_V1_OPTIONAL_COMPATIBLE
