seed_frame,path_kind,direction,source_frame,destination_frame,object_type,status,reasons,best_score,best_offset_m,second_score,second_offset_m,second_ratio,node_support_fraction,p0_dx_px,p0_dy_px,pair_separation_m
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,62,61,SAR_BOUNDARY_NEAR,SUPPORTED,,0.0517156720161438,0.030000656843185425,-0.00024509429931640625,-0.2799999713897705,-0.004739265483002841,0.7142857142857143,2.6043169498443604,-0.4545403718948364,2.1480015712390275
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,62,61,SAR_BOUNDARY_FAR,SUPPORTED,,0.03515622019767761,0.09000077843666077,-0.008792906999588013,-0.2699999511241913,-0.2501095666754546,0.7142857142857143,2.6043169498443604,-0.4545403718948364,2.1480015712390275
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,61,60,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04641544818878174,0.010000616312026978,-0.0009804069995880127,-0.25999993085861206,-0.021122428800008218,0.8095238095238095,2.5207173824310303,-0.49513861536979675,2.1480015712390275
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,61,60,SAR_BOUNDARY_FAR,SUPPORTED,,0.036427706480026245,0.010000616312026978,-0.02722121775150299,-0.28999999165534973,-0.7472668576164332,0.6190476190476191,2.5207173824310303,-0.49513861536979675,2.1480015712390275
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,60,59,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03937654197216034,0.030000656843185425,-0.003592193126678467,-0.25999993085861206,-0.09122672908195412,0.9047619047619048,2.4064483642578125,-0.4574700891971588,2.218001713098082
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,60,59,SAR_BOUNDARY_FAR,SUPPORTED,,0.015318602323532104,0.10000079870223999,-0.01599264144897461,-0.2799999713897705,-1.0440013462851674,0.6666666666666666,2.4064483642578125,-0.4574700891971588,2.218001713098082
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,59,58,SAR_BOUNDARY_NEAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK|SAR_BOUNDARY_FAR:BOUNDARY_SUPPORT_TOO_FRAGMENTED,0.04051774740219116,0.0200006365776062,-0.0022671520709991455,-0.24999991059303284,-0.055954543782869334,0.8095238095238095,2.5739049911499023,-0.3006787598133087,2.268001814425978
62,PAIR_SAFE_FROZEN,F062_BACKWARD_PAIR_SAFE,59,58,SAR_BOUNDARY_FAR,PROPAGATION_AMBIGUOUS,SAR_BOUNDARY_FAR:BOUNDARY_RESPONSE_TOO_WEAK|SAR_BOUNDARY_FAR:BOUNDARY_SUPPORT_TOO_FRAGMENTED,0.000704646110534668,0.07000073790550232,-0.012346833944320679,-0.11999964714050293,-17.522035188631364,0.47619047619047616,2.5739049911499023,-0.3006787598133087,2.268001814425978
62,BOUNDARY_INDEPENDENT_DIAGNOSTIC,BACKWARD,62,61,SAR_BOUNDARY_NEAR,SUPPORTED,,0.0517156720161438,0.030000656843185425,-0.00024509429931640625,-0.2799999713897705,-0.004739265483002841,0.7142857142857143,2.6043169498443604,-0.4545403718948364,
62,BOUNDARY_INDEPENDENT_DIAGNOSTIC,BACKWARD,61,60,SAR_BOUNDARY_NEAR,SUPPORTED,,0.04641544818878174,0.010000616312026978,-0.0009804069995880127,-0.25999993085861206,-0.021122428800008218,0.8095238095238095,2.5207173824310303,-0.49513861536979675,
