seed_frame,direction,checkpoint_frame,boundary_count,both_boundary_metrics_available,both_boundary_frozen_0p12_pass,max_node_median_abs_disagreement_m,max_node_max_abs_disagreement_m,max_shape_rms_m
150,BACKWARD,82,2,True,True,0.08538173917231351,0.17938636674762698,0.03910228790149146
183,FORWARD,239,2,True,True,0.04650773463945512,0.07456338369135995,0.010999109481459822
264,BACKWARD,183,2,True,False,0.1279919546898154,0.13966113074637576,0.0271102168355457
264,BACKWARD,239,2,True,False,0.14309648571886102,0.1839393836913592,0.030133378696645906
454,BACKWARD,427,2,True,False,0.18305317095794482,0.29126719207484886,0.07347089613023923
454,FORWARD,472,2,True,True,0.1132267354277059,0.19092310607836716,0.02603352265507418
