from_frame,to_frame,base_edge_id,source_region_id,destination_region_id,supported_target_ids,supported_target_count,shared_or_unresolved,source_node_region_degree_shell_count,destination_node_region_degree_shell_count,source_node_component_shell_count,destination_node_component_shell_count,source_node_component_region_count,destination_node_component_region_count,source_node_static_topology_state,destination_node_static_topology_state,q95_source_total_retention,zero_q95_source_total_retention,delta_p0_source_total_retention,positive_semantics,person_exclusive_positive,person_region_continuation_claim_allowed
472,473,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,R02ZF_SARF000472__Q095__R0002,R02ZF_SARF000473__Q095__R0002,R02ZF_SARPERSON03;R02ZF_SARPERSON04,2,True,0,0,0,0,1,1,REGION_NO_SHELL,REGION_NO_SHELL,0.9652159111890696,0.8744460856720827,0.09076982551698687,REFERENCE_SUPPORTED_DYNAMIC_EXPLANATION,False,False
472,473,R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0006__TO__R02ZF_SARF000473__Q095__R0009,R02ZF_SARF000472__Q095__R0006,R02ZF_SARF000473__Q095__R0009,R02ZF_SARPERSON01;R02ZF_SARPERSON02,2,True,2,2,2,2,7,9,MULTIPLE_SHELLS_MULTIPLE_REGIONS,MULTIPLE_SHELLS_MULTIPLE_REGIONS,0.2649948250534188,0.2685185185185185,-0.0035236934650996754,REFERENCE_SUPPORTED_DYNAMIC_EXPLANATION,False,False
482,483,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__Q095__R0001,R02ZF_SARF000483__Q095__R0001,R02ZF_SARPERSON03;R02ZF_SARPERSON04,2,True,1,1,1,1,2,3,ONE_SHELL_MULTIPLE_REGIONS,ONE_SHELL_MULTIPLE_REGIONS,0.9492743945868946,0.8304843304843305,0.1187900641025641,REFERENCE_SUPPORTED_DYNAMIC_EXPLANATION,False,False
482,483,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__Q095__R0012,R02ZF_SARF000483__Q095__R0008,R02ZF_SARPERSON01;R02ZF_SARPERSON02,2,True,2,2,2,2,9,9,MULTIPLE_SHELLS_MULTIPLE_REGIONS,MULTIPLE_SHELLS_MULTIPLE_REGIONS,0.9041378043660788,0.8530646515533166,0.05107315281276226,REFERENCE_SUPPORTED_DYNAMIC_EXPLANATION,False,False
487,488,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__Q095__R0002,R02ZF_SARF000488__Q095__R0001,R02ZF_SARPERSON03;R02ZF_SARPERSON04,2,True,3,4,4,5,15,16,MULTIPLE_SHELLS_MULTIPLE_REGIONS,MULTIPLE_SHELLS_MULTIPLE_REGIONS,0.7306829511465603,0.6909272183449651,0.03975573280159528,REFERENCE_SUPPORTED_DYNAMIC_EXPLANATION,False,False
487,488,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__Q095__R0010,R02ZF_SARF000488__Q095__R0011,R02ZF_SARPERSON01;R02ZF_SARPERSON02,2,True,2,2,4,5,15,16,MULTIPLE_SHELLS_MULTIPLE_REGIONS,MULTIPLE_SHELLS_MULTIPLE_REGIONS,0.9145107581967212,0.8555327868852459,0.05897797131147531,REFERENCE_SUPPORTED_DYNAMIC_EXPLANATION,False,False
