analysis_item,population,count,median,minimum,maximum,semantic_result,fraction_retention_ge_0p5,fraction_retention_ge_0p8
Q95_REGION_EXISTENCE_PER_FRAME,ALL_23_R02_FRAMES,23,47.0,38.0,60.0,EXPECTED_BY_FRAME_RELATIVE_PERCENTILE_NOT_PERSON_EVIDENCE,,
Q95_TEMPORAL_PERSISTENCE,REFERENCE_SUPPORTED,6,0.9093242812814,0.2649948250534188,0.9652159111890696,PERSISTENCE_REQUIRES_MATCHED_CONTROL_REGION_EXISTENCE_ALONE_IS_UNINFORMATIVE,0.8333333333333334,0.6666666666666666
Q95_TEMPORAL_PERSISTENCE,REFERENCE_FREE_STRUCTURAL_CONTROL,1036,0.6437700631081458,0.0,1.0,PERSISTENCE_REQUIRES_MATCHED_CONTROL_REGION_EXISTENCE_ALONE_IS_UNINFORMATIVE,0.5743243243243243,0.3416988416988417
Q95_TEMPORAL_PERSISTENCE,PRE_REFERENCE_P0_BEST_DESTINATION_UPPER_BOUND,1064,0.6838139898888442,0.0,1.0,PERSISTENCE_REQUIRES_MATCHED_CONTROL_REGION_EXISTENCE_ALONE_IS_UNINFORMATIVE,0.6165413533834586,0.3768796992481203
