order_profile_id,segment_id,run_id,track_a,track_b,component_a_count,component_b_count,component_pair_space_size,optical_order_state,sar_order_state,relative_order_compatibility,common_frame_count,shared_response_observed,shared_region_frame_count,order_representation,weighted_score_used,manual_reference_used
TERGOP_C549A406C8B9946C62B4,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON023,22,6,132,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,ORDER_AMBIGUOUS,3,False,0,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_73119F1CF4B51EB04FAE,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,22,11,242,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,1,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_A612C9611A000EDCA2ED,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON023,24,6,144,ORDER_OVERLAP_OR_UNCERTAIN,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,3,True,3,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_C9529519C165E3405BB1,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,24,11,264,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,7,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_86A78B8C42A5420EC70A,TERGS_406E06BEE8B19831E091,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,R02ZF_REUSED_R02ZF_PERSON024,6,11,66,ORDER_OVERLAP_OR_UNCERTAIN,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,2,True,2,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_0F69511D1B61ED85AE0F,TERGS_8D6DB9A2F108568B32AA,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,24,11,264,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,6,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_FE8CC8A3F3D1AAD9751D,TERGS_A923293CFBC550AE18D7,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,22,11,242,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,1,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_D6C249BC998FC4E6C175,TERGS_F66D1A1E88076E254C22,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,21,11,231,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,7,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_C454632AA0854F5C8344,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,24,22,528,A_LEFT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,7,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_760A5C03BC8FBDEA6FB1,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,24,21,504,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,7,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_C72A792DE4AFDB976B33,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON023,24,4,96,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,2,True,2,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_171AA4B2C25AA09E6650,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,24,11,264,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,6,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_FC1DEFE52A686A34C8FD,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,22,21,462,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,7,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_519F52D43FE387A98148,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON023,22,4,88,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,ORDER_AMBIGUOUS,2,False,0,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_F97D9C1508FAA089A6AA,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,22,11,242,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,1,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_AA090A03133C53F2E2FA,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON023,21,4,84,ORDER_OVERLAP_OR_UNCERTAIN,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,2,True,2,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_B06252F2046CE95112F3,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,21,11,231,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,7,True,7,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_811670501BC012E56A7D,TERGS_48FABD798C7CE3742190,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,R02ZF_REUSED_R02ZF_PERSON024,4,11,44,ORDER_OVERLAP_OR_UNCERTAIN,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,2,True,2,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_21BB68DF234FD1F6D818,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,19,18,342,A_LEFT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_C83413088821C21D0B51,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,19,17,323,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_2BABCC1E30AE8321D03D,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,19,9,171,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,4,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_651A1A0775171CC56EF0,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,18,17,306,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_9949539919434B3F5B6B,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,18,9,162,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,1,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_D7110606732DBB2EBA25,TERGS_1BB7B9183580C17A201F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,17,9,153,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_FA75635301AC2DFA121C,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON018,19,18,342,A_LEFT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_16BAF2A3DCB6B02EC0F2,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON021,19,17,323,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_A9676C55D33CF40BB72A,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_REUSED_R02ZF_PERSON024,19,9,171,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,4,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_E35C61AA49E6DF33BD89,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON021,18,17,306,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_6996771EFB942BB2EF38,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_REUSED_R02ZF_PERSON024,18,9,162,A_RIGHT_OF_B,SAR_ORDER_SET_VALUED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,1,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
TERGOP_32E261730C4D9B341904,TERGS_CAAB4EA22C44536DF2CC,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,R02ZF_REUSED_R02ZF_PERSON024,17,9,153,A_RIGHT_OF_B,SAR_SHARED_RESPONSE_ORDER_UNDEFINED,SHARED_RESPONSE_ORDER_UNDEFINED,5,True,5,SET_VALUED_AGGREGATE_OVER_ALL_EXPLANATION_COMPONENTS,False,False
