compatibility_profile_id,segment_id,run_id,track_id,explanation_component_id,lifecycle_compatibility,corridor_compatibility,p0_continuity_compatibility,topology_state,evidence_conflict_preserved,weighted_score_used,pruning_performed,manual_reference_used
TERGCP_B12D8D6F26E54BF65497,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_CAF9379D1C34C296DF90,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_16BD24CA7A8CCF6D351C,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_CBB1CF5205B24ADC46D9,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_24AC20CA87C3C173825F,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_AB6A6D6ABEB2EBECC2E0,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_3B1AAFB0FF90E60AC586,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_651D77955F8D25F8EE37,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_E13AD790F23A8F851C90,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_8D88711D8C884F1B2E6B,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_C64074AFE7DEE19CF3BD,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_5C78EF1BF7B8FBE94545,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_36BF224D4A3B3F1C604D,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_5124D9BA6B880C302A62,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_1323A34C920B22EC03EA,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_3FFDA739249AA9E517C2,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_FE3F9FDAE957A7186A55,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_CCA99F3C8C846579E283,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_AD3AF56CE5680ECE9D37,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_10FD2F8F50F5A1B89526,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_E869AB5C88E3986364F7,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_E09DFA20E13B670DFA1D,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_5985707659522CE0451A,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_A02F026B771A5D14DEF5,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_E0E0EB491738E7D43F1D,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_50218F43F4B918BB3B8F,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_F9396D7B362C6BB974A4,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_2E0EFE30BB7BEF8A58D9,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_D4BDDF6B1E8803B72048,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_44455B90F5BE98D83AFB,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_4B4882410581F75B3C75,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_1CBC24EC5023BD020AA3,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_615A36E285E93AFB279B,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_D16278B578A10A24EE09,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_074DF1888133B3BADC36,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_83DB7BA9D3C7AB30BDD8,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_25672D0FAF76EEF210D0,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_077D7C2499DDB95BEF87,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_A3E7E838D6F2E70F480C,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_8CF6F2074BE2C0F6A1A9,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_AB65260A45A436A21697,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_C6365DF7F07759A01CD8,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_E2E4CAF8827CB671466A,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_EE09A0241FD4FB0E9154,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_BF48813C5DF48DB27D42,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_4967642E623D2610FD92,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_C91F80E7B80953908933,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_68475F8F2CC097E4A5A1,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_E831222E87D396535E9E,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_157D009AB85CB4C965A5,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_6C465D2054D52F8EC5D0,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_BE2FAFD09389CA0552C9,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_F8FA67B79B404BE35FC7,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_F23937E22CB5FDD2A032,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_867451BB4683C875F863,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_1858BC994CB5EE46079E,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_C0CF29659CF771B9B4C3,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_1C8C4E5751B5489E127A,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_BBC616A439AC41F16D1A,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_15472F1762F943FBF5FF,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_1F51E6BCBB8B2DC59567,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_3529D2C7CDAFE3B01AD7,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_4CCEC9A673873A3F554A,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_C3E0FB903E52FEA52725,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_920721370A82727F2CF4,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_74E2A864E9E8023A7614,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_7805CD10B66C6DE516C2,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_6CC0BC73665FF8C787A6,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_90DB2C60B3F311CB4197,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_A66F9F03C9FE8583FD3D,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_DE3172C976396FC958EB,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_BFD39D90D7F40D0D6F24,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_B694D8056FADE87E012B,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_4FE22AB0973AC8BE6722,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_90E596CB942EF13D53A9,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_723132F76C5F1D1C7F19,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_BF6F554BEC0A9ED5BEED,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_D692341F9EB434B86994,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_F31F3D9FD6E7EE86E67A,TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,TERGXC_16835D8F9176CD97C80A,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_22822CF566842059384A,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_6577330467291029CE26,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_C1E460C07291736F7944,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_0BC340AADFF6903C3D3F,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_74A1AE82AFFC31C7FF40,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_E42260841B26D054DC91,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_5E968A725E598AEE32B0,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_1718B691F2CA184BFB66,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_43E31EC0B5D9B4EA4B6B,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_9C23073F09B326BECAB8,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_58B78427C7ECCB832829,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_2C391E0751FB5E029825,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_6564A9E61CF34176C25B,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_0D68BE0DEDA5A19FAABE,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_5046E0520E1B7A949971,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_C731F925F04A52A29342,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_AC7690F4CCC38B15DB0C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_8DA939C1C39C3B1B2A7C,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_18B4734E2F38176EE0CE,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_2F042C8F1EC572495AEA,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_2E8BC07D6EE21D499845,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_C48A74E127FB4BA7185F,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_B258B3890F2CB10BEBDA,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_D36B5B5840BA5BE93B22,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_A86818DC6C172841DB30,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_FE3B547DB891C567DEE0,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_428FB2988711E79BB245,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_6B5870F5DA5B65D569CF,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_92CCBA87DA1F632FB1B7,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_D05A973F10D32C4B07EC,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_2E05C9EF4C97F4F62F79,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_A1624876AEE6221DA4E8,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_4D0616E4AE8D30F4EBF3,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_FB34F0652951F313D468,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_B0F30559E4A33F53AF98,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_7615C6C9C4374643DD5F,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_D2D378E83EC79FFA3B1F,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_938A62CD7E428A951BB2,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_F7AE178FCDCEB04ADEB7,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_EA71E9F2A1AF594F0EB9,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_E10CD69DC7C4DD8AF85E,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_064448B9ED26DE9D9B76,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_47732842C763633E8DF2,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_3B2A0AAD96263C1F09C2,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_23EED295B865C9311451,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_C39BA3A1F011C2A3075A,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_A70800DAAB5FAE234F19,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_9206CF05FE8DDE66B4D2,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_18EFA185C4884FA814B4,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_0E3BEEF1C4D86DD7EB1F,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_54B78AF21BC351CD9A05,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_4D05C6C9C3F494ED5930,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_F45B3D8E64C5D446F197,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_1F6E263986AD09210AB0,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_59FB1575CFE36F8F31F5,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_F259996C9FA8CD4D6CE7,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_111C024AAFD8685243FF,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGXC_1A37DB9F03A549B2A898,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_UNAVAILABLE,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_FC91E3D23F0E71783739,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_325E8E23E3E046B0C9C1,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_6EEC8F24DA2127AD23AE,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_892B0E008BD0F44444B9,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_081EF2B29D97B400FA4B,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_0FBD5BCCF91D68D513BF,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_E512AF9370D2A232D173,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_B6C4A0A3948C30859756,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_70CD5718F46554CDE8E8,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_0A71C8CA1692A10D638A,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
TERGCP_53246C03A538AFF71DB4,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_EE37A81BEB41259776BD,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_C6DEE9A93757C206CF7B,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_C50FED8C3D6BD43F0C59,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_1D08238893F9D03AFC71,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_7F287AA2DB8B0DC212C7,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_2B08EB134D64466D10D7,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_810D6F2D60ADC38D8CE7,LIFECYCLE_COMPLETE,CORRIDOR_COMPLETE,P0_CONTINUITY_COMPLETE,MULTI_TOPOLOGY_OR_DEFORMATION,False,False,False,False
TERGCP_9DB885ABC9EFD01BCB75,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,TERGXC_9B1CB3AF2E52D585913C,LIFECYCLE_PARTIAL,CORRIDOR_PARTIAL,P0_CONTINUITY_PARTIAL,PERSISTENCE_OR_SINGLE_RESPONSE,False,False,False,False
