run_id,frame_index,track_a,track_b,optical_order_relation,interval_gap_deg,reference_used
R01ZF,33,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,33,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.76863742763912,False
R01ZF,33,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.3275781986625,False
R01ZF,34,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,34,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.76863742763912,False
R01ZF,34,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.3275781986625,False
R01ZF,35,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,35,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.877185186494017,False
R01ZF,35,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.325281761328647,False
R01ZF,36,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,36,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.94662027212478,False
R01ZF,36,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.305505708885295,False
R01ZF,37,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,37,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.94662027212478,False
R01ZF,37,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.305505708885295,False
R01ZF,38,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,38,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.076524409899534,False
R01ZF,38,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.297809144650714,False
R01ZF,39,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,39,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.076524409899534,False
R01ZF,39,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.297809144650714,False
R01ZF,40,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,40,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.140666785253106,False
R01ZF,40,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.419705860971906,False
R01ZF,41,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,41,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.146200369182996,False
R01ZF,41,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.450908764232228,False
R01ZF,42,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,42,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.146200369182996,False
R01ZF,42,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.450908764232228,False
R01ZF,43,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,43,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.151144789175966,False
R01ZF,43,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.415376645310822,False
R01ZF,44,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,44,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.151144789175966,False
R01ZF,44,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.415376645310822,False
R01ZF,45,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,45,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.157846935824587,False
R01ZF,45,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.33134754583066,False
R01ZF,46,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,46,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.115026761366664,False
R01ZF,46,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.33526337022412,False
R01ZF,47,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,47,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.115026761366664,False
R01ZF,47,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.33526337022412,False
R01ZF,48,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,48,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.10069803404174,False
R01ZF,48,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.26263670868383,False
R01ZF,49,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,49,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.10069803404174,False
R01ZF,49,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.26263670868383,False
R01ZF,50,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,50,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,22.02763194083886,False
R01ZF,50,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.19587239106076,False
R01ZF,51,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,51,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.989199572932677,False
R01ZF,51,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.186611775608178,False
R01ZF,52,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,52,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.989199572932677,False
R01ZF,52,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.186611775608178,False
R01ZF,53,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,53,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.932701681021108,False
R01ZF,53,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.03788531485108,False
R01ZF,54,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,54,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.932701681021108,False
R01ZF,54,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,26.03788531485108,False
R01ZF,55,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,55,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.788122153165716,False
R01ZF,55,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,25.83643356441027,False
R01ZF,56,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,56,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.536773750933833,False
R01ZF,56,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,25.640492612548087,False
R01ZF,57,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,57,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.536773750933833,False
R01ZF,57,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,25.640492612548087,False
R01ZF,58,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,58,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.313978641769296,False
R01ZF,58,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,25.519072760957386,False
R01ZF,59,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,59,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.313978641769296,False
R01ZF,59,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,25.519072760957386,False
R01ZF,60,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,60,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.14461516801471,False
R01ZF,60,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,25.257955955567255,False
R01ZF,61,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,61,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.97727307991706,False
R01ZF,61,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,23.908008860752695,False
R01ZF,62,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,62,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.97727307991706,False
R01ZF,62,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,23.908008860752695,False
R01ZF,63,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,63,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.87554627701263,False
R01ZF,63,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,23.481805716476472,False
R01ZF,64,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,64,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.87554627701263,False
R01ZF,64,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,23.481805716476472,False
R01ZF,65,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,65,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,21.072457233586327,False
R01ZF,65,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,23.91853569041377,False
R01ZF,66,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,66,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.95736845301944,False
R01ZF,66,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,24.298657100761588,False
R01ZF,67,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,67,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.95736845301944,False
R01ZF,67,R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,24.298657100761588,False
R01ZF,68,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON002,ORDER_OVERLAP_OR_UNCERTAIN,0.0,False
R01ZF,68,R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON003,A_RIGHT_OF_B,20.969034549960583,False
