explanation_component_id,segment_id,run_id,track_id,segment_start_sar_frame,segment_end_sar_frame,segment_frame_count,component_start_sar_frame,component_end_sar_frame,component_frame_count,component_node_count,component_supported_edge_count,component_transition_count,component_frame_coverage_fraction,contains_split_like,contains_merge_like,contains_deformation,contains_boundary_censoring,unique_path_claimed,identity_claimed,manual_reference_used
TERGXC_4F07060497A315140711,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,61,85,25,26,26,24,0.2631578947368421,True,True,True,False,False,False,False
TERGXC_4A38C2B4FB5AB3703200,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,62,62,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_494F97E54CC123219692,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,62,65,4,4,3,3,0.042105263157894736,False,False,True,False,False,False,False
TERGXC_8ADCB4E2DC85BDD920BE,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,63,65,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_B8ED1584B439FAE009C7,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,63,63,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_9DD0AB90B500616B687C,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,64,64,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_FCA28B496784AF3DCD3F,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,64,66,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_C9B96D1629B089E0191F,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,65,69,5,5,4,4,0.05263157894736842,False,False,True,False,False,False,False
TERGXC_4E12A7C8ABE0A3C60495,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,67,67,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_601D39F6BD10237D28A7,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,67,67,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_C4D3B823F1E9A1B119E8,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,67,67,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_BB3A5640CD44463EF531,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,67,67,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_141AB69D4DBC5D319EA8,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,68,69,2,2,1,1,0.021052631578947368,False,False,True,False,False,False,False
TERGXC_1F748D9CAE0351203181,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,68,72,5,5,4,4,0.05263157894736842,False,False,True,False,False,False,False
TERGXC_89B5DB11EA66C0AA7A12,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,69,77,9,9,8,8,0.09473684210526316,False,False,True,False,False,False,False
TERGXC_42CCF8463171F88BD144,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,69,75,7,8,8,6,0.07368421052631578,True,True,True,False,False,False,False
TERGXC_44DEC747FFC200F68993,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,69,69,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_2DE29596DEA4ED027743,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,70,94,25,28,27,24,0.2631578947368421,True,False,True,False,False,False,False
TERGXC_54BDB3892523EC694EA6,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,70,70,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_0EE4AFCA39571F8CBCA4,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,71,73,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_BA8C923387D587022A3D,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,71,73,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_917E5EA71F2A763C386D,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,74,74,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_B71463806C594275B63C,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,75,94,20,20,19,19,0.21052631578947367,False,False,True,False,False,False,False
TERGXC_BC0BA036891EAC792FEA,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,75,94,20,23,22,19,0.21052631578947367,True,False,True,False,False,False,False
TERGXC_EEBF448E0ECEC47C4666,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,76,76,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_316F663272783B4D6947,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,76,76,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_071D0977DFDA3E1861E2,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,76,84,9,9,8,8,0.09473684210526316,False,False,True,False,False,False,False
TERGXC_A4E10F8CD58AFD310A3A,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,76,85,10,10,9,9,0.10526315789473684,False,False,True,False,False,False,False
TERGXC_7125DD0C8343DD47F947,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,77,77,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_43B00AED3C00402CE1D2,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,78,80,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_FA39731AD8FD8E1186FF,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,78,78,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_9DE629BD5CEB609215C8,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,79,82,4,4,3,3,0.042105263157894736,False,False,True,False,False,False,False
TERGXC_E0D65EBFA7A323AA78F1,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,83,83,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_82BD8D39B1A703592277,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,87,87,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_B9B1896E63E62BC0BF40,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,87,89,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_8827B68024E6B05604B4,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,88,88,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_1E7F7034DD9C366693CE,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,89,91,3,3,2,2,0.031578947368421054,False,False,True,False,False,False,False
TERGXC_ED5B0FBF4C7263D0DBEA,TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,94,95,91,91,1,1,0,0,0.010526315789473684,False,False,False,False,False,False,False
TERGXC_B8D8D053E820C4035C6C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,27,12,16,15,11,0.16,True,True,True,False,False,False,False
TERGXC_03FD359DEC5651DFB3F1,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,90,75,75,74,74,1.0,False,True,True,False,False,False,False
TERGXC_8EC468EEF35E4CD6D589,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,21,6,6,5,5,0.08,False,False,True,False,False,False,False
TERGXC_CFC430537B8EFD42C39A,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,25,10,12,11,9,0.13333333333333333,True,False,True,False,False,False,False
TERGXC_174966AA09C6BDB7E636,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,47,32,32,31,31,0.4266666666666667,False,False,True,False,False,False,False
TERGXC_D0F01DA5EC8F0C461E2A,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,16,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_9F2FE3397441E5DE65F0,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,34,19,20,19,18,0.25333333333333335,False,True,True,False,False,False,False
TERGXC_78522D438E042A912EE0,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,54,39,74,82,38,0.52,True,True,True,False,False,False,False
TERGXC_51EA8B66B783E4907399,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,17,2,2,1,1,0.02666666666666667,False,False,False,False,False,False,False
TERGXC_AE31D74626BE7C460F3B,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,28,13,14,13,12,0.17333333333333334,True,False,True,False,False,False,False
TERGXC_619C3BAD6E817925910F,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,37,22,24,24,21,0.29333333333333333,True,True,True,False,False,False,False
TERGXC_9AB353B9796953A5BC78,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,20,5,5,4,4,0.06666666666666667,False,False,True,False,False,False,False
TERGXC_BEF76CC7D78CDBE47405,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,20,5,5,4,4,0.06666666666666667,False,False,True,False,False,False,False
TERGXC_7B2DF4FCF433D32ACFC1,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,16,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_8369B25A82AD00C1E04E,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,16,16,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_DFCEE648813CC76997CA,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,17,22,6,6,5,5,0.08,False,False,True,False,False,False,False
TERGXC_0C6413D4E675BF2C85B7,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,18,18,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_E54E982749418B3A2CF8,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,18,18,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_AC89944595977155323C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,20,37,18,18,17,17,0.24,False,False,True,False,False,False,False
TERGXC_B924941F6C0A01B969CA,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,20,20,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_06AB335A7BC2674D7037,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,22,24,3,3,2,2,0.04,False,False,True,False,False,False,False
TERGXC_F9FC4AEE6C443279F4A2,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,22,31,10,10,9,9,0.13333333333333333,False,False,True,False,False,False,False
TERGXC_047A2BAD7277E4E33D5C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,23,23,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_E2D04F2FDF665F38230F,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,24,26,3,3,2,2,0.04,False,False,True,False,False,False,False
TERGXC_BE81ADFAB39C8C619395,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,24,24,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_6BEE1CD84A05FD0B45DE,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,24,24,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_67B19B1595B3CC028E5E,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,24,24,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_DBF25E6E2FF863004C30,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,24,24,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_F0DB3EB9A07BF58CE5E3,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,25,26,2,2,1,1,0.02666666666666667,False,False,False,False,False,False,False
TERGXC_6560233FE3D072E53C73,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,25,25,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_F9C7C8E4A5D0469FD5A6,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,26,27,2,2,1,1,0.02666666666666667,False,False,False,False,False,False,False
TERGXC_46773C76CB0B4E006528,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,26,32,7,7,6,6,0.09333333333333334,False,False,True,False,False,False,False
TERGXC_B439F0701170B6135ECF,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,26,39,14,14,13,13,0.18666666666666668,False,False,True,False,False,False,False
TERGXC_8719D975BEF28DCAEAE5,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,28,32,5,5,4,4,0.06666666666666667,False,False,True,False,False,False,False
TERGXC_46450B9242E66447132A,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,28,28,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_60683EA0721579D37583,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,29,29,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_91FFD679AAC8A5AEDF49,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,29,39,11,12,11,10,0.14666666666666667,False,True,True,False,False,False,False
TERGXC_69A1D57105F4EA3E5392,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,30,72,43,43,42,42,0.5733333333333334,False,False,True,False,False,False,False
TERGXC_404D1366552E85CAAA76,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,30,30,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_2BACB9D752247CB4FFD8,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,31,31,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_CAAC01FB007EB47F7A2C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,31,31,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_05B284A4C2B0F960524A,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,31,33,3,3,2,2,0.04,False,False,True,False,False,False,False
TERGXC_74B7A27867CA69DF3720,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,31,31,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_9E2D3A2485E7A5FE5C4F,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,32,32,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_27324D3FCEC7F5C8E133,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,32,33,2,2,1,1,0.02666666666666667,False,False,False,False,False,False,False
TERGXC_FF23AA3565700C868BA9,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,32,34,3,3,2,2,0.04,False,False,False,False,False,False,False
TERGXC_68950F8D598DEDBA3FBC,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,33,39,7,7,6,6,0.09333333333333334,False,False,True,False,False,False,False
TERGXC_698FA475B6FCD6BEBDD7,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,33,34,2,2,1,1,0.02666666666666667,False,False,True,False,False,False,False
TERGXC_29715C0C3B4B98FB0CD9,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,33,33,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_29FAA16CC19B3192BBD5,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,33,33,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_1D05F7F48BC62C7C5180,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,33,33,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_D21E3923E64EAF4E93FE,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,34,39,6,6,5,5,0.08,False,False,True,False,False,False,False
TERGXC_10DE39A37D66A56F8641,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,34,34,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_974ADACD205E25CF828E,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,34,34,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_6D3C9420EDD35F2E5BE1,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,34,41,8,8,7,7,0.10666666666666667,False,False,True,False,False,False,False
TERGXC_9EC9360DEC27471F3842,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,35,36,2,2,1,1,0.02666666666666667,False,False,False,False,False,False,False
TERGXC_B6EC183A6EC380731447,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,36,36,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_84987372D7BA6F7DE181,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,36,37,2,2,1,1,0.02666666666666667,False,False,False,False,False,False,False
TERGXC_3133B4757F55E1361BF4,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,37,37,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_1C894796AB9DF654DBDE,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,37,37,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_6386ED9C55AA2AABFF47,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,38,44,7,9,9,6,0.09333333333333334,True,True,True,False,False,False,False
TERGXC_7266217F817ED18CD5C9,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,38,38,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_43E38EB8B4DA64964491,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,39,39,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_4394BF3595150DF8216C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,39,41,3,3,2,2,0.04,True,True,True,False,False,False,False
TERGXC_F1D4989729BB7A2D03C6,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,39,39,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_F944212AFDA926B04DB7,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,40,40,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_4D93F471C580E13B2425,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,41,41,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_74FAC333208A848EF95D,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,41,74,34,34,33,33,0.4533333333333333,False,False,True,False,False,False,False
TERGXC_E69E320EF3F7306A5EE5,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,41,65,25,25,24,24,0.3333333333333333,False,False,True,False,False,False,False
TERGXC_A71EEF7F3C0D88548E70,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,41,41,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_1BDDFE2F2473184D2E01,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,42,42,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_6E9BB8D23DE57A2BF997,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,42,42,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_CE752C712AC82E5AFEFC,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,42,42,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_85970D8F2BDC61E27C23,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,43,83,41,48,48,40,0.5466666666666666,True,True,True,False,False,False,False
TERGXC_D1305D2913E70E6C66D5,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,43,60,18,18,17,17,0.24,False,False,True,False,False,False,False
TERGXC_6089304FA478E1AD69A8,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,43,43,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_A4E58ACFF28B5EA3FFCF,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,43,43,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_2BD9710433C03CB4F11C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,44,46,3,3,2,2,0.04,False,False,True,False,False,False,False
TERGXC_E609A275BC6F6867E5A7,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,44,44,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_BCDB5B238DFEE5AE2582,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,45,85,41,57,60,40,0.5466666666666666,True,True,True,False,False,False,False
TERGXC_211F06735838ED81DF02,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,46,49,4,5,4,3,0.05333333333333334,False,True,True,False,False,False,False
TERGXC_E9FEE8BBEC3E9B30C97C,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,48,48,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_D23F60057AA8B06E5FB5,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,48,48,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_38E5927E1F1BE10FE0C6,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,48,48,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_6639605D9D508EA30AD9,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,49,49,1,1,0,0,0.013333333333333334,False,False,False,False,False,False,False
TERGXC_E11CF34416B3842F4980,TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,16,90,75,50,55,6,6,5,5,0.08,False,False,True,False,False,False,False
