explanation_component_id,segment_id,run_id,track_id,segment_start_sar_frame,segment_end_sar_frame,segment_frame_count,component_start_sar_frame,component_end_sar_frame,component_frame_count,component_node_count,component_supported_edge_count,component_transition_count,component_frame_coverage_fraction,contains_split_like,contains_merge_like,contains_deformation,contains_boundary_censoring,unique_path_claimed,identity_claimed,manual_reference_used
TERGXC_D2F65F0187F59E0E8993,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,483,483,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_586CAB9B75B64FA7DA9D,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,484,484,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_3F79F049B354427B040E,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,484,484,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_522E62890C392A6DB982,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,484,484,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_6EDB8982CC3E63932F36,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,485,488,4,5,4,3,0.5,True,False,True,False,False,False,False
TERGXC_6252DED387BD118AA98A,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,485,485,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_8F25914B6EE5DE5AE677,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,486,488,3,3,2,2,0.375,False,False,True,False,False,False,False
TERGXC_188C8B87A0F26D4C26E9,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,487,487,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_BC92D5C9B3EAF50135B7,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,487,487,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_1E4E208EB681BDB2CB13,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,487,487,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_1B71DD25ADA58CA224E9,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,487,487,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_E73B4DF927D27297331E,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_66CAFCA26B969908646A,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_C4F7628855724609D59B,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_BF45F0328CA225918FD4,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,481,488,8,486,488,3,3,2,2,0.375,False,False,True,False,False,False,False
TERGXC_133FB9BD20717674A728,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,481,488,8,486,488,3,3,2,2,0.375,False,False,True,False,False,False,False
TERGXC_C824CE97817A0B6C08F2,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,481,488,8,487,487,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_0322C779329C9F8E7A2B,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,481,488,8,487,487,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_4B44CBAA3C9C4B0B98D1,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_F3D1593D8BE7E9F0A55F,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON023,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_BF14FCC4BBD20B08CCA7,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_1091248F3D17C0E64AA2,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_3DDBE1981EC7C20AC3A7,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_58FE7221D85342629DE9,TERGS_60EB5053F2693E18D58B,R02ZF,R02ZF_REUSED_R02ZF_PERSON024,481,488,8,488,488,1,1,0,0,0.125,False,False,False,False,False,False,False
TERGXC_7BB54FA538726B59B841,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,481,494,14,14,13,13,1.0,False,False,True,False,False,False,False
TERGXC_D22A667AE88619A13DC0,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,481,485,5,5,4,4,0.35714285714285715,False,False,True,False,False,False,False
TERGXC_8895A3A422C43823FFAD,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,481,481,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_4DADC681DF89DAB6A40E,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,483,483,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_4E0BAC3B83FBAEAEB160,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_2D445F7D770CA9D7F5DC,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_A4315E96BFA52014F0CF,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_FA5FE31F0108CEBEA1B0,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,485,494,10,16,15,9,0.7142857142857143,True,True,True,False,False,False,False
TERGXC_F0E263F71AD0623FA1FE,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,485,485,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_AC60DDF1831265557CAE,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,486,494,9,9,8,8,0.6428571428571429,False,False,True,False,False,False,False
TERGXC_65F8DE823289E03BFE28,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_6851088081ED99838920,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_6CDA6F340F4302F2DEDC,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_DD26B4E4A4C607B3FCAD,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_C2AF291D8147A83C0464,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,488,494,7,7,6,6,0.5,False,False,True,False,False,False,False
TERGXC_52D5429C0F9F56D2F7D8,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,488,488,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_0D5BC5CDBD7787DD4B6B,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,488,489,2,2,1,1,0.14285714285714285,False,True,True,False,False,False,False
TERGXC_C61FCACD3FC8B738DF8F,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,489,489,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_80D8AD9AEC3DA7DE2131,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,490,494,5,5,4,4,0.35714285714285715,True,True,True,False,False,False,False
TERGXC_5B03427F45753482CEF3,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,490,490,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_CC4709A131194ED9BCF6,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,490,494,5,5,4,4,0.35714285714285715,False,False,True,False,False,False,False
TERGXC_759F7A083157E77203BB,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_D4CCD0BA8D3095CB03C0,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_65CE778B4A0B2ED13792,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_4D24E054A6711D87FCFD,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,492,492,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_28F07D6129511E2EAFB4,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,492,492,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_BE76FA657D9E8EED22D3,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,493,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_460487CDB4C29C10B382,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_D36134532325934C361B,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_61C57949A0657394B01D,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,493,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_EF3254D1B645FAA86FED,TERGS_409886F81D9E45334F4F,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_1DFE82B12B094C281FF5,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,481,494,14,42,43,13,1.0,True,True,True,False,False,False,False
TERGXC_C115EDBB36E6C6D7BD4E,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,481,494,14,14,13,13,1.0,False,False,True,False,False,False,False
TERGXC_51B771D748A6D4B98D0D,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,481,484,4,4,3,3,0.2857142857142857,False,False,True,False,False,False,False
TERGXC_36BFDC8AE84A58C6693B,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,481,486,6,6,5,5,0.42857142857142855,True,True,True,False,False,False,False
TERGXC_79F8933648A58A157751,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,482,489,8,9,8,7,0.5714285714285714,True,False,True,False,False,False,False
TERGXC_7BF02A8ECC186E5D395D,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,482,482,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_4E8FAEE58E21FBE08184,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,483,484,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_60CA9021BEF36B9E359C,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,483,484,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_257F52B382C4E6B660D8,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_3B60D977185502F13663,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_E0E15A0C7B8770E1A7D0,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,485,485,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_AD2A42565AFF0817609B,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,485,486,2,2,1,1,0.14285714285714285,False,False,False,False,False,False,False
TERGXC_6A7B153211A1BE91698B,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,485,485,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_CBBEF163617E9198735C,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,486,494,9,9,8,8,0.6428571428571429,False,False,True,False,False,False,False
TERGXC_1045AAC8BBB7FDF8B37D,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,486,494,9,9,8,8,0.6428571428571429,False,False,True,False,False,False,False
TERGXC_696819C1A53DDB5FC6BB,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,487,489,3,3,2,2,0.21428571428571427,False,False,True,False,False,False,False
TERGXC_62EA6DECC7E8A66AD29B,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,488,488,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_73BA4D8DA1FBA1943AF2,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,488,488,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_8D60ACBF236D70C36F43,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,490,494,5,8,7,4,0.35714285714285715,True,True,True,False,False,False,False
TERGXC_3CDCE3E79D9B9BD69800,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,490,490,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_0AB1AC41659CCA193DD5,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,490,494,5,5,4,4,0.35714285714285715,False,False,True,False,False,False,False
TERGXC_011A9DC61F1A7D6F5334,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,490,490,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_949DE6AD9A378DC41BF5,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,490,491,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_5F7B9472335F09E03A26,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,491,494,4,4,3,3,0.2857142857142857,False,False,True,False,False,False,False
TERGXC_62C61B4436529AB70E4A,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_D2432971BA1C184593D1,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,492,494,3,3,2,2,0.21428571428571427,False,False,True,False,False,False,False
TERGXC_D81FAA0DA038D6632391,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,492,493,2,2,1,1,0.14285714285714285,False,False,False,False,False,False,False
TERGXC_BCBC1FD623BC06DCF150,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,492,492,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_50933D542D6E56546995,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,492,492,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_00704EF7E6E5FA95A4D5,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,493,493,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_53E6E2CA57A8B3C02696,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_326CED66DE5EF34B4D19,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON017,481,494,14,494,494,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_F364E16A906C94F1848C,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,481,494,14,14,13,13,1.0,False,False,True,False,False,False,False
TERGXC_75E71F7504422F49544D,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,481,485,5,5,4,4,0.35714285714285715,False,False,True,False,False,False,False
TERGXC_667C219CE90B3C94B0CF,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,481,481,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_5113A64CD048FA28F5FB,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,483,483,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_2DE22ECADD4DABC1D3F4,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_77A4164E4E63E85CAA60,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_0C4FE089A8DB701D34F3,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,484,484,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_B0813F9A199C6F133E86,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,485,494,10,16,15,9,0.7142857142857143,True,True,True,False,False,False,False
TERGXC_EEF58C97E7C44097E64C,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,485,485,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_7343880E2829403A91BC,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,486,494,9,9,8,8,0.6428571428571429,False,False,True,False,False,False,False
TERGXC_1AE5FD1253A5DD39E58F,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_7BFDF79399E3E23479FD,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_A330DF80ECAC630D9962,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_1130F4764285BB37D6BD,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,487,487,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_6584E201D0836FE58344,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,488,494,7,7,6,6,0.5,False,False,True,False,False,False,False
TERGXC_CE3E5C90799D688CEB3E,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,488,488,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_347D0DF1F9606B11C304,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,488,489,2,2,1,1,0.14285714285714285,False,True,True,False,False,False,False
TERGXC_99C814234954BF7E4E62,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,489,489,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_9C51EC630B296ED45D80,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,490,494,5,5,4,4,0.35714285714285715,True,True,True,False,False,False,False
TERGXC_6CE79BE7F4167E59EF3E,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,490,490,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_87A1D91817D85D8CB282,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,490,494,5,5,4,4,0.35714285714285715,False,False,True,False,False,False,False
TERGXC_AFBE603B380CD2FBA49F,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_22AC8E6BD129702F7EFB,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_316296C61677E5C5F4D3,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,491,491,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_DC3904D9874AF7D026A5,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,492,492,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_4F8AAE8B587D1E6BEDF5,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,492,492,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_C6D384DE1C85FF32CD59,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,493,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_0058626A0269BB485699,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_BAC29BD9C5385A3F3F5D,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_78240A2E509469E4CB70,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,493,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_6417318B4F67923ABE8E,TERGS_6C426359C612628C7A31,R02ZF,R02ZF_REUSED_R02ZF_PERSON021,481,494,14,493,494,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_E3640B9C1C65DD75BDC7,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,481,494,14,46,47,13,1.0,True,True,True,False,False,False,False
TERGXC_7B447B20E2DCD62AE72B,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,481,494,14,14,13,13,1.0,False,False,True,False,False,False,False
TERGXC_4FDA60D7B35F36616972,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,481,485,5,5,4,4,0.35714285714285715,False,False,True,False,False,False,False
TERGXC_ACD2517B3198F77D1C14,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,481,484,4,4,3,3,0.2857142857142857,False,False,True,False,False,False,False
TERGXC_35E47E2B6B2C0EDB9496,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,481,488,8,9,9,7,0.5714285714285714,True,True,True,False,False,False,False
TERGXC_1D53951218052D387868,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,482,488,7,7,6,6,0.5,True,False,True,False,False,False,False
TERGXC_95E44994DC717F3087CB,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,482,482,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_AB6B608719600363FFEF,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,483,484,2,2,1,1,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_EB20A62EF4F01696C19F,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,485,486,2,2,1,1,0.14285714285714285,False,False,False,False,False,False,False
TERGXC_7CDE069B375D1A92CB95,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,485,485,1,1,0,0,0.07142857142857142,False,False,False,False,False,False,False
TERGXC_9DBDB266FCC6ADAF2888,TERGS_38238A43231066968F66,R02ZF,R02ZF_REUSED_R02ZF_PERSON018,481,494,14,486,494,9,9,8,8,0.6428571428571429,False,False,True,False,False,False,False
