explanation_component_id,segment_id,run_id,track_id,frame_index,region_id,track_node_id,theta_mid_deg,manual_reference_used
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0001,TERGN_82264A102101FE58F449,-30.452126502990723,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0001,TERGN_CA4C9F46E5956431B99C,-29.345450401306156,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0001,TERGN_EA0183DBDBFDBA27A1CC,-28.672008514404297,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0001,TERGN_DB220BB1B34D72362CA3,-27.508687019348145,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0001,TERGN_FF91C93138C2C1D228E0,-26.62922191619873,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0001,TERGN_98A47A8E60AF945F3908,-26.216544151306152,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0001,TERGN_5A637BC6E3C37CC62D9C,-25.18696117401123,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0001,TERGN_D4FC97E465799E874757,-24.600825309753418,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0001,TERGN_55781289CEA8AD91E8FD,-23.73244285583496,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0001,TERGN_F63CC21D2B8D47500F79,-22.41684341430664,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0001,TERGN_CA90F9CFB8F06CC768F7,-21.65477466583252,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,11,R01ZF_SARF000011__Q095__R0001,TERGN_7222D32D0C48067DA583,-20.63306427001953,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,12,R01ZF_SARF000012__Q095__R0001,TERGN_4354FF06883771617006,-19.728635787963867,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,13,R01ZF_SARF000013__Q095__R0001,TERGN_0D73D145CEC188E83A28,-18.714381217956543,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,14,R01ZF_SARF000014__Q095__R0002,TERGN_93A256791076D5B4FB99,-17.683784008026123,False
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,15,R01ZF_SARF000015__Q095__R0003,TERGN_9454E3236ADFA7D88645,-16.90680694580078,False
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0002,TERGN_6930E40F42A7DFC86230,-45.30914306640625,False
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0002,TERGN_05091D6BE1BD0F6BC933,-45.3810920715332,False
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0002,TERGN_16480700D982B7A89594,-45.00667762756348,False
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0002,TERGN_1B515F4FEA466836F307,-44.91666221618652,False
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0002,TERGN_1DACC57D22C8D697D995,-44.27517890930176,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0007,TERGN_BF011499B253EC83242B,-28.47705841064453,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0020,TERGN_7CECB3D543AC265C01B5,-34.77884864807129,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0007,TERGN_6BE8686BCD7F31DE702A,-27.132738113403317,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0008,TERGN_CB3EAD7AF154E6EDDF24,-32.11447238922119,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0042,TERGN_D03FA4A36CA6A727D9DA,-36.4539852142334,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0009,TERGN_CF2156653937D674B086,-26.508825302124023,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0010,TERGN_1075CA04157A3975D14D,-32.54377460479736,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0010,TERGN_D7B006D76EED2BFBFE28,-26.115964889526367,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0016,TERGN_EBD6102CF75395CB108D,-31.35311508178711,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0009,TERGN_A25CB4015EC9913BC837,-30.32588291168213,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0010,TERGN_E9F52C0F4F4101E83837,-28.375798225402832,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0012,TERGN_63EF7668A366E3024CD4,-30.17039680480957,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0006,TERGN_6BF52CCB18BCBDE6E0F8,-28.156038284301758,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0012,TERGN_D09410403A220867B5DA,-28.353137969970703,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0012,TERGN_3C7B1DAC4DB96D512792,-29.012587547302246,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0023,TERGN_EBFF701EAD9346DFA672,-24.15638542175293,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0010,TERGN_F16C2DD76C2F92AA220B,-30.05360698699951,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0020,TERGN_E4CA5DBB2486750F6C5A,-24.22218418121338,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,11,R01ZF_SARF000011__Q095__R0023,TERGN_21827ADF0F3250E68081,-23.33400249481201,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,11,R01ZF_SARF000011__Q095__R0026,TERGN_56061283C9271C4D344C,-29.750768661499023,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,12,R01ZF_SARF000012__Q095__R0014,TERGN_5632242B2F6F4E087504,-23.085890769958496,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,12,R01ZF_SARF000012__Q095__R0042,TERGN_32F203F8A801CCE647C7,-29.193073272705078,False
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,13,R01ZF_SARF000013__Q095__R0042,TERGN_C554E376C5186DDDF112,-29.1972713470459,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0011,TERGN_18CD538805F521F015FD,-37.79849815368652,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0029,TERGN_0F42539B31BD11AB1676,-44.15743446350098,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0014,TERGN_6F6AD9878BF82BF0F780,-37.54836654663086,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0030,TERGN_1B8417869868774F1491,-43.85359001159668,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0016,TERGN_0A805E02476A5D97DE3C,-38.61967468261719,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0007,TERGN_4260159E4F17BABB7BC0,-37.75505542755127,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0006,TERGN_F02CD0EEC596476663E6,-37.42784404754639,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0006,TERGN_794B2FBAA17F9204C2C9,-34.94307041168213,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0004,TERGN_D303623118AA4EB134DA,-35.77639293670654,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0003,TERGN_681541C82A4C55346DF3,-33.97487545013428,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0004,TERGN_2AF631458FF1B89A5D79,-34.831637382507324,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0005,TERGN_D4257845A11E7870F5DB,-34.13690757751465,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0003,TERGN_F14183BC72E9A72990F5,-33.73673629760742,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,11,R01ZF_SARF000011__Q095__R0005,TERGN_2DEF2DA78B5FF131E7F9,-32.928778648376465,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,12,R01ZF_SARF000012__Q095__R0008,TERGN_01DB4AAD913A31CF4DB9,-30.940320014953613,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,13,R01ZF_SARF000013__Q095__R0005,TERGN_5730646973A2FB1D2247,-30.263493537902832,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,14,R01ZF_SARF000014__Q095__R0006,TERGN_2764BB6FF4860C768750,-29.51588535308838,False
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,15,R01ZF_SARF000015__Q095__R0004,TERGN_761A99AD2B923C36AE69,-29.15501594543457,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0018,TERGN_9C73461A120DB937B97C,-23.772632598876953,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0018,TERGN_113CDCE50017D1F95A77,-23.4544620513916,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0021,TERGN_0764477EA142819ABDC7,-22.365178108215332,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0023,TERGN_84BBB60B9943107098DA,-21.851909637451172,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0017,TERGN_860C71CFC01A83F63861,-21.162883758544922,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0020,TERGN_7A1B8DE44BE041BC4E5A,-20.44602108001709,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0029,TERGN_4E240F2186347EC432D6,-20.298870086669922,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0029,TERGN_CB6E255B91EB929B16BB,-19.598289489746094,False
TERGXC_793274A5B32F2C802237,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0042,TERGN_5446257E9183C0179CB5,-19.635441780090332,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0021,TERGN_6DA7FC378EAF2E1A5521,-35.144601821899414,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0020,TERGN_B633F81E4433DA9729C4,-35.12628746032715,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0036,TERGN_C6D92B7273BE5A134977,-34.63720703125,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0029,TERGN_A809A0B313EE93170715,-34.403249740600586,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0031,TERGN_326C2997E11FF95D0C30,-34.19970703125,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0038,TERGN_B3B323167F4F648BA5C6,-33.929574966430664,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0026,TERGN_42883425DA8625FCF5BF,-33.68044090270996,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0016,TERGN_06EF3912EBE8F355A53E,-33.53662300109863,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0032,TERGN_04062DA0715DEBE547D2,-32.750718116760254,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0028,TERGN_29341BACF44EEBC159FF,-32.69068431854248,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0033,TERGN_3DB6E1B1EF16FEF86DCC,-32.37637233734131,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,11,R01ZF_SARF000011__Q095__R0020,TERGN_E4DE713F4B4377A3C808,-31.746479034423828,False
TERGXC_63C6F12EC7DF744D5B34,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,12,R01ZF_SARF000012__Q095__R0026,TERGN_ED2F06CC1D1813E3D7CD,-31.49452781677246,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0034,TERGN_F7C21D6EC0F4CFA915C8,-30.14651393890381,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0023,TERGN_C08E6E6CDA514D96FC49,-29.77764892578125,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0023,TERGN_C10183B0561DD84F5F39,-29.44386577606201,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0026,TERGN_8D07ABE4E347855D4258,-29.20054817199707,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0030,TERGN_B8B843811284FC65190C,-28.948949813842773,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0024,TERGN_96E34D4C29C83C087903,-28.73615264892578,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0011,TERGN_C5CAA71A9995C9D12FAA,-28.3198823928833,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0019,TERGN_35C0CD376E399637FCC9,-27.845467567443848,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0016,TERGN_CE143D8A1957D9768895,-27.50179958343506,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0022,TERGN_5935EA42CAB5632F7782,-26.9381160736084,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0027,TERGN_DBF788A5301575147B3B,-26.61942195892334,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,11,R01ZF_SARF000011__Q095__R0025,TERGN_D81FD2525F624AA57162,-26.15672492980957,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,12,R01ZF_SARF000012__Q095__R0022,TERGN_64E0EC56E3B35DD5882E,-25.41120433807373,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,13,R01ZF_SARF000013__Q095__R0030,TERGN_99FE6D48DDF50BC69692,-25.047582626342773,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,14,R01ZF_SARF000014__Q095__R0035,TERGN_489DBABBEB56C26F1EF2,-24.682350158691406,False
TERGXC_C942EADA08D29B510B46,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,15,R01ZF_SARF000015__Q095__R0025,TERGN_9126489BC5209B9C20A4,-24.358516693115234,False
TERGXC_3B6094BB0C85C4A66F84,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,R01ZF_SARF000000__Q095__R0041,TERGN_7B9FD4B8DF0A0034DABC,-42.51724433898926,False
TERGXC_3B6094BB0C85C4A66F84,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0029,TERGN_9FFBD11B7F9AF7F68BC4,-42.26783752441406,False
TERGXC_3B6094BB0C85C4A66F84,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0025,TERGN_ABB26D7029F63C83F6B8,-41.99687385559082,False
TERGXC_3B6094BB0C85C4A66F84,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0022,TERGN_5C8B28CC8C93F8F59BD9,-41.31837463378906,False
TERGXC_3B6094BB0C85C4A66F84,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0028,TERGN_0A36B18F6F1B0ED633FF,-41.70426940917969,False
TERGXC_48F64489074B51770695,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0044,TERGN_A7B580FBF28C55D615A7,-25.208473205566406,False
TERGXC_48F64489074B51770695,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0040,TERGN_DC8873FF76628B253EA2,-23.280808448791504,False
TERGXC_F7434925ED55E724CC24,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0003,TERGN_C24392FBB06733E63FFC,-20.778152465820312,False
TERGXC_872651F328B449046051,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0040,TERGN_4B87835005B6A1257EBE,-32.1191463470459,False
TERGXC_872651F328B449046051,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0019,TERGN_45CA8E9682FE4B501137,-30.203482627868652,False
TERGXC_872651F328B449046051,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0040,TERGN_6DEA117BD0E500658D4D,-27.58238410949707,False
TERGXC_3296FD2E975AEA85A03E,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0004,TERGN_62E89D6C463D271D1D29,-20.178619384765625,False
