sar_event_id,segment_id,run_id,explanation_component_id,track_id,event_type,support_start_sar_frame,support_end_sar_frame,event_uncertainty_state,observable_evidence,event_is_person_event,event_is_hard_label,manual_reference_used
TERGSE_1EE2CB83B9BE15AA965D,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_F259996C9FA8CD4D6CE7,R01ZF_REUSED_R01ZF_PERSON001,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,30,30,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_BBD38B736AA4D5ED70A9,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_F259996C9FA8CD4D6CE7,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,30,30,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_355AA321098B63AA5BB0,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_1A37DB9F03A549B2A898,R01ZF_REUSED_R01ZF_PERSON001,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,30,30,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_E47356F3AD99243E9075,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_1A37DB9F03A549B2A898,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,30,30,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_25E9F58209E73E0EAB44,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_325E8E23E3E046B0C9C1,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_FAEF1E1B280F9A5DB356,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_325E8E23E3E046B0C9C1,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_3C79B6EFAA807DDC0ECC,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_892B0E008BD0F44444B9,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_6B36607A2BE6F1216BAD,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_892B0E008BD0F44444B9,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_7BCF44C6FD780C09432C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0FBD5BCCF91D68D513BF,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_EFBBA65198BD68CBE432,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0FBD5BCCF91D68D513BF,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,25,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_9BCEF3E35771D5C85C4F,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_B6C4A0A3948C30859756,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,23 q95 nodes and 25 P0-supported edges,False,False,False
TERGSE_B371B9CC40742ED1310A,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_B6C4A0A3948C30859756,R01ZF_REUSED_R01ZF_PERSON002,SAR_SPLIT_LIKE_HYPOTHESIS,24,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains SPLIT,False,False,False
TERGSE_5D8AE32842943C0A1378,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_B6C4A0A3948C30859756,R01ZF_REUSED_R01ZF_PERSON002,SAR_MERGE_LIKE_HYPOTHESIS,23,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_2AFF6D4951C900338C2E,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_B6C4A0A3948C30859756,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,29,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_ED687899D45DAA1909E7,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0A71C8CA1692A10D638A,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,24,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_38535C9765F01DFD482B,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0A71C8CA1692A10D638A,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_1F3E5F2CE7FD15C51ED2,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_EE37A81BEB41259776BD,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,9 q95 nodes and 9 P0-supported edges,False,False,False
TERGSE_71D9961BE892B6E459DA,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_EE37A81BEB41259776BD,R01ZF_REUSED_R01ZF_PERSON002,SAR_SPLIT_LIKE_HYPOTHESIS,26,27,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains SPLIT,False,False,False
TERGSE_A2E564A4B011C2E41CC7,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_EE37A81BEB41259776BD,R01ZF_REUSED_R01ZF_PERSON002,SAR_MERGE_LIKE_HYPOTHESIS,27,28,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_75461DBC3F27A78AE5D0,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_EE37A81BEB41259776BD,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_8540873050F3D3AC5647,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_C50FED8C3D6BD43F0C59,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_6553FB08AFE00CBF5482,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_C50FED8C3D6BD43F0C59,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,29,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_3BD6727524E1CEC43084,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_7F287AA2DB8B0DC212C7,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_93132F168D0D1CC41F16,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_7F287AA2DB8B0DC212C7,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,25,29,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_AD32A2B3C50C4AE0EEFD,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_810D6F2D60ADC38D8CE7,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_D2B9A52D80881174098F,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_810D6F2D60ADC38D8CE7,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,24,28,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_41789FFF6089A6DBD403,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_9B1CB3AF2E52D585913C,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,24,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_5472449EC6F61A19B8AA,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_9B1CB3AF2E52D585913C,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_3FE10E020E219B262DEE,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_D417024580C854C02563,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,24,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_CF36E849436EED465EFB,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_D417024580C854C02563,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_DDF7D9FB45E9A29A0F5D,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3A405B2C6DB6490F948C,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,23,23,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_75129C11BC8A04A5C4B0,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3A405B2C6DB6490F948C,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,23,23,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_5F60C73B5D644E65272C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_CEF26D63D3A930B25244,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,24,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_1272CF53A921AA0C4440,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_CEF26D63D3A930B25244,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_2111C1A44F4EEC135FC5,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_CEF26D63D3A930B25244,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,24,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_23104C1D24BECE347A61,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_71C7CB0CEB542312FEA6,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,23,30,GRAPH_COMPONENT_HYPOTHESIS,8 q95 nodes and 7 P0-supported edges,False,False,False
TERGSE_17FB0997EB4DD9FB8C82,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_71C7CB0CEB542312FEA6,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,23,29,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_6ED052B8FBB376BCDDC4,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_EA2BA86B25725EA2F26E,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,23,23,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_F297FE19356211B4108A,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_EA2BA86B25725EA2F26E,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,23,23,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_9B4B87BF196291DA694E,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0D760312E4FCF8FB2F12,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,24,24,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_F0B3D920B333158790DD,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0D760312E4FCF8FB2F12,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,24,24,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_DFC549D0B60B8C201CC1,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0D760312E4FCF8FB2F12,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_D3E15AF888E810EA16E1,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_7D52CFC1D7C51325E8A7,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,24,24,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_BFC39A851DE74A2F2592,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_7D52CFC1D7C51325E8A7,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,24,24,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_1498C5E736F25EED55D0,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_7D52CFC1D7C51325E8A7,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_CFF33A1B830CB72FD7E9,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A7528AB89DB31E855F83,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,24,24,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_F6FBD4BB38163E9AC18C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A7528AB89DB31E855F83,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,24,24,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_8B441811747D9FF1A483,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A7528AB89DB31E855F83,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_327FA7395EBE7D48FC15,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0FEFF33D86DD3385317C,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,24,24,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_E8F7863C71D51C5B40C5,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0FEFF33D86DD3385317C,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,24,24,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_5470B383A0A78169E1DF,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_0FEFF33D86DD3385317C,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,24,24,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_E3154E13AC5982366E9C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_48317758D537B1F93958,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,25,27,GRAPH_COMPONENT_HYPOTHESIS,3 q95 nodes and 2 P0-supported edges,False,False,False
TERGSE_EC8A3C90887E4B2833CE,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_48317758D537B1F93958,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,25,25,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_B65363ECC1C9C3AE285F,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_48317758D537B1F93958,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,27,27,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_17C9B9D7263EF388FD3B,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_48317758D537B1F93958,R01ZF_REUSED_R01ZF_PERSON002,SAR_MERGE_LIKE_HYPOTHESIS,25,26,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_61D43AAAC4CAAA0BF0E6,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_66ED86B60706667E8DF3,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,25,26,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_D34B35A7A1481ADBD967,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_66ED86B60706667E8DF3,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,25,25,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_EB06B92FB618BCB7342C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_66ED86B60706667E8DF3,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,26,26,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_04D39C532A59F3424B42,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_605A3F6F5800A59B5C14,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,25,25,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_B5B3F91EDC67DE9CA96F,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_605A3F6F5800A59B5C14,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,25,25,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_A1474DF4B5F9B70AE175,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_605A3F6F5800A59B5C14,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,25,25,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_298E75059B68B67650B5,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3846E402A6D8DC0A3D2B,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,26,27,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_38BE7C86F07BE168B58E,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3846E402A6D8DC0A3D2B,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,26,26,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_B8E7198CEDB2DA1CE276,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3846E402A6D8DC0A3D2B,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,27,27,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_7E93D7F77CBF98E27BC9,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3846E402A6D8DC0A3D2B,R01ZF_REUSED_R01ZF_PERSON002,SAR_SPLIT_LIKE_HYPOTHESIS,26,27,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains SPLIT,False,False,False
TERGSE_32A459FFA2D412DAFFEC,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_3846E402A6D8DC0A3D2B,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,26,27,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_F6946F694ACDD8034290,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_68482CA61D2DB547F4EE,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,26,30,GRAPH_COMPONENT_HYPOTHESIS,5 q95 nodes and 4 P0-supported edges,False,False,False
TERGSE_152863C5B87DAC6AC664,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_68482CA61D2DB547F4EE,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,26,26,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_544AAE4F649BAD7576AE,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_68482CA61D2DB547F4EE,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,27,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_928DF24DC2FF23E3EE48,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_E66E788DC440724F9162,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,27,30,GRAPH_COMPONENT_HYPOTHESIS,4 q95 nodes and 3 P0-supported edges,False,False,False
TERGSE_C1636792CAEC3C71AB39,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_E66E788DC440724F9162,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,27,27,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_0C0810E42619AF942E9C,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_E66E788DC440724F9162,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,28,29,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_997EA67C68B85F7BAEB2,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_F59BF7240824EF7F0254,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,28,30,GRAPH_COMPONENT_HYPOTHESIS,3 q95 nodes and 2 P0-supported edges,False,False,False
TERGSE_504901989681BF5C08EE,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_F59BF7240824EF7F0254,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,28,28,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_87D2F1F2EF2BD6A553F0,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_F59BF7240824EF7F0254,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,28,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_EB6B1850E061933FF3C4,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_DCA62AD295E9B05D11D4,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,28,28,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_305FCF88E39A7F1559BA,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_DCA62AD295E9B05D11D4,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,28,28,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_0EFC233585A78E9FBB40,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_DCA62AD295E9B05D11D4,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,28,28,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_A53F94A13265EA575970,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A097041F638CE745FFF5,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,29,30,GRAPH_COMPONENT_HYPOTHESIS,3 q95 nodes and 2 P0-supported edges,False,False,False
TERGSE_C4A892D315D25AB632D1,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A097041F638CE745FFF5,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,29,29,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_DBAE1C9CE089DE68FCD4,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A097041F638CE745FFF5,R01ZF_REUSED_R01ZF_PERSON002,SAR_MERGE_LIKE_HYPOTHESIS,29,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_18F189C1FAC7455F9A68,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_A097041F638CE745FFF5,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,29,30,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_2CBA8C8DFA5D80D4E726,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_840016E1D66B30EC482D,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,29,29,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_ACF603218DAAE51E83B1,TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,TERGXC_840016E1D66B30EC482D,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,29,29,SET_VALUED,first q95 node in this explanation component,False,False,False
