d_parallel_m,response_median,response_q75,contrast_median,contrast_p25,theta_coherence_median,theta_coherence_p25,temporal_persistence,temporal_positive_fraction,temporal_contrast_iqr,contrast_smooth,persistence_coherence_score
9.499992,0.17987132,0.18658088147640228,-0.007276349,-0.008356310427188873,0.11940298507462686,0.08955223880597014,0.0,0.0,0.0022518299520015717,0.0,0.0
9.549993,0.17802161,0.18565411120653152,-0.007689953,-0.008729688823223114,0.11194029850746269,0.0845771144278607,0.0,0.0,0.0018133297562599182,0.0,0.0
9.599993,0.17918965,0.18617494404315948,-0.0066367835,-0.008333325386047363,0.13681592039800994,0.11442786069651742,0.0,0.0,0.0029316022992134094,0.0,0.0
9.649993,0.17846201,0.18487286567687988,-0.0073759183,-0.00826248899102211,0.10945273631840796,0.0808457711442786,0.0,0.0,0.0019129123538732529,0.0,0.0
9.699993,0.17700674,0.18512561917304993,-0.006502755,-0.00845780223608017,0.12686567164179105,0.11069651741293532,0.0,0.0,0.0031422339379787445,0.0,0.0
9.749992,0.17757353,0.18443626910448074,-0.00645297,-0.007753126323223114,0.11691542288557213,0.0945273631840796,0.0,0.0,0.002094801515340805,0.0,0.0
9.799993,0.17795649,0.1866268292069435,-0.006518066,-0.008030779659748077,0.13432835820895522,0.10572139303482586,0.0,0.0,0.0027133040130138397,0.0,0.0
9.849993,0.17760417,0.18436351418495178,-0.00671722,-0.008229926228523254,0.1044776119402985,0.0845771144278607,0.0,0.0,0.002364806830883026,0.0,0.0
9.899992,0.17776501,0.18598344922065735,-0.005698528,-0.007149975746870041,0.1318407960199005,0.11940298507462686,0.0,0.0,0.0020258910953998566,0.0,0.0
9.949992,0.17727482,0.18374693393707275,-0.006372541,-0.007255293428897858,0.11442786069651742,0.09079601990049752,0.0,0.0,0.0017597302794456482,0.0,0.0
