candidate_id,d_parallel_peak_m,score,prominence,half_prominence_low_m,half_prominence_high_m,half_prominence_width_m,prominence_base_low_m,prominence_base_high_m,response_median,contrast_median,contrast_p25,theta_coherence_median,theta_coherence_p25,temporal_persistence,temporal_positive_fraction,temporal_contrast_iqr,score_rank
STATIC_BAND_D07.10,7.099995136260986,0.005081699925709713,0.005081699925709713,7.0138682115607445,7.143979247760493,0.13011103619974862,6.949995040893555,7.299994945526123,0.2331341952085495,0.01263020932674408,0.011224716901779175,0.5323383084577115,0.5124378109452736,0.7962962962962963,1.0,0.003720499575138092,1
STATIC_BAND_D04.90,4.899997234344482,0.0024604634638221707,0.0024604634638221707,4.87165880089268,4.971082713268432,0.09942391237575234,4.799997329711914,5.049997329711914,0.21268382668495178,0.010669417679309845,0.009087786078453064,0.5099502487562189,0.4838308457711443,0.6296296296296297,0.9629629629629629,0.003946445882320404,2
STATIC_BAND_D12.40,12.39999008178711,0.0013545490339927095,0.0013545490339927095,12.353164234355472,12.500323562223022,0.1471593278675508,12.299989700317383,12.549989700317383,0.20492877066135406,0.007762722671031952,0.0062844716012477875,0.472636815920398,0.4552238805970149,0.2037037037037037,1.0,0.002782236784696579,3
