seed_frame,path_kind,direction,source_frame,destination_frame,object_type,status,reasons,best_score,best_offset_m,second_score,second_offset_m,second_ratio,node_support_fraction,p0_dx_px,p0_dy_px,pair_separation_m
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,454,453,SAR_BOUNDARY_NEAR,SUPPORTED,,0.02141544222831726,-0.03999948501586914,-0.022931978106498718,0.20000100135803223,-1.07081506242146,0.8076923076923077,3.137025833129883,0.19487451016902924,2.13839128074717
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,454,453,SAR_BOUNDARY_FAR,SUPPORTED,,0.016122855246067047,0.030000656843185425,,,,0.6153846153846154,3.137025833129883,0.19487451016902924,2.13839128074717
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,453,452,SAR_BOUNDARY_NEAR,SUPPORTED,,0.026914827525615692,-0.019999444484710693,-0.01575520634651184,-0.25999993085861206,-0.585372740416676,0.9230769230769231,3.0060815811157227,0.1270781308412552,2.0783911591536945
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,453,452,SAR_BOUNDARY_FAR,SUPPORTED,,0.009417138993740082,-0.07999956607818604,-0.007195919752120972,0.14000087976455688,-0.7641301415328332,0.5769230769230769,3.0060815811157227,0.1270781308412552,2.0783911591536945
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,452,451,SAR_BOUNDARY_NEAR,SUPPORTED,,0.024134494364261627,0.0200006365776062,-0.02265624701976776,0.26000112295150757,-0.9387496036924289,0.9615384615384616,3.0334908962249756,0.06756294518709183,2.098391199684853
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,452,451,SAR_BOUNDARY_FAR,SUPPORTED,,0.016291357576847076,0.04000067710876465,-0.008547797799110413,0.26000112295150757,-0.5246829651114132,0.6538461538461539,3.0334908962249756,0.06756294518709183,2.098391199684853
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,451,450,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03275888413190842,-0.03999948501586914,-0.016743257641792297,0.25000113248825073,-0.5111058598447106,0.9615384615384616,3.2549774646759033,0.15086019039154053,2.13839128074717
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,451,450,SAR_BOUNDARY_FAR,SUPPORTED,,0.017547480762004852,5.960464477539062e-07,-0.011140473186969757,0.2300010323524475,-0.6348759310847607,0.6538461538461539,3.2549774646759033,0.15086019039154053,2.13839128074717
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,450,449,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03764169663190842,0.0200006365776062,-0.03465074300765991,-0.16999974846839905,-0.9205414768229891,0.9230769230769231,3.128805160522461,0.1723514050245285,2.098391199684853
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,450,449,SAR_BOUNDARY_FAR,SUPPORTED,,0.009520523250102997,-0.019999444484710693,-0.0014935657382011414,0.280001163482666,-0.15687853482055025,0.5769230769230769,3.128805160522461,0.1723514050245285,2.098391199684853
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,449,448,SAR_BOUNDARY_NEAR,SUPPORTED,,0.03708639740943909,-0.00999942421913147,-0.022039689123630524,0.24000108242034912,-0.5942795920646924,0.9230769230769231,3.1430399417877197,0.18099191784858704,2.2083914226062245
454,PAIR_SAFE_FROZEN,F454_BACKWARD_PAIR_SAFE,449,448,SAR_BOUNDARY_FAR,SUPPORTED,,0.01436886191368103,0.10000079870223999,-0.061247698962688446,-0.1899997889995575,-4.262529581718135,0.5769230769230769,3.1430399417877197,0.18099191784858704,2.2083914226062245
