graph_edge_id,run_id,track_id,source_sar_frame,destination_sar_frame,source_region_id,destination_region_id,soft_intersection_px,source_total_retention,destination_explained_fraction,soft_iou,sar_p0_residual_state,sar_topology_state,p0_supported_continuation,mutual_local_dominant,outgoing_relative_strength,incoming_relative_strength,audit_edge_family,exact_one_soft_pixel_mass
TERGE_B1897064AEC00402790D,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0023,R01ZF_SARF000004__Q095__R0017,269.46875,0.8215510670731707,0.874898538961039,0.7351862903913378,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,CORE_CONTINUATION,False
TERGE_5651AABF3DBD05B4465B,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0023,R01ZF_SARF000004__Q095__R0028,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_F0178515B05463678D79,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0023,R01ZF_SARF000004__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_BB5684985539739D40C1,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0023,R01ZF_SARF000004__Q095__R0031,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_ECE7D5ECDD1BE5DC7FCF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0023,R01ZF_SARF000004__Q095__R0040,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_26DE8F39FEB641A4F49B,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_CBF32776D60EE3BD00AD,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_5D43F5BBE3F441AF7802,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0006,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_9C01AAB3A408958CE386,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0009,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_4EEED3B4BE4DD4D91115,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0017,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_C10507CFA20C0105A7EA,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0028,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_3A5D0DF5D8DF7CEDE23D,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0030,69.59375,0.5658028455284553,0.980193661971831,0.5594071841245918,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_56109AED8AD1762CDDDF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0031,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_1B2BF3C82FE715411FC7,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0026,R01ZF_SARF000004__Q095__R0040,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_68F1DA040E1CE340766E,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_E3624067D14255B46577,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_2E0296C9CA470978E142,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0006,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_962844303DD216F24CC1,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0009,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_375305A7B7207550F97D,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0017,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_1DB86BB8CD4EC22574ED,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0028,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_FAF8B1EFEC04D120F766,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_E29C606DB21304E80896,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0031,80.5625,0.500388198757764,0.8756793478260869,0.4671982602392171,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_B53171CA637A6BA2AE60,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0029,R01ZF_SARF000004__Q095__R0040,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_114295D300F34C6BF8BB,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_EC211B00C36AB658BB5C,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_53E757BBDD3095EEC723,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0006,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_BD348166F0D7864C357B,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0009,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_729451B11DEB5297D6AD,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0017,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_F85FD10CCDDC5B2983A7,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0028,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_731EE31621A51663E25F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_365E518B3660A9D0400B,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0031,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_AAE27BFEAF2941753FFC,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,3,4,R01ZF_SARF000003__Q095__R0040,R01ZF_SARF000004__Q095__R0040,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_FBD6D12FD99E665E8EF4,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0001,609.111328125,0.954719950039185,0.8298519456743869,0.7984275433372845,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_A29663046A3A440BFBCC,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0004,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_32FB66F8AE3997199C77,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0006,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_128E8F8E3FE07908073A,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0010,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_AE909DD44949966DC268,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0019,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_B2F784C4417018A9B786,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_8CE738F5680624B69E23,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0024,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_7F61F63A7F8CEDEF3F61,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0032,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_DCC4C17603E43693113B,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0037,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_3553D196852EC02A1C45,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0038,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_1B8D71D23673451B7F61,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0045,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_F61B18ECB2B5C43785CB,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_A1B85518FF94259643BF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0004,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_2331E02EC9F3382253FD,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0006,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_6E5D9FC4F4FA4B9B75D2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0010,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_3900E9A5ED30FA69F811,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0019,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_36EFDAE66497E590033F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_915312ED7F21F1F09C0A,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0024,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_7723B37A6FF8F41A6D24,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0032,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_64CDDE3C66018C327D38,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0037,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_C21EF9DA3DDBE2A88CA4,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0038,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_0DD0D4415DB680B93F23,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0002,R01ZF_SARF000005__Q095__R0045,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_22D38426FC910852AF27,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_2153219CDC94D0A62C2A,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0004,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_606FA21BE5B1BF36495D,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0006,1015.1376953125,0.6503124249279308,0.9186766473416289,0.614913607531102,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_CBCA51C3E1028C4D277D,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0010,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_F7F4A4990DB62B9D3754,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0019,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_097017DE9A92534EA168,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_0329863099F13A654853,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0024,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_D2C8A7913B7FBCBD0ECB,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0032,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_C87BB0F80999ABD7F580,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0037,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_D7D876A6B6E5669B56E7,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0038,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_6C13371C455629B4D337,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0045,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_2A1C90A38AD5B2E5E8A5,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_591252F437083784A6CA,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0004,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_ED54437F6C2C49771811,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0006,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_FC59658BC94B1242D992,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0010,1855.30859375,0.7141295587952271,0.8514495611519045,0.6350118256093632,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_B4353F76270C94F07582,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0019,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_FE1312FF8AC0DD0CD8E8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_660DCF620F23499796C8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0024,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_9D20B692B908C9F8226E,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0032,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_D61D7E2AA5B923BF32EA,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0037,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
