graph_edge_id,run_id,track_id,source_sar_frame,destination_sar_frame,source_region_id,destination_region_id,soft_intersection_px,source_total_retention,destination_explained_fraction,soft_iou,sar_p0_residual_state,sar_topology_state,p0_supported_continuation,mutual_local_dominant,outgoing_relative_strength,incoming_relative_strength,audit_edge_family,exact_one_soft_pixel_mass
TERGE_0991F36330E47C9938D4,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_8EADE68118C2CD2BE6FD,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0007,762.1875,0.4301283860045147,0.920516304347826,0.414725386838973,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_SPLIT_LIKE,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_F4805246AA38B2E2F6ED,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0008,732.5,0.4133747178329571,0.5108089260808926,0.2961390741863756,SAR_P0_RESIDUAL_BELOW_COMMON,P0_SPLIT_AND_MERGE_LIKE,True,False,0.9610496104961049,1.0,UNCERTAIN_CONTINUATION,False
TERGE_CAB0568C75BC79528533,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0014,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_E874788DA13B9D54BBB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0018,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_97574F589DFA3C09DB4A,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_837DC9B1D3904BFA95B1,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0023,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_E6912AD7FB81B19174C6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0029,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_A178A479F754C0617C80,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_7D20D2DF5591E07E23BC,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0007,R01ZF_SARF000001__Q095__R0042,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_6FF75C01C9F49521A4FD,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_4E92243169E75EC4463E,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_0212E5E63E3D18582FA9,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0007,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_8887742EEB512CC104EA,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0008,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_6B087C66259D0934E3D0,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0014,706.65625,0.9680222602739726,0.8607262484774665,0.8369295680817203,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_CE01F194B7DBCC993B32,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0018,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_0602AC287CEBAFB9A9DF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_19D1C97053656EA0CD6E,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0023,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_FC21E971F4A5C105CD90,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0029,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_F7F145F78D25313ED7CD,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_31B4E9226F4AE665BC83,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0042,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_1CB797C6CB1996724D59,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_1B521405CF23BF10CE9C,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_80ECE6CA29BD340B6A29,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0007,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_8D7FB26EDAB65732BE51,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0008,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_560CB00EE263E4DDAF7A,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0014,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_3AAD6B6CBD3D91722E58,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0018,369.947265625,0.7282426488681102,0.9248681640625,0.6875669279048072,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
TERGE_D7B283D8A40D62140C90,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_3B87B381E18EBF144C7F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0023,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_990FB9B580DD5518C12F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0029,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_CE5560322F6BC17ACE71,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_DDF1571D291C8A336E81,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0018,R01ZF_SARF000001__Q095__R0042,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_6379F1E46EB30B02BA36,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_F8381F6459ADDCE2C75A,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_0E1A0F961CFB79EEFF4F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0007,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_EF614737A25803902EF7,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0008,263.32421875,0.9175059886759582,0.18362916230822873,0.18064663084694438,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_MERGE_LIKE,True,False,1.0,0.3594869880546075,WEAK_CONTINUATION,False
TERGE_A6F480F10F1DDC14E524,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0014,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_62468702D4E723693DD1,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0018,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_65F0B9D56DEF55AEA477,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0020,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_439370996DCD5E9BEF36,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0023,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_8032E120AB78DB062D37,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0029,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_02F76E0DB8BD8BB109A3,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0030,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_620919133EE29F831514,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0042,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_8185484AFD9C4E3F77D0,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0001,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_6B6E703F23433A465477,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0002,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_AFDCD0B549AB31342639,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0007,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_81B39E3FC12D39A47C52,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0008,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_534D54091C5DE6905477,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0014,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_9F7AA576E1E3CF0E5E9F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0018,0.0,0.0,0.0,0.0,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,False,,,,UNSUPPORTED,False
TERGE_CD15AFC3B19FCCDC5D11,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,0,1,R01ZF_SARF000000__Q095__R0021,R01ZF_SARF000001__Q095__R0020,164.84375,0.8041158536585366,0.6439208984375,0.556610741795927,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,True,1.0,1.0,DEFORMATION_LINK,False
