run_id,timing_condition,sar_frame_uid,sar_frame_index,sar_timestamp_ms,optical_query_frame_index,optical_query_timestamp_ms,query_semantics,query_available,raw_observation_count,query_timestamp_matches_decoded_frame,sync_status,reference_used
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000475,475,15833,286.0,15889.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,2,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000476,476,15867,287.0,15944.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,2,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000477,477,15900,287.0,15944.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,2,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000478,478,15933,288.0,16000.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,2,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000479,479,15967,288.0,16000.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,2,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000480,480,16000,289.0,16056.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,3,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000481,481,16033,290.0,16111.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,3,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000482,482,16067,290.0,16111.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,3,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000483,483,16100,291.0,16167.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,3,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000484,484,16133,291.0,16167.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,3,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
R02ZF,OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000485,485,16167,292.0,16222.0,FIXED_DECODED_OPTICAL_FRAME_INDEX_SHIFT,True,4,True,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False
