run_id,sar_frame_index,sar_timestamp_ms,boundary_id,nominal_d_m,d_center_m,d_curve_p90_absdev_m,available_theta_fraction,median_local_peak_contrast,median_response_thickness_m,theta_extent_low_deg,theta_extent_high_deg,frame_available,manual_person_reference_used
R02ZF,13,433,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.7499995231628418,0.6703296703296703,0.017193300649523735,0.14999985694885254,-45.0,45.0,False,False
R02ZF,13,433,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.7999992370605469,0.7582417582417582,0.02412392385303974,0.15000009536743164,-45.0,43.0,False,False
R02ZF,13,433,STATIC_BOUNDARY_C,12.4,12.199990272521973,0.8499994277954102,0.8681318681318682,0.019597336649894714,0.14999961853027344,-45.0,45.0,False,False
R02ZF,14,467,STATIC_BOUNDARY_A,4.9,5.099997043609619,0.4999995231628418,0.5824175824175825,0.01663554273545742,0.14999985694885254,-45.0,45.0,True,False
R02ZF,14,467,STATIC_BOUNDARY_B,7.1,7.2749950885772705,0.8149991512298582,0.7912087912087912,0.022245202213525772,0.15000009536743164,-45.0,45.0,False,False
R02ZF,14,467,STATIC_BOUNDARY_C,12.4,12.14999008178711,0.9499988555908203,0.8681318681318682,0.019285183399915695,0.14999961853027344,-45.0,45.0,False,False
R02ZF,15,500,STATIC_BOUNDARY_A,4.9,5.099997043609619,0.5999994277954102,0.6263736263736264,0.015056499280035496,0.14999985694885254,-43.0,43.0,False,False
R02ZF,15,500,STATIC_BOUNDARY_B,7.1,6.999995231628418,0.7949990749359137,0.7472527472527473,0.021214820444583893,0.17499971389770508,-45.0,43.0,False,False
R02ZF,15,500,STATIC_BOUNDARY_C,12.4,12.199990272521973,1.149998664855957,0.8021978021978022,0.02024661749601364,0.1999988555908203,-45.0,45.0,False,False
R02ZF,16,533,STATIC_BOUNDARY_A,4.9,5.149996757507324,0.5499997138977051,0.5824175824175825,0.0170743465423584,0.14999985694885254,-45.0,42.0,True,False
R02ZF,16,533,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.7849993228912355,0.8131868131868132,0.02033919468522072,0.15000009536743164,-45.0,45.0,False,False
R02ZF,16,533,STATIC_BOUNDARY_C,12.4,12.099990844726562,0.75,0.8901098901098901,0.018023617565631866,0.14999961853027344,-45.0,45.0,False,False
R02ZF,17,567,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.7099997520446779,0.5384615384615384,0.01551690325140953,0.14999985694885254,-43.0,44.0,False,False
R02ZF,17,567,STATIC_BOUNDARY_B,7.1,7.074995279312134,0.7749993801116943,0.7912087912087912,0.021143652498722076,0.17499971389770508,-45.0,43.0,False,False
R02ZF,17,567,STATIC_BOUNDARY_C,12.4,12.699989318847656,1.0249991416931152,0.8351648351648352,0.01922256499528885,0.14999961853027344,-45.0,45.0,False,False
R02ZF,18,600,STATIC_BOUNDARY_A,4.9,4.699997425079346,0.8699990272521972,0.7362637362637363,0.016914259642362595,0.14999985694885254,-45.0,45.0,False,False
R02ZF,18,600,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.8849995613098146,0.8131868131868132,0.02316395193338394,0.15000009536743164,-45.0,45.0,False,False
R02ZF,18,600,STATIC_BOUNDARY_C,12.4,12.299989700317383,1.1999988555908203,0.8791208791208791,0.021301209926605225,0.1999988555908203,-45.0,45.0,False,False
R02ZF,19,633,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.7499990463256836,0.6813186813186813,0.01737019792199135,0.14999985694885254,-45.0,45.0,False,False
R02ZF,19,633,STATIC_BOUNDARY_B,7.1,7.199995040893555,0.7499990463256836,0.8131868131868132,0.028786160051822662,0.19999933242797852,-45.0,42.0,False,False
R02ZF,19,633,STATIC_BOUNDARY_C,12.4,12.199990272521973,0.7499990463256836,0.7802197802197802,0.019787486642599106,0.14999961853027344,-45.0,45.0,False,False
R02ZF,20,667,STATIC_BOUNDARY_A,4.9,4.849997520446777,0.6949988842010497,0.7912087912087912,0.020538929849863052,0.14999985694885254,-44.0,44.0,False,False
R02ZF,20,667,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.8449994087219241,0.9010989010989011,0.027212053537368774,0.19999933242797852,-45.0,45.0,False,False
R02ZF,20,667,STATIC_BOUNDARY_C,12.4,12.299989700317383,1.0799993515014652,0.9340659340659341,0.020102540031075478,0.14999961853027344,-45.0,45.0,False,False
R02ZF,21,700,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.6999993324279785,0.8351648351648352,0.018432267010211945,0.14999985694885254,-45.0,45.0,False,False
R02ZF,21,700,STATIC_BOUNDARY_B,7.1,7.049995422363281,0.7499990463256836,0.8461538461538461,0.029365478083491325,0.19999933242797852,-45.0,44.0,False,False
R02ZF,21,700,STATIC_BOUNDARY_C,12.4,12.474990367889404,1.1699988365173342,0.9010989010989011,0.019752107560634613,0.14999961853027344,-45.0,45.0,False,False
R02ZF,22,733,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.5999994277954102,0.7252747252747253,0.018635986372828484,0.15000009536743164,-41.0,43.0,False,False
R02ZF,22,733,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.7499995231628418,0.8131868131868132,0.027878321707248688,0.15000009536743164,-45.0,45.0,False,False
R02ZF,22,733,STATIC_BOUNDARY_C,12.4,12.499990463256836,1.0099990844726556,0.8571428571428571,0.019358407706022263,0.14999961853027344,-45.0,45.0,False,False
R02ZF,23,767,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.5999994277954102,0.6373626373626373,0.01685480773448944,0.14999985694885254,-45.0,38.0,False,False
R02ZF,23,767,STATIC_BOUNDARY_B,7.1,7.174994945526123,0.8249993324279785,0.7912087912087912,0.025730445981025696,0.19999933242797852,-45.0,44.0,False,False
R02ZF,23,767,STATIC_BOUNDARY_C,12.4,11.949990272521973,1.1999988555908203,0.8681318681318682,0.0200306735932827,0.1999988555908203,-45.0,45.0,False,False
R02ZF,24,800,STATIC_BOUNDARY_A,4.9,5.024997234344482,0.6749992370605469,0.5274725274725275,0.017244301736354828,0.14999985694885254,-45.0,41.0,False,False
R02ZF,24,800,STATIC_BOUNDARY_B,7.1,7.049995422363281,0.7499991893768311,0.7472527472527473,0.024261072278022766,0.17499971389770508,-45.0,40.0,False,False
R02ZF,24,800,STATIC_BOUNDARY_C,12.4,12.099990844726562,0.9149986267089846,0.7692307692307693,0.0184846892952919,0.14999961853027344,-45.0,45.0,False,False
R02ZF,25,833,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.5499992370605469,0.5604395604395604,0.016015486791729927,0.14999985694885254,-44.0,44.0,True,False
R02ZF,25,833,STATIC_BOUNDARY_B,7.1,6.949995040893555,0.8449994087219238,0.7912087912087912,0.021733777597546577,0.17499971389770508,-45.0,43.0,False,False
R02ZF,25,833,STATIC_BOUNDARY_C,12.4,12.099990844726562,1.149998664855957,0.7362637362637363,0.019775202497839928,0.1999988555908203,-45.0,45.0,False,False
R02ZF,26,867,STATIC_BOUNDARY_A,4.9,5.049997329711914,0.5999994277954102,0.6153846153846154,0.016066748648881912,0.15000033378601074,-44.0,43.0,False,False
R02ZF,26,867,STATIC_BOUNDARY_B,7.1,7.049995422363281,0.8399993896484373,0.8021978021978022,0.026426445692777634,0.15000009536743164,-45.0,45.0,False,False
R02ZF,26,867,STATIC_BOUNDARY_C,12.4,12.39999008178711,0.8999996185302734,0.9120879120879121,0.019421175122261047,0.14999961853027344,-45.0,45.0,False,False
R02ZF,27,900,STATIC_BOUNDARY_A,4.9,5.049997329711914,0.5999994277954102,0.6483516483516484,0.01699674315750599,0.15000033378601074,-44.0,45.0,False,False
R02ZF,27,900,STATIC_BOUNDARY_B,7.1,7.049995422363281,0.849998950958252,0.8021978021978022,0.023813823238015175,0.19999933242797852,-44.0,45.0,False,False
R02ZF,27,900,STATIC_BOUNDARY_C,12.4,12.0499906539917,1.149998664855957,0.7692307692307693,0.020788388326764107,0.14999961853027344,-45.0,45.0,False,False
R02ZF,28,933,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.6499996185302734,0.5494505494505495,0.016090624034404755,0.15000033378601074,-44.0,45.0,False,False
R02ZF,28,933,STATIC_BOUNDARY_B,7.1,7.074995279312134,0.8749988079071045,0.7472527472527473,0.02513321489095688,0.19999933242797852,-45.0,45.0,False,False
R02ZF,28,933,STATIC_BOUNDARY_C,12.4,12.224990367889404,0.974998950958252,0.7912087912087912,0.01879851520061493,0.17499923706054688,-45.0,45.0,False,False
R02ZF,29,967,STATIC_BOUNDARY_A,4.9,5.049997329711914,0.7999996185302738,0.6043956043956044,0.015488608740270138,0.15000033378601074,-44.0,44.0,False,False
R02ZF,29,967,STATIC_BOUNDARY_B,7.1,7.124994993209839,0.8249990940093994,0.7692307692307693,0.024417545646429062,0.19999933242797852,-45.0,45.0,False,False
R02ZF,29,967,STATIC_BOUNDARY_C,12.4,12.14999008178711,1.5099987030029305,0.8461538461538461,0.01741248555481434,0.14999961853027344,-44.0,45.0,False,False
R02ZF,30,1000,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.5999994277954102,0.6593406593406593,0.014503869228065014,0.14999985694885254,-45.0,44.0,False,False
R02ZF,30,1000,STATIC_BOUNDARY_B,7.1,7.199995040893555,0.8499994277954102,0.7692307692307693,0.02147854119539261,0.15000009536743164,-45.0,44.0,False,False
R02ZF,30,1000,STATIC_BOUNDARY_C,12.4,12.324990272521973,1.0599987983703614,0.8131868131868132,0.01860816776752472,0.14999961853027344,-45.0,45.0,False,False
R02ZF,31,1033,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.4499998092651367,0.5164835164835165,0.01687791757285595,0.14999985694885254,-35.0,40.0,True,False
R02ZF,31,1033,STATIC_BOUNDARY_B,7.1,7.199995040893555,0.7549990653991699,0.7692307692307693,0.020435981452465057,0.19999933242797852,-45.0,44.0,False,False
R02ZF,31,1033,STATIC_BOUNDARY_C,12.4,12.199990272521973,0.7499990463256836,0.8021978021978022,0.01775738224387169,0.14999961853027344,-44.0,45.0,False,False
R02ZF,32,1067,STATIC_BOUNDARY_A,4.9,4.799997329711914,0.6049994468688965,0.6593406593406593,0.018136560916900635,0.15000033378601074,-45.0,38.0,False,False
R02ZF,32,1067,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.8499994277954102,0.7032967032967034,0.022745419293642044,0.19999933242797852,-45.0,45.0,False,False
R02ZF,32,1067,STATIC_BOUNDARY_C,12.4,12.199990272521973,0.9999990463256836,0.7582417582417582,0.018206607550382614,0.14999961853027344,-45.0,45.0,False,False
R02ZF,33,1100,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.5799994468688969,0.4725274725274725,0.014157990925014019,0.14999985694885254,-43.0,40.0,False,False
R02ZF,33,1100,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.7999992370605469,0.7252747252747253,0.023006340488791466,0.19999957084655762,-45.0,45.0,False,False
R02ZF,33,1100,STATIC_BOUNDARY_C,12.4,12.14999008178711,0.9849989891052248,0.7032967032967034,0.01764512062072754,0.14999961853027344,-45.0,45.0,False,False
R02ZF,34,1133,STATIC_BOUNDARY_A,4.9,5.024997234344482,0.6749992370605469,0.5274725274725275,0.01702166721224785,0.1499999761581421,-45.0,41.0,False,False
R02ZF,34,1133,STATIC_BOUNDARY_B,7.1,7.099995136260986,0.7999992370605469,0.7142857142857143,0.024816272780299187,0.19999933242797852,-45.0,45.0,False,False
R02ZF,34,1133,STATIC_BOUNDARY_C,12.4,12.224990367889404,0.9799989700317383,0.7692307692307693,0.016948994249105453,0.14999961853027344,-43.0,45.0,False,False
R02ZF,35,1167,STATIC_BOUNDARY_A,4.9,5.074997186660767,0.47499966621398926,0.5054945054945055,0.013609593734145164,0.14999985694885254,-43.0,43.0,True,False
R02ZF,35,1167,STATIC_BOUNDARY_B,7.1,7.174995183944702,0.8249990940093994,0.7252747252747253,0.028971269726753235,0.19999933242797852,-44.0,38.0,False,False
R02ZF,35,1167,STATIC_BOUNDARY_C,12.4,12.07499074935913,1.4749979972839355,0.7692307692307693,0.018342342227697372,0.14999961853027344,-45.0,45.0,False,False
R02ZF,36,1200,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.5149991035461428,0.5274725274725275,0.015953287482261658,0.14999985694885254,-40.0,45.0,True,False
R02ZF,36,1200,STATIC_BOUNDARY_B,7.1,7.099995136260986,0.849998950958252,0.7362637362637363,0.027358699589967728,0.15000009536743164,-45.0,41.0,False,False
R02ZF,36,1200,STATIC_BOUNDARY_C,12.4,12.099990844726562,1.6099977493286155,0.8131868131868132,0.018489796668291092,0.14999961853027344,-44.0,45.0,False,False
R02ZF,37,1233,STATIC_BOUNDARY_A,4.9,5.124996900558472,0.5249993801116943,0.5274725274725275,0.014783965423703194,0.14999985694885254,-40.0,45.0,True,False
R02ZF,37,1233,STATIC_BOUNDARY_B,7.1,6.999995231628418,0.7949990749359137,0.7472527472527473,0.02895941585302353,0.15000009536743164,-45.0,41.0,False,False
R02ZF,37,1233,STATIC_BOUNDARY_C,12.4,12.174990177154541,1.4049985885620122,0.7692307692307693,0.017931537702679634,0.1999988555908203,-45.0,45.0,False,False
R02ZF,38,1267,STATIC_BOUNDARY_A,4.9,5.099997043609619,0.4999995231628418,0.7252747252747253,0.01704079657793045,0.14999985694885254,-44.0,44.0,True,False
R02ZF,38,1267,STATIC_BOUNDARY_B,7.1,6.974995136260986,0.8999991416931152,0.8351648351648352,0.026648037135601044,0.14999961853027344,-45.0,43.0,False,False
R02ZF,38,1267,STATIC_BOUNDARY_C,12.4,12.174990177154541,1.1449994087219242,0.7692307692307693,0.02127327397465706,0.14999961853027344,-45.0,45.0,False,False
R02ZF,39,1300,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.5399993896484377,0.6043956043956044,0.016465263441205025,0.14999985694885254,-43.0,44.0,True,False
R02ZF,39,1300,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.8999996185302734,0.8901098901098901,0.029915500432252884,0.15000009536743164,-44.0,44.0,False,False
R02ZF,39,1300,STATIC_BOUNDARY_C,12.4,12.349989891052246,1.2399990081787116,0.8461538461538461,0.020887572318315506,0.14999961853027344,-45.0,45.0,False,False
R02ZF,40,1333,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.5499992370605469,0.7802197802197802,0.017405029386281967,0.14999985694885254,-45.0,45.0,True,False
R02ZF,40,1333,STATIC_BOUNDARY_B,7.1,6.999995231628418,0.7999992370605469,0.8901098901098901,0.03425269201397896,0.14999961853027344,-45.0,45.0,False,False
R02ZF,40,1333,STATIC_BOUNDARY_C,12.4,12.549989700317383,1.3499984741210938,0.9120879120879121,0.023184102028608322,0.14999961853027344,-45.0,45.0,False,False
R02ZF,41,1367,STATIC_BOUNDARY_A,4.9,4.849997520446777,0.5499995231628418,0.7142857142857143,0.0156368650496006,0.14999985694885254,-43.0,45.0,True,False
R02ZF,41,1367,STATIC_BOUNDARY_B,7.1,7.099995136260986,0.9199992179870609,0.8461538461538461,0.0322294719517231,0.15000009536743164,-44.0,44.0,False,False
R02ZF,41,1367,STATIC_BOUNDARY_C,12.4,12.299989700317383,1.0,0.8681318681318682,0.021823570132255554,0.1999988555908203,-45.0,45.0,False,False
R02ZF,42,1400,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.6499991416931152,0.6703296703296703,0.017300382256507874,0.15000033378601074,-44.0,44.0,False,False
R02ZF,42,1400,STATIC_BOUNDARY_B,7.1,7.099995136260986,0.8999991416931152,0.8021978021978022,0.03161048889160156,0.15000009536743164,-42.0,45.0,False,False
R02ZF,42,1400,STATIC_BOUNDARY_C,12.4,12.549989700317383,0.8699996948242184,0.9120879120879121,0.019237371161580086,0.14999961853027344,-45.0,45.0,False,False
R02ZF,43,1433,STATIC_BOUNDARY_A,4.9,5.149996757507324,0.5449997425079345,0.5714285714285714,0.016891757026314735,0.14999985694885254,-36.0,45.0,True,False
R02ZF,43,1433,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.8999996185302734,0.8461538461538461,0.029110336676239967,0.15000009536743164,-45.0,44.0,False,False
R02ZF,43,1433,STATIC_BOUNDARY_C,12.4,12.39999008178711,1.3499984741210938,0.8351648351648352,0.018495071679353714,0.14999961853027344,-45.0,45.0,False,False
R02ZF,44,1467,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.5499997138977051,0.7142857142857143,0.015859968960285187,0.15000009536743164,-45.0,45.0,True,False
R02ZF,44,1467,STATIC_BOUNDARY_B,7.1,7.099995136260986,0.7499995231628418,0.8351648351648352,0.03200544789433479,0.17499971389770508,-44.0,44.0,False,False
R02ZF,44,1467,STATIC_BOUNDARY_C,12.4,12.299989700317383,0.6000003814697266,0.8681318681318682,0.02119332365691662,0.14999961853027344,-45.0,45.0,False,False
R02ZF,45,1500,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.5499997138977051,0.6483516483516484,0.016900576651096344,0.15000033378601074,-44.0,45.0,True,False
R02ZF,45,1500,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.8049992084503178,0.8791208791208791,0.02614694833755493,0.19999933242797852,-45.0,39.0,False,False
R02ZF,45,1500,STATIC_BOUNDARY_C,12.4,12.199990272521973,0.8699991226196292,0.8461538461538461,0.018331198021769524,0.14999961853027344,-45.0,45.0,False,False
R02ZF,46,1533,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.4499993324279785,0.6703296703296703,0.01661881059408188,0.14999985694885254,-44.0,44.0,True,False
R02ZF,46,1533,STATIC_BOUNDARY_B,7.1,7.349994659423828,0.7599994659423837,0.8241758241758241,0.0373200848698616,0.19999933242797852,-45.0,44.0,False,False
R02ZF,46,1533,STATIC_BOUNDARY_C,12.4,12.374989986419678,0.849998950958252,0.945054945054945,0.021039314568042755,0.1999988555908203,-45.0,45.0,False,False
R02ZF,47,1567,STATIC_BOUNDARY_A,4.9,4.799997329711914,0.5999994277954102,0.6923076923076923,0.017372464761137962,0.14999985694885254,-44.0,45.0,False,False
R02ZF,47,1567,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.9499993324279785,0.8901098901098901,0.03410685434937477,0.15000009536743164,-45.0,45.0,False,False
R02ZF,47,1567,STATIC_BOUNDARY_C,12.4,12.299989700317383,0.7349992752075196,0.9230769230769231,0.020356755703687668,0.1999988555908203,-45.0,45.0,False,False
R02ZF,48,1600,STATIC_BOUNDARY_A,4.9,4.849997520446777,0.5499997138977051,0.7362637362637363,0.018709460273385048,0.15000033378601074,-45.0,42.0,True,False
R02ZF,48,1600,STATIC_BOUNDARY_B,7.1,7.299994945526123,0.849998950958252,0.8901098901098901,0.030991703271865845,0.19999933242797852,-45.0,44.0,False,False
R02ZF,48,1600,STATIC_BOUNDARY_C,12.4,12.39999008178711,1.4999980926513672,0.8901098901098901,0.021778009831905365,0.14999961853027344,-45.0,45.0,False,False
R02ZF,49,1633,STATIC_BOUNDARY_A,4.9,4.849997520446777,0.5099998474121095,0.6483516483516484,0.0159778892993927,0.14999985694885254,-45.0,39.0,True,False
R02ZF,49,1633,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.7499995231628418,0.8571428571428571,0.03110990859568119,0.17499971389770508,-44.0,45.0,False,False
R02ZF,49,1633,STATIC_BOUNDARY_C,12.4,12.324989795684814,0.9249997138977051,0.8571428571428571,0.02312631532549858,0.14999961853027344,-45.0,45.0,False,False
R02ZF,50,1667,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.5099998474121095,0.6483516483516484,0.01788880117237568,0.15000009536743164,-44.0,43.0,True,False
R02ZF,50,1667,STATIC_BOUNDARY_B,7.1,7.299994945526123,0.9499993324279785,0.9340659340659341,0.03357263281941414,0.15000009536743164,-45.0,45.0,False,False
R02ZF,50,1667,STATIC_BOUNDARY_C,12.4,12.249990463256836,0.9499988555908203,0.8461538461538461,0.020112179219722748,0.14999961853027344,-45.0,45.0,False,False
R02ZF,51,1700,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.4999995231628418,0.6483516483516484,0.01853645220398903,0.14999985694885254,-45.0,38.0,True,False
R02ZF,51,1700,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.899998664855957,0.9340659340659341,0.030655397102236748,0.19999933242797852,-45.0,45.0,False,False
R02ZF,51,1700,STATIC_BOUNDARY_C,12.4,12.199990272521973,1.3499984741210938,0.8571428571428571,0.021594179794192314,0.14999961853027344,-45.0,45.0,False,False
R02ZF,52,1733,STATIC_BOUNDARY_A,4.9,4.9499969482421875,0.4299997329711915,0.6043956043956044,0.0176557507365942,0.14999985694885254,-45.0,45.0,True,False
R02ZF,52,1733,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.9499988555908203,0.8461538461538461,0.03831923380494118,0.15000009536743164,-45.0,45.0,False,False
R02ZF,52,1733,STATIC_BOUNDARY_C,12.4,12.349989891052246,1.0899990081787114,0.9560439560439561,0.020340949296951294,0.14999961853027344,-45.0,45.0,False,False
