run_id,sar_frame_index,sar_timestamp_ms,boundary_id,nominal_d_m,d_center_m,d_curve_p90_absdev_m,available_theta_fraction,median_local_peak_contrast,median_response_thickness_m,theta_extent_low_deg,theta_extent_high_deg,frame_available,manual_person_reference_used
R02ZF,0,0,STATIC_BOUNDARY_A,4.9,4.774997234344482,0.7749991416931152,0.8351648351648352,0.017451126128435135,0.14999985694885254,-45.0,44.0,False,False
R02ZF,0,0,STATIC_BOUNDARY_B,7.1,7.149994850158691,0.7999992370605469,0.8901098901098901,0.024250106886029243,0.14999961853027344,-45.0,45.0,False,False
R02ZF,0,0,STATIC_BOUNDARY_C,12.4,12.099990844726562,0.899998664855957,0.9560439560439561,0.021321047097444534,0.14999961853027344,-45.0,45.0,False,False
R02ZF,1,33,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.7999992370605469,0.7142857142857143,0.01831809990108013,0.14999985694885254,-44.0,45.0,False,False
R02ZF,1,33,STATIC_BOUNDARY_B,7.1,7.199995040893555,0.7699991226196292,0.8461538461538461,0.024154430255293846,0.14999961853027344,-45.0,45.0,False,False
R02ZF,1,33,STATIC_BOUNDARY_C,12.4,12.199990272521973,1.2999982833862305,0.8901098901098901,0.023583751171827316,0.14999961853027344,-44.0,45.0,False,False
R02ZF,2,67,STATIC_BOUNDARY_A,4.9,4.749997138977051,0.8949995994567871,0.6813186813186813,0.016010362654924393,0.14999985694885254,-40.0,43.0,False,False
R02ZF,2,67,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.9049993038177494,0.8131868131868132,0.021038366481661797,0.14999961853027344,-45.0,45.0,False,False
R02ZF,2,67,STATIC_BOUNDARY_C,12.4,12.349989891052246,1.0999984741210938,0.9230769230769231,0.020888328552246094,0.14999961853027344,-45.0,45.0,False,False
R02ZF,3,100,STATIC_BOUNDARY_A,4.9,5.099997043609619,0.6999993324279785,0.5824175824175825,0.01656956411898136,0.14999985694885254,-41.0,45.0,False,False
R02ZF,3,100,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.8499994277954102,0.7362637362637363,0.02011832781136036,0.14999961853027344,-45.0,45.0,False,False
R02ZF,3,100,STATIC_BOUNDARY_C,12.4,12.299989700317383,1.2499980926513672,0.8571428571428571,0.020508117973804474,0.14999961853027344,-45.0,45.0,False,False
R02ZF,4,133,STATIC_BOUNDARY_A,4.9,5.099997043609619,0.6299992561340333,0.7142857142857143,0.01704782247543335,0.14999985694885254,-43.0,45.0,False,False
R02ZF,4,133,STATIC_BOUNDARY_B,7.1,7.349994659423828,0.7799990177154538,0.8571428571428571,0.019737590104341507,0.14999961853027344,-45.0,45.0,False,False
R02ZF,4,133,STATIC_BOUNDARY_C,12.4,12.299989700317383,1.1999988555908203,0.9230769230769231,0.02088618278503418,0.1999988555908203,-45.0,45.0,False,False
R02ZF,5,167,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.7299991607666017,0.7142857142857143,0.015925968065857887,0.14999985694885254,-45.0,45.0,False,False
R02ZF,5,167,STATIC_BOUNDARY_B,7.1,7.199995040893555,0.8499994277954102,0.7802197802197802,0.02239903435111046,0.14999961853027344,-45.0,45.0,False,False
R02ZF,5,167,STATIC_BOUNDARY_C,12.4,12.549989700317383,1.0999984741210938,0.9120879120879121,0.01985829882323742,0.14999961853027344,-45.0,45.0,False,False
R02ZF,6,200,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.6999993324279785,0.6043956043956044,0.01814236305654049,0.14999985694885254,-44.0,45.0,False,False
R02ZF,6,200,STATIC_BOUNDARY_B,7.1,7.349994659423828,0.899998664855957,0.8461538461538461,0.019725169986486435,0.14999961853027344,-45.0,45.0,False,False
R02ZF,6,200,STATIC_BOUNDARY_C,12.4,12.099990844726562,1.0499982833862305,0.9230769230769231,0.019603796303272247,0.14999961853027344,-45.0,45.0,False,False
R02ZF,7,233,STATIC_BOUNDARY_A,4.9,5.049997329711914,0.6499991416931152,0.6043956043956044,0.014578742906451225,0.14999985694885254,-44.0,44.0,False,False
R02ZF,7,233,STATIC_BOUNDARY_B,7.1,7.199995040893555,0.7999992370605469,0.6813186813186813,0.02582801878452301,0.15000009536743164,-45.0,44.0,False,False
R02ZF,7,233,STATIC_BOUNDARY_C,12.4,12.099990844726562,0.8499984741210938,0.9010989010989011,0.018689783290028572,0.14999961853027344,-45.0,45.0,False,False
R02ZF,8,267,STATIC_BOUNDARY_A,4.9,4.699997425079346,0.8999991416931152,0.6703296703296703,0.016374602913856506,0.15000033378601074,-45.0,45.0,False,False
R02ZF,8,267,STATIC_BOUNDARY_B,7.1,7.399994850158691,0.8999991416931152,0.8351648351648352,0.02182634174823761,0.15000009536743164,-45.0,45.0,False,False
R02ZF,8,267,STATIC_BOUNDARY_C,12.4,12.14999008178711,1.3449991226196285,0.8571428571428571,0.01988840475678444,0.1999988555908203,-45.0,45.0,False,False
R02ZF,9,300,STATIC_BOUNDARY_A,4.9,4.999997138977051,0.7049993038177491,0.5494505494505495,0.016873056069016457,0.14999985694885254,-43.0,42.0,False,False
R02ZF,9,300,STATIC_BOUNDARY_B,7.1,7.249995231628418,0.8999996185302734,0.7582417582417582,0.02350032515823841,0.15000009536743164,-45.0,45.0,False,False
R02ZF,9,300,STATIC_BOUNDARY_C,12.4,12.299989700317383,1.1999988555908203,0.9010989010989011,0.0196479931473732,0.17499923706054688,-45.0,45.0,False,False
R02ZF,10,333,STATIC_BOUNDARY_A,4.9,5.024997234344482,0.6599993228912355,0.7032967032967034,0.017047181725502014,0.14999985694885254,-42.0,45.0,False,False
R02ZF,10,333,STATIC_BOUNDARY_B,7.1,7.449995040893555,0.9499993324279785,0.7912087912087912,0.022578518837690353,0.19999933242797852,-45.0,45.0,False,False
R02ZF,10,333,STATIC_BOUNDARY_C,12.4,12.199990272521973,1.0499992370605469,0.8791208791208791,0.020794212818145752,0.14999961853027344,-45.0,45.0,False,False
R02ZF,11,367,STATIC_BOUNDARY_A,4.9,4.899997234344482,0.849998950958252,0.6593406593406593,0.01603826694190502,0.14999985694885254,-45.0,45.0,False,False
R02ZF,11,367,STATIC_BOUNDARY_B,7.1,7.349994659423828,0.899998664855957,0.8021978021978022,0.023007381707429886,0.19999933242797852,-45.0,44.0,False,False
R02ZF,11,367,STATIC_BOUNDARY_C,12.4,12.39999008178711,0.9999990463256836,0.8901098901098901,0.018889950588345528,0.1999988555908203,-45.0,45.0,False,False
R02ZF,12,400,STATIC_BOUNDARY_A,4.9,4.849997520446777,0.7449991226196289,0.6813186813186813,0.01685921847820282,0.14999985694885254,-45.0,45.0,False,False
R02ZF,12,400,STATIC_BOUNDARY_B,7.1,7.099995136260986,0.7999992370605469,0.8571428571428571,0.02399093098938465,0.14999961853027344,-45.0,45.0,False,False
R02ZF,12,400,STATIC_BOUNDARY_C,12.4,12.249990463256836,1.1199995040893551,0.9120879120879121,0.022091958671808243,0.1999988555908203,-45.0,45.0,False,False
