run_id,source_frame,destination_frame,boundary_id,source_d_center_m,destination_d_center_m,p0_translation_dx_px,p0_translation_dy_px,p0_predicted_destination_d_m,raw_adjacent_delta_m,p0_compensated_residual_m,p0_state,p0_model,p0_semantics,manual_person_reference_used
R02ZF,1,2,STATIC_BOUNDARY_A,4.999997138977051,4.749997138977051,2.2156405448913574,-0.5576789975166321,5.018858663601175,-0.25,-0.26886152462412394,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,1,2,STATIC_BOUNDARY_B,7.199995040893555,7.249995231628418,2.2156405448913574,-0.5576789975166321,7.218856565517679,0.05000019073486328,0.031138666110739344,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,1,2,STATIC_BOUNDARY_C,12.199990272521973,12.349989891052246,2.2156405448913574,-0.5576789975166321,12.218851797146096,0.14999961853027344,0.1311380939061504,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,2,3,STATIC_BOUNDARY_A,4.749997138977051,5.099997043609619,2.1435489654541016,-0.26536160707473755,4.758972059152322,0.34999990463256836,0.341024984457297,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,2,3,STATIC_BOUNDARY_B,7.249995231628418,7.249995231628418,2.1435489654541016,-0.26536160707473755,7.258970151803689,0.0,-0.00897492017527135,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,2,3,STATIC_BOUNDARY_C,12.349989891052246,12.299989700317383,2.1435489654541016,-0.26536160707473755,12.358964811227517,-0.05000019073486328,-0.05897511091013463,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,3,4,STATIC_BOUNDARY_A,5.099997043609619,5.099997043609619,2.1001243591308594,-0.2059612274169922,5.106962955504883,0.0,-0.0069659118952642984,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,3,4,STATIC_BOUNDARY_B,7.249995231628418,7.349994659423828,2.1001243591308594,-0.2059612274169922,7.256961143523682,0.09999942779541016,0.09303351590014586,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,3,4,STATIC_BOUNDARY_C,12.299989700317383,12.299989700317383,2.1001243591308594,-0.2059612274169922,12.306955612212647,0.0,-0.0069659118952642984,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,4,5,STATIC_BOUNDARY_A,5.099997043609619,4.999997138977051,2.0822434425354004,-0.2149660587310791,5.107267512155436,-0.09999990463256836,-0.10727037317838484,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,4,5,STATIC_BOUNDARY_B,7.349994659423828,7.199995040893555,2.0822434425354004,-0.2149660587310791,7.357265127969645,-0.14999961853027344,-0.15727008707608992,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,4,5,STATIC_BOUNDARY_C,12.299989700317383,12.549989700317383,2.0822434425354004,-0.2149660587310791,12.307260168863198,0.25,0.2427295314541844,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,5,6,STATIC_BOUNDARY_A,4.999997138977051,4.899997234344482,2.1507205963134766,-0.30297407507896423,5.010244168187439,-0.09999990463256836,-0.1102469338429568,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,5,6,STATIC_BOUNDARY_B,7.199995040893555,7.349994659423828,2.1507205963134766,-0.30297407507896423,7.210242070103943,0.14999961853027344,0.139752589319885,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
R02ZF,5,6,STATIC_BOUNDARY_C,12.549989700317383,12.099990844726562,2.1507205963134766,-0.30297407507896423,12.560236729527771,-0.4499988555908203,-0.46024588480120876,P0_AVAILABLE,M1,SAR_IMAGE_DOMAIN_COMMON_APPARENT_TRANSLATION_NOT_PHYSICAL_PLATFORM_MOTION,False
