run_id,tree_id,competition_rank,range_hypothesis_center_m,sar_frame_index,sar_timestamp_ms,region_id,theta_pred_deg,theta_sar_deg,theta_residual_deg,range_sar_m,score_max,manual_person_reference_used
R02ZF,TREE_A_USER_F120,1,14.5,181,6033,R02ZF_SARF000181__Q095__R0030,7.163411510090953,7.617531650229471,0.4541201401385182,13.897898023467274,0.7172396779060364,False
R02ZF,TREE_A_USER_F120,1,14.5,182,6067,R02ZF_SARF000182__Q095__R0057,6.491468928254044,8.387363293027958,1.8958943647739144,13.855231028674664,0.6260618567466736,False
R02ZF,TREE_A_USER_F120,1,14.5,183,6100,R02ZF_SARF000183__Q095__R0046,6.154285394949348,8.81527810509058,2.660992710141233,13.924438735780226,0.6273770928382874,False
R02ZF,TREE_A_USER_F120,1,14.5,184,6133,R02ZF_SARF000184__Q095__R0046,6.041890883847792,9.169238059038214,3.1273471751904225,13.934868948382865,0.586803138256073,False
R02ZF,TREE_A_USER_F120,1,14.5,185,6167,R02ZF_SARF000185__Q095__R0034,6.041890883847792,9.699170695133317,3.657279811285525,13.962183375342939,0.6277079582214355,False
R02ZF,TREE_A_USER_F120,1,14.5,186,6200,R02ZF_SARF000186__Q095__R0025,5.9006564018647225,9.854414022845699,3.9537576209809764,14.056758496847621,0.688291072845459,False
R02ZF,TREE_A_USER_F120,1,14.5,187,6233,R02ZF_SARF000187__Q095__R0008,5.71116184070204,1.9933188865886664,-3.7178429541133737,15.297686970256553,0.8551380038261414,False
R02ZF,TREE_A_USER_F120,1,14.5,188,6267,R02ZF_SARF000188__Q095__R0053,5.416480008467332,5.388949981983803,-0.027530026483528758,14.809394024751699,0.5815640687942505,False
R02ZF,TREE_A_USER_F120,1,14.5,189,6300,R02ZF_SARF000189__Q095__R0067,4.557193543281727,6.058868600947781,1.5016750576660538,14.82139038159546,0.5417097210884094,False
R02ZF,TREE_A_USER_F120,1,14.5,190,6333,R02ZF_SARF000190__Q095__R0013,3.4112712052642706,2.3727021410413385,-1.0385690642229322,15.303160676407321,0.8179022073745728,False
R02ZF,TREE_A_USER_F120,1,14.5,191,6367,R02ZF_SARF000191__Q095__R0015,2.230623947912953,2.7374043717717185,0.5067804238587654,15.27777100526541,0.8054391741752625,False
R02ZF,TREE_A_USER_F120,1,14.5,192,6400,R02ZF_SARF000192__Q095__R0017,1.3874906291076243,2.543964753091226,1.1564741239836018,15.29543995151155,0.7822009325027466,False
R02ZF,TREE_A_USER_F120,1,14.5,193,6433,R02ZF_SARF000193__Q095__R0029,1.1499353487265438,2.700052685884877,1.550117337158333,15.260125517722471,0.6758589148521423,False
R02ZF,TREE_A_USER_F120,1,14.5,194,6467,R02ZF_SARF000194__Q095__R0052,1.0707502552661765,0.5383673097356227,-0.5323829455305538,14.351475198874267,0.6003068089485168,False
R02ZF,TREE_A_USER_F120,1,14.5,196,6533,R02ZF_SARF000196__Q095__R0023,1.0707502552661765,-0.7607274133739278,-1.8314776686401042,14.311802503095004,0.7031793594360352,False
R02ZF,TREE_A_USER_F120,1,14.5,197,6567,R02ZF_SARF000197__Q095__R0017,1.0276957043868293,0.2548411116804382,-0.7728545927063911,13.880961658304734,0.7659090757369995,False
R02ZF,TREE_A_USER_F120,1,14.5,202,6733,R02ZF_SARF000202__Q095__R0053,-1.93471594078067,-4.656808068887695,-2.7220921281070254,14.057842773910387,0.5669398307800293,False
R02ZF,TREE_A_USER_F120,1,14.5,203,6767,R02ZF_SARF000203__Q095__R0044,-2.9241995071055342,-6.558367952896409,-3.634168445790875,14.333529325540205,0.5886400938034058,False
R02ZF,TREE_A_USER_F120,1,14.5,204,6800,R02ZF_SARF000204__Q095__R0027,-3.884580615597322,-6.28752498140779,-2.402944365810468,14.344358661721381,0.6994920372962952,False
R02ZF,TREE_A_USER_F120,1,14.5,205,6833,R02ZF_SARF000205__Q095__R0046,-4.844961724089103,-5.599680675757265,-0.7547189516681616,14.386900203293457,0.6019008755683899,False
R02ZF,TREE_A_USER_F120,1,14.5,206,6867,R02ZF_SARF000206__Q095__R0046,-5.026959824040567,-2.1629287165505864,2.8640311074899807,15.169098713755437,0.5779336094856262,False
R02ZF,TREE_A_USER_F120,1,14.5,207,6900,R02ZF_SARF000207__Q095__R0026,-5.367643356890994,-4.461065018699075,0.9065783381919195,14.314774812386508,0.685485303401947,False
R02ZF,TREE_A_USER_F120,1,14.5,208,6933,R02ZF_SARF000208__Q095__R0025,-6.036403526124722,-4.4095762633305435,1.6268272627941789,14.36651919955945,0.67551189661026,False
R02ZF,TREE_A_USER_F120,1,14.5,209,6967,R02ZF_SARF000209__Q095__R0033,-7.405236374388181,-9.50241000225876,-2.0971736278705784,14.263563415988143,0.6400699019432068,False
R02ZF,TREE_A_USER_F120,1,14.5,210,7000,R02ZF_SARF000210__Q095__R0025,-9.049372119219626,-8.748797563784066,0.3005745554355599,14.36530705592577,0.6738949418067932,False
R02ZF,TREE_A_USER_F120,1,14.5,211,7033,R02ZF_SARF000211__Q095__R0025,-9.113011868451636,-9.98631537634623,-0.8733035078945939,14.237678894489676,0.6370256543159485,False
R02ZF,TREE_A_USER_F120,1,14.5,212,7067,R02ZF_SARF000212__Q095__R0036,-9.174061682053946,-8.830251940626532,0.34380974142741394,14.149717732879273,0.6387724280357361,False
R02ZF,TREE_A_USER_F120,1,14.5,213,7100,R02ZF_SARF000213__Q095__R0019,-9.224146192648483,-8.349606131246624,0.8745400614018592,14.108149859599429,0.759537935256958,False
R02ZF,TREE_A_USER_F120,1,14.5,214,7133,R02ZF_SARF000214__Q095__R0037,-10.380385514684036,-11.612830778996024,-1.2324452643119876,14.529101009892598,0.597145140171051,False
R02ZF,TREE_A_USER_F120,1,14.5,216,7200,R02ZF_SARF000216__Q095__R0023,-12.978821487974457,-10.393138981705254,2.585682506269203,14.31892433463008,0.7211576104164124,False
R02ZF,TREE_A_USER_F120,1,14.5,217,7233,R02ZF_SARF000217__Q095__R0014,-13.887732324284695,-10.329835642700358,3.557896681584337,14.478788093847033,0.744552493095398,False
R02ZF,TREE_A_USER_F120,1,14.5,220,7333,R02ZF_SARF000220__Q095__R0022,-15.34373139455148,-15.994810174477072,-0.6510787799255926,15.188100102050438,0.7186693549156189,False
R02ZF,TREE_A_USER_F120,1,14.5,221,7367,R02ZF_SARF000221__Q095__R0030,-15.730971170568147,-16.370976295691104,-0.6400051251229577,14.9744531297382,0.6686159372329712,False
R02ZF,TREE_A_USER_F120,1,14.5,223,7433,R02ZF_SARF000223__Q095__R0058,-19.194110924981093,-15.813737615290172,3.3803733096909205,14.900170277238164,0.574736475944519,False
R02ZF,TREE_A_USER_F120,1,14.5,231,7700,R02ZF_SARF000231__Q095__R0017,-27.239117325758166,-25.979762549808388,1.2593547759497774,13.740267916112046,0.77345871925354,False
R02ZF,TREE_A_USER_F120,1,14.5,232,7733,R02ZF_SARF000232__Q095__R0018,-28.08452195573302,-32.688652320290736,-4.604130364557715,14.864462608276273,0.7444722652435303,False
R02ZF,TREE_A_USER_F120,1,14.5,233,7767,R02ZF_SARF000233__Q095__R0009,-29.211110105433786,-32.4819170283925,-3.270806922958716,14.762520308431046,0.8225305080413818,False
R02ZF,TREE_A_USER_F120,1,14.5,234,7800,R02ZF_SARF000234__Q095__R0012,-30.198985251527123,-32.019322376199916,-1.8203371246727933,14.67341217599782,0.8205132484436035,False
R02ZF,TREE_A_USER_F120,1,14.5,235,7833,R02ZF_SARF000235__Q095__R0006,-31.13407136860647,-31.874349471452994,-0.7402781028465242,14.665978074420464,0.8907890915870667,False
R02ZF,TREE_A_USER_F120,1,14.5,236,7867,R02ZF_SARF000236__Q095__R0009,-31.631221346486505,-31.934343450452445,-0.30312210396593997,14.653711535569855,0.8602327704429626,False
R02ZF,TREE_A_USER_F120,1,14.5,237,7900,R02ZF_SARF000237__Q095__R0004,-32.847734015290214,-31.405871123637425,1.4418628916527894,14.600480912033413,0.9302512407302856,False
R02ZF,TREE_A_USER_F120,1,14.5,238,7933,R02ZF_SARF000238__Q095__R0008,-35.53221618228716,-30.61719686016273,4.915019322124429,14.453291086423278,0.853860080242157,False
R02ZF,TREE_A_USER_F120,2,16.75,142,4733,R02ZF_SARF000142__Q095__R0041,31.681815593566938,31.074212197421154,-0.6076033961457838,16.939428468037857,0.6130619645118713,False
R02ZF,TREE_A_USER_F120,2,16.75,143,4767,R02ZF_SARF000143__Q095__R0028,31.31570673377908,32.077607172216496,0.7619004384374151,16.004700888968216,0.6506659388542175,False
R02ZF,TREE_A_USER_F120,2,16.75,144,4800,R02ZF_SARF000144__Q095__R0018,30.786196438574976,30.91477569083823,0.12857925226325406,16.096025388836726,0.7315213680267334,False
R02ZF,TREE_A_USER_F120,2,16.75,145,4833,R02ZF_SARF000145__Q095__R0032,30.169601471842313,32.60894078727638,2.4393393154340686,16.128994380136458,0.6426401734352112,False
R02ZF,TREE_A_USER_F120,2,16.75,146,4867,R02ZF_SARF000146__Q095__R0019,29.30820226929322,32.00925543603091,2.701053166737694,16.138490780840083,0.7221963405609131,False
R02ZF,TREE_A_USER_F120,2,16.75,147,4900,R02ZF_SARF000147__Q095__R0004,28.48252158565427,25.487204272228627,-2.995317313425641,15.958826555587988,0.8821820616722107,False
R02ZF,TREE_A_USER_F120,2,16.75,148,4933,R02ZF_SARF000148__Q095__R0005,27.677607398509238,25.787686454833363,-1.8899209436758753,16.03580946132521,0.8903758525848389,False
R02ZF,TREE_A_USER_F120,2,16.75,149,4967,R02ZF_SARF000149__Q095__R0013,26.641476112795075,25.799611805540067,-0.8418643072550083,16.072151664210345,0.8032079339027405,False
R02ZF,TREE_A_USER_F120,2,16.75,151,5033,R02ZF_SARF000151__Q095__R0007,23.713779368541353,26.63859780269827,2.9248184341569186,16.139461714205684,0.8781672716140747,False
R02ZF,TREE_A_USER_F120,2,16.75,152,5067,R02ZF_SARF000152__Q095__R0010,22.41442464810858,27.07533268006514,4.660908031956563,16.219541671541396,0.8401986956596375,False
R02ZF,TREE_A_USER_F120,2,16.75,153,5100,R02ZF_SARF000153__Q095__R0028,22.334428554797853,26.841025108261796,4.506596553463943,16.22951727625523,0.6266767978668213,False
R02ZF,TREE_A_USER_F120,2,16.75,157,5233,R02ZF_SARF000157__Q095__R0052,19.88630063867261,15.467883384706411,-4.418417253966197,17.152393695803283,0.5714501738548279,False
R02ZF,TREE_A_USER_F120,2,16.75,158,5267,R02ZF_SARF000158__Q095__R0046,19.76513057269719,14.799622095637863,-4.965508477059325,17.166937690545016,0.6075484156608582,False
R02ZF,TREE_A_USER_F120,2,16.75,159,5300,R02ZF_SARF000159__Q095__R0047,19.57590531797122,15.205523108694916,-4.370382209276304,17.05433208680613,0.5960196256637573,False
R02ZF,TREE_A_USER_F120,2,16.75,161,5367,R02ZF_SARF000161__Q095__R0022,17.001567297292972,16.200973457023863,-0.8005938402691086,17.226653613885034,0.6887711882591248,False
R02ZF,TREE_A_USER_F120,2,16.75,162,5400,R02ZF_SARF000162__Q095__R0036,15.456951399422373,16.523075790342165,1.0661243909197928,17.154992818283528,0.6283910870552063,False
R02ZF,TREE_A_USER_F120,2,16.75,163,5433,R02ZF_SARF000163__Q095__R0028,15.383515914151047,16.907964527945087,1.5244486137940392,17.22809011152459,0.6992546916007996,False
R02ZF,TREE_A_USER_F120,2,16.75,164,5467,R02ZF_SARF000164__Q095__R0019,14.874490605584683,17.189348165927825,2.3148575603431425,17.275978254400837,0.7678188681602478,False
R02ZF,TREE_A_USER_F120,2,16.75,165,5500,R02ZF_SARF000165__Q095__R0018,14.179271264510518,17.580574214751906,3.401302950241387,17.346179811913636,0.7550417184829712,False
R02ZF,TREE_A_USER_F120,2,16.75,166,5533,R02ZF_SARF000166__Q095__R0005,13.597183065058779,10.98046124411732,-2.616721820941459,17.050687399734667,0.9211130142211914,False
R02ZF,TREE_A_USER_F120,2,16.75,172,5733,R02ZF_SARF000172__Q095__R0013,10.434515838466474,11.652132460537791,1.2176166220713167,17.131400402994988,0.7871854901313782,False
R02ZF,TREE_A_USER_F120,2,16.75,173,5767,R02ZF_SARF000173__Q095__R0007,10.349207650348916,6.404138384230781,-3.945069266118135,16.608105593247235,0.8578180074691772,False
R02ZF,TREE_A_USER_F120,2,16.75,174,5800,R02ZF_SARF000174__Q095__R0009,10.005681314677283,7.492798513511255,-2.512882801166027,16.58569770492198,0.8373492360115051,False
R02ZF,TREE_A_USER_F120,2,16.75,175,5833,R02ZF_SARF000175__Q095__R0010,9.531791373050403,7.9370894546742,-1.5947019183762032,16.577379472492346,0.8142411708831787,False
R02ZF,TREE_A_USER_F120,2,16.75,176,5867,R02ZF_SARF000176__Q095__R0013,8.910280880199672,8.421159114644135,-0.4891217655555362,16.52407740879613,0.8075108528137207,False
R02ZF,TREE_A_USER_F120,2,16.75,177,5900,R02ZF_SARF000177__Q095__R0008,8.462373100009245,8.535916803712485,0.07354370370324048,16.626281204643014,0.8380146026611328,False
R02ZF,TREE_A_USER_F120,2,16.75,179,5967,R02ZF_SARF000179__Q095__R0020,8.150756149270187,9.102453047634096,0.9516968983639096,16.680375225458384,0.7494398355484009,False
R02ZF,TREE_A_USER_F120,2,16.75,180,6000,R02ZF_SARF000180__Q095__R0036,7.966241350711236,8.20281553268111,0.236574181969873,16.620479314919507,0.6885999441146851,False
R02ZF,TREE_A_USER_F120,2,16.75,181,6033,R02ZF_SARF000181__Q095__R0026,7.163411510090953,9.122504285600375,1.959092775509422,16.889132280157018,0.754371166229248,False
R02ZF,TREE_A_USER_F120,2,16.75,182,6067,R02ZF_SARF000182__Q095__R0027,6.491468928254044,9.403698568777166,2.9122296405231225,16.88295399815286,0.7549507021903992,False
R02ZF,TREE_A_USER_F120,2,16.75,183,6100,R02ZF_SARF000183__Q095__R0027,6.154285394949348,9.749040704935876,3.594755309986528,16.887006889768994,0.735481858253479,False
R02ZF,TREE_A_USER_F120,2,16.75,184,6133,R02ZF_SARF000184__Q095__R0023,6.041890883847792,10.206766094099955,4.164875210252163,17.00454250136456,0.7130364775657654,False
R02ZF,TREE_A_USER_F120,2,16.75,185,6167,R02ZF_SARF000185__Q095__R0019,6.041890883847792,10.397766971742083,4.355876087894291,16.98515594415037,0.7278730273246765,False
R02ZF,TREE_A_USER_F120,2,16.75,186,6200,R02ZF_SARF000186__Q095__R0013,5.9006564018647225,1.683693863831666,-4.216962538033057,16.341107630507835,0.8093901872634888,False
R02ZF,TREE_A_USER_F120,2,16.75,187,6233,R02ZF_SARF000187__Q095__R0013,5.71116184070204,2.264188731256421,-3.446973109445619,16.402484578001587,0.8095222115516663,False
R02ZF,TREE_A_USER_F120,2,16.75,188,6267,R02ZF_SARF000188__Q095__R0013,5.416480008467332,2.6928370931025403,-2.7236429153647914,16.417630066938994,0.7717293500900269,False
R02ZF,TREE_A_USER_F120,2,16.75,189,6300,R02ZF_SARF000189__Q095__R0014,4.557193543281727,2.959297699391792,-1.597895843889935,16.370274702507484,0.7903295159339905,False
R02ZF,TREE_A_USER_F120,2,16.75,190,6333,R02ZF_SARF000190__Q095__R0020,3.4112712052642706,3.4932529718621472,0.08198176659787659,16.392485906873798,0.7436224222183228,False
R02ZF,TREE_A_USER_F120,2,16.75,191,6367,R02ZF_SARF000191__Q095__R0010,2.230623947912953,3.817532916111033,1.5869089681980801,16.46409626737982,0.8476547002792358,False
R02ZF,TREE_A_USER_F120,2,16.75,192,6400,R02ZF_SARF000192__Q095__R0015,1.3874906291076243,4.391905472494366,3.0044148433867415,16.408253242542415,0.7996623516082764,False
R02ZF,TREE_A_USER_F120,2,16.75,193,6433,R02ZF_SARF000193__Q095__R0023,1.1499353487265438,4.77907005240807,3.629134703681526,16.38882489896226,0.7149795293807983,False
R02ZF,TREE_A_USER_F120,2,16.75,194,6467,R02ZF_SARF000194__Q095__R0027,1.0707502552661765,-2.1519658578019407,-3.2227161130681172,16.874852798318756,0.6925803422927856,False
R02ZF,TREE_A_USER_F120,2,16.75,195,6500,R02ZF_SARF000195__Q095__R0054,1.0707502552661765,-1.6525292361473356,-2.7232794914135123,16.811719317329736,0.5484405159950256,False
R02ZF,TREE_A_USER_F120,2,16.75,196,6533,R02ZF_SARF000196__Q095__R0004,1.0707502552661765,-1.2515292585579376,-2.322279513824114,16.871998533678383,0.9446070194244385,False
R02ZF,TREE_A_USER_F120,2,16.75,197,6567,R02ZF_SARF000197__Q095__R0045,1.0276957043868293,-0.45399676466304906,-1.4816924690498783,16.875869425717916,0.6272186040878296,False
R02ZF,TREE_A_USER_F120,2,16.75,198,6600,R02ZF_SARF000198__Q095__R0004,0.8985320517487665,-0.2844972213805806,-1.183029273129347,16.965572910331876,0.9331159591674805,False
R02ZF,TREE_A_USER_F120,2,16.75,200,6667,R02ZF_SARF000200__Q095__R0027,-0.013953723797101247,0.9562214223519063,0.9701751461490076,16.92413059281364,0.6753190755844116,False
R02ZF,TREE_A_USER_F120,2,16.75,201,6700,R02ZF_SARF000201__Q095__R0056,-0.9743348322888892,1.1879909851546449,2.1623258174435342,16.898348816011534,0.5669097304344177,False
R02ZF,TREE_A_USER_F120,2,16.75,202,6733,R02ZF_SARF000202__Q095__R0011,-1.93471594078067,1.2459884835574497,3.1807044243381197,16.87128463475826,0.8205263018608093,False
R02ZF,TREE_A_USER_F120,2,16.75,203,6767,R02ZF_SARF000203__Q095__R0012,-2.9241995071055342,1.8588487213352873,4.783048228440822,16.905427280161454,0.8400517106056213,False
R02ZF,TREE_A_USER_F120,2,16.75,204,6800,R02ZF_SARF000204__Q095__R0047,-3.884580615597322,-2.7673705372897683,1.1172100783075538,16.931116199222156,0.5805070400238037,False
R02ZF,TREE_A_USER_F120,2,16.75,211,7033,R02ZF_SARF000211__Q095__R0021,-9.113011868451636,-6.165297119403478,2.947714749048158,17.177849783230194,0.6642032861709595,False
R02ZF,TREE_A_USER_F120,2,16.75,212,7067,R02ZF_SARF000212__Q095__R0017,-9.174061682053946,-5.49830339784921,3.6757582842047354,17.157279781594806,0.7366668581962585,False
R02ZF,TREE_A_USER_F120,2,16.75,213,7100,R02ZF_SARF000213__Q095__R0047,-9.224146192648483,-10.280027210917039,-1.0558810182685558,16.43991516250463,0.5750699043273926,False
R02ZF,TREE_A_USER_F120,2,16.75,214,7133,R02ZF_SARF000214__Q095__R0052,-10.380385514684036,-9.91703993886754,0.46334557581649705,16.397055716315098,0.5543654561042786,False
R02ZF,TREE_A_USER_F120,2,16.75,216,7200,R02ZF_SARF000216__Q095__R0024,-12.978821487974457,-14.957658918322867,-1.9788374303484098,16.23733879344895,0.7160273790359497,False
R02ZF,TREE_A_USER_F120,2,16.75,218,7267,R02ZF_SARF000218__Q095__R0021,-14.971702779315514,-13.926480920758786,1.0452218585567277,16.258727332753153,0.7120447754859924,False
R02ZF,TREE_A_USER_F120,2,16.75,219,7300,R02ZF_SARF000219__Q095__R0020,-15.330932019621766,-13.08217370362636,2.2487583159954063,16.452777477063872,0.7138381004333496,False
R02ZF,TREE_A_USER_F120,2,16.75,220,7333,R02ZF_SARF000220__Q095__R0046,-15.34373139455148,-12.342998787616702,3.0007326069347773,16.460862953054598,0.5841347575187683,False
R02ZF,TREE_A_USER_F120,2,16.75,225,7500,R02ZF_SARF000225__Q095__R0054,-21.596759355006128,-24.782468993546896,-3.185709638540768,17.565758393508265,0.573331892490387,False
R02ZF,TREE_A_USER_F120,2,16.75,233,7767,R02ZF_SARF000233__Q095__R0020,-29.211110105433786,-31.416956139995126,-2.2058460345613398,16.45381508371008,0.6984597444534302,False
R02ZF,TREE_A_USER_F120,2,16.75,234,7800,R02ZF_SARF000234__Q095__R0019,-30.198985251527123,-31.961948006344127,-1.7629627548170035,16.908623515154236,0.7327131628990173,False
R02ZF,TREE_A_USER_F120,2,16.75,235,7833,R02ZF_SARF000235__Q095__R0021,-31.13407136860647,-30.599595015506825,0.5344763530996453,16.40669461448525,0.7220475673675537,False
R02ZF,TREE_A_USER_F120,2,16.75,236,7867,R02ZF_SARF000236__Q095__R0029,-31.631221346486505,-30.93194745417909,0.6992738923074135,16.58519591531718,0.6817978620529175,False
R02ZF,TREE_A_USER_F120,2,16.75,237,7900,R02ZF_SARF000237__Q095__R0028,-32.847734015290214,-30.33984658414731,2.5078874311429047,16.264258996574537,0.685393750667572,False
R02ZF,TREE_A_USER_F120,2,16.75,238,7933,R02ZF_SARF000238__Q095__R0026,-35.53221618228716,-30.548213392325998,4.98400278996116,16.405442752031753,0.6978216171264648,False
R02ZF,TREE_A_USER_F120,2,16.75,239,7967,R02ZF_SARF000239__Q095__R0023,-36.47800387447993,-35.35926991713167,1.1187339573482618,17.49150605295344,0.7111173868179321,False
R02ZF,TREE_A_USER_F120,2,16.75,240,8000,R02ZF_SARF000240__Q095__R0013,-36.55112083123623,-36.071491344403974,0.47962948683225903,15.942125421854392,0.7907413840293884,False
R02ZF,TREE_A_USER_F120,2,16.75,241,8033,R02ZF_SARF000241__Q095__R0023,-36.89971043277296,-35.49313899396534,1.4065714388076245,17.363048336553877,0.7182156443595886,False
R02ZF,TREE_A_USER_F120,3,18.75,135,4500,R02ZF_SARF000135__Q095__R0060,39.680564061342665,41.115211744695976,1.4346476833533117,19.069251907711255,0.5436162948608398,False
