run_id,sar_frame_index,sar_timestamp_ms,pair_id,theta_overlap_fraction,delta_r_median_m,delta_r_p90_absdev_m,delta_r_theta_p90_minus_p10_m,ordering_a_before_b_fraction,pair_available,manual_person_reference_used
R02ZF,39,1300,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.199997901916504,1.0499992370605469,1.6699982166290281,1.0,False,False
R02ZF,40,1333,PARALLEL_BOUNDARY_PAIR_A_B,0.6923076923076923,2.199997901916504,0.729999160766602,1.0799988746643066,1.0,False,False
R02ZF,41,1367,PARALLEL_BOUNDARY_PAIR_A_B,0.6263736263736264,2.199997901916504,0.9199987411499023,1.3299985885620116,1.0,False,False
R02ZF,42,1400,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.199997901916504,0.654999589920044,1.0099994182586673,1.0,False,False
R02ZF,43,1433,PARALLEL_BOUNDARY_PAIR_A_B,0.4835164835164835,2.249998092651367,0.9499993324279785,1.4399986267089848,1.0,False,False
R02ZF,44,1467,PARALLEL_BOUNDARY_PAIR_A_B,0.6043956043956044,2.249998092651367,0.7299992561340333,1.0699994087219238,1.0,False,False
R02ZF,45,1500,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.3499979972839355,1.0399989128112794,1.6299980163574221,1.0,False,False
R02ZF,46,1533,PARALLEL_BOUNDARY_PAIR_A_B,0.5714285714285714,2.5999975204467773,0.8449994087219238,1.0949994087219237,1.0,False,False
R02ZF,47,1567,PARALLEL_BOUNDARY_PAIR_A_B,0.6263736263736264,2.549997329711914,0.869998550415039,1.2199984550476073,1.0,False,False
R02ZF,48,1600,PARALLEL_BOUNDARY_PAIR_A_B,0.6593406593406593,2.5999975204467773,0.9599992752075197,1.4149991035461424,1.0,False,False
R02ZF,49,1633,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.3499975204467773,0.8499992370605469,1.4399982452392577,1.0,False,False
R02ZF,50,1667,PARALLEL_BOUNDARY_PAIR_A_B,0.6153846153846154,2.499997854232788,1.1749992370605469,1.6749985218048096,1.0,False,False
R02ZF,51,1700,PARALLEL_BOUNDARY_PAIR_A_B,0.6153846153846154,2.3999977111816406,0.9249992370605469,1.3749985694885254,1.0,False,False
R02ZF,52,1733,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.3499975204467773,0.8499999046325684,1.5499987602233887,1.0,False,False
R02ZF,53,1767,PARALLEL_BOUNDARY_PAIR_A_B,0.6813186813186813,2.324997663497925,0.8749997615814209,1.229999017715454,1.0,False,False
R02ZF,54,1800,PARALLEL_BOUNDARY_PAIR_A_B,0.7362637362637363,2.249998092651367,0.8699992179870605,1.4099987983703612,1.0,False,False
R02ZF,55,1833,PARALLEL_BOUNDARY_PAIR_A_B,0.6373626373626373,2.2999978065490723,0.9999987125396729,1.7299985408782963,1.0,False,False
R02ZF,56,1867,PARALLEL_BOUNDARY_PAIR_A_B,0.7252747252747253,2.3499979972839355,0.674999475479126,0.7999992370605469,1.0,False,False
R02ZF,57,1900,PARALLEL_BOUNDARY_PAIR_A_B,0.6263736263736264,2.249998092651367,0.7199992179870605,1.2499987602233886,1.0,False,False
R02ZF,58,1933,PARALLEL_BOUNDARY_PAIR_A_B,0.6813186813186813,2.3499979972839355,0.8899991035461424,1.2799983501434322,1.0,False,False
R02ZF,59,1967,PARALLEL_BOUNDARY_PAIR_A_B,0.6153846153846154,2.3499979972839355,0.8249990940093994,1.1749987602233887,1.0,False,False
R02ZF,60,2000,PARALLEL_BOUNDARY_PAIR_A_B,0.6813186813186813,2.449997663497925,0.8349992275238035,0.999998998641968,1.0,False,False
R02ZF,61,2033,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.3999977111816406,0.4999995231628418,0.7499993324279783,1.0,False,False
R02ZF,62,2067,PARALLEL_BOUNDARY_PAIR_A_B,0.7252747252747253,2.249997615814209,0.9499988555908203,1.5999982357025146,1.0,False,False
R02ZF,63,2100,PARALLEL_BOUNDARY_PAIR_A_B,0.6813186813186813,2.3499975204467773,0.7999992370605469,1.3199985027313228,1.0,False,False
R02ZF,64,2133,PARALLEL_BOUNDARY_PAIR_A_B,0.6923076923076923,2.3499979972839355,0.639999580383301,1.1899987220764159,1.0,False,False
R02ZF,65,2167,PARALLEL_BOUNDARY_PAIR_A_B,0.7912087912087912,2.3999977111816406,0.5949994564056396,0.8399989604949951,1.0,False,False
R02ZF,66,2200,PARALLEL_BOUNDARY_PAIR_A_B,0.6263736263736264,2.3499979972839355,0.5499987602233887,0.7699996948242185,1.0,False,False
R02ZF,67,2233,PARALLEL_BOUNDARY_PAIR_A_B,0.6373626373626373,2.3499979972839355,0.4999990463256836,0.899998664855957,1.0,False,False
R02ZF,68,2267,PARALLEL_BOUNDARY_PAIR_A_B,0.6593406593406593,2.5249977111816406,0.634999465942383,0.7099997997283936,1.0,False,False
R02ZF,69,2300,PARALLEL_BOUNDARY_PAIR_A_B,0.6153846153846154,2.424997568130493,0.3749997615814209,0.6749999523162842,1.0,False,False
R02ZF,70,2333,PARALLEL_BOUNDARY_PAIR_A_B,0.7252747252747253,2.3499975204467773,0.8249993324279785,1.1249985694885254,1.0,True,False
R02ZF,71,2367,PARALLEL_BOUNDARY_PAIR_A_B,0.6703296703296703,2.4499974250793457,0.5999999046325684,0.899998664855957,1.0,True,False
R02ZF,72,2400,PARALLEL_BOUNDARY_PAIR_A_B,0.7472527472527473,2.3999977111816406,0.514999580383301,0.7499995231628418,1.0,False,False
R02ZF,73,2433,PARALLEL_BOUNDARY_PAIR_A_B,0.7032967032967034,2.4499974250793457,0.8349990367889406,1.469998931884766,1.0,False,False
R02ZF,74,2467,PARALLEL_BOUNDARY_PAIR_A_B,0.6593406593406593,2.3499977588653564,0.6499993801116943,0.8049996852874757,1.0,False,False
R02ZF,75,2500,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.499997854232788,0.5999996662139893,0.8649998188018797,1.0,True,False
R02ZF,76,2533,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.3999977111816406,0.6999993324279785,0.9499988555908203,1.0,False,False
R02ZF,77,2567,PARALLEL_BOUNDARY_PAIR_A_B,0.6373626373626373,2.549997329711914,0.5099997520446786,0.7299996376037603,1.0,True,False
R02ZF,78,2600,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.5249974727630615,0.6549993991851811,0.764999580383301,1.0,True,False
R02ZF,79,2633,PARALLEL_BOUNDARY_PAIR_A_B,0.4835164835164835,2.7249975204467773,0.47499942779541016,0.7999992370605469,1.0,True,False
R02ZF,80,2667,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.5999975204467773,0.4999995231628418,0.7999992370605469,1.0,False,False
R02ZF,81,2700,PARALLEL_BOUNDARY_PAIR_A_B,0.6483516483516484,2.5499978065490723,0.8099991798400881,1.1599990844726564,1.0,True,False
R02ZF,82,2733,PARALLEL_BOUNDARY_PAIR_A_B,0.6483516483516484,2.6999974250793457,0.4099995613098146,0.6199997901916507,1.0,True,False
R02ZF,83,2767,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.7749974727630615,0.6249992847442627,1.0499987602233887,1.0,False,False
R02ZF,84,2800,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.6999974250793457,0.4499995231628418,0.7699994087219242,1.0,True,False
R02ZF,85,2833,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.4499974250793457,0.849998950958252,1.0999988555908202,1.0,True,False
R02ZF,86,2867,PARALLEL_BOUNDARY_PAIR_A_B,0.6263736263736264,2.5499978065490723,0.6999993324279785,1.119998836517334,1.0,False,False
R02ZF,87,2900,PARALLEL_BOUNDARY_PAIR_A_B,0.4175824175824176,2.5249977111816406,0.6749992370605469,0.9649992465972903,1.0,False,False
R02ZF,88,2933,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.5999975204467773,0.5549996852874757,0.8099992275238037,1.0,False,False
R02ZF,89,2967,PARALLEL_BOUNDARY_PAIR_A_B,0.5384615384615384,2.499997615814209,0.7499995231628418,1.0499992370605469,1.0,True,False
R02ZF,90,3000,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.549997329711914,0.5999994277954102,0.9649987697601317,1.0,False,False
R02ZF,91,3033,PARALLEL_BOUNDARY_PAIR_A_B,0.4835164835164835,2.574997663497925,0.6099993705749513,0.9849991321563722,1.0,False,False
R02ZF,92,3067,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.6999974250793457,0.5199994087219237,0.9999990463256836,1.0,False,False
R02ZF,93,3100,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.6499977111816406,0.40000009536743164,0.6499991416931152,1.0,True,False
R02ZF,94,3133,PARALLEL_BOUNDARY_PAIR_A_B,0.5384615384615384,2.5999975204467773,0.5499992370605469,0.8699993133544921,1.0,False,False
R02ZF,95,3167,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.449997663497925,0.40499939918518074,0.5549992084503175,1.0,True,False
R02ZF,96,3200,PARALLEL_BOUNDARY_PAIR_A_B,0.4835164835164835,2.4749977588653564,0.7749993801116943,0.7699992656707764,1.0,True,False
R02ZF,97,3233,PARALLEL_BOUNDARY_PAIR_A_B,0.4945054945054945,2.5499978065490723,0.4499993324279785,0.7499993324279783,1.0,True,False
R02ZF,98,3267,PARALLEL_BOUNDARY_PAIR_A_B,0.43956043956043955,2.62499737739563,0.5299993991851807,0.9999985694885254,1.0,False,False
R02ZF,99,3300,PARALLEL_BOUNDARY_PAIR_A_B,0.4175824175824176,2.499997615814209,0.6499991416931152,1.0499982833862305,1.0,False,False
R02ZF,100,3333,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.449997901916504,0.6999988555908203,0.9899984359741225,1.0,False,False
R02ZF,101,3367,PARALLEL_BOUNDARY_PAIR_A_B,0.5934065934065934,2.3999977111816406,0.4999990463256836,0.7999982833862305,1.0,False,False
R02ZF,102,3400,PARALLEL_BOUNDARY_PAIR_A_B,0.46153846153846156,2.324997663497925,0.6699995040893554,0.8899986743927002,1.0,True,False
R02ZF,103,3433,PARALLEL_BOUNDARY_PAIR_A_B,0.37362637362637363,2.8999972343444824,0.5699997901916504,0.7699995994567872,1.0,False,False
R02ZF,104,3467,PARALLEL_BOUNDARY_PAIR_A_B,0.4945054945054945,2.6499972343444824,0.5299988746643067,0.9299989700317384,1.0,False,False
R02ZF,105,3500,PARALLEL_BOUNDARY_PAIR_A_B,0.4065934065934066,2.449997901916504,0.6499991416931152,0.9699987411499023,1.0,False,False
R02ZF,106,3533,PARALLEL_BOUNDARY_PAIR_A_B,0.4065934065934066,2.499997138977051,0.5999999046325684,0.889999198913574,1.0,False,False
R02ZF,107,3567,PARALLEL_BOUNDARY_PAIR_A_B,0.38461538461538464,2.499998092651367,0.5799994468688966,0.849998950958252,1.0,False,False
R02ZF,108,3600,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.3499979972839355,0.6799991130828862,0.929998636245728,1.0,False,False
R02ZF,109,3633,PARALLEL_BOUNDARY_PAIR_A_B,0.4175824175824176,2.199997901916504,0.8999991416931152,1.0449989318847654,1.0,False,False
R02ZF,110,3667,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.5999975204467773,0.4999995231628418,0.9499993324279785,1.0,False,False
R02ZF,111,3700,PARALLEL_BOUNDARY_PAIR_A_B,0.4065934065934066,2.449997901916504,0.39999961853027344,0.7499995231628418,1.0,False,False
R02ZF,112,3733,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.4499974250793457,0.5899996757507323,0.9099989891052247,1.0,True,False
R02ZF,113,3767,PARALLEL_BOUNDARY_PAIR_A_B,0.43956043956043955,2.249998092651367,0.6049993515014649,0.7549994468688968,1.0,True,False
R02ZF,114,3800,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.499997615814209,0.5499997138977051,0.8999996185302734,1.0,True,False
R02ZF,115,3833,PARALLEL_BOUNDARY_PAIR_A_B,0.4725274725274725,2.249998092651367,0.8999990463256836,0.9999994277954101,1.0,False,False
R02ZF,116,3867,PARALLEL_BOUNDARY_PAIR_A_B,0.5384615384615384,2.249998092651367,0.8099996566772463,0.9199995994567876,1.0,True,False
R02ZF,117,3900,PARALLEL_BOUNDARY_PAIR_A_B,0.34065934065934067,2.2999978065490723,0.7499995231628418,0.9499993324279785,1.0,False,False
R02ZF,118,3933,PARALLEL_BOUNDARY_PAIR_A_B,0.5384615384615384,2.249998092651367,0.7999992370605469,0.8999996185302734,1.0,False,False
R02ZF,119,3967,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.249998092651367,0.7999992370605469,0.8999996185302734,1.0,False,False
R02ZF,120,4000,PARALLEL_BOUNDARY_PAIR_A_B,0.4835164835164835,2.324997901916504,0.7249994277954102,0.8499994277954102,1.0,False,False
R02ZF,121,4033,PARALLEL_BOUNDARY_PAIR_A_B,0.4835164835164835,2.2999980449676514,0.7499992847442627,0.8849992275238039,1.0,False,False
R02ZF,122,4067,PARALLEL_BOUNDARY_PAIR_A_B,0.4945054945054945,2.249998092651367,0.7999992370605469,0.879999542236328,1.0,True,False
R02ZF,123,4100,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.2999978065490723,0.7199994087219238,0.9199992179870606,1.0,False,False
R02ZF,124,4133,PARALLEL_BOUNDARY_PAIR_A_B,0.43956043956043955,2.249998092651367,0.7499990463256836,0.8999991416931152,1.0,True,False
R02ZF,125,4167,PARALLEL_BOUNDARY_PAIR_A_B,0.4725274725274725,2.2999982833862305,0.8299987792968754,1.0199988365173347,1.0,False,False
R02ZF,126,4200,PARALLEL_BOUNDARY_PAIR_A_B,0.5384615384615384,2.449997901916504,0.5599992752075197,0.8599994659423831,1.0,False,False
R02ZF,127,4233,PARALLEL_BOUNDARY_PAIR_A_B,0.46153846153846156,2.199997901916504,0.8499994277954102,0.9499993324279785,1.0,False,False
R02ZF,128,4267,PARALLEL_BOUNDARY_PAIR_A_B,0.5054945054945055,2.249998092651367,0.7999992370605469,0.9499993324279785,1.0,False,False
R02ZF,129,4300,PARALLEL_BOUNDARY_PAIR_A_B,0.43956043956043955,2.249998092651367,0.7499990463256836,0.8549993991851808,1.0,False,False
R02ZF,130,4333,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.249998092651367,0.5499993801116944,0.6999989986419677,1.0,True,False
R02ZF,131,4367,PARALLEL_BOUNDARY_PAIR_A_B,0.5054945054945055,2.324997663497925,0.4999997615814209,0.5499999523162842,1.0,True,False
R02ZF,132,4400,PARALLEL_BOUNDARY_PAIR_A_B,0.5384615384615384,2.3499975204467773,0.5999994277954102,0.7999992370605469,1.0,True,False
R02ZF,133,4433,PARALLEL_BOUNDARY_PAIR_A_B,0.46153846153846156,2.249998092651367,0.5449992656707763,0.6449995994567872,1.0,True,False
R02ZF,134,4467,PARALLEL_BOUNDARY_PAIR_A_B,0.6043956043956044,2.249998092651367,0.7999992370605469,0.89999942779541,1.0,False,False
R02ZF,135,4500,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.249998092651367,0.7999992370605469,0.8999996185302734,1.0,False,False
R02ZF,136,4533,PARALLEL_BOUNDARY_PAIR_A_B,0.5714285714285714,2.324997663497925,0.674999475479126,0.8499993801116945,1.0,False,False
R02ZF,137,4567,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.199997901916504,0.7899992942810061,1.2099985122680683,1.0,False,False
R02ZF,138,4600,PARALLEL_BOUNDARY_PAIR_A_B,0.6593406593406593,2.2999978065490723,0.599998950958252,0.7499990463256836,1.0,True,False
R02ZF,139,4633,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.249998092651367,0.5749992370605472,0.6299993991851811,1.0,False,False
R02ZF,140,4667,PARALLEL_BOUNDARY_PAIR_A_B,0.6043956043956044,2.2999982833862305,0.7099992752075197,0.889998817443848,1.0,False,False
R02ZF,141,4700,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.3499979972839355,0.6999993324279785,0.7999987602233887,1.0,False,False
R02ZF,142,4733,PARALLEL_BOUNDARY_PAIR_A_B,0.6813186813186813,2.3499977588653564,0.6999995708465576,0.8999996185302734,1.0,False,False
R02ZF,143,4767,PARALLEL_BOUNDARY_PAIR_A_B,0.6373626373626373,2.249997854232788,0.8149993896484378,0.8999996185302734,1.0,False,False
R02ZF,144,4800,PARALLEL_BOUNDARY_PAIR_A_B,0.5824175824175825,2.449997901916504,0.479999160766602,0.7799988746643072,1.0,False,False
R02ZF,145,4833,PARALLEL_BOUNDARY_PAIR_A_B,0.46153846153846156,2.199997901916504,0.5949994087219238,0.6449995994567872,1.0,False,False
R02ZF,146,4867,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.249998092651367,0.7999992370605469,0.8999996185302734,1.0,False,False
R02ZF,147,4900,PARALLEL_BOUNDARY_PAIR_A_B,0.6153846153846154,2.324997901916504,0.4999995231628418,0.6249995231628418,1.0,True,False
R02ZF,148,4933,PARALLEL_BOUNDARY_PAIR_A_B,0.6593406593406593,2.499997615814209,0.40499963760375984,0.7049993515014648,1.0,False,False
R02ZF,149,4967,PARALLEL_BOUNDARY_PAIR_A_B,0.6483516483516484,2.3499975204467773,0.6999998092651367,0.8999991416931152,1.0,False,False
R02ZF,150,5000,PARALLEL_BOUNDARY_PAIR_A_B,0.6153846153846154,2.499997615814209,0.5499997138977051,0.8499994277954102,1.0,False,False
R02ZF,151,5033,PARALLEL_BOUNDARY_PAIR_A_B,0.46153846153846156,2.499997615814209,0.4449993610382079,0.7399990558624268,1.0,False,False
R02ZF,152,5067,PARALLEL_BOUNDARY_PAIR_A_B,0.43956043956043955,2.549997568130493,0.549999475479126,0.9049991607666015,1.0,False,False
R02ZF,153,5100,PARALLEL_BOUNDARY_PAIR_A_B,0.37362637362637363,2.2999978065490723,0.5999994277954102,0.7499995231628418,1.0,False,False
R02ZF,154,5133,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.249998092651367,0.6999988555908203,0.7999987602233887,1.0,False,False
R02ZF,155,5167,PARALLEL_BOUNDARY_PAIR_A_B,0.6373626373626373,2.249997615814209,0.4999996662139893,0.6499991416931152,1.0,True,False
R02ZF,156,5200,PARALLEL_BOUNDARY_PAIR_A_B,0.6813186813186813,2.3499975204467773,0.39999961853027344,0.5999994277954102,1.0,True,False
R02ZF,157,5233,PARALLEL_BOUNDARY_PAIR_A_B,0.6373626373626373,2.249998092651367,0.614999341964722,0.7149997234344485,1.0,False,False
R02ZF,158,5267,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.249998092651367,0.6649991989135744,0.814999294281006,1.0,False,False
R02ZF,159,5300,PARALLEL_BOUNDARY_PAIR_A_B,0.4725274725274725,2.249998092651367,0.6199991226196295,0.7199995040893561,1.0,True,False
R02ZF,160,5333,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.3999977111816406,0.5999994277954102,0.7999992370605469,1.0,False,False
R02ZF,161,5367,PARALLEL_BOUNDARY_PAIR_A_B,0.5714285714285714,2.249998092651367,0.7949993133544921,1.2499990463256836,1.0,False,False
R02ZF,162,5400,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.3999977111816406,0.4499998092651367,0.6499996185302734,1.0,False,False
R02ZF,163,5433,PARALLEL_BOUNDARY_PAIR_A_B,0.37362637362637363,2.449997901916504,0.5499992370605469,0.834999370574951,1.0,False,False
R02ZF,164,5467,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.5999975204467773,0.4499993324279785,0.7999992370605469,1.0,False,False
R02ZF,165,5500,PARALLEL_BOUNDARY_PAIR_A_B,0.5054945054945055,2.3499979972839355,0.6499991416931152,0.7249994277954102,1.0,True,False
R02ZF,166,5533,PARALLEL_BOUNDARY_PAIR_A_B,0.5164835164835165,2.5999975204467773,0.4499998092651367,0.8499994277954102,1.0,False,False
R02ZF,167,5567,PARALLEL_BOUNDARY_PAIR_A_B,0.6483516483516484,2.5999975204467773,0.4999995231628418,0.7999992370605469,1.0,False,False
R02ZF,168,5600,PARALLEL_BOUNDARY_PAIR_A_B,0.6043956043956044,2.5999975204467773,0.4499998092651367,0.7799996376037597,1.0,False,False
R02ZF,169,5633,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.6499977111816406,0.4499998092651367,0.7999992370605469,1.0,False,False
R02ZF,170,5667,PARALLEL_BOUNDARY_PAIR_A_B,0.5274725274725275,2.6999974250793457,0.5499997138977051,0.864999341964722,1.0,False,False
R02ZF,171,5700,PARALLEL_BOUNDARY_PAIR_A_B,0.4945054945054945,2.499997138977051,0.5,0.7999992370605469,1.0,False,False
R02ZF,172,5733,PARALLEL_BOUNDARY_PAIR_A_B,0.5604395604395604,2.6999974250793457,0.5499992370605469,0.899998664855957,1.0,False,False
R02ZF,173,5767,PARALLEL_BOUNDARY_PAIR_A_B,0.4945054945054945,2.5499978065490723,0.5399997711181643,0.8299993515014648,1.0,False,False
R02ZF,174,5800,PARALLEL_BOUNDARY_PAIR_A_B,0.5494505494505495,2.499997615814209,0.5099995136260987,0.8549989700317382,1.0,False,False
