run_id,tree_id,range_hypothesis_center_m,available_sar_frames,matched_frames,persistence_fraction,median_abs_theta_residual_deg,p90_abs_theta_residual_deg,matched_range_iqr_m,trajectory_score,manual_person_reference_used,competition_rank,anchor_verdict
R02ZF,TREE_A_USER_F120,14.5,108,75,0.6944444444444444,1.6340766471092358,3.7059228616127693,0.6090603398273728,0.24390025087565145,False,1,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_A_USER_F120,16.75,108,69,0.6388888888888888,2.2487583159954063,4.358777312170694,0.5730870034580775,0.1852206848927294,False,2,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_A_USER_F120,18.75,108,55,0.5092592592592593,1.7569517730407582,4.506521351768582,0.6223724565162172,0.17119211979945972,False,3,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_B_NEXT,14.0,132,81,0.6136363636363636,1.6894805007283589,3.855125222201611,0.38429154111959996,0.2172946733623363,False,1,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_B_NEXT,18.0,132,82,0.6212121212121212,1.7177968961639944,3.801036001053344,1.0877457769142644,0.20048750483628192,False,2,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_B_NEXT,16.75,132,74,0.5606060606060606,2.0200309971547687,4.217482114904751,0.8923557912139728,0.16823116757954287,False,3,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_C_NEXT,17.0,134,73,0.5447761194029851,1.7267429855319874,3.83436185095096,0.7577805375075499,0.18207963853302558,False,1,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_C_NEXT,18.75,134,79,0.5895522388059702,2.1428158854123254,4.023550912715907,0.84743089354237,0.1714105299083738,False,2,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
R02ZF,TREE_C_NEXT,15.0,134,63,0.4701492537313433,2.1282450034221903,4.2435220436952275,0.7250488395658081,0.13901465760894893,False,3,VISUAL_CANDIDATE_NOT_TEMPORALLY_CONFIRMED
