run_id,tree_id,range_hypothesis_center_m,available_sar_frames,matched_frames,persistence_fraction,median_abs_theta_residual_deg,p90_abs_theta_residual_deg,matched_range_iqr_m,trajectory_score,manual_person_reference_used
R02ZF,TREE_A_USER_F120,6.75,108,22,0.2037037037037037,2.6198299911590524,4.7298931294595805,0.1181313020513386,0.055638873045001494,False
R02ZF,TREE_A_USER_F120,7.0,108,33,0.3055555555555556,2.0829945948306796,4.574656213337843,0.6130558941919846,0.0926609888189732,False
R02ZF,TREE_A_USER_F120,7.25,108,36,0.3333333333333333,2.091819503030396,4.092472737338546,0.5970483608974799,0.10098603483398598,False
R02ZF,TREE_A_USER_F120,7.5,108,36,0.3333333333333333,2.091819503030396,4.092472737338546,0.5970483608974799,0.10098603483398598,False
R02ZF,TREE_A_USER_F120,7.75,108,46,0.42592592592592593,2.091819503030396,4.263731252247226,0.4361072092464662,0.1312780297219814,False
R02ZF,TREE_A_USER_F120,8.0,108,44,0.4074074074074074,2.091819503030396,4.24454615856445,0.7416804171043125,0.12156307142370919,False
R02ZF,TREE_A_USER_F120,8.25,108,40,0.37037037037037035,2.0724485562627084,4.243986039509085,0.7542142367609266,0.11100819965652647,False
R02ZF,TREE_A_USER_F120,8.5,108,40,0.37037037037037035,2.1094763038775888,4.196520287550356,0.7559291673161512,0.10977021809092773,False
R02ZF,TREE_A_USER_F120,8.75,108,23,0.21296296296296297,2.6440729367586293,4.272710623061543,0.5420547968543659,0.055548907332037434,False
R02ZF,TREE_A_USER_F120,9.0,108,24,0.2222222222222222,2.3928421857295694,4.268607111125477,0.7029476596136437,0.06106895439885143,False
R02ZF,TREE_A_USER_F120,9.25,108,32,0.2962962962962963,2.1458595149483948,4.161680104509526,1.2771488376419402,0.08246805154598837,False
R02ZF,TREE_A_USER_F120,9.5,108,32,0.2962962962962963,2.226128235266266,4.205042344532189,0.8730058105686549,0.08389669328223322,False
R02ZF,TREE_A_USER_F120,9.75,108,28,0.25925925925925924,1.9718850449319014,3.7242365941063724,0.30218765350648624,0.08423933790349447,False
R02ZF,TREE_A_USER_F120,10.0,108,30,0.2777777777777778,1.839598507167107,3.738807407553342,0.44198976795007283,0.09276901061764359,False
R02ZF,TREE_A_USER_F120,10.25,108,32,0.2962962962962963,1.9662608562545962,4.135598352233903,0.5714576446747426,0.0935789429622395,False
R02ZF,TREE_A_USER_F120,10.5,108,33,0.3055555555555556,1.930904173996943,4.090785163064582,0.5766828764007617,0.09753610108685992,False
R02ZF,TREE_A_USER_F120,10.75,108,31,0.28703703703703703,1.8559188491695267,3.7322796497100104,0.6994151714445067,0.0925712665863398,False
R02ZF,TREE_A_USER_F120,11.0,108,21,0.19444444444444445,1.748292840337271,4.180411541403224,0.38685400964043204,0.06742899786999666,False
R02ZF,TREE_A_USER_F120,11.25,108,19,0.17592592592592593,1.8559188491695267,4.239557426671248,0.7639449138306276,0.056326945923306275,False
R02ZF,TREE_A_USER_F120,11.5,108,19,0.17592592592592593,2.053941481269014,4.239557426671248,1.0404700704463679,0.05146883262864305,False
R02ZF,TREE_A_USER_F120,11.75,108,17,0.1574074074074074,2.6033542431484666,4.093300169645436,0.7312935239732603,0.04078644387821279,False
R02ZF,TREE_A_USER_F120,12.0,108,20,0.18518518518518517,1.9792731802680716,3.866706777221507,0.678461532808484,0.05756930598623485,False
R02ZF,TREE_A_USER_F120,12.25,108,22,0.2037037037037037,2.394128208577989,4.084717796596567,0.608787919639802,0.05647135698663294,False
R02ZF,TREE_A_USER_F120,12.5,108,22,0.2037037037037037,2.600382283286419,4.086720049946717,0.7550134096965362,0.05270966068297801,False
R02ZF,TREE_A_USER_F120,12.75,108,29,0.26851851851851855,2.1444105657801673,4.114580428581135,0.9237339589242968,0.07743379392396199,False
R02ZF,TREE_A_USER_F120,13.0,108,31,0.28703703703703703,1.9917919601796523,4.112122777228018,0.70437111035349,0.0886375877503044,False
R02ZF,TREE_A_USER_F120,13.25,108,46,0.42592592592592593,2.06810126297991,4.123468830439296,0.7829299562167993,0.1274415837833427,False
R02ZF,TREE_A_USER_F120,13.5,108,59,0.5462962962962963,1.9917919601796523,4.133964423716855,0.6562941413758736,0.16957850675410446,False
R02ZF,TREE_A_USER_F120,13.75,108,68,0.6296296296296297,1.8386215825042296,4.053688707230984,0.5141571188271268,0.20858494531273078,False
R02ZF,TREE_A_USER_F120,14.0,108,71,0.6574074074074074,1.6507848781223213,3.774963325348061,0.521592425931205,0.23202541546048475,False
R02ZF,TREE_A_USER_F120,14.25,108,72,0.6666666666666666,1.629464708233284,3.766271265099441,0.5050196250226744,0.23756736536159578,False
R02ZF,TREE_A_USER_F120,14.5,108,75,0.6944444444444444,1.6340766471092358,3.7059228616127693,0.6090603398273728,0.24390025087565145,False
R02ZF,TREE_A_USER_F120,14.75,108,71,0.6574074074074074,1.6690778710498684,3.8241466862182776,0.5909667660096929,0.22859059608807106,False
R02ZF,TREE_A_USER_F120,15.0,108,70,0.6481481481481481,1.6136292894253166,3.6910227459870133,0.9077495415454866,0.22110972728099357,False
R02ZF,TREE_A_USER_F120,15.25,108,62,0.5740740740740741,1.5752743266073936,4.329802274178547,0.8262713876627732,0.2004120175458462,False
R02ZF,TREE_A_USER_F120,15.5,108,60,0.5555555555555556,1.7666721416771232,3.843707114554064,0.7292823649369584,0.18384185462829317,False
R02ZF,TREE_A_USER_F120,15.75,108,59,0.5462962962962963,1.8899209436758753,3.831132108001378,0.8535706958023734,0.17132415037027704,False
R02ZF,TREE_A_USER_F120,16.0,108,59,0.5462962962962963,1.8899209436758753,3.86964317177831,0.7847680055642741,0.17262784127131306,False
R02ZF,TREE_A_USER_F120,16.25,108,64,0.5925925925925926,1.9998594404362455,3.896066613389638,0.6619468868356826,0.18337771977743098,False
R02ZF,TREE_A_USER_F120,16.5,108,69,0.6388888888888888,2.2487583159954063,4.358777312170694,0.6867917993646913,0.18310807901220283,False
R02ZF,TREE_A_USER_F120,16.75,108,69,0.6388888888888888,2.2487583159954063,4.358777312170694,0.5730870034580775,0.1852206848927294,False
R02ZF,TREE_A_USER_F120,17.0,108,62,0.5740740740740741,2.227302175278373,4.368931597138102,0.711212296519026,0.16514288626824541,False
R02ZF,TREE_A_USER_F120,17.25,108,59,0.5462962962962963,2.2058460345613398,4.358777312170694,0.7012858591830593,0.1582872876734661,False
R02ZF,TREE_A_USER_F120,17.5,108,56,0.5185185185185185,2.6700006561774856,4.629400716831322,0.8052816674634045,0.13120908391386782,False
R02ZF,TREE_A_USER_F120,17.75,108,54,0.5,2.7473517847281066,4.689404570938984,0.9078750405661076,0.12299796068940155,False
R02ZF,TREE_A_USER_F120,18.0,108,55,0.5092592592592593,2.3148575603431425,4.541022770964888,1.0869709926254565,0.13781279368462987,False
R02ZF,TREE_A_USER_F120,18.25,108,56,0.5185185185185185,1.9056713830387917,4.555649573952907,0.8223842501297689,0.16236654621325688,False
R02ZF,TREE_A_USER_F120,18.5,108,56,0.5185185185185185,1.874048828430234,4.6031288951092755,0.6724481661830808,0.1667580788039416,False
R02ZF,TREE_A_USER_F120,18.75,108,55,0.5092592592592593,1.7569517730407582,4.506521351768582,0.6223724565162172,0.17119211979945972,False
R02ZF,TREE_A_USER_F120,19.0,108,47,0.4351851851851852,1.7775287163150875,4.540260733323923,0.47874498858343983,0.14776637204170764,False
R02ZF,TREE_B_NEXT,3.5,132,12,0.09090909090909091,2.567448673647358,4.470421871543884,0.24462088778838886,0.024885696370657514,False
R02ZF,TREE_B_NEXT,3.75,132,12,0.09090909090909091,2.567448673647358,4.470421871543884,0.24462088778838886,0.024885696370657514,False
R02ZF,TREE_B_NEXT,4.0,132,16,0.12121212121212122,2.1563589409677126,4.427190913526987,1.4258979241625926,0.033159531496601426,False
R02ZF,TREE_B_NEXT,4.25,132,20,0.15151515151515152,2.1563589409677126,4.3239012946603275,1.0473812732021481,0.04300812641499802,False
R02ZF,TREE_B_NEXT,4.5,132,19,0.14393939393939395,2.115169787570951,4.039724124393231,0.06632136734449023,0.045864200640019524,False
R02ZF,TREE_B_NEXT,4.75,132,26,0.19696969696969696,2.119335040128182,4.1442384415206615,0.5130246041512798,0.05970780442567197,False
R02ZF,TREE_B_NEXT,5.0,132,35,0.26515151515151514,2.0584128761757103,4.179076547229806,0.7397307195862286,0.07992946861088983,False
R02ZF,TREE_B_NEXT,5.25,132,38,0.2878787878787879,2.119335040128182,4.316624508193984,0.7618071492624434,0.08502113037896537,False
R02ZF,TREE_B_NEXT,5.5,132,40,0.30303030303030304,2.1442345894706794,4.316108947659013,0.817567213145983,0.08833716029770626,False
R02ZF,TREE_B_NEXT,5.75,132,30,0.22727272727272727,2.1442345894706794,4.318436241136938,0.4111094389255401,0.06911929227159434,False
R02ZF,TREE_B_NEXT,6.0,132,27,0.20454545454545456,2.1235002926854136,4.316911372743706,0.36151469609443687,0.06293647353566242,False
R02ZF,TREE_B_NEXT,6.25,132,29,0.2196969696969697,2.1235002926854136,4.004271644439572,0.6435724251146349,0.06560565214260511,False
R02ZF,TREE_B_NEXT,6.5,132,37,0.2803030303030303,2.6094626181288874,4.316911372743706,1.1693615025323112,0.0697489984440678,False
R02ZF,TREE_B_NEXT,6.75,132,36,0.2727272727272727,2.8932938136790636,4.291365209551804,0.17177643970767775,0.06898522760015363,False
R02ZF,TREE_B_NEXT,7.0,132,35,0.26515151515151514,2.6094626181288874,4.298390054777128,0.15411164223559481,0.07237849883199576,False
R02ZF,TREE_B_NEXT,7.25,132,48,0.36363636363636365,1.9552843531325,4.171717346218475,0.8111369791435958,0.11226177795062217,False
R02ZF,TREE_B_NEXT,7.5,132,55,0.4166666666666667,2.1358019397623913,4.133473932145278,0.8066360170178886,0.12189920557124215,False
R02ZF,TREE_B_NEXT,7.75,132,66,0.5,2.2125787929578262,4.132969182613412,0.8429699625468219,0.14254686801937128,False
R02ZF,TREE_B_NEXT,8.0,132,66,0.5,2.2541447434807926,4.170273667769249,0.5341957462635349,0.14530181455696067,False
R02ZF,TREE_B_NEXT,8.25,132,65,0.49242424242424243,2.288093195343613,4.141771915665888,0.5079992291791164,0.14207716539460155,False
R02ZF,TREE_B_NEXT,8.5,132,60,0.45454545454545453,2.2541447434807926,4.227446730233303,0.5141516147235485,0.13236240779241432,False
R02ZF,TREE_B_NEXT,8.75,132,57,0.4318181818181818,2.288093195343613,4.107606923206624,0.6216549852344411,0.1231769907734288,False
R02ZF,TREE_B_NEXT,9.0,132,43,0.32575757575757575,2.3792687905192906,4.232639661722973,0.7951151090882185,0.08906420067269134,False
R02ZF,TREE_B_NEXT,9.25,132,44,0.3333333333333333,2.3260051945109232,4.26878844232354,1.070472576971337,0.09007376491520616,False
R02ZF,TREE_B_NEXT,9.5,132,36,0.2727272727272727,2.046646819800886,4.440712980675033,0.9939313874708393,0.08034333199710987,False
R02ZF,TREE_B_NEXT,9.75,132,33,0.25,2.272741598502556,4.307552222226339,0.47728807416195274,0.07267880416920851,False
R02ZF,TREE_B_NEXT,10.0,132,30,0.22727272727272727,2.3886294898120672,4.310424633845518,0.5574962101679759,0.06341751703093183,False
R02ZF,TREE_B_NEXT,10.25,132,31,0.23484848484848486,2.272741598502556,3.904549773806714,0.6429673174560708,0.06714215134507592,False
R02ZF,TREE_B_NEXT,10.5,132,37,0.2803030303030303,1.6945038594581519,3.70790932064439,1.1818441910532798,0.09018325726141718,False
R02ZF,TREE_B_NEXT,10.75,132,34,0.25757575757575757,1.4144860529715686,3.729284207953814,1.0499003565371883,0.09258816604509701,False
R02ZF,TREE_B_NEXT,11.0,132,30,0.22727272727272727,1.7990236684760859,4.022184257570202,0.7729829866905451,0.07404062997198282,False
R02ZF,TREE_B_NEXT,11.25,132,28,0.21212121212121213,2.5273744489027443,4.450411041470966,0.3602274720144063,0.05806045687152069,False
R02ZF,TREE_B_NEXT,11.5,132,27,0.20454545454545456,2.5988255017540345,4.78358640404645,0.41028932140566354,0.0546558336156684,False
R02ZF,TREE_B_NEXT,11.75,132,30,0.22727272727272727,2.497732313057998,4.555206197065268,0.6553063417988412,0.060978606840400115,False
R02ZF,TREE_B_NEXT,12.0,132,29,0.2196969696969697,2.396639124361961,4.57250273728137,1.1323713324747704,0.057922161884739955,False
R02ZF,TREE_B_NEXT,12.25,132,26,0.19696969696969696,2.7772926593873057,4.624392357929677,0.8047195869275807,0.048527319417871397,False
R02ZF,TREE_B_NEXT,12.5,132,30,0.22727272727272727,2.721775459036663,4.555206197065268,0.6336128901092,0.05763165302457827,False
R02ZF,TREE_B_NEXT,12.75,132,30,0.22727272727272727,2.6513425057440974,3.8815872615921623,0.6763168359421243,0.05845411674919528,False
R02ZF,TREE_B_NEXT,13.0,132,39,0.29545454545454547,2.380003879248558,3.81170850514475,0.9609326758168066,0.07950169127853242,False
R02ZF,TREE_B_NEXT,13.25,132,50,0.3787878787878788,2.2943610540252957,3.836491766978438,0.9836501582170882,0.10410153891326043,False
R02ZF,TREE_B_NEXT,13.5,132,70,0.5303030303030303,2.0245041396853023,3.9630717580137103,0.5107530802141884,0.16555064297710942,False
R02ZF,TREE_B_NEXT,13.75,132,77,0.5833333333333334,1.679470697906476,3.8941522135816546,0.39344743096389223,0.2070630533596299,False
R02ZF,TREE_B_NEXT,14.0,132,81,0.6136363636363636,1.6894805007283589,3.855125222201611,0.38429154111959996,0.2172946733623363,False
R02ZF,TREE_B_NEXT,14.25,132,79,0.5984848484848485,1.6894805007283589,3.9024816556676107,0.4151411012985786,0.21112215851465316,False
R02ZF,TREE_B_NEXT,14.5,132,80,0.6060606060606061,1.650589821742651,3.8962052750445975,0.48739008406874795,0.2148254949783506,False
R02ZF,TREE_B_NEXT,14.75,132,83,0.6287878787878788,1.7197216680275211,3.977410061583537,0.8039019713123263,0.20952001850745094,False
R02ZF,TREE_B_NEXT,15.0,132,78,0.5909090909090909,1.716962002854677,3.6811217537755363,0.9445155110508079,0.1938969199438222,False
R02ZF,TREE_B_NEXT,15.25,132,65,0.49242424242424243,2.022521337422452,4.103108704733887,0.7791892708715178,0.14943512573420523,False
R02ZF,TREE_B_NEXT,15.5,132,60,0.45454545454545453,2.000124044891396,4.15243008523347,0.6408056163011437,0.1409702912882624,False
R02ZF,TREE_B_NEXT,15.75,132,64,0.48484848484848486,2.000124044891396,4.244066080432119,0.8613342548880709,0.14685298083271733,False
R02ZF,TREE_B_NEXT,16.0,132,63,0.4772727272727273,2.044520744127105,4.262979533662563,0.8526946053432525,0.14276933518635113,False
R02ZF,TREE_B_NEXT,16.25,132,68,0.5151515151515151,2.6284559532778635,4.43706449946106,0.9719083217544942,0.1298060820474697,False
R02ZF,TREE_B_NEXT,16.5,132,69,0.5227272727272727,2.5440451479601363,4.459380823734811,0.759514662667943,0.1372032505856275,False
R02ZF,TREE_B_NEXT,16.75,132,74,0.5606060606060606,2.0200309971547687,4.217482114904751,0.8923557912139728,0.16823116757954287,False
R02ZF,TREE_B_NEXT,17.0,132,71,0.5378787878787878,2.0796295157647515,4.226925583727656,0.7830848373829475,0.16038325161274902,False
R02ZF,TREE_B_NEXT,17.25,132,66,0.5,2.0037764581328092,4.292077721545178,0.5495729117778438,0.1564393416025722,False
R02ZF,TREE_B_NEXT,17.5,132,72,0.5454545454545454,1.9618931226117802,4.154269365291926,0.9414512737616896,0.1657210817261469,False
R02ZF,TREE_B_NEXT,17.75,132,76,0.5757575757575758,1.7137219589233545,4.153162853042042,0.8925194522800446,0.1902636591627022,False
R02ZF,TREE_B_NEXT,18.0,132,82,0.6212121212121212,1.7177968961639944,3.801036001053344,1.0877457769142644,0.20048750483628192,False
R02ZF,TREE_B_NEXT,18.25,132,80,0.6060606060606061,1.8968711895009296,3.7791247775871377,0.6132995971369155,0.19477921656898836,False
R02ZF,TREE_B_NEXT,18.5,132,79,0.5984848484848485,1.902697200571584,3.6969264957299837,0.6040425650306709,0.19218474787897052,False
R02ZF,TREE_B_NEXT,18.75,132,82,0.6212121212121212,1.934011895535722,3.9934267369606475,0.6611993209254905,0.19624878637631482,False
R02ZF,TREE_B_NEXT,19.0,132,81,0.6136363636363636,1.9653265904998598,3.9980790343507584,0.6533732016542437,0.19212115786961378,False
R02ZF,TREE_C_NEXT,3.5,134,17,0.12686567164179105,2.643649705554109,4.320757265370539,0.6654795191922624,0.03272628953888624,False
R02ZF,TREE_C_NEXT,3.75,134,17,0.12686567164179105,2.643649705554109,4.320757265370539,0.6654795191922624,0.03272628953888624,False
R02ZF,TREE_C_NEXT,4.0,134,16,0.11940298507462686,2.788855952438319,4.328736726260841,0.5784635712249289,0.0299156767315157,False
R02ZF,TREE_C_NEXT,4.25,134,26,0.19402985074626866,2.509189217809999,4.212969051928149,0.9354936212204983,0.05057322749677905,False
R02ZF,TREE_C_NEXT,4.5,134,28,0.208955223880597,2.509189217809999,4.259863728336329,0.1375297668914035,0.0587394306813997,False
R02ZF,TREE_C_NEXT,4.75,134,30,0.22388059701492538,2.509189217809999,4.228786499086039,0.13419801748241866,0.06295574157014294,False
R02ZF,TREE_C_NEXT,5.0,134,33,0.2462686567164179,2.7620416834593957,4.065992504173809,0.6471955462403818,0.06174374937833681,False
R02ZF,TREE_C_NEXT,5.25,134,37,0.27611940298507465,2.9518663043158853,4.208556410262147,0.7159585510002584,0.06570435933882272,False
R02ZF,TREE_C_NEXT,5.5,134,40,0.29850746268656714,2.7830513014582197,4.206210673162774,0.8121493122427985,0.07339198027108217,False
R02ZF,TREE_C_NEXT,5.75,134,38,0.2835820895522388,2.8779636118864644,4.207774497895689,0.8145714652247946,0.06811860569910047,False
R02ZF,TREE_C_NEXT,6.0,134,21,0.15671641791044777,3.243547083478802,4.40712539432162,0.3787068828041802,0.0358119364608009,False
R02ZF,TREE_C_NEXT,6.25,134,24,0.1791044776119403,3.1832375687588867,4.157691067375136,0.49052974666267524,0.04112689901308082,False
R02ZF,TREE_C_NEXT,6.5,134,32,0.23880597014925373,3.1832375687588867,4.251813600657914,1.183331425669512,0.051943660509768855,False
R02ZF,TREE_C_NEXT,6.75,134,32,0.23880597014925373,3.015597004998874,4.392109602064823,0.5037758191419188,0.056968180028729914,False
R02ZF,TREE_C_NEXT,7.0,134,31,0.23134328358208955,2.577671616153763,3.958165323339692,0.3644039597433588,0.06243724273158464,False
R02ZF,TREE_C_NEXT,7.25,134,42,0.31343283582089554,2.489608027629785,4.2270872569122515,0.6697291234244132,0.08416533917438104,False
R02ZF,TREE_C_NEXT,7.5,134,43,0.3208955223880597,2.401544439105807,4.197207042070858,0.6711765333674427,0.08824402177942896,False
R02ZF,TREE_C_NEXT,7.75,134,51,0.3805970149253731,2.6406629361906866,4.256967471753647,0.5795881341135987,0.09902306620585492,False
R02ZF,TREE_C_NEXT,8.0,134,53,0.39552238805970147,2.991767320048897,4.236564151687425,0.34828951461906765,0.09614833417460157,False
R02ZF,TREE_C_NEXT,8.25,134,53,0.39552238805970147,2.817949360240263,4.153910017081197,0.6460933699398419,0.09780276071925675,False
R02ZF,TREE_C_NEXT,8.5,134,57,0.4253731343283582,2.991767320048897,4.15182830839852,1.0131661825875993,0.09786847360489247,False
R02ZF,TREE_C_NEXT,8.75,134,64,0.47761194029850745,2.90485834014458,4.239591113863459,1.2524321669653435,0.10996750892574741,False
R02ZF,TREE_C_NEXT,9.0,134,52,0.3880597014925373,2.9931379874221022,4.525361368958597,0.5704639213177956,0.09255382278762625,False
R02ZF,TREE_C_NEXT,9.25,134,54,0.40298507462686567,2.609318611181262,4.551119119163397,0.6188512204694536,0.10533033603527778,False
R02ZF,TREE_C_NEXT,9.5,134,49,0.3656716417910448,2.0975890240517643,4.557525014863151,0.5536262027832937,0.11110053057843051,False
R02ZF,TREE_C_NEXT,9.75,134,50,0.373134328358209,2.0228026647280437,4.363213131610804,0.6803513950894171,0.11442589254185007,False
R02ZF,TREE_C_NEXT,10.0,134,48,0.3582089552238806,2.0228026647280437,4.405548527472148,0.9229505168031107,0.10706114265125803,False
R02ZF,TREE_C_NEXT,10.25,134,39,0.291044776119403,1.803576123805513,4.138934803410271,1.044592061083227,0.09183589095961445,False
R02ZF,TREE_C_NEXT,10.5,134,29,0.21641791044776118,1.803576123805513,3.7520280120228904,0.6870941485139284,0.07109517425903565,False
R02ZF,TREE_C_NEXT,10.75,134,27,0.20149253731343283,1.8747884046853116,3.7547456270136443,0.5524699503164108,0.06567226103618552,False
R02ZF,TREE_C_NEXT,11.0,134,26,0.19402985074626866,1.9978298973827862,4.052772332889571,0.7324601599061307,0.05962460517153435,False
R02ZF,TREE_C_NEXT,11.25,134,19,0.1417910447761194,1.6928010355874117,3.975529542902253,0.7539805085387954,0.04795593813018271,False
R02ZF,TREE_C_NEXT,11.5,134,16,0.11940298507462686,1.6986601081206278,4.314858261707429,0.7643091815686809,0.04025495930298875,False
R02ZF,TREE_C_NEXT,11.75,134,10,0.07462686567164178,1.901976529593993,4.887787656399413,0.4105281317207101,0.024502679866891638,False
R02ZF,TREE_C_NEXT,12.0,134,13,0.09701492537313433,1.904695256430255,4.863746696341015,1.039120653859582,0.02968281019616933,False
R02ZF,TREE_C_NEXT,12.25,134,12,0.08955223880597014,1.901976529593993,4.872076411361869,1.0303953625515074,0.027447995357317356,False
R02ZF,TREE_C_NEXT,12.5,134,16,0.11940298507462686,2.8853938878943666,4.838757551278455,0.6064113636346775,0.029139467420890557,False
R02ZF,TREE_C_NEXT,12.75,134,19,0.1417910447761194,2.683793768251025,4.682843061765219,0.556816712617831,0.03655652406305114,False
R02ZF,TREE_C_NEXT,13.0,134,22,0.16417910447761194,2.114221029488899,4.648982943427954,0.6077577852123568,0.04934843709877552,False
R02ZF,TREE_C_NEXT,13.25,134,25,0.1865671641791045,2.168812522124295,4.553565751551421,0.561990455485093,0.05543504834341545,False
R02ZF,TREE_C_NEXT,13.5,134,38,0.2835820895522388,2.114221029488899,4.217659395274867,0.9337082491005138,0.08241224370435471,False
R02ZF,TREE_C_NEXT,13.75,134,43,0.3208955223880597,2.168812522124295,4.029749764238782,0.7955182915435195,0.09308755906091905,False
R02ZF,TREE_C_NEXT,14.0,134,51,0.3805970149253731,2.285139911829549,4.093941807704271,0.7375814320207752,0.1074133498301452,False
R02ZF,TREE_C_NEXT,14.25,134,53,0.39552238805970147,2.098794976501676,4.029749764238782,0.6081835243166882,0.11943330004001425,False
R02ZF,TREE_C_NEXT,14.5,134,58,0.43283582089552236,1.938499439234695,3.926710499440209,0.7783596688099426,0.13480096150234636,False
R02ZF,TREE_C_NEXT,14.75,134,58,0.43283582089552236,2.009035588622778,4.029247478538945,0.8181159517116061,0.13134640731147998,False
R02ZF,TREE_C_NEXT,15.0,134,63,0.4701492537313433,2.1282450034221903,4.2435220436952275,0.7250488395658081,0.13901465760894893,False
R02ZF,TREE_C_NEXT,15.25,134,66,0.4925373134328358,2.6962836753395116,4.356924562529547,0.7696830764121181,0.1242001910455252,False
R02ZF,TREE_C_NEXT,15.5,134,67,0.5,2.4840961727067423,4.581493961179398,0.8932832512658386,0.13169174097549055,False
R02ZF,TREE_C_NEXT,15.75,134,65,0.48507462686567165,2.4776099734969907,4.289216502300745,0.9854587508376458,0.12689915521982947,False
R02ZF,TREE_C_NEXT,16.0,134,63,0.4701492537313433,2.6540343341524157,4.37250967038251,0.6887228501178573,0.12070313543571115,False
R02ZF,TREE_C_NEXT,16.25,134,61,0.4552238805970149,2.364904720001938,4.465069822520967,0.736243422509812,0.12566254831940038,False
R02ZF,TREE_C_NEXT,16.5,134,66,0.4925373134328358,1.9874601220921262,4.352815666092822,0.7192455652089826,0.15205541832042277,False
R02ZF,TREE_C_NEXT,16.75,134,70,0.5223880597014925,1.7791344096358144,4.006291819791956,0.7839622184459323,0.1710772671500869,False
R02ZF,TREE_C_NEXT,17.0,134,73,0.5447761194029851,1.7267429855319874,3.83436185095096,0.7577805375075499,0.18207963853302558,False
R02ZF,TREE_C_NEXT,17.25,134,70,0.5223880597014925,1.7791344096358144,4.14941602735337,0.5817261776152733,0.17513705848717498,False
R02ZF,TREE_C_NEXT,17.5,134,78,0.582089552238806,1.9825040501892763,4.070985849907516,0.6656044200319506,0.18102807653908706,False
R02ZF,TREE_C_NEXT,17.75,134,78,0.582089552238806,2.1598029666430962,4.187930596808433,0.7015130000451641,0.1709347176498098,False
R02ZF,TREE_C_NEXT,18.0,134,75,0.5597014925373134,2.3407347341605202,4.398944491045907,0.7114399747419924,0.15591705563122452,False
R02ZF,TREE_C_NEXT,18.25,134,67,0.5,2.343119477139062,4.429184053909017,0.7770482528843701,0.13830928211041335,False
R02ZF,TREE_C_NEXT,18.5,134,78,0.582089552238806,2.431244951798488,4.45251592420713,0.960473139506,0.1545065355678182,False
R02ZF,TREE_C_NEXT,18.75,134,79,0.5895522388059702,2.1428158854123254,4.023550912715907,0.84743089354237,0.1714105299083738,False
R02ZF,TREE_C_NEXT,19.0,134,69,0.5149253731343284,1.8746212789367824,3.849124369376896,0.624272720053046,0.1664746008390337,False
