run_id,tree_id,optical_frame_index,optical_timestamp_ms,optical_image_path,rough_visual_x_px,detected_yellow_x_px,track_available_raw,manual_knot_frame,manual_knot_x_px,core_user_tree,component_x_px,component_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px,area_px,detection_cost,optical_x_px,theta_pred_deg,optical_axis_uncertainty_px,theta_prediction_uncertainty_deg,track_available,semantic_state,manual_person_reference_used
R02ZF,TREE_A_USER_F120,80,4444,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000080_t004444ms.jpg,3260.0,3194.511848341232,True,True,3260.0,True,3194.511848341232,774.4194312796209,3177.0,765.0,31.0,21.0,422.0,0.9756958621946796,3194.511848341232,39.680564061342665,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,81,4500,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000081_t004500ms.jpg,3195.439453125,3221.110484780158,True,False,,True,3221.110484780158,776.5885005636978,3186.0,768.0,66.0,22.0,887.0,0.2500744363190821,3194.511848341232,39.680564061342665,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,82,4556,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000082_t004556ms.jpg,3131.796875,3263.871937639198,False,False,,True,3263.871937639198,780.3285077951002,3222.0,772.0,73.0,21.0,898.0,1.5945094668172861,,,45.0,1.1999413996608068,False,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,83,4611,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000083_t004611ms.jpg,3069.130859375,3174.676470588235,True,False,,True,3174.676470588235,530.7352941176471,3172.0,528.0,6.0,7.0,34.0,2.0644728550975655,3174.676470588235,39.15164648481529,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,84,4667,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000084_t004667ms.jpg,3007.5,2852.1260683760684,False,False,,True,2852.1260683760684,648.6132478632478,2836.0,627.0,28.0,40.0,468.0,1.9627001150558847,,,45.0,1.1999413996608068,False,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,85,4722,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000085_t004722ms.jpg,2946.962890625,2876.3724007561436,True,False,,True,2876.3724007561436,647.7240075614367,2861.0,624.0,28.0,43.0,529.0,0.8682022481244096,2898.9861111111113,31.80026257761594,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,86,4778,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000086_t004778ms.jpg,2887.578125,2898.9861111111113,True,False,,True,2898.9861111111113,653.2361111111111,2883.0,640.0,31.0,28.0,432.0,-0.08215444711538203,2876.3724007561436,31.197259749730065,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,87,4833,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000087_t004833ms.jpg,2829.404296875,2837.8333333333335,True,False,,True,2837.8333333333335,633.3333333333334,2836.0,632.0,5.0,4.0,18.0,0.21590782752404022,2837.8333333333335,30.169601471842313,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,88,4889,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000088_t004889ms.jpg,2772.5,2784.6266666666666,True,False,,True,2784.6266666666666,680.4133333333333,2775.0,673.0,21.0,15.0,150.0,0.11711538461538307,2784.6266666666666,28.75082631470262,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,89,4944,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000089_t004944ms.jpg,2716.923828125,2734.317073170732,True,False,,True,2734.317073170732,698.829268292683,2731.0,696.0,8.0,7.0,41.0,0.3219031334281214,2734.317073170732,27.409302669460885,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,90,5000,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000090_t005000ms.jpg,2662.734375,2664.207746478873,True,False,,True,2664.207746478873,491.11795774647885,2641.0,477.0,42.0,31.0,568.0,0.33219422907637985,2664.207746478873,25.539811922796304,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,91,5056,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000091_t005056ms.jpg,2609.990234375,2548.0,True,False,,True,2548.0,678.6153846153846,2545.0,677.0,7.0,4.0,26.0,0.8109947935928256,2548.0,22.441090012545487,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,92,5111,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000092_t005111ms.jpg,2558.75,2543.0,True,False,,True,2543.0,680.421511627907,2523.0,671.0,37.0,19.0,344.0,0.04118850626118062,2543.0,22.307763190360944,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,93,5167,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000093_t005167ms.jpg,2509.072265625,2509.968253968254,True,False,,True,2509.968253968254,650.0952380952381,2506.0,646.0,10.0,10.0,63.0,0.0291508616166821,2509.968253968254,21.42695964443709,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,94,5222,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000094_t005222ms.jpg,2461.015625,2453.6608695652176,True,False,,True,2453.6608695652176,643.5565217391304,2445.0,636.0,16.0,15.0,115.0,0.10253435932274022,2453.6608695652176,19.925502718841116,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,95,5278,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000095_t005278ms.jpg,2414.638671875,2432.1111111111113,True,False,,True,2432.1111111111113,633.8194444444445,2429.0,628.0,8.0,12.0,72.0,0.543330704126605,2446.176470588235,19.725928492528666,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,96,5333,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000096_t005333ms.jpg,2370.0,2446.176470588235,True,False,,True,2446.176470588235,632.7058823529412,2443.0,629.0,7.0,7.0,34.0,1.055164027149319,2432.1111111111113,19.350870556135064,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,97,5389,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000097_t005389ms.jpg,2327.158203125,2287.0,True,False,,True,2287.0,755.8541666666666,2282.0,752.0,10.0,8.0,48.0,0.8214166416266024,2287.0,15.4814298945128,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,98,5444,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000098_t005444ms.jpg,2286.171875,2282.4100580270792,True,False,,True,2282.4100580270792,702.8936170212766,2270.0,682.0,25.0,45.0,517.0,0.11964239301257329,2282.4100580270792,15.359037419060613,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,99,5500,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000099_t005500ms.jpg,2247.099609375,2238.1666666666665,True,False,,True,2238.1666666666665,636.3333333333334,2236.0,635.0,5.0,4.0,18.0,0.21066819411057866,2238.1666666666665,14.179271264510518,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,100,5556,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000100_t005556ms.jpg,2210.0,2201.1228813559323,True,True,2210.0,True,2201.1228813559323,601.0889830508474,2189.0,592.0,23.0,19.0,236.0,0.2092755867014324,2201.1228813559323,13.191485229077252,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,101,5611,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000101_t005611ms.jpg,2175.157921680901,2176.2008639308856,True,False,,True,2176.2008639308856,718.3833693304535,2144.0,709.0,66.0,19.0,926.0,-0.28164257060421655,2176.2008639308856,12.526930551935443,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,102,5667,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000102_t005667ms.jpg,2142.6461374223604,2143.157894736842,True,False,,True,2143.157894736842,673.8157894736842,2140.0,671.0,8.0,7.0,38.0,0.016553849022113633,2143.157894736842,11.645827736298784,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,103,5722,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000103_t005722ms.jpg,2112.2050732725156,2098.7665198237887,True,False,,True,2098.7665198237887,788.5215859030837,2074.0,764.0,51.0,46.0,1135.0,0.1430649408132546,2098.7665198237887,10.462115546386855,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,104,5778,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000104_t005778ms.jpg,2083.575155279503,2093.497227356747,True,False,,True,2093.497227356747,714.6155268022181,2080.0,698.0,29.0,37.0,541.0,0.2267298502048466,2093.497227356747,10.321607942428535,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,105,5833,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000105_t005833ms.jpg,2056.4968094914598,2063.877659574468,True,False,,True,2063.877659574468,724.0265957446809,2055.0,712.0,21.0,21.0,188.0,0.2017859942863755,2063.877659574468,9.531791373050403,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,106,5889,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000106_t005889ms.jpg,2030.7104619565216,2025.4883720930231,True,False,,True,2025.4883720930231,666.0697674418604,2022.0,662.0,9.0,9.0,43.0,0.04251561345473258,2025.4883720930231,8.508127031884491,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,107,5944,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000107_t005944ms.jpg,2005.9565387228263,2005.1666666666667,True,False,,True,2005.1666666666667,669.3333333333334,2003.0,668.0,5.0,4.0,18.0,0.01529006736866104,2016.909090909091,8.279357372508244,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,108,6000,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000108_t006000ms.jpg,1981.9754658385095,2016.909090909091,True,False,,True,2016.909090909091,669.3636363636364,2013.0,668.0,9.0,4.0,33.0,0.432828530165485,2005.1666666666667,7.966241350711236,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,109,6056,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000109_t006056ms.jpg,1958.5076693517083,1954.075,True,False,,True,1954.075,727.85,1949.0,725.0,10.0,6.0,40.0,0.27213913612712215,1954.075,6.6038634393555995,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,110,6111,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000110_t006111ms.jpg,1935.2935753105592,1924.1724137931035,True,False,,True,1924.1724137931035,663.2758620689655,1922.0,661.0,6.0,6.0,29.0,0.12752081870294416,1933.0,6.041890883847792,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,111,6167,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000111_t006167ms.jpg,1912.0736097631989,1905.9705882352941,True,False,,True,1905.9705882352941,673.2352941176471,1903.0,670.0,6.0,8.0,34.0,0.3367119772436056,1933.0,6.041890883847792,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,112,6222,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000112_t006222ms.jpg,1888.588198757764,1933.0,True,False,,True,1933.0,679.8461538461538,1929.0,677.0,9.0,7.0,39.0,0.5878731072439252,1924.1724137931035,5.806500080542683,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,113,6278,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000113_t006278ms.jpg,1864.5777683423914,1943.0833333333333,True,False,,True,1943.0833333333333,706.5833333333334,1941.0,702.0,6.0,9.0,36.0,1.3687554598226703,1905.9705882352941,5.321141768626688,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,114,6333,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000114_t006333ms.jpg,1839.7827445652174,1954.2758620689656,False,False,,True,1954.2758620689656,708.5172413793103,1952.0,706.0,6.0,6.0,29.0,1.5804129741018922,,,45.0,1.1999413996608068,False,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,115,6389,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000115_t006389ms.jpg,1813.943553474379,1736.0,True,False,,True,1736.0,595.5,1734.0,594.0,5.0,4.0,18.0,1.230352110737431,1761.421052631579,1.4666757225679845,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,116,6444,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000116_t006444ms.jpg,1786.8006211180127,1746.5731225296443,True,False,,True,1746.5731225296443,582.9090909090909,1733.0,572.0,28.0,24.0,253.0,0.6604529980888717,1746.5731225296443,1.0707502552661765,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,117,6500,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000117_t006500ms.jpg,1758.0943735442547,1761.421052631579,True,False,,True,1761.421052631579,628.8947368421053,1760.0,627.0,4.0,5.0,19.0,0.41857488535268633,1746.5731225296443,1.0707502552661765,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
R02ZF,TREE_A_USER_F120,118,6556,C:\research_raw\optical_sar_data\20260721data\derived_frames\pseudocolor_labelstudio_prep_20260722\frames\optical\R02ZF\frame_000118_t006556ms.jpg,1727.5652368012425,1738.5,True,False,,True,1738.5,629.3636363636364,1736.0,628.0,6.0,4.0,22.0,0.2599974770474062,1746.5731225296443,1.0707502552661765,45.0,1.1999413996608068,True,VISUAL_DEVELOPMENT_STATIC_ANCHOR,False
