scene,provisional_person_id,frame_start,frame_end,detection_support,representative_bbox,optical_size_px,boundary_contact,visibility,occlusion,identity_clarity,temporal_support,human_review_status,selection_basis,notes
GM_RM011,GM_RM011:PERSON_SCOUT_001,271,271,1,"[464.7,0.0,586.5,144.6]",121.8x144.6,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,INSUFFICIENT_SINGLETON,REJECT,existing optical detector cache only,detector=GM_RM011_000271_ultralytics_yolov8n_downloaded_003; confidence=0.310008854; detector output is not human truth
GM_RM017,GM_RM017:PERSON_SCOUT_002,164,164,1,"[725.8,328.0,763.5,424.5]",37.7x96.6,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,INSUFFICIENT_SINGLETON,REJECT,existing optical detector cache only,detector=GM_RM017_000164_ultralytics_yolo26n_downloaded_005; confidence=0.352851301; detector output is not human truth
