run_id,mode,track_id,frame_index,region_id,family_id,family_temporal_semantics
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0029,TERGR2F_DA12E7282E68FD50FB61,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0014,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0042,TERGR2F_51217DB4E707D1C0CBA1,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0030,TERGR2F_6D7A8514DB1B952645D5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0007,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0023,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0008,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,1,R01ZF_SARF000001__Q095__R0020,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0036,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0025,TERGR2F_DA12E7282E68FD50FB61,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0016,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0010,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0021,TERGR2F_8593917F310C05FB04BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0009,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0044,TERGR2F_B30B6A7D031E7A7D8546,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0023,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,2,R01ZF_SARF000002__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0007,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0029,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0040,TERGR2F_B30B6A7D031E7A7D8546,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0010,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0016,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0026,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,3,R01ZF_SARF000003__Q095__R0022,TERGR2F_DA12E7282E68FD50FB61,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0028,TERGR2F_DA12E7282E68FD50FB61,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0031,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0030,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0009,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0006,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0017,TERGR2F_E39EC43354398F6CCA5D,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,4,R01ZF_SARF000004__Q095__R0040,TERGR2F_641D1BC1DD79045BBF63,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0024,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0038,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0020,TERGR2F_E39EC43354398F6CCA5D,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0032,TERGR2F_EBEB212F8F2C467E36A8,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0037,TERGR2F_CC18CE6E81C918BBDA99,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0019,TERGR2F_641D1BC1DD79045BBF63,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0007,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0045,TERGR2F_36246E73738414336C93,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0010,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0006,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0040,TERGR2F_DA12E7282E68FD50FB61,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,5,R01ZF_SARF000005__Q095__R0004,TERGR2F_FCF1764FF4900E1795A4,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0004,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0038,TERGR2F_DA12E7282E68FD50FB61,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0026,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0005,TERGR2F_FCF1764FF4900E1795A4,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0011,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0035,TERGR2F_EBEB212F8F2C467E36A8,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0040,TERGR2F_641D1BC1DD79045BBF63,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0012,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0029,TERGR2F_E39EC43354398F6CCA5D,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,6,R01ZF_SARF000006__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0019,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0003,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0017,TERGR2F_45E07384F9558CA0CAF5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0016,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0046,TERGR2F_DACC6129DE871BBDABB7,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0006,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0011,TERGR2F_FCF1764FF4900E1795A4,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0043,TERGR2F_BD23B6695B2FF69DDFBD,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0034,TERGR2F_EBEB212F8F2C467E36A8,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,7,R01ZF_SARF000007__Q095__R0029,TERGR2F_E39EC43354398F6CCA5D,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0018,TERGR2F_FCF1764FF4900E1795A4,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0042,TERGR2F_E39EC43354398F6CCA5D,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0032,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0012,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0030,TERGR2F_DACC6129DE871BBDABB7,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0044,TERGR2F_38E2FFA2DC4B398887D3,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0027,TERGR2F_BD23B6695B2FF69DDFBD,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0004,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,8,R01ZF_SARF000008__Q095__R0016,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0012,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0036,TERGR2F_40BE825420D80FF0A665,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0058,TERGR2F_D724CA5A097280AF3301,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0005,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0022,TERGR2F_466DF749D616F3634C64,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0061,TERGR2F_FFCD3021220B1753A3DF,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0059,TERGR2F_06485C0C2E07E83C069C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0009,TERGR2F_BD23B6695B2FF69DDFBD,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0049,TERGR2F_63C3545D253FA6072556,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0044,TERGR2F_79A84D5186D62E27DDD5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0028,TERGR2F_BD3D9E8F5A350BC76FE5,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0038,TERGR2F_FCF1764FF4900E1795A4,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0023,TERGR2F_6B9E7C4801B0FB91459C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0039,TERGR2F_DACC6129DE871BBDABB7,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,9,R01ZF_SARF000009__Q095__R0035,TERGR2F_037D080F52800A097448,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0001,TERGR2F_9F79BA06D3249FED75BE,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0002,TERGR2F_550AF5EA89D296FA6E79,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0003,TERGR2F_8DB8737978971F4FD1B2,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0039,TERGR2F_399D4806AF98FE94533C,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0028,TERGR2F_4089A67E0648630E64F0,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
R01ZF,CAUSAL_REPLAY,R01ZF_REUSED_R01ZF_PERSON001,10,R01ZF_SARF000010__Q095__R0040,TERGR2F_1A78C5D08313CC4B232D,CAUSAL_PREFIX_FROZEN_P0_CONNECTIVITY
