run_id,frame_uid,frame_index,sar_timestamp_ms,mode,shell_id,track_id,source_observation_count,source_timestamp_min_ms,source_timestamp_max_ms,source_has_future_observation,source_raw_fragment_ids,effective_intervals_json,effective_width_deg,candidate_q95_region_count,timing_window_low_offset_ms,timing_window_high_offset_ms,manual_reference_used,sar_range_assigned_by_optical,strict_runtime_identity_claimed
R01ZF,R01ZF_SARF000010,10,333,FULL_CONTEXT_OFFLINE,R01ZF_SARF000010__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,9,111,556,True,R01ZF_REUSED_R01ZF_PERSON002,"[[-35.31154047355433, -2.1270070075923186]]",33.18453346596201,21,-250,250,False,False,False
R01ZF,R01ZF_SARF000010,10,333,FULL_CONTEXT_OFFLINE,R01ZF_SARF000010__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON003,R01ZF_REUSED_R01ZF_PERSON003,1,556,556,True,R01ZF_REUSED_R01ZF_PERSON003,"[[-51.31129259505707, -34.91378311121255]]",16.397509483844516,6,-250,250,False,False,False
R01ZF,R01ZF_SARF000011,11,367,CAUSAL_REPLAY,R01ZF_SARF000011__CAUSAL_REPLAY__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON001,4,167,333,False,R01ZF_REUSED_R01ZF_PERSON001,"[[-39.51104323168481, -15.199614036453905]]",24.311429195230904,19,-250,0,False,False,False
R01ZF,R01ZF_SARF000011,11,367,CAUSAL_REPLAY,R01ZF_SARF000011__CAUSAL_REPLAY__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,4,167,333,False,R01ZF_REUSED_R01ZF_PERSON002,"[[-33.196209207559136, -9.253859481453638]]",23.942349726105498,20,-250,0,False,False,False
R01ZF,R01ZF_SARF000011,11,367,FIXED_LAG_100MS,R01ZF_SARF000011__FIXED_LAG_100MS__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON001,6,167,444,True,R01ZF_REUSED_R01ZF_PERSON001,"[[-39.51104323168481, -11.598006070415533]]",27.913037161269276,22,-250,100,False,False,False
R01ZF,R01ZF_SARF000011,11,367,FIXED_LAG_100MS,R01ZF_SARF000011__FIXED_LAG_100MS__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,6,167,444,True,R01ZF_REUSED_R01ZF_PERSON002,"[[-33.196209207559136, -5.686104028860555]]",27.51010517869858,22,-250,100,False,False,False
R01ZF,R01ZF_SARF000011,11,367,FULL_CONTEXT_OFFLINE,R01ZF_SARF000011__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON001,9,167,611,True,R01ZF_REUSED_R01ZF_PERSON001,"[[-39.51104323168481, -6.273015470620898]]",33.23802776106391,25,-250,250,False,False,False
R01ZF,R01ZF_SARF000011,11,367,FULL_CONTEXT_OFFLINE,R01ZF_SARF000011__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,9,167,611,True,R01ZF_REUSED_R01ZF_PERSON002,"[[-33.196209207559136, -0.3553194411864524]]",32.84088976637268,28,-250,250,False,False,False
R01ZF,R01ZF_SARF000011,11,367,FULL_CONTEXT_OFFLINE,R01ZF_SARF000011__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON003,R01ZF_REUSED_R01ZF_PERSON003,2,556,611,True,R01ZF_REUSED_R01ZF_PERSON003,"[[-51.31129259505707, -33.46634037079409]]",17.844952224262975,10,-250,250,False,False,False
R01ZF,R01ZF_SARF000012,12,400,CAUSAL_REPLAY,R01ZF_SARF000012__CAUSAL_REPLAY__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON001,5,167,389,False,R01ZF_REUSED_R01ZF_PERSON001,"[[-39.51104323168481, -13.38389541722324]]",26.12714781446157,24,-250,0,False,False,False
R01ZF,R01ZF_SARF000012,12,400,CAUSAL_REPLAY,R01ZF_SARF000012__CAUSAL_REPLAY__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,5,167,389,False,R01ZF_REUSED_R01ZF_PERSON002,"[[-33.196209207559136, -7.494615968785951]]",25.701593238773185,25,-250,0,False,False,False
R01ZF,R01ZF_SARF000012,12,400,FIXED_LAG_100MS,R01ZF_SARF000012__FIXED_LAG_100MS__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON001,7,167,500,True,R01ZF_REUSED_R01ZF_PERSON001,"[[-39.51104323168481, -9.831223863411534]]",29.679819368273275,27,-250,100,False,False,False
R01ZF,R01ZF_SARF000012,12,400,FIXED_LAG_100MS,R01ZF_SARF000012__FIXED_LAG_100MS__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,7,167,500,True,R01ZF_REUSED_R01ZF_PERSON002,"[[-33.196209207559136, -3.9106829208285987]]",29.285526286730537,27,-250,100,False,False,False
R01ZF,R01ZF_SARF000012,12,400,FULL_CONTEXT_OFFLINE,R01ZF_SARF000012__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON001,R01ZF_REUSED_R01ZF_PERSON001,9,167,611,True,R01ZF_REUSED_R01ZF_PERSON001,"[[-39.51104323168481, -6.273015470620898]]",33.23802776106391,29,-250,250,False,False,False
R01ZF,R01ZF_SARF000012,12,400,FULL_CONTEXT_OFFLINE,R01ZF_SARF000012__FULL_CONTEXT_OFFLINE__R01ZF_REUSED_R01ZF_PERSON002,R01ZF_REUSED_R01ZF_PERSON002,9,167,611,True,R01ZF_REUSED_R01ZF_PERSON002,"[[-33.196209207559136, -0.3553194411864524]]",32.84088976637268,31,-250,250,False,False,False
