run_id,frame_uid,frame_index,mode,active_raw_fragment_shell_count,shell_region_edge_count,q95_region_count_full_fan,negative_optical_time
R01ZF,R01ZF_SARF000311,311,CAUSAL_REPLAY,0,0,30,True
R01ZF,R01ZF_SARF000311,311,FIXED_LAG_100MS,0,0,30,True
R01ZF,R01ZF_SARF000311,311,FULL_CONTEXT_OFFLINE,0,0,30,True
R01ZF,R01ZF_SARF000312,312,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000312,312,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000312,312,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000313,313,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000313,313,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000313,313,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000314,314,CAUSAL_REPLAY,0,0,47,True
R01ZF,R01ZF_SARF000314,314,FIXED_LAG_100MS,0,0,47,True
R01ZF,R01ZF_SARF000314,314,FULL_CONTEXT_OFFLINE,0,0,47,True
R01ZF,R01ZF_SARF000315,315,CAUSAL_REPLAY,0,0,34,True
R01ZF,R01ZF_SARF000315,315,FIXED_LAG_100MS,0,0,34,True
R01ZF,R01ZF_SARF000315,315,FULL_CONTEXT_OFFLINE,0,0,34,True
R01ZF,R01ZF_SARF000316,316,CAUSAL_REPLAY,0,0,35,True
R01ZF,R01ZF_SARF000316,316,FIXED_LAG_100MS,0,0,35,True
R01ZF,R01ZF_SARF000316,316,FULL_CONTEXT_OFFLINE,0,0,35,True
R01ZF,R01ZF_SARF000317,317,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000317,317,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000317,317,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000318,318,CAUSAL_REPLAY,0,0,41,True
R01ZF,R01ZF_SARF000318,318,FIXED_LAG_100MS,0,0,41,True
R01ZF,R01ZF_SARF000318,318,FULL_CONTEXT_OFFLINE,0,0,41,True
R01ZF,R01ZF_SARF000319,319,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000319,319,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000319,319,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000320,320,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000320,320,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000320,320,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000321,321,CAUSAL_REPLAY,0,0,46,True
R01ZF,R01ZF_SARF000321,321,FIXED_LAG_100MS,0,0,46,True
R01ZF,R01ZF_SARF000321,321,FULL_CONTEXT_OFFLINE,0,0,46,True
R01ZF,R01ZF_SARF000322,322,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000322,322,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000322,322,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000323,323,CAUSAL_REPLAY,0,0,47,True
R01ZF,R01ZF_SARF000323,323,FIXED_LAG_100MS,0,0,47,True
R01ZF,R01ZF_SARF000323,323,FULL_CONTEXT_OFFLINE,0,0,47,True
R01ZF,R01ZF_SARF000324,324,CAUSAL_REPLAY,0,0,41,True
R01ZF,R01ZF_SARF000324,324,FIXED_LAG_100MS,0,0,41,True
R01ZF,R01ZF_SARF000324,324,FULL_CONTEXT_OFFLINE,0,0,41,True
R01ZF,R01ZF_SARF000325,325,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000325,325,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000325,325,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000326,326,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000326,326,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000326,326,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000327,327,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000327,327,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000327,327,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000328,328,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000328,328,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000328,328,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000329,329,CAUSAL_REPLAY,0,0,33,True
R01ZF,R01ZF_SARF000329,329,FIXED_LAG_100MS,0,0,33,True
R01ZF,R01ZF_SARF000329,329,FULL_CONTEXT_OFFLINE,0,0,33,True
R01ZF,R01ZF_SARF000330,330,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000330,330,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000330,330,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000331,331,CAUSAL_REPLAY,0,0,30,True
R01ZF,R01ZF_SARF000331,331,FIXED_LAG_100MS,0,0,30,True
R01ZF,R01ZF_SARF000331,331,FULL_CONTEXT_OFFLINE,0,0,30,True
R01ZF,R01ZF_SARF000332,332,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000332,332,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000332,332,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000333,333,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000333,333,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000333,333,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000334,334,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000334,334,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000334,334,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000335,335,CAUSAL_REPLAY,0,0,35,True
R01ZF,R01ZF_SARF000335,335,FIXED_LAG_100MS,0,0,35,True
R01ZF,R01ZF_SARF000335,335,FULL_CONTEXT_OFFLINE,0,0,35,True
R01ZF,R01ZF_SARF000336,336,CAUSAL_REPLAY,0,0,33,True
R01ZF,R01ZF_SARF000336,336,FIXED_LAG_100MS,0,0,33,True
R01ZF,R01ZF_SARF000336,336,FULL_CONTEXT_OFFLINE,0,0,33,True
R01ZF,R01ZF_SARF000337,337,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000337,337,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000337,337,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000338,338,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000338,338,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000338,338,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000339,339,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000339,339,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000339,339,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000340,340,CAUSAL_REPLAY,0,0,44,True
R01ZF,R01ZF_SARF000340,340,FIXED_LAG_100MS,0,0,44,True
R01ZF,R01ZF_SARF000340,340,FULL_CONTEXT_OFFLINE,0,0,44,True
R01ZF,R01ZF_SARF000341,341,CAUSAL_REPLAY,0,0,46,True
R01ZF,R01ZF_SARF000341,341,FIXED_LAG_100MS,0,0,46,True
R01ZF,R01ZF_SARF000341,341,FULL_CONTEXT_OFFLINE,0,0,46,True
R01ZF,R01ZF_SARF000342,342,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000342,342,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000342,342,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000343,343,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000343,343,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000343,343,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000344,344,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000344,344,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000344,344,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000345,345,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000345,345,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000345,345,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000346,346,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000346,346,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000346,346,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000347,347,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000347,347,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000347,347,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000348,348,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000348,348,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000348,348,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000349,349,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000349,349,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000349,349,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000350,350,CAUSAL_REPLAY,0,0,34,True
R01ZF,R01ZF_SARF000350,350,FIXED_LAG_100MS,0,0,34,True
R01ZF,R01ZF_SARF000350,350,FULL_CONTEXT_OFFLINE,0,0,34,True
R01ZF,R01ZF_SARF000351,351,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000351,351,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000351,351,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000352,352,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000352,352,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000352,352,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000353,353,CAUSAL_REPLAY,0,0,35,True
R01ZF,R01ZF_SARF000353,353,FIXED_LAG_100MS,0,0,35,True
R01ZF,R01ZF_SARF000353,353,FULL_CONTEXT_OFFLINE,0,0,35,True
R01ZF,R01ZF_SARF000354,354,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000354,354,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000354,354,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000355,355,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000355,355,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000355,355,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000356,356,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000356,356,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000356,356,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000357,357,CAUSAL_REPLAY,0,0,45,True
R01ZF,R01ZF_SARF000357,357,FIXED_LAG_100MS,0,0,45,True
R01ZF,R01ZF_SARF000357,357,FULL_CONTEXT_OFFLINE,0,0,45,True
R01ZF,R01ZF_SARF000358,358,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000358,358,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000358,358,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000359,359,CAUSAL_REPLAY,0,0,41,True
R01ZF,R01ZF_SARF000359,359,FIXED_LAG_100MS,0,0,41,True
R01ZF,R01ZF_SARF000359,359,FULL_CONTEXT_OFFLINE,0,0,41,True
R01ZF,R01ZF_SARF000360,360,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000360,360,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000360,360,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000361,361,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000361,361,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000361,361,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000362,362,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000362,362,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000362,362,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000363,363,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000363,363,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000363,363,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000364,364,CAUSAL_REPLAY,0,0,47,True
R01ZF,R01ZF_SARF000364,364,FIXED_LAG_100MS,0,0,47,True
R01ZF,R01ZF_SARF000364,364,FULL_CONTEXT_OFFLINE,0,0,47,True
R01ZF,R01ZF_SARF000365,365,CAUSAL_REPLAY,0,0,46,True
R01ZF,R01ZF_SARF000365,365,FIXED_LAG_100MS,0,0,46,True
R01ZF,R01ZF_SARF000365,365,FULL_CONTEXT_OFFLINE,0,0,46,True
R01ZF,R01ZF_SARF000366,366,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000366,366,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000366,366,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000367,367,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000367,367,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000367,367,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000368,368,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000368,368,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000368,368,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000369,369,CAUSAL_REPLAY,0,0,44,True
R01ZF,R01ZF_SARF000369,369,FIXED_LAG_100MS,0,0,44,True
R01ZF,R01ZF_SARF000369,369,FULL_CONTEXT_OFFLINE,0,0,44,True
R01ZF,R01ZF_SARF000370,370,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000370,370,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000370,370,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000371,371,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000371,371,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000371,371,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000372,372,CAUSAL_REPLAY,0,0,35,True
R01ZF,R01ZF_SARF000372,372,FIXED_LAG_100MS,0,0,35,True
R01ZF,R01ZF_SARF000372,372,FULL_CONTEXT_OFFLINE,0,0,35,True
R01ZF,R01ZF_SARF000373,373,CAUSAL_REPLAY,0,0,41,True
R01ZF,R01ZF_SARF000373,373,FIXED_LAG_100MS,0,0,41,True
R01ZF,R01ZF_SARF000373,373,FULL_CONTEXT_OFFLINE,0,0,41,True
R01ZF,R01ZF_SARF000374,374,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000374,374,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000374,374,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000375,375,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000375,375,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000375,375,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000376,376,CAUSAL_REPLAY,0,0,47,True
R01ZF,R01ZF_SARF000376,376,FIXED_LAG_100MS,0,0,47,True
R01ZF,R01ZF_SARF000376,376,FULL_CONTEXT_OFFLINE,0,0,47,True
R01ZF,R01ZF_SARF000377,377,CAUSAL_REPLAY,0,0,45,True
R01ZF,R01ZF_SARF000377,377,FIXED_LAG_100MS,0,0,45,True
R01ZF,R01ZF_SARF000377,377,FULL_CONTEXT_OFFLINE,0,0,45,True
R01ZF,R01ZF_SARF000378,378,CAUSAL_REPLAY,0,0,34,True
R01ZF,R01ZF_SARF000378,378,FIXED_LAG_100MS,0,0,34,True
R01ZF,R01ZF_SARF000378,378,FULL_CONTEXT_OFFLINE,0,0,34,True
R01ZF,R01ZF_SARF000379,379,CAUSAL_REPLAY,0,0,33,True
R01ZF,R01ZF_SARF000379,379,FIXED_LAG_100MS,0,0,33,True
R01ZF,R01ZF_SARF000379,379,FULL_CONTEXT_OFFLINE,0,0,33,True
R01ZF,R01ZF_SARF000380,380,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000380,380,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000380,380,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000381,381,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000381,381,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000381,381,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000382,382,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000382,382,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000382,382,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000383,383,CAUSAL_REPLAY,0,0,44,True
R01ZF,R01ZF_SARF000383,383,FIXED_LAG_100MS,0,0,44,True
R01ZF,R01ZF_SARF000383,383,FULL_CONTEXT_OFFLINE,0,0,44,True
R01ZF,R01ZF_SARF000384,384,CAUSAL_REPLAY,0,0,45,True
R01ZF,R01ZF_SARF000384,384,FIXED_LAG_100MS,0,0,45,True
R01ZF,R01ZF_SARF000384,384,FULL_CONTEXT_OFFLINE,0,0,45,True
R01ZF,R01ZF_SARF000385,385,CAUSAL_REPLAY,0,0,44,True
R01ZF,R01ZF_SARF000385,385,FIXED_LAG_100MS,0,0,44,True
R01ZF,R01ZF_SARF000385,385,FULL_CONTEXT_OFFLINE,0,0,44,True
R01ZF,R01ZF_SARF000386,386,CAUSAL_REPLAY,0,0,45,True
R01ZF,R01ZF_SARF000386,386,FIXED_LAG_100MS,0,0,45,True
R01ZF,R01ZF_SARF000386,386,FULL_CONTEXT_OFFLINE,0,0,45,True
R01ZF,R01ZF_SARF000387,387,CAUSAL_REPLAY,0,0,51,True
R01ZF,R01ZF_SARF000387,387,FIXED_LAG_100MS,0,0,51,True
R01ZF,R01ZF_SARF000387,387,FULL_CONTEXT_OFFLINE,0,0,51,True
R01ZF,R01ZF_SARF000388,388,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000388,388,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000388,388,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000389,389,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000389,389,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000389,389,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000390,390,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000390,390,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000390,390,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000391,391,CAUSAL_REPLAY,0,0,51,True
R01ZF,R01ZF_SARF000391,391,FIXED_LAG_100MS,0,0,51,True
R01ZF,R01ZF_SARF000391,391,FULL_CONTEXT_OFFLINE,0,0,51,True
R01ZF,R01ZF_SARF000392,392,CAUSAL_REPLAY,0,0,41,True
R01ZF,R01ZF_SARF000392,392,FIXED_LAG_100MS,0,0,41,True
R01ZF,R01ZF_SARF000392,392,FULL_CONTEXT_OFFLINE,0,0,41,True
R01ZF,R01ZF_SARF000393,393,CAUSAL_REPLAY,0,0,44,True
R01ZF,R01ZF_SARF000393,393,FIXED_LAG_100MS,0,0,44,True
R01ZF,R01ZF_SARF000393,393,FULL_CONTEXT_OFFLINE,0,0,44,True
R01ZF,R01ZF_SARF000394,394,CAUSAL_REPLAY,0,0,40,True
R01ZF,R01ZF_SARF000394,394,FIXED_LAG_100MS,0,0,40,True
R01ZF,R01ZF_SARF000394,394,FULL_CONTEXT_OFFLINE,0,0,40,True
R01ZF,R01ZF_SARF000395,395,CAUSAL_REPLAY,0,0,46,True
R01ZF,R01ZF_SARF000395,395,FIXED_LAG_100MS,0,0,46,True
R01ZF,R01ZF_SARF000395,395,FULL_CONTEXT_OFFLINE,0,0,46,True
R01ZF,R01ZF_SARF000396,396,CAUSAL_REPLAY,0,0,49,True
R01ZF,R01ZF_SARF000396,396,FIXED_LAG_100MS,0,0,49,True
R01ZF,R01ZF_SARF000396,396,FULL_CONTEXT_OFFLINE,0,0,49,True
R01ZF,R01ZF_SARF000397,397,CAUSAL_REPLAY,0,0,71,True
R01ZF,R01ZF_SARF000397,397,FIXED_LAG_100MS,0,0,71,True
R01ZF,R01ZF_SARF000397,397,FULL_CONTEXT_OFFLINE,0,0,71,True
R01ZF,R01ZF_SARF000398,398,CAUSAL_REPLAY,0,0,63,True
R01ZF,R01ZF_SARF000398,398,FIXED_LAG_100MS,0,0,63,True
R01ZF,R01ZF_SARF000398,398,FULL_CONTEXT_OFFLINE,0,0,63,True
R01ZF,R01ZF_SARF000399,399,CAUSAL_REPLAY,0,0,68,True
R01ZF,R01ZF_SARF000399,399,FIXED_LAG_100MS,0,0,68,True
R01ZF,R01ZF_SARF000399,399,FULL_CONTEXT_OFFLINE,0,0,68,True
R01ZF,R01ZF_SARF000400,400,CAUSAL_REPLAY,0,0,42,True
R01ZF,R01ZF_SARF000400,400,FIXED_LAG_100MS,0,0,42,True
R01ZF,R01ZF_SARF000400,400,FULL_CONTEXT_OFFLINE,0,0,42,True
R01ZF,R01ZF_SARF000401,401,CAUSAL_REPLAY,0,0,41,True
R01ZF,R01ZF_SARF000401,401,FIXED_LAG_100MS,0,0,41,True
R01ZF,R01ZF_SARF000401,401,FULL_CONTEXT_OFFLINE,0,0,41,True
R01ZF,R01ZF_SARF000402,402,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000402,402,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000402,402,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000403,403,CAUSAL_REPLAY,0,0,47,True
R01ZF,R01ZF_SARF000403,403,FIXED_LAG_100MS,0,0,47,True
R01ZF,R01ZF_SARF000403,403,FULL_CONTEXT_OFFLINE,0,0,47,True
R01ZF,R01ZF_SARF000404,404,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000404,404,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000404,404,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000405,405,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000405,405,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000405,405,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000406,406,CAUSAL_REPLAY,0,0,32,True
R01ZF,R01ZF_SARF000406,406,FIXED_LAG_100MS,0,0,32,True
R01ZF,R01ZF_SARF000406,406,FULL_CONTEXT_OFFLINE,0,0,32,True
R01ZF,R01ZF_SARF000407,407,CAUSAL_REPLAY,0,0,35,True
R01ZF,R01ZF_SARF000407,407,FIXED_LAG_100MS,0,0,35,True
R01ZF,R01ZF_SARF000407,407,FULL_CONTEXT_OFFLINE,0,0,35,True
R01ZF,R01ZF_SARF000408,408,CAUSAL_REPLAY,0,0,33,True
R01ZF,R01ZF_SARF000408,408,FIXED_LAG_100MS,0,0,33,True
R01ZF,R01ZF_SARF000408,408,FULL_CONTEXT_OFFLINE,0,0,33,True
R01ZF,R01ZF_SARF000409,409,CAUSAL_REPLAY,0,0,37,True
R01ZF,R01ZF_SARF000409,409,FIXED_LAG_100MS,0,0,37,True
R01ZF,R01ZF_SARF000409,409,FULL_CONTEXT_OFFLINE,0,0,37,True
R01ZF,R01ZF_SARF000410,410,CAUSAL_REPLAY,0,0,44,True
R01ZF,R01ZF_SARF000410,410,FIXED_LAG_100MS,0,0,44,True
R01ZF,R01ZF_SARF000410,410,FULL_CONTEXT_OFFLINE,0,0,44,True
R01ZF,R01ZF_SARF000411,411,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000411,411,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000411,411,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000412,412,CAUSAL_REPLAY,0,0,46,True
R01ZF,R01ZF_SARF000412,412,FIXED_LAG_100MS,0,0,46,True
R01ZF,R01ZF_SARF000412,412,FULL_CONTEXT_OFFLINE,0,0,46,True
R01ZF,R01ZF_SARF000413,413,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000413,413,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000413,413,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000414,414,CAUSAL_REPLAY,0,0,36,True
R01ZF,R01ZF_SARF000414,414,FIXED_LAG_100MS,0,0,36,True
R01ZF,R01ZF_SARF000414,414,FULL_CONTEXT_OFFLINE,0,0,36,True
R01ZF,R01ZF_SARF000415,415,CAUSAL_REPLAY,0,0,38,True
R01ZF,R01ZF_SARF000415,415,FIXED_LAG_100MS,0,0,38,True
R01ZF,R01ZF_SARF000415,415,FULL_CONTEXT_OFFLINE,0,0,38,True
R01ZF,R01ZF_SARF000416,416,CAUSAL_REPLAY,0,0,35,True
R01ZF,R01ZF_SARF000416,416,FIXED_LAG_100MS,0,0,35,True
R01ZF,R01ZF_SARF000416,416,FULL_CONTEXT_OFFLINE,0,0,35,True
R01ZF,R01ZF_SARF000417,417,CAUSAL_REPLAY,0,0,39,True
R01ZF,R01ZF_SARF000417,417,FIXED_LAG_100MS,0,0,39,True
R01ZF,R01ZF_SARF000417,417,FULL_CONTEXT_OFFLINE,0,0,39,True
R01ZF,R01ZF_SARF000418,418,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000418,418,FIXED_LAG_100MS,0,0,43,True
R01ZF,R01ZF_SARF000418,418,FULL_CONTEXT_OFFLINE,0,0,43,True
R01ZF,R01ZF_SARF000419,419,CAUSAL_REPLAY,0,0,43,True
R01ZF,R01ZF_SARF000419,419,FIXED_LAG_100MS,0,0,43,True
