run_id,source_sar_frame,destination_sar_frame,source_region_id,destination_region_id,soft_intersection_px,p0_supported_continuation,p0_model,reference_used,p0_supported_destination_count,p0_supported_source_count,sar_topology_state
R01ZF,0,1,R01ZF_SARF000000__Q095__R0041,R01ZF_SARF000001__Q095__R0029,16.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,0,1,R01ZF_SARF000000__Q095__R0042,R01ZF_SARF000001__Q095__R0009,1.740234375,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,0,1,R01ZF_SARF000000__Q095__R0043,R01ZF_SARF000001__Q095__R0013,8.958984375,True,M1,False,1,3,P0_MERGE_LIKE
R01ZF,0,1,R01ZF_SARF000000__Q095__R0046,R01ZF_SARF000001__Q095__R0037,3.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0001,R01ZF_SARF000002__Q095__R0001,753.048828125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0002,R01ZF_SARF000002__Q095__R0002,482.5703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0003,R01ZF_SARF000002__Q095__R0003,564.72265625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0004,R01ZF_SARF000002__Q095__R0004,872.873046875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0005,R01ZF_SARF000002__Q095__R0006,303.708984375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0006,R01ZF_SARF000002__Q095__R0012,557.3515625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0007,R01ZF_SARF000002__Q095__R0009,644.416015625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0008,R01ZF_SARF000002__Q095__R0010,1219.224609375,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0009,R01ZF_SARF000002__Q095__R0013,562.353515625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0010,R01ZF_SARF000002__Q095__R0017,191.939453125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0011,R01ZF_SARF000002__Q095__R0014,215.470703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0012,R01ZF_SARF000002__Q095__R0018,254.623046875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0013,R01ZF_SARF000002__Q095__R0015,456.8125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0014,R01ZF_SARF000002__Q095__R0016,735.5546875,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0015,R01ZF_SARF000002__Q095__R0011,624.642578125,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0015,R01ZF_SARF000002__Q095__R0024,244.345703125,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0016,R01ZF_SARF000002__Q095__R0005,292.9375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0017,R01ZF_SARF000002__Q095__R0028,141.470703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0018,R01ZF_SARF000002__Q095__R0021,293.333984375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0019,R01ZF_SARF000002__Q095__R0007,948.728515625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0020,R01ZF_SARF000002__Q095__R0036,114.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0021,R01ZF_SARF000002__Q095__R0032,455.83984375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0022,R01ZF_SARF000002__Q095__R0027,199.25390625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0023,R01ZF_SARF000002__Q095__R0023,138.55859375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0024,R01ZF_SARF000002__Q095__R0020,171.775390625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0025,R01ZF_SARF000002__Q095__R0026,679.78515625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0026,R01ZF_SARF000002__Q095__R0019,220.53515625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0027,R01ZF_SARF000002__Q095__R0030,107.935546875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0028,R01ZF_SARF000002__Q095__R0039,64.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0029,R01ZF_SARF000002__Q095__R0025,115.248046875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0030,R01ZF_SARF000002__Q095__R0016,310.435546875,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0031,R01ZF_SARF000002__Q095__R0038,209.94140625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0032,R01ZF_SARF000002__Q095__R0022,145.49609375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0033,R01ZF_SARF000002__Q095__R0041,72.376953125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0034,R01ZF_SARF000002__Q095__R0043,38.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0035,R01ZF_SARF000002__Q095__R0031,149.783203125,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0036,R01ZF_SARF000002__Q095__R0034,117.62109375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0037,R01ZF_SARF000002__Q095__R0049,36.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0038,R01ZF_SARF000002__Q095__R0037,87.4609375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0040,R01ZF_SARF000002__Q095__R0053,2.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0041,R01ZF_SARF000002__Q095__R0033,127.287109375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0042,R01ZF_SARF000002__Q095__R0010,51.4375,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0043,R01ZF_SARF000002__Q095__R0031,38.220703125,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0044,R01ZF_SARF000002__Q095__R0050,7.626953125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0045,R01ZF_SARF000002__Q095__R0048,17.00390625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0048,R01ZF_SARF000002__Q095__R0008,57.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,1,2,R01ZF_SARF000001__Q095__R0049,R01ZF_SARF000002__Q095__R0029,29.845703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0001,R01ZF_SARF000003__Q095__R0001,751.4375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0002,R01ZF_SARF000003__Q095__R0002,498.109375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0003,R01ZF_SARF000003__Q095__R0003,459.31640625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0004,R01ZF_SARF000003__Q095__R0004,866.03125,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0005,R01ZF_SARF000003__Q095__R0008,368.1875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0006,R01ZF_SARF000003__Q095__R0005,339.375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0007,R01ZF_SARF000003__Q095__R0011,910.59375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0008,R01ZF_SARF000003__Q095__R0015,402.2265625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0009,R01ZF_SARF000003__Q095__R0010,623.51953125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0010,R01ZF_SARF000003__Q095__R0016,1036.50390625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0011,R01ZF_SARF000003__Q095__R0006,631.1640625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0012,R01ZF_SARF000003__Q095__R0014,515.6171875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0013,R01ZF_SARF000003__Q095__R0017,524.4375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0014,R01ZF_SARF000003__Q095__R0009,249.45703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0015,R01ZF_SARF000003__Q095__R0013,491.171875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0016,R01ZF_SARF000003__Q095__R0007,1163.203125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0017,R01ZF_SARF000003__Q095__R0019,198.0234375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0018,R01ZF_SARF000003__Q095__R0027,199.2265625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0019,R01ZF_SARF000003__Q095__R0012,231.43359375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0020,R01ZF_SARF000003__Q095__R0028,165.98046875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0021,R01ZF_SARF000003__Q095__R0023,290.0546875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0022,R01ZF_SARF000003__Q095__R0018,358.85546875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0023,R01ZF_SARF000003__Q095__R0026,119.87109375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0024,R01ZF_SARF000003__Q095__R0024,181.2109375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0025,R01ZF_SARF000003__Q095__R0022,172.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0026,R01ZF_SARF000003__Q095__R0020,644.9609375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0027,R01ZF_SARF000003__Q095__R0033,148.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0028,R01ZF_SARF000003__Q095__R0021,141.875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0029,R01ZF_SARF000003__Q095__R0031,309.0390625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0030,R01ZF_SARF000003__Q095__R0039,76.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0031,R01ZF_SARF000003__Q095__R0004,3.79296875,True,M1,False,2,2,P0_SPLIT_AND_MERGE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0031,R01ZF_SARF000003__Q095__R0032,255.0625,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0032,R01ZF_SARF000003__Q095__R0035,142.4375,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0032,R01ZF_SARF000003__Q095__R0036,162.296875,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0033,R01ZF_SARF000003__Q095__R0034,131.29296875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0034,R01ZF_SARF000003__Q095__R0025,155.9765625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0035,R01ZF_SARF000003__Q095__R0041,91.29296875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0036,R01ZF_SARF000003__Q095__R0029,109.89453125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0037,R01ZF_SARF000003__Q095__R0043,59.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0038,R01ZF_SARF000003__Q095__R0038,179.6640625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0039,R01ZF_SARF000003__Q095__R0042,47.6015625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0041,R01ZF_SARF000003__Q095__R0030,74.0,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0042,R01ZF_SARF000003__Q095__R0047,5.58203125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0044,R01ZF_SARF000003__Q095__R0040,68.29296875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0048,R01ZF_SARF000003__Q095__R0046,9.45703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,2,3,R01ZF_SARF000002__Q095__R0052,R01ZF_SARF000003__Q095__R0030,9.0,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0001,R01ZF_SARF000004__Q095__R0001,622.265625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0002,R01ZF_SARF000004__Q095__R0002,409.296875,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0003,R01ZF_SARF000004__Q095__R0003,408.125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0004,R01ZF_SARF000004__Q095__R0007,1171.59375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0005,R01ZF_SARF000004__Q095__R0008,363.53125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0006,R01ZF_SARF000004__Q095__R0011,310.546875,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0006,R01ZF_SARF000004__Q095__R0033,174.1875,True,M1,False,2,2,P0_SPLIT_AND_MERGE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0007,R01ZF_SARF000004__Q095__R0006,1224.375,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0008,R01ZF_SARF000004__Q095__R0012,326.328125,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0008,R01ZF_SARF000004__Q095__R0035,95.734375,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0009,R01ZF_SARF000004__Q095__R0019,152.578125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0010,R01ZF_SARF000004__Q095__R0009,651.21875,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0011,R01ZF_SARF000004__Q095__R0004,847.390625,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0011,R01ZF_SARF000004__Q095__R0044,15.0,True,M1,False,2,1,P0_SPLIT_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0014,R01ZF_SARF000004__Q095__R0010,478.265625,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0015,R01ZF_SARF000004__Q095__R0005,532.921875,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0016,R01ZF_SARF000004__Q095__R0009,1079.1875,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0017,R01ZF_SARF000004__Q095__R0005,593.859375,True,M1,False,1,2,P0_MERGE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0018,R01ZF_SARF000004__Q095__R0013,413.953125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0019,R01ZF_SARF000004__Q095__R0018,138.703125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0020,R01ZF_SARF000004__Q095__R0015,717.203125,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
R01ZF,3,4,R01ZF_SARF000003__Q095__R0021,R01ZF_SARF000004__Q095__R0034,59.0,True,M1,False,1,1,P0_ONE_TO_ONE_LIKE
