event_id,run_id,mode,frame_index,hypothesis_id,runtime_optical_fragment_id,previous_state,new_state,transition_evidence,segment_generated_from_stream
TERGR2E_31537E9AC184CD46B28A,R02ZF,FIXED_LAG_100MS,93,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_F237DE03867465D2FE03,R02ZF,FIXED_LAG_100MS,94,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_ADED4A39A44C61502419,R02ZF,FIXED_LAG_100MS,494,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_6F7CD0517D16D1347F7A,R02ZF,FULL_CONTEXT_OFFLINE,93,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_E2EA3D4AB1E90F1E0C1D,R02ZF,FULL_CONTEXT_OFFLINE,94,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_5C5DDF34206CF29DDCBE,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_A307FA646360B1F7EA6E,R02ZF,CAUSAL_REPLAY,107,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_AA4E2EBF4C99C782431A,R02ZF,CAUSAL_REPLAY,108,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_484E82E9B2DFC370C455,R02ZF,CAUSAL_REPLAY,494,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_EBA284A745EE865A3F7A,R02ZF,FIXED_LAG_100MS,107,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_AE729028C0BE209F9EA2,R02ZF,FIXED_LAG_100MS,108,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_B39978755EB60A729E7D,R02ZF,FIXED_LAG_100MS,494,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_6C4AD6B5DC8BB7757C44,R02ZF,FULL_CONTEXT_OFFLINE,107,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_F0A354FD021ECBB8B74A,R02ZF,FULL_CONTEXT_OFFLINE,108,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_FC7064C33931553AED53,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_3370FB2C1819392EDBCF,R02ZF_REUSED_R02ZF_PERSON100002,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_6EBF37CA135A430EB45D,R02ZF,CAUSAL_REPLAY,108,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_ED4F13380E6590698EAD,R02ZF,CAUSAL_REPLAY,109,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_E0419A5EAAAC926EE097,R02ZF,CAUSAL_REPLAY,494,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_DB3A3BBC2C800C1DD30A,R02ZF,FIXED_LAG_100MS,108,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_273C4FB1D0610EE887E4,R02ZF,FIXED_LAG_100MS,109,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_7C3CB8A11CAB912278D3,R02ZF,FIXED_LAG_100MS,494,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_57405C2560F2AB17BE15,R02ZF,FULL_CONTEXT_OFFLINE,108,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_BE08850F095E8EE70FF4,R02ZF,FULL_CONTEXT_OFFLINE,109,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_6BD7EE783DA0B6C8C202,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_2578804D38D57F43D010,R02ZF_REUSED_R02ZF_PERSON100003,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_70ECE273F920612293E6,R02ZF,CAUSAL_REPLAY,108,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_12FD3E072E0E8ED32264,R02ZF,CAUSAL_REPLAY,109,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_4A528DE8603C54C7E2D2,R02ZF,CAUSAL_REPLAY,494,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_BB7956B91C9707ED28AB,R02ZF,FIXED_LAG_100MS,108,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_292D0FC9DA9F722EE4E5,R02ZF,FIXED_LAG_100MS,109,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_7255C644C779C56FF8D1,R02ZF,FIXED_LAG_100MS,494,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_F48A378F87FAB32BE0C0,R02ZF,FULL_CONTEXT_OFFLINE,108,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_B2EB131B16E6909EBA96,R02ZF,FULL_CONTEXT_OFFLINE,109,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_CD2E5C5435185E0F6015,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_9E102B15A366AB6BB61E,R02ZF_REUSED_R02ZF_PERSON100004,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_385E97CAE4C96BC70E30,R02ZF,CAUSAL_REPLAY,113,TERGR2H_D71685188496FD648271,R02ZF_REUSED_R02ZF_PERSON100005,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_D57E0F430500BB94C62E,R02ZF,CAUSAL_REPLAY,114,TERGR2H_D71685188496FD648271,R02ZF_REUSED_R02ZF_PERSON100005,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_A570BA36272BFCF79848,R02ZF,FIXED_LAG_100MS,113,TERGR2H_D71685188496FD648271,R02ZF_REUSED_R02ZF_PERSON100005,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_BC54415BE0E08E07B84D,R02ZF,FIXED_LAG_100MS,114,TERGR2H_D71685188496FD648271,R02ZF_REUSED_R02ZF_PERSON100005,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_08E5B869707D710F8BA4,R02ZF,FULL_CONTEXT_OFFLINE,113,TERGR2H_D71685188496FD648271,R02ZF_REUSED_R02ZF_PERSON100005,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_DCABCDB423A364A8FEAF,R02ZF,FULL_CONTEXT_OFFLINE,114,TERGR2H_D71685188496FD648271,R02ZF_REUSED_R02ZF_PERSON100005,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_3888EF17209BC7F59109,R02ZF,CAUSAL_REPLAY,122,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_9E13AA8A58DE4D38FE66,R02ZF,CAUSAL_REPLAY,123,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_DA2091BF9A691F179C3F,R02ZF,CAUSAL_REPLAY,494,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_C5EF5387689219B910C1,R02ZF,FIXED_LAG_100MS,122,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_C46B0D6551160E01E11B,R02ZF,FIXED_LAG_100MS,123,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_5A4BBCBBA0261E0D3789,R02ZF,FIXED_LAG_100MS,494,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_1D9605715F9AFAF0817A,R02ZF,FULL_CONTEXT_OFFLINE,122,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_EC5665A11739DCB1CE80,R02ZF,FULL_CONTEXT_OFFLINE,123,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_90F9AB54903A95424DB5,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_C7191EEA11B0B70727C6,R02ZF_REUSED_R02ZF_PERSON100006,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_C7163A6537BCC565D4C8,R02ZF,CAUSAL_REPLAY,168,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_5161CB359186D26C0BA1,R02ZF,CAUSAL_REPLAY,169,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_D4385636ECA5FAFC0E6A,R02ZF,CAUSAL_REPLAY,494,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_A40A2DBE9FA74122D157,R02ZF,FIXED_LAG_100MS,168,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_69014A5554D1EBD3C0C0,R02ZF,FIXED_LAG_100MS,169,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_8EEDF76EEE20E7AD6E31,R02ZF,FIXED_LAG_100MS,494,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_4CD1822B9C4B25C3802E,R02ZF,FULL_CONTEXT_OFFLINE,168,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_6024E8AFB373B085892F,R02ZF,FULL_CONTEXT_OFFLINE,169,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_0E7C18964F10D5E48407,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_44F6E71DE076CC651AA1,R02ZF_REUSED_R02ZF_PERSON100007,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_AAF558DA0A5DBA168E8B,R02ZF,CAUSAL_REPLAY,263,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_8F3949A347782A670344,R02ZF,CAUSAL_REPLAY,264,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_6E96B3679EE1F50D10CD,R02ZF,CAUSAL_REPLAY,494,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_DC99EEFE582B3F08FACC,R02ZF,FIXED_LAG_100MS,263,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_CBF635F704970D77794E,R02ZF,FIXED_LAG_100MS,264,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_F7C042A1081C546F3401,R02ZF,FIXED_LAG_100MS,494,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_1EB4FFFCDBF80D5ABBF5,R02ZF,FULL_CONTEXT_OFFLINE,263,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_23133EE7B1358ED1FF9A,R02ZF,FULL_CONTEXT_OFFLINE,264,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_3930EB925222F309500E,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_8667F3C0EF6A7D7C38CE,R02ZF_REUSED_R02ZF_PERSON100008,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_E95D9D6EF20A489264FB,R02ZF,CAUSAL_REPLAY,382,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_6ADCCDA632973DDD69AD,R02ZF,CAUSAL_REPLAY,383,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_4C29BFEC20A4D9D8ABC8,R02ZF,CAUSAL_REPLAY,494,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_0E3570B65F27FDB835F1,R02ZF,FIXED_LAG_100MS,382,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_4A6BBE746C8BEEC6FC7C,R02ZF,FIXED_LAG_100MS,383,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_9DF3032C19A6BC994C53,R02ZF,FIXED_LAG_100MS,494,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_BB6201D323DD6802EDB5,R02ZF,FULL_CONTEXT_OFFLINE,382,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_406FDFB774761F180549,R02ZF,FULL_CONTEXT_OFFLINE,383,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_83F36A2E75A4244D9A2F,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_1DA7A3C8022532B77891,R02ZF_REUSED_R02ZF_PERSON100009,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_7B7A56FB24D78C7D2865,R02ZF,CAUSAL_REPLAY,385,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_9F79B635F7C85ACD0C58,R02ZF,CAUSAL_REPLAY,386,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_19C59FF99FCEF616818A,R02ZF,CAUSAL_REPLAY,494,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_E787FB8285AFF0B7D0CE,R02ZF,FIXED_LAG_100MS,385,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_6C1A7D4C588F0333668D,R02ZF,FIXED_LAG_100MS,386,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_AE204886AC4FF0201394,R02ZF,FIXED_LAG_100MS,494,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_144394F4329BCC62200A,R02ZF,FULL_CONTEXT_OFFLINE,385,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_C64872E95ADBB55AF08A,R02ZF,FULL_CONTEXT_OFFLINE,386,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_32F3EB9FC0413309834F,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_53A60755633F7FE9178D,R02ZF_REUSED_R02ZF_PERSON100010,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_12E1EEF3BE635FD41870,R02ZF,CAUSAL_REPLAY,387,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_60FD29C6CC0B22960591,R02ZF,CAUSAL_REPLAY,388,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_E808E33E8038BADF0523,R02ZF,CAUSAL_REPLAY,494,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_8D42F172193060192589,R02ZF,FIXED_LAG_100MS,387,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_3D0C94A126CA5A97C2BF,R02ZF,FIXED_LAG_100MS,388,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_01E97289F64ABE5C214C,R02ZF,FIXED_LAG_100MS,494,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_F0E85276AD9E12C4B35B,R02ZF,FULL_CONTEXT_OFFLINE,387,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_38FFD5871D21559CFEC3,R02ZF,FULL_CONTEXT_OFFLINE,388,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_BB972530BD18CEA40B24,R02ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_808FDDF0D16828EB0B15,R02ZF_REUSED_R02ZF_PERSON100011,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_9E6E91652657FA8D5D6C,R02ZF,CAUSAL_REPLAY,387,TERGR2H_9517147B08780E49D952,R02ZF_REUSED_R02ZF_PERSON100012,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
